word	count
said-carried	35014
visitor	34989
existence	34982
was-excited	34976
host	34973
request	34937
said-field	34924
kill	34915
said-mention	34911
something	34910
was-ordered	34886
said-mighty	34885
was-shot	34864
was-thank	34859
recognise	34792
said-merely	34792
said-corner	34765
sobbed	34760
said-station	34729
said-particular	34728
full	34631
danced	34582
said-allowed	34577
said-fond	34555
said-tears	34523
owned	34509
putting	34482
said-price	34457
washed	34419
manage	34406
fool	34395
sipped	34375
said-twice	34373
purpose	34342
was-dragged	34320
said-lies	34296
was-was	34249
stroked	34238
said-putting	34236
worried	34214
ideas	34199
year	34178
said-lots	34163
said-brave	34129
said-clever	34101
said-i.	34099
driving	34077
pleasure	34070
said-followed	34070
dog	34058
sight	34046
said-laid	34039
said-self	34018
said-mistress	34013
was-sat	33983
said-em	33970
said-works	33897
said-opened	33896
said-lips	33854
lungs	33832
said-neck	33806
said-phone	33760
said-study	33720
disliked	33707
obeyed	33694
claimed	33693
crept	33655
switched	33644
locked	33642
said-thirty	33630
situation	33608
enemy	33570
was-watch	33556
laughter	33545
said-joy	33519
said-camp	33505
carry	33505
said-creature	33468
eyed	33424
gained	33423
said-tells	33415
said-middle	33375
said-rain	33364
released	33351
said-walking	33351
grief	33327
said-scared	33318
was-faced	33318
said-hill	33311
said-grave	33308
duties	33271
said-asleep	33268
stole	33266
said-silence	33210
said-nay	33207
cabin	33202
said-justice	33172
fled	33169
giggled	33127
turning	33120
advised	33075
grip	33075
calling	33056
said-youth	33037
said-shop	33037
was-accompanied	33032
said-settled	33029
remark	33027
was-please	32981
said-smoke	32950
break	32950
said-nine	32917
past	32916
view	32874
said-spent	32853
cigar	32838
said-third	32801
was-holding	32800
said-comfort	32796
said-property	32787
was-felt	32773
said-island	32741
illness	32698
motioned	32694
figured	32677
questioned	32675
suffering	32671
said-anxious	32647
said-cost	32639
said-serve	32635
was-showed	32620
said-fuck	32597
said-excellent	32596
was-bound	32592
said-fly	32588
said-arrived	32585
said-officer	32548
said-ashamed	32543
was-persuaded	32537
accept	32526
said-conversation	32514
was-laughed	32478
said-naturally	32471
trembled	32442
anxiety	32422
said-pounds	32416
swept	32403
was-murmured	32366
said-opportunity	32364
said-spare	32338
questions	32316
said-dirty	32311
grateful	32293
descended	32271
said-weather	32265
tea	32258
command	32241
clutched	32239
said-brown	32203
success	32200
clasped	32195
said-trip	32180
said-choice	32147
said-twelve	32126
departed	32118
taste	32048
said-won	32020
said-beside	32013
was-shook	32003
attempt	31998
drinking	31959
said-hide	31942
reported	31925
said-moved	31912
said-suffer	31894
said-watching	31887
dismissed	31872
class	31863
said-aye	31850
said-names	31846
said-worried	31837
said-bread	31822
calm	31799
said-wedding	31753
orders	31745
said-bloody	31734
said-memory	31729
neighbour	31691
said-noticed	31660
said-wood	31652
said-farm	31647
said-dat	31599
attended	31596
tall	31572
snorted	31568
number	31563
said-mercy	31528
end	31500
muscles	31488
said-fifteen	31472
said-accident	31411
hid	31408
said-bird	31396
bade	31391
said-fighting	31385
said-wished	31371
choice	31361
said-ideas	31332
said-college	31319
was-show	31248
said-ta	31232
moaned	31228
said-store	31227
careful	31218
was-remembered	31202
said-spoken	31190
said-upstairs	31180
said-ass	31178
said-fix	31176
acquaintance	31163
pen	31158
staying	31158
said-ay	31142
said-stranger	31130
said-handsome	31114
said-huh	31104
said-waste	31083
said-engaged	31064
said-mom	31062
walks	31043
said-fate	31002
said-frightened	30962
grave	30953
said-forever	30922
was-blame	30909
future	30907
gripped	30876
said-nose	30855
was-accompany	30824
said-calls	30815
there	30799
capable	30799
wrapped	30778
said-ears	30773
was-satisfied	30746
tail	30705
said-assure	30691
was-make	30679
said-president	30677
said-dreadful	30674
said-courage	30664
said-draw	30644
works	30566
said-cat	30551
said-believed	30535
control	30515
mad	30489
winked	30473
directed	30466
said-servant	30443
regretted	30435
twisted	30420
said-goodness	30333
said-scarcely	30328
said-coat	30326
said-christian	30323
gestured	30304
said-older	30297
said-seat	30295
was-addressed	30287
garden	30275
said-dry	30248
said-led	30198
wound	30189
said-tongue	30174
said-cup	30171
said-decide	30168
said-guard	30168
said-cook	30167
enter	30132
was-placed	30125
cursed	30097
said-prepared	30083
said-finally	30082
signed	30076
said-innocent	30041
thigh	30035
staggered	30011
said-legs	29980
dug	29971
was-understand	29967
servant	29948
hears	29940
said-mere	29938
roared	29932
faith	29928
said-owe	29922
palms	29911
said-awfully	29909
pillow	29907
neighbours	29875
ladyship	29872
said-comfortable	29872
said-smart	29820
said-fat	29806
said-club	29803
said-building	29799
smelled	29775
was-amazed	29773
said-plans	29749
said-forth	29747
paced	29712
accompanied	29696
said-refuse	29689
said-wishes	29660
was-troubled	29655
said-reached	29632
said-turning	29630
said-affairs	29623
said-condition	29583
said-control	29574
said-struck	29562
was-come	29557
said-risk	29553
course	29529
content	29520
dying	29415
sniffed	29377
said-race	29367
said-scene	29314
travelled	29301
tries	29282
said-satisfied	29277
wear	29232
papers	29227
owed	29184
said-concerned	29182
said-moving	29151
was-drove	29135
line	29111
curiosity	29109
said-sudden	29103
said-command	29095
was-touch	29084
acknowledged	29053
crawled	29046
said-action	29042
property	29036
indicated	29018
was-surrounded	29006
said-dearest	28984
said-aware	28976
spend	28975
chance	28972
beheld	28962
said-weak	28909
said-afford	28905
visits	28868
said-success	28856
speaks	28847
object	28845
shop	28844
eaten	28833
was-calling	28807
expecting	28748
said-brothers	28746
said-journey	28745
lied	28737
said-leaves	28715
headed	28685
said-grown	28625
winced	28611
plunged	28603
said-favour	28598
said-dogs	28588
said-completely	28586
tie	28580
said-strike	28569
said-receive	28566
said-pride	28556
was-saved	28543
clapped	28538
box	28526
maid	28522
said-prefer	28519
footsteps	28504
said-greatest	28502
growing	28479
said-unhappy	28478
said-queer	28469
said-treat	28413
said-effect	28413
breakfast	28405
boat	28385
said-upset	28371
said-altogether	28369
cloak	28348
apron	28342
said-understood	28334
said-evidence	28310
said-battle	28304
strong	28233
laughs	28210
born	28199
was-received	28183
said-rid	28153
said-ours	28142
buy	28133
was-stood	28104
was-carry	28098
said-confidence	28083
said-meaning	28076
chamber	28071
shoved	28066
said-blind	28062
said-entered	28027
strolled	27999
said-rate	27993
was-facing	27981
was-beat	27975
said-empty	27973
said-settle	27970
rejoined	27949
stated	27933
said-nothin	27926
said-grandfather	27924
pondered	27913
was-annoyed	27900
hugged	27887
said-usually	27870
was-been	27852
said-cruel	27836
mention	27833
said-taught	27832
slammed	27828
confided	27814
said-due	27800
said-nurse	27780
tied	27779
said-exclaimed	27778
said-ball	27775
said-smell	27759
join	27758
judgement	27754
proved	27730
said-helped	27717
affection	27710
said-dressed	27699
lingered	27698
said-song	27694
older	27690
said-soldiers	27678
was-advised	27655
emotions	27643
said-moon	27618
said-feels	27615
reaction	27601
said-showed	27594
said-missed	27574
didn	27573
said-below	27569
said-worthy	27567
said-sin	27564
said-bitch	27550
broken	27543
pick	27542
said-appear	27539
was-begged	27530
coughed	27529
said-played	27518
said-charming	27514
said-seek	27481
likely	27481
was-catch	27476
said-occasion	27469
habit	27454
said-breath	27453
was-hate	27441
fired	27431
nothing	27426
ride	27405
said-staying	27377
said-heads	27362
said-east	27347
said-lately	27341
said-belong	27326
said-influence	27291
path	27289
wake	27285
bones	27282
said-attack	27265
resist	27248
rest	27244
said-afterwards	27226
said-obliged	27197
said-miserable	27171
said-bottle	27170
said-pictures	27168
said-odd	27167
worn	27161
different	27109
said-majesty	27097
dashed	27090
teacher	27085
shrank	27058
said-bastard	27040
said-language	27028
said-cool	27014
said-soft	27012
drawn	26999
said-added	26985
rooms	26978
pursued	26972
said-crowd	26909
said-joke	26863
said-calm	26858
said-splendid	26857
said-mountain	26845
said-priest	26838
continue	26827
dreaded	26813
guess	26811
wondering	26807
halted	26779
said-honor	26775
favour	26767
gloves	26763
said-guilty	26759
said-rooms	26711
nervous	26706
excitement	26696
land	26684
forgive	26675
said-grey	26635
said-continued	26608
said-milk	26604
said-realize	26597
said-bottom	26597
buried	26585
was-needed	26576
said-claim	26558
said-quit	26552
influence	26533
remarks	26524
said-decent	26524
dinner	26517
light	26514
said-holding	26505
secret	26499
said-address	26485
said-false	26482
said-keeps	26479
was-trust	26475
patient	26466
miss	26466
objected	26441
wrists	26431
said-lawyer	26426
temples	26414
said-enter	26400
said-german	26390
said-fixed	26386
declined	26381
consciousness	26379
hungry	26378
crouched	26351
said-offered	26349
up	26333
said-regard	26315
said-pair	26310
was-forgive	26309
said-intend	26290
said-crime	26279
'd	26262
collected	26256
becoming	26244
was-muttered	26236
said-ya	26234
was-ignored	26232
said-silent	26228
said-lieutenant	26193
said-hath	26177
last	26170
said-mentioned	26167
said-fucking	26164
said-mess	26139
said-crying	26125
said-picked	26111
stories	26101
smell	26091
occupied	26068
said-angel	26047
said-woods	25990
said-whenever	25972
said-closed	25969
said-castle	25947
heel	25944
ability	25914
was-grabbed	25898
said-post	25898
said-silver	25892
carriage	25889
said-pocket	25884
task	25857
said-blessed	25817
said-shoes	25811
said-greater	25805
was-driven	25793
nails	25771
said-gate	25750
was-accustomed	25744
said-professor	25707
joy	25702
said-named	25695
powers	25693
said-ter	25692
said-snow	25669
said-discovered	25669
reputation	25648
said-boss	25612
uniform	25609
driven	25607
was-questioned	25598
said-servants	25597
little	25592
said-houses	25590
said-build	25588
throw	25582
said-hole	25579
spectacles	25574
said-rock	25550
said-distance	25548
said-particularly	25542
said-appeared	25541
said-confess	25533
thing	25499
was-forgotten	25498
holds	25489
smoked	25469
ring	25457
relaxed	25453
ways	25443
said-lover	25439
said-reasons	25439
sides	25427
approach	25400
resented	25398
keeping	25388
said-sold	25382
food	25376
encountered	25375
said-hearing	25368
said-wash	25361
said-raise	25340
said-dozen	25335
said-tone	25324
was-astonished	25319
was-mean	25303
summoned	25300
veins	25295
said-badly	25276
said-soldier	25246
honour	25224
risen	25219
was-disappointed	25215
said-kindness	25212
said-stories	25182
said-according	25164
reason	25156
said-grateful	25130
said-bar	25118
said-cast	25116
frightened	25110
said-pure	25101
said-carriage	25080
extended	25076
said-slow	25016
said-key	24996
lack	24979
yawned	24974
acquired	24969
rise	24951
said-friendship	24949
air	24916
image	24916
was-reach	24904
was-missed	24900
shaking	24899
said-handle	24895
said-fallen	24840
robe	24820
said-sky	24815
said-support	24811
card	24808
skull	24788
said-religion	24753
said-beer	24729
spotted	24724
said-ice	24711
said-brain	24710
said-search	24699
majesty	24691
consider	24686
trusted	24674
was-involved	24672
said-indian	24663
paper	24653
said-loss	24635
grumbled	24609
enjoy	24592
said-eating	24578
pain	24560
said-hush	24557
report	24555
said-park	24555
pronounced	24551
was-tells	24545
said-patient	24537
said-path	24536
said-lonely	24529
said-wicked	24521
said-grant	24519
being	24519
cries	24514
singing	24506
said-conduct	24495
was-upset	24459
ass	24454
said-slowly	24439
pull	24427
said-forty	24404
said-instance	24402
was-paid	24394
leaves	24385
remembers	24381
said-curious	24379
was-summoned	24365
said-steps	24356
said-skin	24342
was-protect	24339
said-gift	24317
said-mistaken	24308
said-speech	24308
said-value	24277
was-disturbed	24260
said-prison	24250
said-waited	24235
was-forget	24229
was-tempted	24205
was-understood	24197
was-visited	24197
said-noise	24169
said-laughing	24160
said-fetch	24126
said-following	24118
said-teeth	24118
said-apartment	24115
said-built	24105
scratched	24080
hissed	24063
said-dropped	24045
said-complete	24044
following	24043
said-bag	24033
said-regret	24012
said-maid	24004
vanished	23997
personality	23990
said-sleeping	23968
said-raised	23967
cold	23961
wonder	23955
was-believe	23954
maintained	23947
said-pale	23936
said-regular	23928
drop	23922
said-seriously	23916
said-yo	23906
committed	23905
now	23904
said-cover	23898
said-listening	23888
said-wondering	23878
said-anymore	23871
enjoying	23818
said-duke	23795
said-wet	23792
said-pieces	23790
meeting	23779
said-stayed	23771
surveyed	23764
was-noticed	23744
marched	23728
cause	23728
spine	23723
said-freedom	23718
said-sex	23701
said-yon	23697
bride	23692
telephoned	23684
abandoned	23669
finish	23665
said-mountains	23663
store	23662
believes	23660
fumbled	23650
ankles	23649
said-placed	23642
said-mister	23641
said-million	23601
said-agreed	23600
said-example	23590
said-hearts	23575
said-fill	23573
school	23558
guard	23553
trembling	23552
pictured	23536
blouse	23505
was-began	23477
said-bell	23443
charge	23438
said-meat	23429
said-bringing	23422
said-minister	23413
said-everywhere	23405
victim	23395
said-storm	23392
was-lead	23387
said-precious	23373
said-bridge	23372
said-sees	23359
was-prevented	23351
said-terms	23350
said-square	23347
said-advantage	23346
said-continue	23344
wallet	23329
said-stage	23326
views	23320
said-ordinary	23315
said-considered	23299
said-practice	23294
talks	23287
said-birds	23277
decide	23197
said-spite	23182
dad	23174
down	23166
said-driving	23164
said-drinking	23160
colour	23143
said-trade	23143
said-system	23128
said-sharp	23126
balance	23084
was-laid	23078
said-suspect	23059
pace	23044
said-m.	23039
said-laughed	23036
said-heavens	23033
was-scared	23031
writes	23025
jealous	23020
was-recognise	22983
said-suffering	22977
said-rough	22975
anticipated	22973
furious	22971
echoed	22955
trouble	22952
behaved	22950
enemies	22912
said-rule	22909
lead	22906
said-appreciate	22886
packed	22883
said-horrible	22868
was-retorted	22863
said-lake	22859
selected	22859
said-hoped	22856
was-considered	22851
quick	22851
said-sword	22839
was-accused	22834
said-younger	22825
said-expression	22819
was-observed	22802
delivered	22800
said-ear	22796
corrected	22796
agree	22790
remain	22786
engaged	22781
said-leg	22774
said-dreams	22770
studies	22758
manners	22736
cross	22721
consent	22705
said-credit	22698
said-suggest	22677
said-terribly	22673
was-exhausted	22662
said-kindly	22655
embraced	22646
deserved	22643
relief	22616
said-filled	22609
was-hugged	22608
persuaded	22585
said-main	22578
troubles	22562
said-loose	22550
was-drawn	22542
boss	22535
said-thin	22535
hates	22530
said-fer	22498
blurted	22497
said-conscience	22474
was-addressing	22472
said-knife	22461
said-somewhat	22458
said-comrade	22457
lawyer	22451
said-quarter	22431
actions	22394
was-remind	22383
said-finding	22382
apologised	22378
scowled	22370
concern	22360
ship	22348
favourite	22343
developed	22339
said-attempt	22337
said-ere	22332
said-direction	22314
said-tall	22307
consented	22304
said-mademoiselle	22304
said-fingers	22276
delight	22270
was-rejoined	22256
said-growing	22250
phone	22246
cock	22237
order	22227
said-burn	22223
said-lines	22220
was-bored	22214
suffer	22213
said-appearance	22210
history	22208
said-easier	22189
landed	22170
employer	22165
suitcase	22158
crazy	22152
applied	22126
said-feed	22119
was-possessed	22116
type	22096
said-discuss	22088
eating	22077
endeavoured	22074
said-threw	22073
said-ho	22064
birth	22053
said-deserve	22045
was-eyed	22042
said-roof	22030
said-liberty	22029
eager	22014
colleagues	22008
fine	22003
enthusiasm	21997
said-telephone	21996
suggestion	21994
beamed	21985
notes	21980
was-greet	21978
was-released	21960
statement	21949
said-ridiculous	21936
said-fail	21934
referred	21931
said-ugly	21928
riding	21922
obtained	21897
was-comfort	21893
suspicions	21890
ground	21888
said-sorrow	21877
welcomed	21870
refuse	21864
said-rise	21857
was-buried	21851
said-determined	21851
said-witness	21845
disappointment	21834
sing	21822
said-sons	21818
choose	21808
was-prevent	21804
begins	21800
was-inclined	21795
was-fascinated	21773
said-protect	21756
said-watched	21751
hate	21743
luck	21739
admit	21734
said-nervous	21727
army	21721
starts	21712
planning	21701
said-passing	21696
said-wearing	21694
whistled	21665
fight	21654
said-jealous	21644
said-governor	21641
said-forced	21638
was-helping	21629
was-offered	21628
said-passion	21624
said-double	21604
was-confused	21593
said-saturday	21568
scrambled	21568
hotel	21566
was-asks	21561
acting	21553
pistol	21539
said-trial	21529
service	21521
said-grandmother	21516
said-length	21513
said-ruin	21511
was-embraced	21503
was-arrested	21469
note	21463
friendship	21459
said-attend	21456
said-saint	21400
impressed	21392
relations	21389
hearing	21386
was-threw	21384
said-date	21371
said-star	21358
message	21357
said-generous	21340
was-finished	21338
rage	21334
said-drew	21315
said-quietly	21313
said-match	21311
education	21308
post	21306
said-travel	21301
said-goddamn	21300
was-compelled	21298
said-princess	21298
was-terrified	21294
was-affected	21294
said-thrown	21289
cottage	21285
said-add	21280
retreated	21270
said-jump	21266
said-education	21260
draw	21248
said-grew	21229
said-decision	21225
notebook	21217
said-prevent	21207
was-thrown	21198
said-wanting	21195
save	21187
trip	21172
said-proof	21168
raise	21147
surroundings	21135
said-wide	21127
said-gentle	21126
replaced	21118
using	21118
said-social	21113
said-useful	21083
said-facts	21072
problem	21066
weakness	21065
was-answer	21047
quit	21032
yielded	21008
said-directly	21004
was-wake	20989
said-ordered	20988
knuckles	20975
said-apart	20974
said-walls	20961
said-intended	20932
said-nights	20921
tugged	20919
determination	20914
said-forest	20910
response	20908
darted	20908
bother	20904
said-march	20887
said-affection	20854
overcoat	20836
said-press	20834
height	20827
said-space	20820
said-aside	20820
said-suffered	20810
satisfaction	20808
invitation	20808
faltered	20807
emotion	20802
astonishment	20802
quarters	20787
said-yellow	20778
said-shore	20777
said-animal	20776
kindness	20769
said-yonder	20769
staff	20764
recall	20756
said-deny	20742
was-miss	20731
said-amount	20726
said-remembered	20716
formed	20714
force	20710
said-permit	20667
said-jest	20665
style	20660
said-trick	20613
said-responsible	20579
was-drive	20566
said-buried	20562
said-hopes	20553
said-season	20533
heaved	20532
was-mentioned	20531
kitchen	20503
lighted	20502
wits	20485
was-pick	20473
said-delighted	20470
flashed	20449
said-stock	20447
said-spirits	20422
said-higher	20419
said-british	20419
was-roused	20403
convinced	20395
member	20377
assistant	20376
was-explained	20369
said-united	20365
said-good-bye	20360
win	20359
drifted	20348
was-need	20348
said-sacrifice	20343
permitted	20327
roused	20314
comrades	20309
flat	20303
said-group	20296
receive	20289
spun	20282
mission	20258
said-instant	20256
said-glory	20253
said-teacher	20251
lies	20237
said-guest	20235
betrayed	20232
fancy	20219
said-carefully	20213
said-stars	20212
said-dull	20199
said-events	20197
said-flat	20180
said-killing	20178
nice	20165
hip	20163
said-parts	20152
said-firm	20143
was-convince	20140
said-knock	20135
said-result	20134
said-member	20133
said-dancing	20133
said-uh	20124
shrieked	20121
said-sergeant	20105
said-refused	20085
intentions	20084
said-pretend	20083
hours	20080
was-admitted	20063
nurse	20054
preparing	20051
regained	20050
sound	20038
denied	20037
said-generally	20037
said-companion	20008
said-carrying	19977
said-gods	19973
said-royal	19963
said-happening	19960
said-enemies	19952
said-grass	19952
game	19946
said-treated	19939
said-sisters	19932
was-kissing	19929
ribs	19927
said-iron	19880
weak	19879
said-shake	19873
audience	19870
said-covered	19858
satisfied	19856
said-touched	19823
said-list	19812
peace	19810
saddle	19808
said-stuck	19807
said-hanging	19776
squinted	19776
said-heat	19757
upset	19739
passing	19733
said-pack	19703
was-meeting	19695
corner	19694
stops	19687
assented	19666
said-failed	19665
said-herr	19637
hostess	19635
said-unfortunate	19626
returning	19621
requested	19608
was-failed	19593
said-fashion	19591
said-pulled	19583
said-im	19579
services	19572
said-political	19566
said-golden	19565
said-awake	19544
unhappy	19528
doctor	19525
shadow	19523
said-prisoner	19522
sorrow	19519
was-absorbed	19518
said-foreign	19513
wheeled	19511
said-market	19510
named	19502
said-machine	19501
said-yard	19500
said-weight	19496
scanned	19495
worth	19479
said-minds	19466
clever	19465
said-type	19460
reflection	19442
spat	19438
said-extraordinary	19425
welcome	19406
lot	19397
boys	19395
said-acquaintance	19380
said-faces	19375
said-habit	19373
search	19360
said-county	19360
sucked	19359
said-vain	19349
said-content	19344
said-paint	19330
profession	19329
studying	19314
despised	19311
said-finger	19310
was-reassured	19309
bow	19302
said-shoulder	19286
slip	19283
wont	19279
fail	19278
said-effort	19276
said-flesh	19271
said-downstairs	19269
said-officers	19267
said-bout	19265
said-famous	19262
pulls	19260
tucked	19245
said-properly	19239
pack	19237
tent	19235
was-promised	19232
lacked	19223
said-convinced	19220
said-union	19219
said-capital	19217
bent	19213
said-difficulty	19210
brother-in-law	19208
said-riding	19198
respond	19197
instructions	19194
said-singing	19193
said-shows	19187
was-studied	19179
threatened	19177
cell	19164
guilty	19142
said-row	19142
composure	19140
responsible	19132
said-entire	19131
said-farther	19129
dignity	19128
said-request	19119
said-existence	19115
was-read	19112
runs	19107
choked	19103
parted	19094
was-overwhelmed	19077
said-hills	19071
said-tough	19070
said-lights	19065
said-friendly	19055
said-to-morrow	19052
said-guns	19030
said-involved	19028
engagement	19025
claim	19024
was-bringing	19022
was-is	19022
said-temper	19017
said-bones	18986
painted	18984
performed	18965
whirled	18961
was-murdered	18959
was-alarmed	18940
wedding	18933
said-streets	18927
said-persons	18926
said-animals	18922
said-gay	18919
said-locked	18919
said-patience	18909
farm	18907
eased	18906
beer	18906
collapsed	18902
was-invite	18893
doubt	18889
was-knocked	18887
witnessed	18881
said-excited	18867
said-arranged	18863
was-bothered	18855
train	18854
phoned	18850
said-bunch	18849
shake	18837
said-style	18835
said-hast	18821
nods	18819
said-eleven	18807
said-rights	18770
jeans	18770
said-tie	18760
displayed	18750
parked	18749
grow	18746
gift	18738
admiration	18731
said-dust	18726
said-safety	18723
sleeves	18718
was-say	18701
discussed	18701
comment	18698
curls	18692
said-letting	18689
said-manners	18688
said-mrs	18672
was-awakened	18672
comfort	18649
said-contrary	18648
said-consent	18648
said-deeply	18642
said-wondered	18634
was-pressed	18634
flight	18633
said-colour	18633
gentleman	18631
said-grief	18631
fingertips	18627
said-expecting	18621
said-fully	18614
sympathy	18607
rising	18597
said-d'you	18562
said-lift	18560
said-sensible	18553
said-drove	18553
said-beneath	18550
completed	18549
fit	18546
said-using	18546
gulped	18542
said-correct	18533
mistaken	18532
earned	18532
said-card	18522
said-mystery	18520
morning	18519
said-wounded	18514
said-palace	18511
said-beloved	18510
servants	18499
was-shown	18494
said-extra	18494
worry	18484
said-slave	18462
said-knight	18458
shouting	18441
teased	18438
suppose	18432
said-aid	18422
said-reply	18419
stare	18419
said-managed	18407
anything	18403
flipped	18403
said-windows	18402
said-loving	18396
said-oath	18387
gazing	18385
sentence	18354
said-apparently	18347
contemplated	18345
cane	18339
said-authority	18334
was-warn	18326
caused	18318
said-doors	18307
said-beast	18302
said-alas	18301
said-darkness	18299
said-remained	18296
said-birth	18271
leading	18267
said-yourselves	18261
was-slapped	18255
said-permission	18226
said-hero	18216
said-brings	18203
said-turns	18201
said-throat	18201
was-look	18188
volunteered	18187
role	18182
firm	18173
said-indians	18161
progress	18160
failure	18153
said-valley	18152
said-faithful	18144
hide	18139
hired	18129
said-estate	18114
judged	18104
entrance	18092
said-shape	18078
belief	18067
horses	18061
said-lower	18051
said-possession	18049
said-powerful	18034
beckoned	18022
devotion	18017
subject	18009
said-kin	18007
said-shock	17997
serious	17979
said-fools	17975
poked	17964
said-lesson	17962
handsome	17957
fighting	17954
said-served	17944
said-bitter	17939
complexion	17931
said-artist	17930
was-raised	17929
said-record	17918
was-turn	17915
slowed	17912
tones	17911
said-shown	17911
lucky	17910
answers	17909
was-believed	17899
shakes	17895
said-importance	17880
tasted	17866
instructed	17859
said-prayer	17857
pulse	17853
said-secretary	17849
grin	17848
said-stands	17848
said-destroy	17847
ducked	17845
relatives	17844
said-equal	17843
rich	17843
said-occurred	17839
kid	17837
inherited	17822
skill	17821
awakened	17806
said-funeral	17802
said-avoid	17799
said-san	17797
dancing	17793
entertained	17783
said-burning	17780
said-lock	17779
said-politics	17768
said-aw	17767
said-shadow	17762
said-thick	17736
clothing	17730
hour	17728
moves	17687
said-impression	17684
said-wretched	17675
licked	17662
said-loud	17662
weeping	17656
said-nigger	17653
said-missing	17652
was-attracted	17644
ease	17641
energy	17637
said-guests	17623
said-beach	17622
was-covered	17619
said-medicine	17618
said-moments	17612
said-depends	17609
was-marrying	17601
said-tight	17600
said-becoming	17589
said-fever	17589
said-reward	17589
said-department	17587
said-falling	17582
was-walked	17566
borrowed	17558
said-ghost	17557
was-admired	17554
paying	17549
said-acting	17546
opens	17536
said-un	17533
said-former	17521
accent	17507
was-impressed	17492
said-oil	17491
wailed	17490
said-warn	17482
said-problems	17471
said-understanding	17466
resolution	17445
said-paying	17430
said-arrange	17427
said-widow	17412
away	17408
clenched	17407
arrive	17402
hanging	17392
said-capable	17392
behalf	17391
resisted	17388
said-slip	17384
habits	17381
watches	17378
said-sheep	17376
said-genius	17374
said-wherever	17368
stiffened	17361
ambition	17359
sailed	17355
said-shoulders	17352
studio	17343
said-meal	17333
said-sympathy	17326
officer	17309
was-sought	17309
said-push	17308
was-has	17307
said-belongs	17282
said-interests	17274
said-fur	17263
said-starting	17263
rival	17262
innocence	17249
said-remind	17242
said-sufficient	17222
enough	17219
hard	17218
whip	17203
said-repeat	17201
loss	17190
said-caused	17178
said-hunt	17172
said-to-day	17168
said-absurd	17165
fire	17161
said-responsibility	17144
basket	17141
said-cards	17139
was-written	17133
said-sacred	17127
building	17127
said-fairly	17121
wears	17118
said-greatly	17117
prayers	17115
said-useless	17104
said-express	17101
encouraged	17094
genius	17092
said-steal	17086
said-quarrel	17080
truck	17073
interests	17071
thank	17067
said-invited	17067
said-eggs	17059
said-slept	17053
slumped	17051
meal	17049
smoothed	17049
said-curse	17048
was-presented	17047
aid	17040
said-knees	17040
said-military	17017
said-presently	17007
said-track	17007
said-sending	16995
music	16989
excused	16988
provided	16988
action	16985
was-treat	16974
said-breaking	16970
strove	16968
said-concern	16944
said-appears	16939
conceived	16937
kiss	16930
was-fetch	16926
was-embarrassed	16925
flicked	16914
said-losing	16902
grace	16901
said-drawn	16896
fly	16896
said-advise	16891
was-changed	16869
said-idiot	16855
followers	16844
was-offended	16840
said-wealth	16822
was-named	16819
said-monday	16818
said-flying	16808
said-delightful	16808
said-hunting	16803
said-birthday	16797
language	16773
said-propose	16771
sneered	16770
pregnant	16769
dreaming	16768
said-shooting	16758
said-ok	16755
crew	16751
bonnet	16750
losing	16741
said-clearly	16738
distress	16725
overheard	16723
agent	16716
said-desert	16710
was-accepted	16709
was-echoed	16705
was-inform	16696
said-spread	16693
said-cash	16682
example	16682
marvelled	16676
said-cases	16674
said-whoever	16664
said-proved	16649
said-hidden	16644
said-tied	16642
said-personally	16641
was-trusted	16641
widow	16641
was-having	16624
said-steady	16624
said-hung	16604
said-murdered	16600
was-woke	16588
said-depend	16579
panted	16577
meaning	16577
shuffled	16574
was-getting	16573
doubts	16572
residence	16572
was-acquainted	16564
said-bath	16559
groped	16537
raced	16531
said-cabin	16531
was-welcomed	16531
again	16529
said-abroad	16524
said-bore	16519
said-sum	16513
said-cares	16497
was-pay	16483
was-handed	16479
conceded	16476
said-cared	16476
said-wan	16459
said-unto	16452
fork	16450
was-escaped	16450
reasoned	16449
strained	16438
moment	16438
hesitate	16437
consulted	16432
creature	16429
endure	16426
support	16422
humour	16421
deny	16411
was-served	16401
was-regarding	16392
said-observed	16391
said-flower	16390
said-bigger	16386
said-parties	16382
was-shut	16380
said-sail	16379
said-declare	16377
said-jolly	16377
adjusted	16375
said-laws	16373
said-size	16371
said-showing	16364
asserted	16362
bringing	16357
chief	16356
said-stairs	16339
memories	16333
absent	16328
said-sugar	16327
struggling	16324
was-receive	16321
said-en	16304
helping	16303
lets	16299
about	16297
detected	16294
deal	16294
said-ruined	16289
said-wore	16281
said-intention	16281
assistance	16274
created	16260
was-overcome	16260
said-edge	16256
said-chosen	16254
was-teach	16249
refusal	16243
sister-in-law	16243
accused	16242
ankle	16233
said-bible	16231
bunk	16215
said-temple	16212
said-absence	16210
said-evidently	16206
showing	16195
patience	16186
song	16183
said-honestly	16183
said-pa	16182
hut	16172
said-extremely	16170
said-cottage	16168
sell	16159
said-o.k.	16150
shoe	16149
said-opposite	16147
said-wisdom	16145
breathe	16143
regret	16142
fed	16132
said-explanation	16131
said-rules	16128
drawing	16124
estate	16122
said-tear	16118
evening	16117
said-opening	16116
key	16105
was-agreed	16100
said-desk	16096
household	16095
said-warning	16084
supper	16075
said-fields	16063
attack	16054
impulse	16048
said-fought	16043
learning	16041
replies	16025
said-penny	16024
