name	size	floor	ceiling	meandate	accuracy	features	regularization	i
temp_fant11989_8	75	1970	1989	1980	0.853333333333	4200	10	8
temp_fant21989_8	75	1970	1989	1980	0.913333333333	3000	100	8
temp_sf12010_8	75	1990	2010	2000	0.873333333333	3600	0.01	8
temp_sf22010_8	75	1990	2010	1999	0.893333333333	3900	10	8
temp_fant12010_8	75	1990	2010	1999	0.826666666667	1800	0.01	8
temp_fant22010_8	75	1990	2010	2000	0.873333333333	4500	0.001	8
temp_sf11919_9	75	1800	1919	1888	0.873333333333	5100	10	9
temp_sf21919_9	75	1800	1919	1889	0.866666666667	1500	100	9
temp_fant11919_9	75	1800	1919	1888	0.793333333333	2400	10	9
temp_fant21919_9	75	1800	1919	1889	0.78431372549	2700	0.001	9
temp_sf11969_9	75	1920	1969	1949	0.92	2400	0.01	9
temp_sf21969_9	75	1920	1969	1951	0.906666666667	3600	0.01	9
temp_fant11969_9	75	1920	1969	1950	0.88	2400	0.01	9
temp_fant21969_9	75	1920	1969	1950	0.846666666667	5100	100	9
temp_sf11989_9	75	1970	1989	1979	0.96	3000	10	9
temp_sf21989_9	75	1970	1989	1980	0.926666666667	4200	1	9
temp_fant11989_9	75	1970	1989	1980	0.9	3600	10	9
temp_fant21989_9	75	1970	1989	1980	0.886666666667	4200	10	9
temp_sf12010_9	75	1990	2010	1999	0.913333333333	4500	0.001	9
temp_sf22010_9	75	1990	2010	1999	0.84	5100	1	9
temp_fant12010_9	75	1990	2010	1999	0.88	5100	10	9
temp_fant22010_9	75	1990	2010	1999	0.846666666667	4800	10	9
temp_sf11919_10	75	1800	1919	1890	0.893333333333	1800	0.01	10
temp_sf21919_10	75	1800	1919	1887	0.88	4800	100	10
temp_fant11919_10	75	1800	1919	1889	0.873333333333	2400	10	10
temp_fant21919_10	75	1800	1919	1888	0.821428571429	2700	10	10
temp_sf11969_10	75	1920	1969	1950	0.886666666667	3600	0.001	10
temp_sf21969_10	75	1920	1969	1950	0.946666666667	3900	10	10
temp_fant11969_10	75	1920	1969	1949	0.893333333333	2700	0.1	10
temp_fant21969_10	75	1920	1969	1950	0.886666666667	3300	0.01	10
temp_sf11989_10	75	1970	1989	1979	0.906666666667	1800	1	10
temp_sf21989_10	75	1970	1989	1980	0.913333333333	1500	0.01	10
temp_fant11989_10	75	1970	1989	1980	0.846666666667	3000	1	10
temp_fant21989_10	75	1970	1989	1980	0.873333333333	2400	0.01	10
temp_sf12010_10	75	1990	2010	1999	0.926666666667	4200	10	10
temp_sf22010_10	75	1990	2010	2000	0.86	2400	0.0001	10
temp_fant12010_10	75	1990	2010	1999	0.88	3300	0.01	10
temp_fant22010_10	75	1990	2010	2000	0.886666666667	4200	100	10
temp_sf11919_11	75	1800	1919	1887	0.873333333333	1500	0.01	11
temp_sf21919_11	75	1800	1919	1891	0.866666666667	3000	1	11
temp_fant11919_11	75	1800	1919	1887	0.793333333333	2100	0.01	11
temp_fant21919_11	75	1800	1919	1889	0.787037037037	3900	1	11
temp_sf11969_11	75	1920	1969	1950	0.906666666667	1800	10	11
temp_sf21969_11	75	1920	1969	1951	0.9	5100	100	11
temp_fant11969_11	75	1920	1969	1949	0.88	1500	10	11
temp_fant21969_11	75	1920	1969	1949	0.866666666667	3600	100	11
temp_sf11989_11	75	1970	1989	1980	0.953333333333	4500	10	11
temp_sf21989_11	75	1970	1989	1979	0.94	3900	0.1	11
temp_fant11989_11	75	1970	1989	1980	0.86	3300	100	11
temp_fant21989_11	75	1970	1989	1980	0.893333333333	1500	100	11
temp_sf12010_11	75	1990	2010	2000	0.873333333333	4500	1	11
temp_sf22010_11	75	1990	2010	1998	0.866666666667	3900	0.001	11
temp_fant12010_11	75	1990	2010	2000	0.873333333333	3600	10	11
temp_fant22010_11	75	1990	2010	1999	0.873333333333	3000	100	11
