name	size	floor	ceiling	meandate	accuracy	features	regularization	i
temp_sf11919_0	75	1800	1919	1889	0.913333333333	4500	0.001	0
temp_sf21919_0	75	1800	1919	1887	0.893333333333	2100	0.001	0
temp_fant11919_0	75	1800	1919	1889	0.833333333333	2700	0.01	0
temp_fant21919_0	75	1800	1919	1888	0.75	3300	0.001	0
temp_sf11919_0	75	1800	1919	1889	0.853333333333	4500	0.0001	0
temp_sf21919_0	75	1800	1919	1888	0.906666666667	3300	0.01	0
temp_fant11919_0	75	1800	1919	1887	0.806666666667	2100	10	0
temp_fant21919_0	75	1800	1919	1886	0.783018867925	2100	1	0
temp_sf11969_0	75	1920	1969	1950	0.913333333333	5100	1	0
temp_sf21969_0	75	1920	1969	1950	0.913333333333	3000	0.001	0
temp_fant11969_0	75	1920	1969	1949	0.873333333333	2700	10	0
temp_fant21969_0	75	1920	1969	1950	0.86	2100	0.01	0
temp_sf11989_0	75	1970	1989	1979	0.886666666667	1500	0.01	0
temp_sf21989_0	75	1970	1989	1980	0.933333333333	1500	100	0
temp_fant11989_0	75	1970	1989	1979	0.886666666667	3000	0.1	0
temp_fant21989_0	75	1970	1989	1980	0.873333333333	4800	100	0
temp_sf12010_0	75	1990	2010	1999	0.893333333333	3300	100	0
temp_sf22010_0	75	1990	2010	1999	0.913333333333	3000	1	0
temp_fant12010_0	75	1990	2010	1999	0.873333333333	3000	0.01	0
temp_fant22010_0	75	1990	2010	2000	0.853333333333	4800	1	0
temp_sf11919_1	75	1800	1919	1886	0.886666666667	2400	0.01	1
temp_sf21919_1	75	1800	1919	1888	0.893333333333	2400	100	1
temp_fant11919_1	75	1800	1919	1886	0.82	5100	100	1
temp_fant21919_1	75	1800	1919	1889	0.79	2400	1	1
temp_sf11969_1	75	1920	1969	1951	0.92	1800	0.01	1
temp_sf21969_1	75	1920	1969	1950	0.886666666667	4500	100	1
temp_fant11969_1	75	1920	1969	1950	0.886666666667	1500	10	1
temp_fant21969_1	75	1920	1969	1950	0.86	3300	0.01	1
temp_sf11989_1	75	1970	1989	1979	0.906666666667	2700	100	1
temp_sf21989_1	75	1970	1989	1980	0.933333333333	1800	100	1
temp_fant11989_1	75	1970	1989	1980	0.873333333333	2400	100	1
temp_fant21989_1	75	1970	1989	1979	0.846666666667	3300	0.01	1
temp_sf12010_1	75	1990	2010	2000	0.886666666667	3600	1	1
temp_sf22010_1	75	1990	2010	1999	0.913333333333	5100	0.0001	1
temp_fant12010_1	75	1990	2010	1999	0.893333333333	2700	100	1
temp_fant22010_1	75	1990	2010	2000	0.866666666667	3600	1	1
temp_sf11919_2	75	1800	1919	1889	0.82	3600	100	2
temp_sf21919_2	75	1800	1919	1888	0.866666666667	4200	10	2
temp_fant11919_2	75	1800	1919	1888	0.766666666667	2100	100	2
temp_fant21919_2	75	1800	1919	1888	0.8125	1500	100	2
temp_sf11969_2	75	1920	1969	1949	0.926666666667	4500	0.01	2
temp_sf21969_2	75	1920	1969	1950	0.9	4200	0.01	2
temp_fant11969_2	75	1920	1969	1948	0.9	2100	1	2
temp_fant21969_2	75	1920	1969	1949	0.886666666667	2400	100	2
temp_sf11989_2	75	1970	1989	1980	0.953333333333	4500	1	2
temp_sf21989_2	75	1970	1989	1979	0.913333333333	2100	0.01	2
temp_fant11989_2	75	1970	1989	1980	0.906666666667	1500	10	2
temp_fant21989_2	75	1970	1989	1980	0.84	3900	0.01	2
temp_sf12010_2	75	1990	2010	1999	0.906666666667	1500	100	2
temp_sf22010_2	75	1990	2010	1999	0.9	2400	1	2
temp_fant12010_2	75	1990	2010	2000	0.88	1800	100	2
temp_fant22010_2	75	1990	2010	1999	0.846666666667	4500	0.001	2
temp_sf11919_3	75	1800	1919	1889	0.86	3600	0.01	3
temp_sf21919_3	75	1800	1919	1889	0.866666666667	5100	0.1	3
temp_fant11919_3	75	1800	1919	1887	0.8	3600	10	3
temp_fant21919_3	75	1800	1919	1891	0.824074074074	5100	0.001	3
temp_sf11969_3	75	1920	1969	1951	0.913333333333	4800	10	3
temp_sf21969_3	75	1920	1969	1950	0.893333333333	3300	0.001	3
temp_fant11969_3	75	1920	1969	1951	0.893333333333	2700	10	3
temp_fant21969_3	75	1920	1969	1949	0.88	3600	0.1	3
temp_sf11989_3	75	1970	1989	1980	0.926666666667	2400	100	3
temp_sf21989_3	75	1970	1989	1980	0.913333333333	2700	10	3
temp_fant11989_3	75	1970	1989	1980	0.866666666667	2400	0.01	3
temp_fant21989_3	75	1970	1989	1980	0.873333333333	3300	0.1	3
temp_sf12010_3	75	1990	2010	1999	0.893333333333	4800	0.001	3
temp_sf22010_3	75	1990	2010	1999	0.886666666667	3900	0.001	3
temp_fant12010_3	75	1990	2010	1999	0.84	1500	10	3
temp_fant22010_3	75	1990	2010	2000	0.9	4800	100	3
temp_sf11919_4	75	1800	1919	1891	0.893333333333	1800	100	4
temp_sf21919_4	75	1800	1919	1887	0.866666666667	1500	10	4
temp_fant11919_4	75	1800	1919	1888	0.773333333333	4200	0.001	4
temp_fant21919_4	75	1800	1919	1889	0.833333333333	1800	10	4
temp_sf11969_4	75	1920	1969	1949	0.9	3300	100	4
temp_sf21969_4	75	1920	1969	1950	0.9	1500	0.1	4
temp_fant11969_4	75	1920	1969	1948	0.86	3600	10	4
temp_fant21969_4	75	1920	1969	1950	0.873333333333	2100	1	4
temp_sf11989_4	75	1970	1989	1980	0.933333333333	4800	0.001	4
temp_sf21989_4	75	1970	1989	1979	0.92	4800	10	4
temp_fant11989_4	75	1970	1989	1980	0.886666666667	1500	1	4
temp_fant21989_4	75	1970	1989	1980	0.886666666667	3000	0.1	4
temp_sf12010_4	75	1990	2010	1998	0.866666666667	4800	0.001	4
temp_sf22010_4	75	1990	2010	1999	0.926666666667	3600	0.1	4
temp_fant12010_4	75	1990	2010	1999	0.9	4200	100	4
temp_fant22010_4	75	1990	2010	1999	0.873333333333	3600	10	4
temp_sf11919_6	75	1800	1919	1889	0.906666666667	2400	100	6
temp_sf21919_6	75	1800	1919	1888	0.86	4800	0.001	6
temp_fant11919_6	75	1800	1919	1888	0.846666666667	2400	1	6
temp_fant21919_6	75	1800	1919	1887	0.847457627119	2700	0.1	6
temp_sf11969_6	75	1920	1969	1950	0.946666666667	3300	1	6
temp_sf21969_6	75	1920	1969	1950	0.853333333333	3300	0.01	6
temp_fant11969_6	75	1920	1969	1950	0.886666666667	3000	10	6
temp_fant21969_6	75	1920	1969	1949	0.873333333333	3300	1	6
temp_sf11989_6	75	1970	1989	1980	0.92	3600	0.01	6
temp_sf21989_6	75	1970	1989	1979	0.946666666667	2400	1	6
temp_fant11989_6	75	1970	1989	1980	0.886666666667	4200	1	6
temp_fant21989_6	75	1970	1989	1980	0.846666666667	3300	100	6
temp_sf12010_6	75	1990	2010	1999	0.873333333333	2400	0.001	6
temp_sf22010_6	75	1990	2010	1999	0.886666666667	4500	0.0001	6
temp_fant12010_6	75	1990	2010	1999	0.886666666667	4800	0.1	6
temp_fant22010_6	75	1990	2010	1999	0.88	1500	100	6
temp_sf11919_7	75	1800	1919	1889	0.873333333333	3600	0.01	7
temp_sf21919_7	75	1800	1919	1887	0.86	5100	100	7
temp_fant11919_7	75	1800	1919	1888	0.793333333333	2400	100	7
temp_fant21919_7	75	1800	1919	1887	0.818965517241	2700	1	7
temp_sf11969_7	75	1920	1969	1951	0.906666666667	1800	0.1	7
temp_sf21969_7	75	1920	1969	1950	0.926666666667	2400	1	7
temp_fant11969_7	75	1920	1969	1950	0.866666666667	1800	0.01	7
temp_fant21969_7	75	1920	1969	1950	0.866666666667	1800	0.01	7
temp_sf11989_7	75	1970	1989	1980	0.92	1800	100	7
temp_sf21989_7	75	1970	1989	1979	0.913333333333	3000	1	7
temp_fant11989_7	75	1970	1989	1980	0.893333333333	2700	1	7
temp_fant21989_7	75	1970	1989	1980	0.853333333333	1500	100	7
temp_sf12010_7	75	1990	2010	1999	0.88	4800	0.01	7
temp_sf22010_7	75	1990	2010	1999	0.86	3600	100	7
temp_fant12010_7	75	1990	2010	1999	0.866666666667	5100	100	7
temp_fant22010_7	75	1990	2010	1999	0.906666666667	4800	100	7
temp_sf11919_8	75	1800	1919	1890	0.893333333333	3900	0.01	8
temp_sf21919_8	75	1800	1919	1886	0.92	5100	0.1	8
temp_fant11919_8	75	1800	1919	1889	0.826666666667	3600	1	8
temp_fant21919_8	75	1800	1919	1888	0.768518518519	3300	0.1	8
temp_sf11969_8	75	1920	1969	1950	0.906666666667	4800	10	8
temp_sf21969_8	75	1920	1969	1950	0.926666666667	4200	0.01	8
temp_fant11969_8	75	1920	1969	1949	0.86	4800	100	8
temp_fant21969_8	75	1920	1969	1950	0.88	2100	0.1	8
temp_sf11989_8	75	1970	1989	1980	0.926666666667	2100	100	8
temp_sf21989_8	75	1970	1989	1979	0.94	3600	100	8
