testype	name1	name2	acc1	acc2	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1	meandate	ceiling	floor
fantasyself	fantasy1990to1999v3	fantasy1990to1999v1	0.86875	0.86875	1.37480565863	1.45839147787	1.29121983939	-0.115625	-0.11875	-0.1125	1995.0	1999	1990
fantasyself	fantasy1990to1999v3	fantasy1990to1999v2	0.86875	0.85625	1.37763050358	1.45471844291	1.30054256425	-0.125	-0.13125	-0.11875	1995.0	1999	1990
fantasyself	fantasy1990to1999v3	fantasy1990to1999v4	0.86875	0.86875	1.44394484829	1.53413954061	1.35375015596	-0.11875	-0.11875	-0.11875	1995.0	1999	1990
cross	fantasy1990to1999v3	sf1990to1999v0	0.86875	0.8625	1.1468144836	1.17728572909	1.11634323812	-0.01875	-0.0375	0.0	1995.0	1999	1990
cross	fantasy1990to1999v3	sf1990to1999v1	0.86875	0.88125	1.17445147539	1.24147180225	1.10743114853	-0.01875	-0.03125	-0.00625	1994.5	1999	1990
cross	fantasy1990to1999v3	sf1990to1999v2	0.86875	0.88125	1.26838100928	1.26150884793	1.27525317063	0.009375	-0.01875	0.0375	1995.0	1999	1990
cross	fantasy1990to1999v3	sf1990to1999v3	0.86875	0.8625	1.27423578753	1.21813801593	1.33033355914	-0.021875	-0.0375	-0.00625	1994.5	1999	1990
cross	fantasy1990to1999v3	sf1990to1999v4	0.86875	0.875	1.12363469656	1.24037091761	1.00689847551	-0.009375	-0.025	0.00625	1995.0	1999	1990
fantasyself	fantasy1990to1999v4	fantasy1990to1999v0	0.86875	0.825	1.40506157004	1.25610002513	1.55402311495	-0.140625	-0.1625	-0.11875	1995.0	1999	1990
fantasyself	fantasy1990to1999v4	fantasy1990to1999v1	0.86875	0.86875	1.4476154745	1.46313464279	1.43209630621	-0.121875	-0.125	-0.11875	1995.0	1999	1990
fantasyself	fantasy1990to1999v4	fantasy1990to1999v2	0.86875	0.85625	1.4204334993	1.37229008685	1.46857691175	-0.13125	-0.1375	-0.125	1995.0	1999	1990
fantasyself	fantasy1990to1999v4	fantasy1990to1999v3	0.86875	0.86875	1.44394484829	1.35375015596	1.53413954061	-0.11875	-0.11875	-0.11875	1995.0	1999	1990
cross	fantasy1990to1999v4	sf1990to1999v0	0.86875	0.8625	1.14576073424	1.13009336294	1.16142810554	-0.040625	-0.04375	-0.0375	1995.0	1999	1990
cross	fantasy1990to1999v4	sf1990to1999v1	0.86875	0.88125	1.19487864982	1.2283742483	1.16138305135	-0.0375	-0.0375	-0.0375	1994.5	1999	1990
cross	fantasy1990to1999v4	sf1990to1999v2	0.86875	0.88125	1.25118590052	1.21605252014	1.28631928091	0.0	-0.01875	0.01875	1995.0	1999	1990
cross	fantasy1990to1999v4	sf1990to1999v3	0.86875	0.8625	1.26455498383	1.20512231932	1.32398764835	-0.040625	-0.0375	-0.04375	1994.5	1999	1990
cross	fantasy1990to1999v4	sf1990to1999v4	0.86875	0.875	1.12182197502	1.18716153464	1.0564824154	-0.03125	-0.03125	-0.03125	1995.0	1999	1990
fantasyself	fantasy2000to2010v0	fantasy2000to2010v1	0.85625	0.88125	1.34217486257	1.36500545143	1.31934427371	-0.125	-0.1125	-0.1375	2004.0	2010	2000
fantasyself	fantasy2000to2010v0	fantasy2000to2010v2	0.85625	0.875	1.35381476645	1.35225278209	1.35537675081	-0.128125	-0.11875	-0.1375	2004.0	2010	2000
fantasyself	fantasy2000to2010v0	fantasy2000to2010v3	0.85625	0.88125	1.38978449829	1.49198109247	1.28758790411	-0.11875	-0.1125	-0.125	2004.0	2010	2000
fantasyself	fantasy2000to2010v0	fantasy2000to2010v4	0.85625	0.85	1.34041172578	1.41089063096	1.26993282061	-0.14375	-0.14375	-0.14375	2004.0	2010	2000
cross	fantasy2000to2010v0	sf2000to2010v0	0.85625	0.875	1.26989639382	1.29068200192	1.24911078573	-0.0625	-0.05625	-0.06875	2004.0	2010	2000
cross	fantasy2000to2010v0	sf2000to2010v1	0.85625	0.8875	1.22374610209	1.33252069626	1.11497150793	-0.05	-0.0375	-0.0625	2004.0	2010	2000
cross	fantasy2000to2010v0	sf2000to2010v2	0.85625	0.88125	1.26576929347	1.27694626465	1.25459232229	-0.053125	-0.0375	-0.06875	2004.0	2010	2000
cross	fantasy2000to2010v0	sf2000to2010v3	0.85625	0.8625	1.23644252078	1.33086155557	1.142023486	-0.05625	-0.05	-0.0625	2004.0	2010	2000
cross	fantasy2000to2010v0	sf2000to2010v4	0.85625	0.875	1.19999418677	1.27388045289	1.12610792066	-0.06875	-0.0625	-0.075	2004.0	2010	2000
fantasyself	fantasy2000to2010v1	fantasy2000to2010v0	0.88125	0.85625	1.34217486257	1.31934427371	1.36500545143	-0.125	-0.1375	-0.1125	2004.0	2010	2000
fantasyself	fantasy2000to2010v1	fantasy2000to2010v2	0.88125	0.875	1.34899944775	1.29004396494	1.40795493057	-0.115625	-0.11875	-0.1125	2004.0	2010	2000
fantasyself	fantasy2000to2010v1	fantasy2000to2010v3	0.88125	0.88125	1.38127296911	1.4366927946	1.32585314362	-0.1125	-0.11875	-0.10625	2004.0	2010	2000
fantasyself	fantasy2000to2010v1	fantasy2000to2010v4	0.88125	0.85	1.31657341741	1.32789188793	1.30525494689	-0.13125	-0.14375	-0.11875	2004.0	2010	2000
cross	fantasy2000to2010v1	sf2000to2010v0	0.88125	0.875	1.22018261071	1.12846876915	1.31189645228	-0.040625	-0.0375	-0.04375	2004.0	2010	2000
cross	fantasy2000to2010v1	sf2000to2010v1	0.88125	0.8875	1.24375352268	1.22472894094	1.26277810442	-0.040625	-0.04375	-0.0375	2004.0	2010	2000
cross	fantasy2000to2010v1	sf2000to2010v2	0.88125	0.88125	1.2783702243	1.17017753497	1.38656291363	-0.04375	-0.04375	-0.04375	2004.0	2010	2000
cross	fantasy2000to2010v1	sf2000to2010v3	0.88125	0.8625	1.20693878777	1.15436836586	1.25950920969	-0.046875	-0.05625	-0.0375	2004.0	2010	2000
cross	fantasy2000to2010v1	sf2000to2010v4	0.88125	0.875	1.23988583812	1.2125993576	1.26717231863	-0.046875	-0.04375	-0.05	2004.0	2010	2000
fantasyself	fantasy2000to2010v2	fantasy2000to2010v0	0.875	0.85625	1.35381476645	1.35537675081	1.35225278209	-0.128125	-0.1375	-0.11875	2004.0	2010	2000
fantasyself	fantasy2000to2010v2	fantasy2000to2010v1	0.875	0.88125	1.34899944775	1.40795493057	1.29004396494	-0.115625	-0.1125	-0.11875	2004.0	2010	2000
fantasyself	fantasy2000to2010v2	fantasy2000to2010v3	0.875	0.88125	1.39614876283	1.48597353949	1.30632398618	-0.109375	-0.1125	-0.10625	2004.0	2010	2000
fantasyself	fantasy2000to2010v2	fantasy2000to2010v4	0.875	0.85	1.3068965007	1.37781545125	1.23597755015	-0.134375	-0.14375	-0.125	2004.0	2010	2000
cross	fantasy2000to2010v2	sf2000to2010v0	0.875	0.875	1.17721936635	1.10767056683	1.24676816587	-0.0375	-0.01875	-0.05625	2004.0	2010	2000
cross	fantasy2000to2010v2	sf2000to2010v1	0.875	0.8875	1.22859205821	1.2431114929	1.21407262352	-0.028125	-0.0125	-0.04375	2004.0	2010	2000
cross	fantasy2000to2010v2	sf2000to2010v2	0.875	0.88125	1.26019144114	1.16210431898	1.3582785633	-0.028125	-0.00625	-0.05	2004.0	2010	2000
cross	fantasy2000to2010v2	sf2000to2010v3	0.875	0.8625	1.19629544383	1.18188180011	1.21070908755	-0.03125	-0.01875	-0.04375	2004.0	2010	2000
cross	fantasy2000to2010v2	sf2000to2010v4	0.875	0.875	1.2182376869	1.19818743502	1.23828793878	-0.034375	-0.0125	-0.05625	2004.0	2010	2000
fantasyself	fantasy2000to2010v3	fantasy2000to2010v0	0.88125	0.85625	1.38978449829	1.28758790411	1.49198109247	-0.11875	-0.125	-0.1125	2004.0	2010	2000
fantasyself	fantasy2000to2010v3	fantasy2000to2010v1	0.88125	0.88125	1.38127296911	1.32585314362	1.4366927946	-0.1125	-0.10625	-0.11875	2004.0	2010	2000
fantasyself	fantasy2000to2010v3	fantasy2000to2010v2	0.88125	0.875	1.39614876283	1.30632398618	1.48597353949	-0.109375	-0.10625	-0.1125	2004.0	2010	2000
fantasyself	fantasy2000to2010v3	fantasy2000to2010v4	0.88125	0.85	1.28826324086	1.22485910379	1.35166737793	-0.125	-0.13125	-0.11875	2004.0	2010	2000
cross	fantasy2000to2010v3	sf2000to2010v0	0.88125	0.875	1.22629715851	1.12317161164	1.32942270537	-0.01875	0.01875	-0.05625	2004.0	2010	2000
cross	fantasy2000to2010v3	sf2000to2010v1	0.88125	0.8875	1.31789899913	1.31853286877	1.31726512949	-0.01875	0.0125	-0.05	2004.0	2010	2000
cross	fantasy2000to2010v3	sf2000to2010v2	0.88125	0.88125	1.32467713449	1.19635159478	1.4530026742	-0.021875	0.0125	-0.05625	2004.0	2010	2000
cross	fantasy2000to2010v3	sf2000to2010v3	0.88125	0.8625	1.26773017205	1.2221914589	1.3132688852	-0.025	0.0	-0.05	2004.0	2010	2000
cross	fantasy2000to2010v3	sf2000to2010v4	0.88125	0.875	1.27224445189	1.23930285947	1.30518604432	-0.03125	0.00625	-0.06875	2004.0	2010	2000
fantasyself	fantasy2000to2010v4	fantasy2000to2010v0	0.85	0.85625	1.34041172578	1.26993282061	1.41089063096	-0.14375	-0.14375	-0.14375	2004.0	2010	2000
fantasyself	fantasy2000to2010v4	fantasy2000to2010v1	0.85	0.88125	1.31657341741	1.30525494689	1.32789188793	-0.13125	-0.11875	-0.14375	2004.0	2010	2000
fantasyself	fantasy2000to2010v4	fantasy2000to2010v2	0.85	0.875	1.3068965007	1.23597755015	1.37781545125	-0.134375	-0.125	-0.14375	2004.0	2010	2000
fantasyself	fantasy2000to2010v4	fantasy2000to2010v3	0.85	0.88125	1.28826324086	1.35166737793	1.22485910379	-0.125	-0.11875	-0.13125	2004.0	2010	2000
cross	fantasy2000to2010v4	sf2000to2010v0	0.85	0.875	1.15325841089	1.08044483293	1.22607198885	-0.059375	-0.0375	-0.08125	2004.0	2010	2000
cross	fantasy2000to2010v4	sf2000to2010v1	0.85	0.8875	1.17872873207	1.19790978645	1.15954767769	-0.05625	-0.0375	-0.075	2004.0	2010	2000
cross	fantasy2000to2010v4	sf2000to2010v2	0.85	0.88125	1.19788216419	1.09032560121	1.30543872717	-0.059375	-0.0375	-0.08125	2004.0	2010	2000
cross	fantasy2000to2010v4	sf2000to2010v3	0.85	0.8625	1.14852503724	1.10877804201	1.18827203248	-0.059375	-0.04375	-0.075	2004.0	2010	2000
cross	fantasy2000to2010v4	sf2000to2010v4	0.85	0.875	1.16018445138	1.14150866219	1.17886024056	-0.0625	-0.0375	-0.0875	2004.0	2010	2000
fantasyself	fantasy1970to1979v0	fantasy1970to1979v1	0.8625	0.85625	1.35639578733	1.3637325369	1.34905903777	-0.140625	-0.14375	-0.1375	1975.0	1979	1970
fantasyself	fantasy1970to1979v0	fantasy1970to1979v2	0.8625	0.9	1.44097151989	1.4640304015	1.41791263828	-0.10625	-0.1	-0.1125	1975.0	1979	1970
fantasyself	fantasy1970to1979v0	fantasy1970to1979v3	0.8625	0.85625	1.41731792011	1.39982077832	1.43481506189	-0.1375	-0.14375	-0.13125	1975.0	1979	1970
fantasyself	fantasy1970to1979v0	fantasy1970to1979v4	0.8625	0.8625	1.39546638155	1.40493871863	1.38599404446	-0.13125	-0.1375	-0.125	1975.0	1979	1970
cross	fantasy1970to1979v0	sf1970to1979v0	0.8625	0.89375	1.12608055592	1.14895004933	1.10321106252	0.00625	0.0125	0.0	1974.5	1979	1970
cross	fantasy1970to1979v0	sf1970to1979v1	0.8625	0.89375	1.12431292353	1.09504972531	1.15357612175	0.015625	0.00625	0.025	1974.5	1979	1970
cross	fantasy1970to1979v0	sf1970to1979v2	0.8625	0.88125	1.16693166828	1.20130783453	1.13255550203	-0.028125	-0.01875	-0.0375	1974.5	1979	1970
cross	fantasy1970to1979v0	sf1970to1979v3	0.8625	0.9125	1.20391122584	1.23099903518	1.17682341649	-0.003125	0.00625	-0.0125	1974.5	1979	1970
cross	fantasy1970to1979v0	sf1970to1979v4	0.8625	0.94375	1.16607316822	1.25417127769	1.07797505876	0.021875	0.05	-0.00625	1974.5	1979	1970
fantasyself	fantasy1970to1979v1	fantasy1970to1979v0	0.85625	0.8625	1.35639578733	1.34905903777	1.3637325369	-0.140625	-0.1375	-0.14375	1975.0	1979	1970
fantasyself	fantasy1970to1979v1	fantasy1970to1979v2	0.85625	0.9	1.41165117158	1.41172035795	1.4115819852	-0.109375	-0.1	-0.11875	1975.0	1979	1970
fantasyself	fantasy1970to1979v1	fantasy1970to1979v3	0.85625	0.85625	1.38386647672	1.35512620382	1.41260674961	-0.140625	-0.14375	-0.1375	1975.0	1979	1970
fantasyself	fantasy1970to1979v1	fantasy1970to1979v4	0.85625	0.8625	1.41353134395	1.42054932582	1.40651336209	-0.134375	-0.1375	-0.13125	1975.0	1979	1970
cross	fantasy1970to1979v1	sf1970to1979v0	0.85625	0.89375	1.10580938185	1.09392593	1.1176928337	-0.00625	0.0	-0.0125	1974.5	1979	1970
cross	fantasy1970to1979v1	sf1970to1979v1	0.85625	0.89375	1.08776920596	1.03154763868	1.14399077324	0.003125	-0.0125	0.01875	1974.5	1979	1970
cross	fantasy1970to1979v1	sf1970to1979v2	0.85625	0.88125	1.11455598383	1.11095741778	1.11815454987	-0.040625	-0.0375	-0.04375	1974.5	1979	1970
cross	fantasy1970to1979v1	sf1970to1979v3	0.85625	0.9125	1.17192935659	1.1739005435	1.16995816968	-0.015625	-0.0125	-0.01875	1974.5	1979	1970
cross	fantasy1970to1979v1	sf1970to1979v4	0.85625	0.94375	1.15853942629	1.21727723536	1.09980161721	0.01875	0.04375	-0.00625	1974.5	1979	1970
fantasyself	fantasy1970to1979v2	fantasy1970to1979v0	0.9	0.8625	1.44097151989	1.41791263828	1.4640304015	-0.10625	-0.1125	-0.1	1975.0	1979	1970
fantasyself	fantasy1970to1979v2	fantasy1970to1979v1	0.9	0.85625	1.41165117158	1.4115819852	1.41172035795	-0.109375	-0.11875	-0.1	1975.0	1979	1970
fantasyself	fantasy1970to1979v2	fantasy1970to1979v3	0.9	0.85625	1.51400521321	1.4716030313	1.55640739511	-0.10625	-0.11875	-0.09375	1975.0	1979	1970
fantasyself	fantasy1970to1979v2	fantasy1970to1979v4	0.9	0.8625	1.50839777621	1.49774771222	1.51904784019	-0.10625	-0.11875	-0.09375	1975.0	1979	1970
cross	fantasy1970to1979v2	sf1970to1979v0	0.9	0.89375	1.25049629946	1.24912121817	1.25187138075	0.01875	0.00625	0.03125	1974.5	1979	1970
cross	fantasy1970to1979v2	sf1970to1979v1	0.9	0.89375	1.20872262071	1.17579834337	1.24164689805	0.025	0.0	0.05	1974.5	1979	1970
cross	fantasy1970to1979v2	sf1970to1979v2	0.9	0.88125	1.20413605937	1.21758380773	1.19068831101	-0.0125	-0.01875	-0.00625	1974.5	1979	1970
cross	fantasy1970to1979v2	sf1970to1979v3	0.9	0.9125	1.27144432406	1.28683084906	1.25605779906	0.0125	0.0	0.025	1974.5	1979	1970
cross	fantasy1970to1979v2	sf1970to1979v4	0.9	0.94375	1.24987090668	1.31771086848	1.18203094489	0.028125	0.0375	0.01875	1974.5	1979	1970
fantasyself	fantasy1970to1979v3	fantasy1970to1979v0	0.85625	0.8625	1.41731792011	1.43481506189	1.39982077832	-0.1375	-0.13125	-0.14375	1975.0	1979	1970
fantasyself	fantasy1970to1979v3	fantasy1970to1979v1	0.85625	0.85625	1.38386647672	1.41260674961	1.35512620382	-0.140625	-0.1375	-0.14375	1975.0	1979	1970
fantasyself	fantasy1970to1979v3	fantasy1970to1979v2	0.85625	0.9	1.51400521321	1.55640739511	1.4716030313	-0.10625	-0.09375	-0.11875	1975.0	1979	1970
fantasyself	fantasy1970to1979v3	fantasy1970to1979v4	0.85625	0.8625	1.50369346138	1.53758311609	1.46980380667	-0.13125	-0.13125	-0.13125	1975.0	1979	1970
cross	fantasy1970to1979v3	sf1970to1979v0	0.85625	0.89375	1.18511659335	1.16826077259	1.20197241412	0.0	0.0125	-0.0125	1974.5	1979	1970
cross	fantasy1970to1979v3	sf1970to1979v1	0.85625	0.89375	1.17250615052	1.08802482738	1.25698747367	0.009375	0.0	0.01875	1974.5	1979	1970
cross	fantasy1970to1979v3	sf1970to1979v2	0.85625	0.88125	1.17510597343	1.16769602685	1.18251592001	-0.03125	-0.01875	-0.04375	1974.5	1979	1970
cross	fantasy1970to1979v3	sf1970to1979v3	0.85625	0.9125	1.24111257308	1.22197218549	1.26025296067	-0.00625	0.0	-0.0125	1974.5	1979	1970
cross	fantasy1970to1979v3	sf1970to1979v4	0.85625	0.94375	1.21840108752	1.26538922971	1.17141294533	0.025	0.05625	-0.00625	1974.5	1979	1970
fantasyself	fantasy1970to1979v4	fantasy1970to1979v0	0.8625	0.8625	1.39546638155	1.38599404446	1.40493871863	-0.13125	-0.125	-0.1375	1975.0	1979	1970
fantasyself	fantasy1970to1979v4	fantasy1970to1979v1	0.8625	0.85625	1.41353134395	1.40651336209	1.42054932582	-0.134375	-0.13125	-0.1375	1975.0	1979	1970
fantasyself	fantasy1970to1979v4	fantasy1970to1979v2	0.8625	0.9	1.50839777621	1.51904784019	1.49774771222	-0.10625	-0.09375	-0.11875	1975.0	1979	1970
fantasyself	fantasy1970to1979v4	fantasy1970to1979v3	0.8625	0.85625	1.50369346138	1.46980380667	1.53758311609	-0.13125	-0.13125	-0.13125	1975.0	1979	1970
cross	fantasy1970to1979v4	sf1970to1979v0	0.8625	0.89375	1.17692073416	1.13842007641	1.2154213919	5.55111512313e-17	0.00625	-0.00625	1974.5	1979	1970
cross	fantasy1970to1979v4	sf1970to1979v1	0.8625	0.89375	1.1281598088	1.08048436481	1.1758352528	0.015625	0.00625	0.025	1974.5	1979	1970
cross	fantasy1970to1979v4	sf1970to1979v2	0.8625	0.88125	1.15547573946	1.14442880683	1.1665226721	-0.034375	-0.025	-0.04375	1974.5	1979	1970
cross	fantasy1970to1979v4	sf1970to1979v3	0.8625	0.9125	1.21144601694	1.19994246267	1.2229495712	0.0	0.00625	-0.00625	1974.5	1979	1970
cross	fantasy1970to1979v4	sf1970to1979v4	0.8625	0.94375	1.19047252294	1.23160640772	1.14933863817	0.01875	0.04375	-0.00625	1974.5	1979	1970
fantasyself	fantasy1920to1949v0	fantasy1920to1949v1	0.88125	0.8875	1.40047930413	1.43393613723	1.36702247103	-0.10625	-0.1	-0.1125	1935.0	1949	1920
fantasyself	fantasy1920to1949v0	fantasy1920to1949v2	0.88125	0.825	1.4076827461	1.37447565005	1.44088984216	-0.13125	-0.14375	-0.11875	1935.0	1949	1920
fantasyself	fantasy1920to1949v0	fantasy1920to1949v3	0.88125	0.88125	1.46131844153	1.48247542942	1.44016145363	-0.09375	-0.1	-0.0875	1934.5	1949	1920
fantasyself	fantasy1920to1949v0	fantasy1920to1949v4	0.88125	0.8375	1.34957243317	1.33684730995	1.36229755638	-0.13125	-0.14375	-0.11875	1935.0	1949	1920
cross	fantasy1920to1949v0	sf1920to1949v0	0.88125	0.9	1.02914883829	1.07655910821	0.981738568378	0.075	0.04375	0.10625	1936.0	1949	1920
cross	fantasy1920to1949v0	sf1920to1949v1	0.88125	0.8875	1.05666581886	1.10687011468	1.00646152304	0.096875	0.0625	0.13125	1935.5	1949	1920
cross	fantasy1920to1949v0	sf1920to1949v2	0.88125	0.9	1.06117602257	1.12822971668	0.994122328462	0.09375	0.06875	0.11875	1935.5	1949	1920
cross	fantasy1920to1949v0	sf1920to1949v3	0.88125	0.89375	1.02072069997	1.13326938765	0.908172012283	0.1	0.0625	0.1375	1935.5	1949	1920
cross	fantasy1920to1949v0	sf1920to1949v4	0.88125	0.86875	0.997262771062	1.07680274006	0.91772280206	0.09375	0.04375	0.14375	1935.5	1949	1920
fantasyself	fantasy1920to1949v1	fantasy1920to1949v0	0.8875	0.88125	1.40047930413	1.36702247103	1.43393613723	-0.10625	-0.1125	-0.1	1935.0	1949	1920
fantasyself	fantasy1920to1949v1	fantasy1920to1949v2	0.8875	0.825	1.37458938716	1.36665172298	1.38252705133	-0.1375	-0.1625	-0.1125	1935.0	1949	1920
fantasyself	fantasy1920to1949v1	fantasy1920to1949v3	0.8875	0.88125	1.43004564256	1.46692488644	1.39316639867	-0.1	-0.1125	-0.0875	1934.5	1949	1920
fantasyself	fantasy1920to1949v1	fantasy1920to1949v4	0.8875	0.8375	1.34513153821	1.31832138543	1.371941691	-0.134375	-0.15625	-0.1125	1935.0	1949	1920
cross	fantasy1920to1949v1	sf1920to1949v0	0.8875	0.9	1.03527420227	1.08773682281	0.982811581734	0.10625	0.05625	0.15625	1936.0	1949	1920
cross	fantasy1920to1949v1	sf1920to1949v1	0.8875	0.8875	1.02654208122	1.12916083586	0.923923326581	0.115625	0.0625	0.16875	1935.5	1949	1920
cross	fantasy1920to1949v1	sf1920to1949v2	0.8875	0.9	1.02993243403	1.14533214411	0.914532723944	0.121875	0.0875	0.15625	1935.5	1949	1920
cross	fantasy1920to1949v1	sf1920to1949v3	0.8875	0.89375	0.960798614019	1.06475008448	0.856847143553	0.11875	0.06875	0.16875	1935.5	1949	1920
cross	fantasy1920to1949v1	sf1920to1949v4	0.8875	0.86875	1.00311974667	1.1100366735	0.896202819833	0.109375	0.025	0.19375	1935.5	1949	1920
fantasyself	fantasy1920to1949v2	fantasy1920to1949v0	0.825	0.88125	1.4076827461	1.44088984216	1.37447565005	-0.13125	-0.11875	-0.14375	1935.0	1949	1920
fantasyself	fantasy1920to1949v2	fantasy1920to1949v1	0.825	0.8875	1.37458938716	1.38252705133	1.36665172298	-0.1375	-0.1125	-0.1625	1935.0	1949	1920
fantasyself	fantasy1920to1949v2	fantasy1920to1949v3	0.825	0.88125	1.35812833847	1.41442544597	1.30183123097	-0.134375	-0.11875	-0.15	1934.5	1949	1920
fantasyself	fantasy1920to1949v2	fantasy1920to1949v4	0.825	0.8375	1.33328661518	1.28970843677	1.37686479359	-0.1625	-0.1625	-0.1625	1935.0	1949	1920
cross	fantasy1920to1949v2	sf1920to1949v0	0.825	0.9	1.07945749273	1.0949202648	1.06399472065	0.059375	0.03125	0.0875	1936.0	1949	1920
cross	fantasy1920to1949v2	sf1920to1949v1	0.825	0.8875	1.04500269447	1.12575924678	0.964246142152	0.071875	0.04375	0.1	1935.5	1949	1920
cross	fantasy1920to1949v2	sf1920to1949v2	0.825	0.9	1.066394654	1.14442880683	0.988360501166	0.06875	0.0625	0.075	1935.5	1949	1920
cross	fantasy1920to1949v2	sf1920to1949v3	0.825	0.89375	1.00393630624	1.08057134367	0.927301268809	0.06875	0.04375	0.09375	1935.5	1949	1920
cross	fantasy1920to1949v2	sf1920to1949v4	0.825	0.86875	1.03761536309	1.11951651667	0.955714209516	0.059375	0.00625	0.1125	1935.5	1949	1920
fantasyself	fantasy1920to1949v3	fantasy1920to1949v0	0.88125	0.88125	1.46131844153	1.44016145363	1.48247542942	-0.09375	-0.0875	-0.1	1934.5	1949	1920
fantasyself	fantasy1920to1949v3	fantasy1920to1949v1	0.88125	0.8875	1.43004564256	1.39316639867	1.46692488644	-0.1	-0.0875	-0.1125	1934.5	1949	1920
fantasyself	fantasy1920to1949v3	fantasy1920to1949v2	0.88125	0.825	1.35812833847	1.30183123097	1.41442544597	-0.134375	-0.15	-0.11875	1934.5	1949	1920
fantasyself	fantasy1920to1949v3	fantasy1920to1949v4	0.88125	0.8375	1.32670216883	1.27247838108	1.38092595657	-0.125	-0.1375	-0.1125	1934.5	1949	1920
cross	fantasy1920to1949v3	sf1920to1949v0	0.88125	0.9	0.995328382493	1.04405065406	0.946606110922	0.10625	0.075	0.1375	1935.5	1949	1920
cross	fantasy1920to1949v3	sf1920to1949v1	0.88125	0.8875	0.971653518803	1.01243494646	0.930872091148	0.1125	0.075	0.15	1935.0	1949	1920
cross	fantasy1920to1949v3	sf1920to1949v2	0.88125	0.9	0.984052122801	1.04819283656	0.919911409041	0.109375	0.0875	0.13125	1935.0	1949	1920
cross	fantasy1920to1949v3	sf1920to1949v3	0.88125	0.89375	0.913464753024	0.963090389575	0.863839116474	0.1125	0.08125	0.14375	1935.0	1949	1920
cross	fantasy1920to1949v3	sf1920to1949v4	0.88125	0.86875	0.968237137893	1.05151541213	0.884958863657	0.1	0.04375	0.15625	1935.0	1949	1920
fantasyself	fantasy1920to1949v4	fantasy1920to1949v0	0.8375	0.88125	1.34957243317	1.36229755638	1.33684730995	-0.13125	-0.11875	-0.14375	1935.0	1949	1920
fantasyself	fantasy1920to1949v4	fantasy1920to1949v1	0.8375	0.8875	1.34513153821	1.371941691	1.31832138543	-0.134375	-0.1125	-0.15625	1935.0	1949	1920
fantasyself	fantasy1920to1949v4	fantasy1920to1949v2	0.8375	0.825	1.33328661518	1.37686479359	1.28970843677	-0.1625	-0.1625	-0.1625	1935.0	1949	1920
fantasyself	fantasy1920to1949v4	fantasy1920to1949v3	0.8375	0.88125	1.32670216883	1.38092595657	1.27247838108	-0.125	-0.1125	-0.1375	1934.5	1949	1920
cross	fantasy1920to1949v4	sf1920to1949v0	0.8375	0.9	1.00122847759	1.05349000071	0.948966954465	0.06875	0.05	0.0875	1936.0	1949	1920
cross	fantasy1920to1949v4	sf1920to1949v1	0.8375	0.8875	0.986926836461	1.09112925045	0.882724422467	0.1	0.075	0.125	1935.5	1949	1920
cross	fantasy1920to1949v4	sf1920to1949v2	0.8375	0.9	0.981552373902	1.05627690278	0.906827845027	0.090625	0.0875	0.09375	1935.5	1949	1920
cross	fantasy1920to1949v4	sf1920to1949v3	0.8375	0.89375	0.957996374824	1.07957575829	0.836416991354	0.0875	0.075	0.1	1935.5	1949	1920
cross	fantasy1920to1949v4	sf1920to1949v4	0.8375	0.86875	0.996645166067	1.09523587171	0.898054460425	0.06875	0.01875	0.11875	1935.5	1949	1920
fantasyself	fantasy1900to1919v0	fantasy1900to1919v1	0.84375	0.85	1.29261100705	1.31288474089	1.2723372732	-0.140625	-0.14375	-0.1375	1909.0	1919	1900
fantasyself	fantasy1900to1919v0	fantasy1900to1919v2	0.84375	0.8875	1.42655870479	1.38179156151	1.47132584807	-0.128125	-0.10625	-0.15	1909.0	1919	1900
fantasyself	fantasy1900to1919v0	fantasy1900to1919v3	0.84375	0.84375	1.23864945974	1.26075286521	1.21654605426	-0.153125	-0.15	-0.15625	1909.0	1919	1900
fantasyself	fantasy1900to1919v0	fantasy1900to1919v4	0.84375	0.85	1.35222024429	1.38627179294	1.31816869564	-0.15	-0.14375	-0.15625	1909.0	1919	1900
cross	fantasy1900to1919v0	sf1900to1919v0	0.84375	0.9125	0.971429619402	1.22875714749	0.714102091313	0.071875	0.05625	0.0875	1909.0	1919	1900
cross	fantasy1900to1919v0	sf1900to1919v1	0.84375	0.90625	0.978455219959	1.25284695217	0.704063487744	0.071875	0.05625	0.0875	1909.0	1919	1900
cross	fantasy1900to1919v0	sf1900to1919v2	0.84375	0.9	0.99145180778	1.26060391298	0.722299702581	0.059375	0.0375	0.08125	1908.5	1919	1900
cross	fantasy1900to1919v0	sf1900to1919v3	0.84375	0.88125	0.989832245742	1.21273670868	0.766927782805	0.059375	0.03125	0.0875	1909.0	1919	1900
cross	fantasy1900to1919v0	sf1900to1919v4	0.84375	0.9	1.00905636755	1.26373987237	0.754372862726	0.059375	0.03125	0.0875	1908.5	1919	1900
fantasyself	fantasy1900to1919v1	fantasy1900to1919v0	0.85	0.84375	1.29261100705	1.2723372732	1.31288474089	-0.140625	-0.1375	-0.14375	1909.0	1919	1900
fantasyself	fantasy1900to1919v1	fantasy1900to1919v2	0.85	0.8875	1.35512672451	1.29832546818	1.41192798084	-0.11875	-0.09375	-0.14375	1909.0	1919	1900
