name	size	floor	ceiling	meandate	accuracy	features	regularization	i
temp_sf11919_0	72	1800	1919	1880	0.854166666667	1800	100	0
temp_sf21919_0	72	1800	1919	1891	0.847222222222	5700	0.001	0
temp_fant11919_0	72	1800	1919	1892	0.888888888889	5700	100	0
temp_fant21919_0	72	1800	1919	1880	0.763888888889	3600	1	0
temp_sf11939_0	72	1880	1939	1905	0.875	2100	10	0
temp_sf21939_0	72	1880	1939	1910	0.895833333333	3300	10	0
temp_fant11939_0	72	1880	1939	1907	0.840277777778	3900	1	0
temp_fant21939_0	72	1880	1939	1909	0.8125	1500	1	0
temp_sf11959_0	72	1910	1959	1938	0.916666666667	5100	100	0
temp_sf21959_0	72	1910	1959	1939	0.930555555556	2700	0.01	0
temp_fant11959_0	72	1910	1959	1932	0.868055555556	3300	100	0
temp_fant21959_0	72	1910	1959	1939	0.923611111111	5700	100	0
temp_sf11969_0	72	1930	1969	1955	0.9375	2100	10	0
temp_sf21969_0	72	1930	1969	1953	0.902777777778	3300	100	0
temp_fant11969_0	72	1930	1969	1952	0.881944444444	2400	10	0
temp_fant21969_0	72	1930	1969	1955	0.888888888889	4200	0.1	0
temp_sf11979_0	72	1950	1979	1965	0.923611111111	2400	100	0
temp_sf21979_0	72	1950	1979	1966	0.909722222222	1500	100	0
temp_fant11979_0	72	1950	1979	1968	0.868055555556	1500	0.1	0
temp_fant21979_0	72	1950	1979	1965	0.895833333333	2700	100	0
temp_sf11989_0	72	1970	1989	1980	0.923611111111	3000	10	0
temp_sf21989_0	72	1970	1989	1979	0.9375	2700	1	0
temp_fant11989_0	72	1970	1989	1980	0.833333333333	3900	0.1	0
temp_fant21989_0	72	1970	1989	1980	0.902777777778	4200	10	0
temp_sf11999_0	72	1980	1999	1989	0.888888888889	4200	0.01	0
temp_sf21999_0	72	1980	1999	1990	0.951388888889	3900	0.1	0
temp_fant11999_0	72	1980	1999	1989	0.833333333333	1500	0.0001	0
temp_fant21999_0	72	1980	1999	1991	0.895833333333	4800	0.1	0
temp_sf12010_0	72	1990	2010	1999	0.888888888889	5700	100	0
temp_sf22010_0	72	1990	2010	1999	0.881944444444	4800	10	0
temp_fant12010_0	72	1990	2010	1999	0.909722222222	5400	10	0
temp_fant22010_0	72	1990	2010	1999	0.847222222222	2100	0.1	0
temp_sf11919_1	72	1800	1919	1885	0.826388888889	3300	0.1	1
temp_sf21919_1	72	1800	1919	1885	0.868055555556	1500	0.01	1
temp_fant11919_1	72	1800	1919	1885	0.805555555556	1800	100	1
temp_fant21919_1	72	1800	1919	1887	0.826388888889	5400	1	1
temp_sf11939_1	72	1880	1939	1908	0.875	1500	10	1
temp_sf21939_1	72	1880	1939	1903	0.868055555556	2700	100	1
temp_fant11939_1	72	1880	1939	1908	0.854166666667	2700	1	1
temp_fant21939_1	72	1880	1939	1908	0.833333333333	2700	10	1
temp_sf11959_1	72	1910	1959	1939	0.895833333333	1800	0.001	1
temp_sf21959_1	72	1910	1959	1940	0.902777777778	2700	100	1
temp_fant11959_1	72	1910	1959	1936	0.888888888889	5400	100	1
temp_fant21959_1	72	1910	1959	1932	0.895833333333	4200	10	1
temp_sf11969_1	72	1930	1969	1954	0.916666666667	3900	10	1
temp_sf21969_1	72	1930	1969	1955	0.909722222222	1500	0.1	1
temp_fant11969_1	72	1930	1969	1954	0.888888888889	3000	1	1
temp_fant21969_1	72	1930	1969	1953	0.840277777778	2100	100	1
temp_sf11979_1	72	1950	1979	1964	0.909722222222	3000	1	1
temp_sf21979_1	72	1950	1979	1965	0.909722222222	3000	10	1
temp_fant11979_1	72	1950	1979	1965	0.9375	2700	100	1
temp_fant21979_1	72	1950	1979	1966	0.805555555556	5100	0.1	1
temp_sf11989_1	72	1970	1989	1980	0.9375	4200	10	1
temp_sf21989_1	72	1970	1989	1979	0.9375	3900	100	1
temp_fant11989_1	72	1970	1989	1980	0.868055555556	4200	100	1
temp_fant21989_1	72	1970	1989	1980	0.8125	1500	0.01	1
temp_sf11999_1	72	1980	1999	1991	0.930555555556	4500	0.001	1
temp_sf21999_1	72	1980	1999	1988	0.881944444444	4500	0.0001	1
temp_fant11999_1	72	1980	1999	1991	0.868055555556	3600	0.0001	1
temp_fant21999_1	72	1980	1999	1989	0.826388888889	6300	0.001	1
temp_sf12010_1	72	1990	2010	1999	0.868055555556	5400	100	1
temp_sf22010_1	72	1990	2010	1999	0.909722222222	5400	0.001	1
temp_fant12010_1	72	1990	2010	2000	0.847222222222	5100	1	1
temp_fant22010_1	72	1990	2010	1999	0.909722222222	6300	0.01	1
temp_sf11919_2	72	1800	1919	1887	0.881944444444	2400	100	2
temp_sf21919_2	72	1800	1919	1888	0.909722222222	3000	100	2
temp_fant11919_2	72	1800	1919	1884	0.791666666667	5400	0.001	2
temp_fant21919_2	72	1800	1919	1888	0.798611111111	2700	1	2
temp_sf11939_2	72	1880	1939	1906	0.861111111111	2100	0.1	2
temp_sf21939_2	72	1880	1939	1907	0.881944444444	5100	0.01	2
temp_fant11939_2	72	1880	1939	1908	0.791666666667	3600	0.001	2
temp_fant21939_2	72	1880	1939	1909	0.840277777778	5100	0.01	2
temp_sf11959_2	72	1910	1959	1936	0.9375	1800	100	2
temp_sf21959_2	72	1910	1959	1939	0.944444444444	1500	0.1	2
temp_fant11959_2	72	1910	1959	1933	0.868055555556	2400	1	2
temp_fant21959_2	72	1910	1959	1938	0.875	1500	0.1	2
temp_sf11969_2	72	1930	1969	1954	0.923611111111	2700	100	2
temp_sf21969_2	72	1930	1969	1954	0.9375	1500	0.1	2
temp_fant11969_2	72	1930	1969	1952	0.875	6000	10	2
temp_fant21969_2	72	1930	1969	1955	0.909722222222	4500	100	2
temp_sf11979_2	72	1950	1979	1964	0.840277777778	3300	10	2
temp_sf21979_2	72	1950	1979	1966	0.923611111111	2100	10	2
temp_fant11979_2	72	1950	1979	1966	0.833333333333	4500	0.001	2
temp_fant21979_2	72	1950	1979	1966	0.875	4200	0.1	2
temp_sf11989_2	72	1970	1989	1979	0.958333333333	3000	100	2
temp_sf21989_2	72	1970	1989	1980	0.909722222222	4200	0.1	2
temp_fant11989_2	72	1970	1989	1978	0.881944444444	1800	0.01	2
temp_fant21989_2	72	1970	1989	1981	0.868055555556	3300	1	2
temp_sf11999_2	72	1980	1999	1990	0.944444444444	4500	10	2
temp_sf21999_2	72	1980	1999	1990	0.902777777778	4500	1	2
temp_fant11999_2	72	1980	1999	1990	0.888888888889	6000	1	2
temp_fant21999_2	72	1980	1999	1989	0.881944444444	3000	10	2
temp_sf12010_2	72	1990	2010	1999	0.888888888889	6000	0.0001	2
temp_sf22010_2	72	1990	2010	1999	0.861111111111	4500	100	2
temp_fant12010_2	72	1990	2010	1999	0.875	4200	10	2
temp_fant22010_2	72	1990	2010	1999	0.763888888889	2400	0.1	2
temp_sf11919_3	72	1800	1919	1884	0.826388888889	1500	1	3
temp_sf21919_3	72	1800	1919	1890	0.854166666667	2400	100	3
temp_fant11919_3	72	1800	1919	1886	0.8125	2400	1	3
temp_fant21919_3	72	1800	1919	1884	0.805555555556	3300	0.001	3
temp_sf11939_3	72	1880	1939	1907	0.847222222222	3900	10	3
temp_sf21939_3	72	1880	1939	1907	0.861111111111	6300	100	3
temp_fant11939_3	72	1880	1939	1908	0.861111111111	5700	1	3
temp_fant21939_3	72	1880	1939	1909	0.847222222222	1800	10	3
temp_sf11959_3	72	1910	1959	1938	0.909722222222	5400	0.001	3
temp_sf21959_3	72	1910	1959	1935	0.888888888889	4500	10	3
temp_fant11959_3	72	1910	1959	1934	0.826388888889	1800	0.001	3
temp_fant21959_3	72	1910	1959	1936	0.895833333333	4200	100	3
temp_sf11969_3	72	1930	1969	1954	0.875	2400	100	3
temp_sf21969_3	72	1930	1969	1952	0.965277777778	1500	1	3
temp_fant11969_3	72	1930	1969	1953	0.875	3600	100	3
temp_fant21969_3	72	1930	1969	1954	0.881944444444	1800	1	3
temp_sf11979_3	72	1950	1979	1964	0.951388888889	3300	100	3
temp_sf21979_3	72	1950	1979	1965	0.895833333333	4500	10	3
temp_fant11979_3	72	1950	1979	1967	0.868055555556	1800	1	3
temp_fant21979_3	72	1950	1979	1965	0.8125	5400	100	3
temp_sf11989_3	72	1970	1989	1978	0.881944444444	6300	0.01	3
temp_sf21989_3	72	1970	1989	1980	0.902777777778	3000	100	3
temp_fant11989_3	72	1970	1989	1980	0.895833333333	4800	0.001	3
temp_fant21989_3	72	1970	1989	1980	0.798611111111	3300	0.1	3
temp_sf11999_3	72	1980	1999	1989	0.930555555556	6000	100	3
temp_sf21999_3	72	1980	1999	1990	0.930555555556	1500	100	3
temp_fant11999_3	72	1980	1999	1989	0.888888888889	4200	10	3
temp_fant21999_3	72	1980	1999	1991	0.861111111111	3600	0.01	3
temp_sf12010_3	72	1990	2010	2001	0.895833333333	6300	0.001	3
temp_sf22010_3	72	1990	2010	1998	0.881944444444	2100	0.001	3
temp_fant12010_3	72	1990	2010	2000	0.847222222222	6300	10	3
temp_fant22010_3	72	1990	2010	1998	0.847222222222	5400	0.01	3
temp_sf11919_4	72	1800	1919	1888	0.868055555556	3000	100	4
temp_sf21919_4	72	1800	1919	1889	0.881944444444	3000	1	4
temp_fant11919_4	72	1800	1919	1884	0.805555555556	3000	0.01	4
temp_fant21919_4	72	1800	1919	1888	0.854166666667	1800	10	4
temp_sf11939_4	72	1880	1939	1909	0.861111111111	2400	0.001	4
temp_sf21939_4	72	1880	1939	1905	0.868055555556	1500	0.1	4
temp_fant11939_4	72	1880	1939	1907	0.868055555556	6000	100	4
temp_fant21939_4	72	1880	1939	1907	0.805555555556	2400	1	4
temp_sf11959_4	72	1910	1959	1937	0.923611111111	1500	10	4
temp_sf21959_4	72	1910	1959	1939	0.909722222222	2400	10	4
temp_fant11959_4	72	1910	1959	1937	0.868055555556	3000	1	4
temp_fant21959_4	72	1910	1959	1933	0.881944444444	4500	1	4
temp_sf11969_4	72	1930	1969	1952	0.944444444444	2100	100	4
temp_sf21969_4	72	1930	1969	1954	0.902777777778	3600	0.1	4
temp_fant11969_4	72	1930	1969	1952	0.868055555556	2100	100	4
temp_fant21969_4	72	1930	1969	1956	0.861111111111	4200	0.001	4
temp_sf11979_4	72	1950	1979	1966	0.916666666667	2100	0.1	4
temp_sf21979_4	72	1950	1979	1964	0.909722222222	1800	0.1	4
temp_fant11979_4	72	1950	1979	1966	0.875	3600	1	4
temp_fant21979_4	72	1950	1979	1964	0.895833333333	3000	10	4
temp_sf11989_4	72	1970	1989	1979	0.923611111111	3000	100	4
temp_sf21989_4	72	1970	1989	1980	0.930555555556	2700	0.1	4
temp_fant11989_4	72	1970	1989	1979	0.833333333333	4800	1	4
temp_fant21989_4	72	1970	1989	1980	0.902777777778	4200	100	4
temp_sf11999_4	72	1980	1999	1989	0.868055555556	4500	10	4
temp_sf21999_4	72	1980	1999	1990	0.930555555556	2100	0.01	4
temp_fant11999_4	72	1980	1999	1990	0.8125	3300	0.01	4
temp_fant21999_4	72	1980	1999	1990	0.923611111111	5100	10	4
temp_sf12010_4	72	1990	2010	2000	0.888888888889	3900	0.001	4
temp_sf22010_4	72	1990	2010	1999	0.895833333333	2400	0.001	4
temp_fant12010_4	72	1990	2010	1999	0.847222222222	5400	0.1	4
temp_fant22010_4	72	1990	2010	1999	0.875	6300	0.01	4
temp_sf11919_5	72	1800	1919	1887	0.826388888889	2400	0.01	5
temp_sf21919_5	72	1800	1919	1886	0.8125	1500	0.1	5
temp_fant11919_5	72	1800	1919	1883	0.8125	1800	10	5
temp_fant21919_5	72	1800	1919	1883	0.791666666667	6000	100	5
temp_sf11939_5	72	1880	1939	1907	0.868055555556	2100	10	5
temp_sf21939_5	72	1880	1939	1908	0.868055555556	3900	0.001	5
temp_fant11939_5	72	1880	1939	1905	0.819444444444	3900	100	5
temp_fant21939_5	72	1880	1939	1907	0.777777777778	1500	0.1	5
temp_sf11959_5	72	1910	1959	1938	0.930555555556	4200	100	5
temp_sf21959_5	72	1910	1959	1937	0.868055555556	1800	0.001	5
temp_fant11959_5	72	1910	1959	1935	0.909722222222	1800	10	5
temp_fant21959_5	72	1910	1959	1934	0.833333333333	2400	100	5
temp_sf11969_5	72	1930	1969	1954	0.888888888889	1500	0.01	5
temp_sf21969_5	72	1930	1969	1954	0.909722222222	4800	0.01	5
temp_fant11969_5	72	1930	1969	1954	0.847222222222	3000	100	5
temp_fant21969_5	72	1930	1969	1952	0.909722222222	5100	100	5
temp_sf11979_5	72	1950	1979	1964	0.9375	3300	10	5
temp_sf21979_5	72	1950	1979	1965	0.861111111111	3300	10	5
temp_fant11979_5	72	1950	1979	1966	0.868055555556	2400	10	5
temp_fant21979_5	72	1950	1979	1966	0.888888888889	6000	100	5
temp_sf11989_5	72	1970	1989	1979	0.909722222222	3900	10	5
temp_sf21989_5	72	1970	1989	1980	0.909722222222	6300	0.01	5
temp_fant11989_5	72	1970	1989	1980	0.847222222222	2100	1	5
temp_fant21989_5	72	1970	1989	1980	0.875	5400	0.1	5
temp_sf11999_5	72	1980	1999	1990	0.958333333333	4800	100	5
temp_sf21999_5	72	1980	1999	1989	0.909722222222	2700	1	5
temp_fant11999_5	72	1980	1999	1990	0.868055555556	4500	1	5
temp_fant21999_5	72	1980	1999	1990	0.909722222222	2700	0.01	5
temp_sf12010_5	72	1990	2010	1999	0.861111111111	6000	0.001	5
temp_sf22010_5	72	1990	2010	2000	0.895833333333	3900	0.0001	5
temp_fant12010_5	72	1990	2010	2000	0.847222222222	2700	1	5
temp_fant22010_5	72	1990	2010	1999	0.854166666667	1800	0.01	5
temp_sf11919_6	72	1800	1919	1886	0.798611111111	2700	10	6
temp_sf21919_6	72	1800	1919	1888	0.847222222222	2700	10	6
temp_fant11919_6	72	1800	1919	1885	0.840277777778	2100	0.1	6
temp_fant21919_6	72	1800	1919	1886	0.763888888889	4500	0.001	6
temp_sf11939_6	72	1880	1939	1906	0.798611111111	3300	0.0001	6
temp_sf21939_6	72	1880	1939	1907	0.875	3300	100	6
temp_fant11939_6	72	1880	1939	1907	0.8125	1500	1	6
temp_fant21939_6	72	1880	1939	1909	0.833333333333	1800	0.001	6
temp_sf11959_6	72	1910	1959	1940	0.916666666667	1500	0.1	6
temp_sf21959_6	72	1910	1959	1937	0.916666666667	3900	1	6
temp_fant11959_6	72	1910	1959	1937	0.868055555556	6300	0.01	6
temp_fant21959_6	72	1910	1959	1936	0.902777777778	6300	0.01	6
temp_sf11969_6	72	1930	1969	1954	0.854166666667	1500	10	6
temp_sf21969_6	72	1930	1969	1953	0.979166666667	6300	1	6
temp_fant11969_6	72	1930	1969	1953	0.875	2400	10	6
temp_fant21969_6	72	1930	1969	1953	0.861111111111	2400	10	6
temp_sf11979_6	72	1950	1979	1965	0.875	1800	1	6
temp_sf21979_6	72	1950	1979	1965	0.895833333333	3000	1	6
temp_fant11979_6	72	1950	1979	1966	0.819444444444	3900	10	6
temp_fant21979_6	72	1950	1979	1967	0.826388888889	5400	0.01	6
temp_sf11989_6	72	1970	1989	1980	0.916666666667	1500	100	6
temp_sf21989_6	72	1970	1989	1978	0.923611111111	5400	100	6
temp_fant11989_6	72	1970	1989	1980	0.895833333333	4800	0.001	6
temp_fant21989_6	72	1970	1989	1980	0.847222222222	3600	0.001	6
temp_sf11999_6	72	1980	1999	1990	0.944444444444	3900	0.01	6
temp_sf21999_6	72	1980	1999	1989	0.909722222222	3300	1	6
temp_fant11999_6	72	1980	1999	1990	0.875	2100	0.01	6
temp_fant21999_6	72	1980	1999	1989	0.861111111111	1500	0.1	6
temp_sf12010_6	72	1990	2010	1999	0.840277777778	6000	0.1	6
temp_sf22010_6	72	1990	2010	1999	0.881944444444	5700	0.01	6
temp_fant12010_6	72	1990	2010	1999	0.875	3300	0.1	6
temp_fant22010_6	72	1990	2010	2000	0.868055555556	5400	0.1	6
temp_sf11919_7	72	1800	1919	1892	0.895833333333	2400	100	7
temp_sf21919_7	72	1800	1919	1883	0.847222222222	3000	0.1	7
temp_fant11919_7	72	1800	1919	1887	0.798611111111	5700	0.001	7
temp_fant21919_7	72	1800	1919	1885	0.784722222222	2400	0.001	7
temp_sf11939_7	72	1880	1939	1907	0.902777777778	3300	100	7
temp_sf21939_7	72	1880	1939	1905	0.875	5700	10	7
temp_fant11939_7	72	1880	1939	1909	0.8125	5700	0.01	7
temp_fant21939_7	72	1880	1939	1907	0.861111111111	3600	0.01	7
temp_sf11959_7	72	1910	1959	1937	0.923611111111	1800	10	7
temp_sf21959_7	72	1910	1959	1938	0.909722222222	4500	0.01	7
temp_fant11959_7	72	1910	1959	1935	0.875	3000	10	7
temp_fant21959_7	72	1910	1959	1935	0.881944444444	3300	1	7
temp_sf11969_7	72	1930	1969	1953	0.902777777778	3600	10	7
temp_sf21969_7	72	1930	1969	1953	0.930555555556	2100	100	7
temp_fant11969_7	72	1930	1969	1954	0.895833333333	2700	0.1	7
temp_fant21969_7	72	1930	1969	1953	0.895833333333	3600	10	7
temp_sf11979_7	72	1950	1979	1964	0.902777777778	4500	0.01	7
temp_sf21979_7	72	1950	1979	1965	0.902777777778	1800	1	7
temp_fant11979_7	72	1950	1979	1965	0.868055555556	5100	100	7
temp_fant21979_7	72	1950	1979	1967	0.840277777778	2400	1	7
temp_sf11989_7	72	1970	1989	1980	0.895833333333	1500	100	7
temp_sf21989_7	72	1970	1989	1979	0.909722222222	6300	0.1	7
temp_fant11989_7	72	1970	1989	1981	0.923611111111	4200	10	7
temp_fant21989_7	72	1970	1989	1979	0.847222222222	1800	100	7
temp_sf11999_7	72	1980	1999	1990	0.902777777778	4500	100	7
temp_sf21999_7	72	1980	1999	1989	0.923611111111	3600	0.1	7
temp_fant11999_7	72	1980	1999	1991	0.840277777778	4500	0.001	7
temp_fant21999_7	72	1980	1999	1989	0.881944444444	4200	1	7
temp_sf12010_7	72	1990	2010	1999	0.875	4200	0.1	7
temp_sf22010_7	72	1990	2010	1998	0.875	1500	0.1	7
temp_fant12010_7	72	1990	2010	2000	0.909722222222	5700	10	7
