name	size	floor	ceiling	meandate	accuracy	features	regularization	i
temp_fant22010_7	72	1990	2010	1999	0.861111111111	6000	0.01	7
temp_sf11919_8	72	1800	1919	1884	0.819444444444	4200	100	8
temp_sf21919_8	72	1800	1919	1883	0.909722222222	3600	10	8
temp_fant11919_8	72	1800	1919	1885	0.8125	3000	0.1	8
temp_fant21919_8	72	1800	1919	1887	0.8125	3300	10	8
temp_sf11939_8	72	1880	1939	1906	0.895833333333	3900	0.1	8
temp_sf21939_8	72	1880	1939	1909	0.826388888889	4500	1e-05	8
temp_fant11939_8	72	1880	1939	1909	0.840277777778	1500	1	8
temp_fant21939_8	72	1880	1939	1907	0.8125	4500	0.01	8
temp_sf11959_8	72	1910	1959	1938	0.902777777778	2100	0.1	8
temp_sf21959_8	72	1910	1959	1937	0.923611111111	1500	0.01	8
temp_fant11959_8	72	1910	1959	1934	0.958333333333	2400	10	8
temp_fant21959_8	72	1910	1959	1934	0.840277777778	6000	100	8
temp_sf11969_8	72	1930	1969	1951	0.895833333333	4200	1	8
temp_sf21969_8	72	1930	1969	1955	0.923611111111	1800	1	8
temp_fant11969_8	72	1930	1969	1954	0.840277777778	3300	100	8
temp_fant21969_8	72	1930	1969	1954	0.909722222222	1800	1	8
temp_sf11979_8	72	1950	1979	1966	0.881944444444	5700	10	8
temp_sf21979_8	72	1950	1979	1965	0.909722222222	3900	0.001	8
temp_fant11979_8	72	1950	1979	1966	0.881944444444	4500	0.001	8
temp_fant21979_8	72	1950	1979	1966	0.868055555556	4500	100	8
temp_sf11989_8	72	1970	1989	1979	0.930555555556	4500	0.1	8
temp_sf21989_8	72	1970	1989	1980	0.930555555556	4200	10	8
temp_fant11989_8	72	1970	1989	1980	0.854166666667	2100	100	8
temp_fant21989_8	72	1970	1989	1981	0.881944444444	3300	10	8
temp_sf11999_8	72	1980	1999	1990	0.9375	5700	0.01	8
temp_sf21999_8	72	1980	1999	1989	0.944444444444	3300	100	8
temp_fant11999_8	72	1980	1999	1990	0.833333333333	4800	100	8
temp_fant21999_8	72	1980	1999	1990	0.895833333333	3900	0.01	8
temp_sf12010_8	72	1990	2010	2000	0.888888888889	5400	0.001	8
temp_sf22010_8	72	1990	2010	1999	0.916666666667	4500	0.01	8
temp_fant12010_8	72	1990	2010	1999	0.875	3900	100	8
temp_fant22010_8	72	1990	2010	1999	0.909722222222	2400	100	8
temp_sf11919_9	72	1800	1919	1890	0.805555555556	3000	0.1	9
temp_sf21919_9	72	1800	1919	1885	0.861111111111	2400	100	9
temp_fant11919_9	72	1800	1919	1891	0.756944444444	2400	10	9
temp_fant21919_9	72	1800	1919	1881	0.805555555556	1800	0.01	9
temp_sf11939_9	72	1880	1939	1907	0.861111111111	1800	100	9
temp_sf21939_9	72	1880	1939	1905	0.861111111111	2700	1	9
temp_fant11939_9	72	1880	1939	1908	0.840277777778	2400	1	9
temp_fant21939_9	72	1880	1939	1907	0.798611111111	1500	100	9
temp_sf11959_9	72	1910	1959	1938	0.916666666667	1500	0.01	9
temp_sf21959_9	72	1910	1959	1937	0.881944444444	3600	1	9
temp_fant11959_9	72	1910	1959	1939	0.888888888889	1500	10	9
temp_fant21959_9	72	1910	1959	1933	0.888888888889	1800	100	9
temp_sf11969_9	72	1930	1969	1954	0.888888888889	5100	100	9
temp_sf21969_9	72	1930	1969	1954	0.951388888889	1500	100	9
temp_fant11969_9	72	1930	1969	1953	0.847222222222	5100	100	9
temp_fant21969_9	72	1930	1969	1954	0.916666666667	4800	0.1	9
temp_sf11979_9	72	1950	1979	1964	0.9375	6300	0.1	9
temp_sf21979_9	72	1950	1979	1965	0.895833333333	3300	0.1	9
temp_fant11979_9	72	1950	1979	1966	0.854166666667	6300	0.01	9
temp_fant21979_9	72	1950	1979	1965	0.895833333333	3600	10	9
temp_sf11989_9	72	1970	1989	1979	0.916666666667	6300	0.01	9
temp_sf21989_9	72	1970	1989	1979	0.944444444444	2700	1	9
temp_fant11989_9	72	1970	1989	1980	0.881944444444	4200	100	9
temp_fant21989_9	72	1970	1989	1980	0.868055555556	3600	100	9
temp_sf11999_9	72	1980	1999	1990	0.909722222222	2700	10	9
temp_sf21999_9	72	1980	1999	1989	0.958333333333	2400	0.001	9
temp_fant11999_9	72	1980	1999	1989	0.909722222222	3600	10	9
temp_fant21999_9	72	1980	1999	1990	0.868055555556	2700	10	9
temp_sf12010_9	72	1990	2010	1999	0.868055555556	5100	1e-05	9
temp_sf22010_9	72	1990	2010	2000	0.895833333333	4500	0.0001	9
temp_fant12010_9	72	1990	2010	2000	0.861111111111	2100	10	9
temp_fant22010_9	72	1990	2010	1999	0.868055555556	3300	100	9
temp_sf11919_10	72	1800	1919	1887	0.854166666667	2700	0.001	10
temp_sf21919_10	72	1800	1919	1888	0.8125	5400	10	10
temp_fant11919_10	72	1800	1919	1885	0.798611111111	3000	0.1	10
temp_fant21919_10	72	1800	1919	1888	0.805555555556	3300	100	10
temp_sf11939_10	72	1880	1939	1907	0.833333333333	2700	0.001	10
temp_sf21939_10	72	1880	1939	1905	0.881944444444	5700	1	10
temp_fant11939_10	72	1880	1939	1909	0.840277777778	1500	0.1	10
temp_fant21939_10	72	1880	1939	1907	0.784722222222	2700	1	10
temp_sf11959_10	72	1910	1959	1936	0.909722222222	1800	100	10
temp_sf21959_10	72	1910	1959	1940	0.881944444444	3600	10	10
temp_fant11959_10	72	1910	1959	1935	0.888888888889	3000	1	10
temp_fant21959_10	72	1910	1959	1935	0.868055555556	1800	100	10
temp_sf11969_10	72	1930	1969	1954	0.888888888889	3900	100	10
temp_sf21969_10	72	1930	1969	1952	0.944444444444	2400	10	10
temp_fant11969_10	72	1930	1969	1952	0.847222222222	2100	10	10
temp_fant21969_10	72	1930	1969	1955	0.840277777778	3300	10	10
temp_sf11979_10	72	1950	1979	1964	0.895833333333	2400	0.1	10
temp_sf21979_10	72	1950	1979	1965	0.930555555556	2100	100	10
temp_fant11979_10	72	1950	1979	1965	0.875	4200	10	10
temp_fant21979_10	72	1950	1979	1966	0.875	4500	100	10
temp_sf11989_10	72	1970	1989	1980	0.923611111111	6000	0.01	10
temp_sf21989_10	72	1970	1989	1980	0.895833333333	3600	10	10
temp_fant11989_10	72	1970	1989	1980	0.861111111111	5700	10	10
temp_fant21989_10	72	1970	1989	1980	0.847222222222	2100	100	10
temp_sf11999_10	72	1980	1999	1989	0.9375	1500	1	10
temp_sf21999_10	72	1980	1999	1989	0.930555555556	3900	1	10
temp_fant11999_10	72	1980	1999	1989	0.833333333333	5100	10	10
temp_fant21999_10	72	1980	1999	1990	0.909722222222	1500	0.1	10
temp_sf12010_10	72	1990	2010	2000	0.875	1500	1	10
temp_sf22010_10	72	1990	2010	1999	0.916666666667	4800	10	10
temp_fant12010_10	72	1990	2010	1998	0.881944444444	6300	10	10
temp_fant22010_10	72	1990	2010	2000	0.888888888889	2700	100	10
temp_sf11949_0	72	1900	1949	1923	0.930555555556	3900	0.01	0
temp_sf21949_0	72	1900	1949	1922	0.868055555556	2400	100	0
temp_fant11949_0	72	1900	1949	1923	0.875	3000	0.1	0
temp_fant21949_0	72	1900	1949	1921	0.833333333333	4800	0.0001	0
temp_sf11949_1	72	1900	1949	1920	0.881944444444	4500	1e-05	1
temp_sf21949_1	72	1900	1949	1922	0.875	5400	0.01	1
temp_fant11949_1	72	1900	1949	1922	0.875	2400	100	1
temp_fant21949_1	72	1900	1949	1922	0.840277777778	3900	0.1	1
temp_sf11949_2	72	1900	1949	1921	0.909722222222	2700	1	2
temp_sf21949_2	72	1900	1949	1924	0.861111111111	3900	100	2
temp_fant11949_2	72	1900	1949	1921	0.881944444444	2100	10	2
temp_fant21949_2	72	1900	1949	1922	0.868055555556	3900	10	2
temp_sf11949_3	72	1900	1949	1922	0.875	6300	100	3
temp_sf21949_3	72	1900	1949	1923	0.916666666667	1800	0.01	3
temp_fant11949_3	72	1900	1949	1923	0.805555555556	4800	0.01	3
temp_fant21949_3	72	1900	1949	1920	0.916666666667	3900	0.01	3
temp_sf11949_4	72	1900	1949	1922	0.888888888889	1800	0.01	4
temp_sf21949_4	72	1900	1949	1922	0.888888888889	2700	0.01	4
temp_fant11949_4	72	1900	1949	1921	0.861111111111	2400	1	4
temp_fant21949_4	72	1900	1949	1922	0.902777777778	1800	10	4
temp_sf11949_5	72	1900	1949	1923	0.875	1500	0.1	5
temp_sf21949_5	72	1900	1949	1921	0.916666666667	5700	0.001	5
temp_fant11949_5	72	1900	1949	1922	0.881944444444	4800	10	5
temp_fant21949_5	72	1900	1949	1922	0.847222222222	2700	0.1	5
temp_sf11949_6	72	1900	1949	1922	0.861111111111	2400	0.0001	6
temp_sf21949_6	72	1900	1949	1924	0.951388888889	2100	0.01	6
temp_fant11949_6	72	1900	1949	1920	0.826388888889	3900	1e-05	6
temp_fant21949_6	72	1900	1949	1923	0.833333333333	6300	0.1	6
temp_sf11949_7	72	1900	1949	1923	0.888888888889	5100	0.0001	7
temp_sf21949_7	72	1900	1949	1921	0.854166666667	3000	100	7
temp_fant11949_7	72	1900	1949	1923	0.819444444444	2700	0.1	7
temp_fant21949_7	72	1900	1949	1919	0.916666666667	2100	0.1	7
temp_sf11949_8	72	1900	1949	1920	0.923611111111	1500	10	8
temp_sf21949_8	72	1900	1949	1923	0.854166666667	6300	0.001	8
temp_fant11949_8	72	1900	1949	1923	0.916666666667	2700	1	8
temp_fant21949_8	72	1900	1949	1922	0.805555555556	2400	0.01	8
temp_sf11949_9	72	1900	1949	1923	0.902777777778	5100	10	9
temp_sf21949_9	72	1900	1949	1922	0.902777777778	2700	1e-05	9
temp_fant11949_9	72	1900	1949	1925	0.791666666667	2400	0.01	9
temp_fant21949_9	72	1900	1949	1919	0.895833333333	5700	100	9
