name	size	floor	ceiling	meandate	accuracy	features	regularization	i
bailey0	74	1800	1920	1877	0.837837837838	1500	0.01	0
postwarSF0	74	1945	2010	1977	0.932432432432	1500	10	0
bailey1	74	1800	1920	1876	0.824324324324	1500	0.01	1
postwarSF1	74	1945	2010	1978	0.912162162162	5100	0.01	1
bailey2	74	1800	1920	1876	0.885135135135	3000	1	2
postwarSF2	74	1945	2010	1977	0.905405405405	3600	10	2
