docid	diff	firstpub	author	title
mdp.49015001024521_2	-0.424555538047	1934	Weinbaum, Stanley Grauman	A Martian Odyssey and other science fiction tales; | $c: the collected short stories of Stanley G. Weinbaum. Introd. by Sam Moskowitz.
dul1.ark+=13960=t6j10qz2z_0	-0.833245174036	1920	Hastings, Milo	City of endless night
uc1.b3346936_2	-0.135632938226	1923	Norris, Charles Gilman	Brass : | a novel of marriage / | $c: by Charles G. Norris ...
mdp.39015063918158_1	-0.0564291552031	1925	Fletcher, J. S. (Joseph Smith)	False scent, | $c: by J. S. Fletcher.
njp.32101031813718	-0.57053799153	1923	nan	The second book of the Tuesday evening club.
mdp.39015001600769_0	-0.776328209864	1922	��apek, Karel	The absolute at large | $c: [by] Karel ��apek.
uc2.ark+=13960=t7sn01t31_1	0.654668711922	1922	Oppenheim, E. Phillips	The great Prince Shan
nyp.33433074850367_0	1.03594925968	1921	Haggard, H. Rider	She and Allan
uc1.$b56307_1	0.691410394118	1935	Austin, F. Britten (Frederick Britten)	The road to glory; | a biographical novel of Napoleon, | $c:  by F. Britten Austin.
mdp.39015015233953_0	0.0432086725791	1914	Gillmore, Inez Haynes	Angel Island / | $c: by Inez Haynes Gillmore ; introduction by Ursula K. Le Guin.
uc1.$b660183_2	0.160499367484	1939	Brophy, John	Gentleman of Stratford; | a novel | $c: by John Brophy.
uva.x030832515_0	-0.315577168297	1914	Henry, O	The four million
nyp.33433075751465_0	-0.569689003792	1922	Stacpoole, H. De Vere	Vanderdecken
njp.32101068169224_1	-0.55410860028	1919	Fuller, Henry Blake	Bertram Cope's year
mdp.39015028694761_1	0.298923691695	1926	O'Flaherty, Liam	Spring sowing, | $c: by Liam O'Flaherty.
uc2.ark+=13960=t57d2qn7t_0	-0.544239867278	1914	Kyne, Peter B	The long chance
uc2.ark+=13960=t5n87bp31_0	0.783328255673	1919	Roberts, Charles G. D	In the morning of time
uc1.b3187085	-0.204233109015	1914	Burroughs, Edgar Rice	At the earth's core
osu.32435055404685_1	-0.229588272155	1931	Mundy, Talbot	Jimgrim Sahib
mdp.39015047656130_0	0.0616298686727	1910	Gorky, Maksim	Malva and other tales
pst.000013933951_1	0.27351101059	1920	Lindsay, David	A voyage to Arcturus
mdp.39015025358592_0	-0.173447053453	1917	Locke, William John	The red planet
uc1.$b119732_1	-0.208691289129	1933	Collier, John	Full circle, | a tale. | $c: by John Collier.
loc.ark+=13960=t0sq95j0t_0	-0.118106544214	1915	Young, Harry	Hard knocks;
uc2.ark+=13960=t9h41k936_1	0.443227733739	1912	Serviss, Garrett Putman	The second deluge
