testype	name1	name2	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1	acc1	acc2	alienacc1	alienacc2	meandate1	meandate2
scarborough-19cfantasy	scarborough_0	19c_fantasy_0	0.933005449475	0.883006462215	0.983004436736	0.00279922779923	0.027027027027	-0.0214285714286	0.814285714286	0.824324324324	0.835714285714	0.797297297297	1882.29285714	1892.39864865
scarborough-19cfantasy	scarborough_0	19c_fantasy_1	0.729192079667	0.54907172287	0.909312436464	0.0208494208494	0.0202702702703	0.0214285714286	0.814285714286	0.783783783784	0.792857142857	0.763513513514	1882.29285714	1897.56756757
scarborough-19cfantasy	scarborough_0	19c_fantasy_2	0.716706972869	0.605546766146	0.827867179592	0.0822393822394	0.121621621622	0.0428571428571	0.814285714286	0.844594594595	0.771428571429	0.722972972973	1882.29285714	1896.83108108
scarborough-19cfantasy	scarborough_1	19c_fantasy_0	0.856126462995	0.854446338242	0.857806587747	-0.000772200772201	0.027027027027	-0.0285714285714	0.814285714286	0.824324324324	0.842857142857	0.797297297297	1882.30714286	1892.39864865
scarborough-19cfantasy	scarborough_1	19c_fantasy_1	0.701475191985	0.551185971164	0.851764412805	0.034555984556	0.0405405405405	0.0285714285714	0.814285714286	0.783783783784	0.785714285714	0.743243243243	1882.30714286	1897.56756757
scarborough-19cfantasy	scarborough_1	19c_fantasy_2	0.659263148606	0.561930242886	0.756596054325	0.0861969111969	0.108108108108	0.0642857142857	0.814285714286	0.844594594595	0.75	0.736486486486	1882.30714286	1896.83108108
scarborough-19cfantasy	scarborough_2	19c_fantasy_0	0.93391518385	0.892644878787	0.975185488912	-0.00830115830116	0.0405405405405	-0.0571428571429	0.778571428571	0.824324324324	0.835714285714	0.783783783784	1882.33571429	1892.39864865
scarborough-19cfantasy	scarborough_2	19c_fantasy_1	0.735081513393	0.567238619944	0.902924406841	0.0101351351351	0.0202702702703	0.0	0.778571428571	0.783783783784	0.778571428571	0.763513513514	1882.33571429	1897.56756757
scarborough-19cfantasy	scarborough_2	19c_fantasy_2	0.635322626007	0.555427977676	0.715217274338	0.0683397683398	0.108108108108	0.0285714285714	0.778571428571	0.844594594595	0.75	0.736486486486	1882.33571429	1896.83108108
