testype	name1	name2	acc1	acc2	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1	meandate	ceiling	floor
cross	fantasynojuv1950to1969v2	sfnojuv1950to1969v3	0.88	0.913333333333	1.1143118356	1.31891943567	0.909704235527	0.03	0.0133333333333	0.0466666666667	1959.5	1969	1950
cross	fantasynojuv1950to1969v2	sfnojuv1950to1969v4	0.88	0.9	1.06489838037	1.20851837761	0.921278383117	0.02	-0.0133333333333	0.0533333333333	1959.5	1969	1950
fantasyself	fantasynojuv1950to1969v3	fantasynojuv1950to1969v0	0.86	0.88	1.23344997171	1.33668723497	1.13021270846	-0.07	-0.06	-0.08	1959.5	1969	1950
fantasyself	fantasynojuv1950to1969v3	fantasynojuv1950to1969v1	0.86	0.86	1.22302891031	1.28642543848	1.15963238214	-0.0933333333333	-0.0866666666667	-0.1	1959.0	1969	1950
fantasyself	fantasynojuv1950to1969v3	fantasynojuv1950to1969v2	0.86	0.88	1.27901633921	1.2815344036	1.27649827481	-0.0666666666667	-0.08	-0.0533333333333	1959.5	1969	1950
fantasyself	fantasynojuv1950to1969v3	fantasynojuv1950to1969v4	0.86	0.853333333333	1.20131076889	1.32699619727	1.0756253405	-0.0933333333333	-0.0866666666667	-0.1	1959.5	1969	1950
cross	fantasynojuv1950to1969v3	sfnojuv1950to1969v0	0.86	0.933333333333	1.1114584739	1.30123934969	0.921677598125	0.0733333333333	0.0266666666667	0.12	1959.5	1969	1950
cross	fantasynojuv1950to1969v3	sfnojuv1950to1969v1	0.86	0.913333333333	1.12538093322	1.28783044913	0.962931417297	0.0566666666667	-0.00666666666667	0.12	1959.5	1969	1950
cross	fantasynojuv1950to1969v3	sfnojuv1950to1969v2	0.86	0.913333333333	1.10396902863	1.41722727714	0.790710780126	0.0666666666667	0.0	0.133333333333	1959.0	1969	1950
cross	fantasynojuv1950to1969v3	sfnojuv1950to1969v3	0.86	0.913333333333	1.18198542223	1.41930029077	0.944670553702	0.0233333333333	0.0	0.0466666666667	1959.0	1969	1950
cross	fantasynojuv1950to1969v3	sfnojuv1950to1969v4	0.86	0.9	1.1706159714	1.2997877868	1.04144415599	0.01	-0.0333333333333	0.0533333333333	1959.0	1969	1950
fantasyself	fantasynojuv1950to1969v4	fantasynojuv1950to1969v0	0.853333333333	0.88	1.25220375392	1.28272650495	1.22168100289	-0.07	-0.0666666666667	-0.0733333333333	1960.0	1969	1950
fantasyself	fantasynojuv1950to1969v4	fantasynojuv1950to1969v1	0.853333333333	0.86	1.17775970868	1.08325086914	1.27226854822	-0.113333333333	-0.106666666667	-0.12	1959.5	1969	1950
fantasyself	fantasynojuv1950to1969v4	fantasynojuv1950to1969v2	0.853333333333	0.88	1.316940771	1.16699336274	1.46688817927	-0.0733333333333	-0.08	-0.0666666666667	1960.0	1969	1950
fantasyself	fantasynojuv1950to1969v4	fantasynojuv1950to1969v3	0.853333333333	0.86	1.20131076889	1.0756253405	1.32699619727	-0.0933333333333	-0.1	-0.0866666666667	1959.5	1969	1950
cross	fantasynojuv1950to1969v4	sfnojuv1950to1969v0	0.853333333333	0.933333333333	1.16642075143	1.38465521638	0.948186286472	0.0633333333333	0.0266666666667	0.1	1960.0	1969	1950
cross	fantasynojuv1950to1969v4	sfnojuv1950to1969v1	0.853333333333	0.913333333333	1.10399358618	1.23495589961	0.973031272745	0.0333333333333	-0.0333333333333	0.1	1960.0	1969	1950
cross	fantasynojuv1950to1969v4	sfnojuv1950to1969v2	0.853333333333	0.913333333333	1.1061377802	1.33853002676	0.87374553364	0.04	-0.0333333333333	0.113333333333	1959.5	1969	1950
cross	fantasynojuv1950to1969v4	sfnojuv1950to1969v3	0.853333333333	0.913333333333	1.28811230549	1.42630631291	1.14991829807	0.0166666666667	0.0	0.0333333333333	1959.5	1969	1950
cross	fantasynojuv1950to1969v4	sfnojuv1950to1969v4	0.853333333333	0.9	1.19572670236	1.33712896576	1.05432443896	0.0166666666667	-0.02	0.0533333333333	1959.5	1969	1950
fantasyself	fantasynojuv1800to1899v0	fantasynojuv1800to1899v1	0.76	0.76	1.17731737255	1.25955336719	1.09508137792	-0.14	-0.1	-0.18	1873.0	1899	1800
fantasyself	fantasynojuv1800to1899v0	fantasynojuv1800to1899v2	0.76	0.773333333333	1.08833602341	1.21612230882	0.960549738006	-0.146666666667	-0.0866666666667	-0.206666666667	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v0	fantasynojuv1800to1899v3	0.76	0.84	1.21798558732	1.34403455255	1.09193662208	-0.133333333333	-0.08	-0.186666666667	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v0	fantasynojuv1800to1899v4	0.76	0.8	1.17901788311	1.33949062213	1.01854514408	-0.146666666667	-0.113333333333	-0.18	1874.5	1899	1800
cross	fantasynojuv1800to1899v0	sfnojuv1800to1899v0	0.76	0.866666666667	0.874030573	0.86023974063	0.88782140537	0.01	0.0333333333333	-0.0133333333333	1874.0	1899	1800
cross	fantasynojuv1800to1899v0	sfnojuv1800to1899v1	0.76	0.886666666667	1.01963919409	0.990774412527	1.04850397566	-0.00333333333333	0.0266666666667	-0.0333333333333	1874.0	1899	1800
cross	fantasynojuv1800to1899v0	sfnojuv1800to1899v2	0.76	0.886666666667	1.03930463482	1.03130859516	1.04730067448	0.00666666666667	0.02	-0.00666666666667	1874.5	1899	1800
cross	fantasynojuv1800to1899v0	sfnojuv1800to1899v3	0.76	0.9	1.00282079514	1.07344852248	0.932193067795	0.0	0.0533333333333	-0.0533333333333	1874.0	1899	1800
cross	fantasynojuv1800to1899v0	sfnojuv1800to1899v4	0.76	0.873333333333	0.981221145334	0.944958937755	1.01748335291	-0.0166666666667	0.00666666666667	-0.04	1873.0	1899	1800
fantasyself	fantasynojuv1800to1899v1	fantasynojuv1800to1899v0	0.76	0.76	1.17731737255	1.09508137792	1.25955336719	-0.14	-0.18	-0.1	1873.0	1899	1800
fantasyself	fantasynojuv1800to1899v1	fantasynojuv1800to1899v2	0.76	0.773333333333	0.977506760591	1.04086684292	0.914146678264	-0.206666666667	-0.2	-0.213333333333	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v1	fantasynojuv1800to1899v3	0.76	0.84	1.17270070713	1.32067747803	1.02472393622	-0.163333333333	-0.14	-0.186666666667	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v1	fantasynojuv1800to1899v4	0.76	0.8	1.14189973398	1.28320939612	1.00059007183	-0.16	-0.153333333333	-0.166666666667	1874.5	1899	1800
cross	fantasynojuv1800to1899v1	sfnojuv1800to1899v0	0.76	0.866666666667	0.840263394121	0.851081973015	0.829444815227	-0.00333333333333	0.0133333333333	-0.02	1874.0	1899	1800
cross	fantasynojuv1800to1899v1	sfnojuv1800to1899v1	0.76	0.886666666667	0.983958243715	0.996265591579	0.971650895852	0.0	0.02	-0.02	1874.0	1899	1800
cross	fantasynojuv1800to1899v1	sfnojuv1800to1899v2	0.76	0.886666666667	0.92517676609	0.958415015431	0.89193851675	0.0233333333333	0.0333333333333	0.0133333333333	1874.5	1899	1800
cross	fantasynojuv1800to1899v1	sfnojuv1800to1899v3	0.76	0.9	0.988447126478	1.12711303925	0.849781213708	-0.00666666666667	0.0266666666667	-0.04	1874.0	1899	1800
cross	fantasynojuv1800to1899v1	sfnojuv1800to1899v4	0.76	0.873333333333	0.95382606271	0.927010085804	0.980642039617	-0.0233333333333	-0.0266666666667	-0.02	1873.0	1899	1800
fantasyself	fantasynojuv1800to1899v2	fantasynojuv1800to1899v0	0.773333333333	0.76	1.08833602341	0.960549738006	1.21612230882	-0.146666666667	-0.206666666667	-0.0866666666667	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v2	fantasynojuv1800to1899v1	0.773333333333	0.76	0.977506760591	0.914146678264	1.04086684292	-0.206666666667	-0.213333333333	-0.2	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v2	fantasynojuv1800to1899v3	0.773333333333	0.84	1.12477839791	1.12956868626	1.11998810956	-0.163333333333	-0.146666666667	-0.18	1874.0	1899	1800
fantasyself	fantasynojuv1800to1899v2	fantasynojuv1800to1899v4	0.773333333333	0.8	1.09954512223	1.15405329782	1.04503694664	-0.156666666667	-0.173333333333	-0.14	1875.0	1899	1800
cross	fantasynojuv1800to1899v2	sfnojuv1800to1899v0	0.773333333333	0.866666666667	0.823026621042	0.805057180839	0.840996061244	0.01	0.0133333333333	0.00666666666667	1874.5	1899	1800
cross	fantasynojuv1800to1899v2	sfnojuv1800to1899v1	0.773333333333	0.886666666667	0.938599590286	0.895100282146	0.982098898427	-0.00666666666667	0.00666666666667	-0.02	1874.5	1899	1800
cross	fantasynojuv1800to1899v2	sfnojuv1800to1899v2	0.773333333333	0.886666666667	0.97023397791	0.95310765252	0.987360303301	0.00666666666667	0.00666666666667	0.00666666666667	1875.0	1899	1800
cross	fantasynojuv1800to1899v2	sfnojuv1800to1899v3	0.773333333333	0.9	1.00673715852	1.03856276273	0.974911554307	-0.0166666666667	0.02	-0.0533333333333	1874.5	1899	1800
cross	fantasynojuv1800to1899v2	sfnojuv1800to1899v4	0.773333333333	0.873333333333	0.938654836128	0.824557857477	1.05275181478	-0.0233333333333	-0.0266666666667	-0.02	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v3	fantasynojuv1800to1899v0	0.84	0.76	1.21798558732	1.09193662208	1.34403455255	-0.133333333333	-0.186666666667	-0.08	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v3	fantasynojuv1800to1899v1	0.84	0.76	1.17270070713	1.02472393622	1.32067747803	-0.163333333333	-0.186666666667	-0.14	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v3	fantasynojuv1800to1899v2	0.84	0.773333333333	1.12477839791	1.11998810956	1.12956868626	-0.163333333333	-0.18	-0.146666666667	1874.0	1899	1800
fantasyself	fantasynojuv1800to1899v3	fantasynojuv1800to1899v4	0.84	0.8	1.23039777323	1.26918169936	1.1916138471	-0.146666666667	-0.166666666667	-0.126666666667	1875.0	1899	1800
cross	fantasynojuv1800to1899v3	sfnojuv1800to1899v0	0.84	0.866666666667	0.923280895828	0.893391013587	0.95317077807	0.0333333333333	0.0	0.0666666666667	1874.5	1899	1800
cross	fantasynojuv1800to1899v3	sfnojuv1800to1899v1	0.84	0.886666666667	1.06167204722	1.02438107451	1.09896301993	0.0133333333333	-0.02	0.0466666666667	1874.5	1899	1800
cross	fantasynojuv1800to1899v3	sfnojuv1800to1899v2	0.84	0.886666666667	1.02242020134	1.0036308427	1.04120955997	0.0366666666667	0.0	0.0733333333333	1875.0	1899	1800
cross	fantasynojuv1800to1899v3	sfnojuv1800to1899v3	0.84	0.9	1.10557546051	1.15803158786	1.05311933317	0.0133333333333	0.0133333333333	0.0133333333333	1874.5	1899	1800
cross	fantasynojuv1800to1899v3	sfnojuv1800to1899v4	0.84	0.873333333333	1.07461022082	0.974015520312	1.17520492134	0.0133333333333	-0.0266666666667	0.0533333333333	1873.5	1899	1800
fantasyself	fantasynojuv1800to1899v4	fantasynojuv1800to1899v0	0.8	0.76	1.17901788311	1.01854514408	1.33949062213	-0.146666666667	-0.18	-0.113333333333	1874.5	1899	1800
fantasyself	fantasynojuv1800to1899v4	fantasynojuv1800to1899v1	0.8	0.76	1.14189973398	1.00059007183	1.28320939612	-0.16	-0.166666666667	-0.153333333333	1874.5	1899	1800
fantasyself	fantasynojuv1800to1899v4	fantasynojuv1800to1899v2	0.8	0.773333333333	1.09954512223	1.04503694664	1.15405329782	-0.156666666667	-0.14	-0.173333333333	1875.0	1899	1800
fantasyself	fantasynojuv1800to1899v4	fantasynojuv1800to1899v3	0.8	0.84	1.23039777323	1.1916138471	1.26918169936	-0.146666666667	-0.126666666667	-0.166666666667	1875.0	1899	1800
cross	fantasynojuv1800to1899v4	sfnojuv1800to1899v0	0.8	0.866666666667	0.944292469317	0.899902720913	0.988682217722	0.0133333333333	0.0266666666667	0.0	1875.5	1899	1800
cross	fantasynojuv1800to1899v4	sfnojuv1800to1899v1	0.8	0.886666666667	1.10515609775	1.0883993052	1.12191289029	-0.00333333333333	0.0	-0.00666666666667	1875.5	1899	1800
cross	fantasynojuv1800to1899v4	sfnojuv1800to1899v2	0.8	0.886666666667	1.08903545451	1.04703661556	1.13103429347	0.02	0.02	0.02	1876.0	1899	1800
cross	fantasynojuv1800to1899v4	sfnojuv1800to1899v3	0.8	0.9	1.17739144686	1.21361266472	1.141170229	0.00666666666667	0.0466666666667	-0.0333333333333	1875.5	1899	1800
cross	fantasynojuv1800to1899v4	sfnojuv1800to1899v4	0.8	0.873333333333	1.07767050033	0.97426791703	1.18107308363	0.00333333333333	0.0133333333333	-0.00666666666667	1874.5	1899	1800
fantasyself	fantasynojuv1980to1989v0	fantasynojuv1980to1989v1	0.906666666667	0.886666666667	1.38202584523	1.22154804827	1.54250364218	-0.0966666666667	-0.113333333333	-0.08	1984.5	1989	1980
fantasyself	fantasynojuv1980to1989v0	fantasynojuv1980to1989v2	0.906666666667	0.88	1.35300421294	1.38270536497	1.32330306091	-0.1	-0.113333333333	-0.0866666666667	1984.5	1989	1980
fantasyself	fantasynojuv1980to1989v0	fantasynojuv1980to1989v3	0.906666666667	0.873333333333	1.38362822703	1.30634164806	1.46091480599	-0.103333333333	-0.12	-0.0866666666667	1984.5	1989	1980
fantasyself	fantasynojuv1980to1989v0	fantasynojuv1980to1989v4	0.906666666667	0.926666666667	1.48222473961	1.4458628127	1.51858666651	-0.0766666666667	-0.0733333333333	-0.08	1984.5	1989	1980
cross	fantasynojuv1980to1989v0	sfnojuv1980to1989v0	0.906666666667	0.966666666667	1.37237355078	1.38468723709	1.36005986446	0.00666666666667	0.0	0.0133333333333	1984.5	1989	1980
cross	fantasynojuv1980to1989v0	sfnojuv1980to1989v1	0.906666666667	0.96	1.32980592372	1.35620915937	1.30340268807	0.0166666666667	0.0133333333333	0.02	1984.5	1989	1980
cross	fantasynojuv1980to1989v0	sfnojuv1980to1989v2	0.906666666667	0.933333333333	1.32166939492	1.31970489003	1.32363389982	-0.00333333333333	-0.02	0.0133333333333	1984.5	1989	1980
cross	fantasynojuv1980to1989v0	sfnojuv1980to1989v3	0.906666666667	0.953333333333	1.31770637591	1.27349466251	1.36191808931	0.00333333333333	0.0	0.00666666666667	1984.5	1989	1980
cross	fantasynojuv1980to1989v0	sfnojuv1980to1989v4	0.906666666667	0.966666666667	1.38156248826	1.39999039061	1.3631345859	0.0166666666667	0.0133333333333	0.02	1984.5	1989	1980
fantasyself	fantasynojuv1980to1989v1	fantasynojuv1980to1989v0	0.886666666667	0.906666666667	1.38202584523	1.54250364218	1.22154804827	-0.0966666666667	-0.08	-0.113333333333	1984.5	1989	1980
fantasyself	fantasynojuv1980to1989v1	fantasynojuv1980to1989v2	0.886666666667	0.88	1.30813313648	1.46413320018	1.15213307277	-0.1	-0.1	-0.1	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v1	fantasynojuv1980to1989v3	0.886666666667	0.873333333333	1.40460920172	1.47640381878	1.33281458466	-0.106666666667	-0.106666666667	-0.106666666667	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v1	fantasynojuv1980to1989v4	0.886666666667	0.926666666667	1.52432439319	1.62938254115	1.41926624524	-0.0833333333333	-0.0666666666667	-0.1	1985.0	1989	1980
cross	fantasynojuv1980to1989v1	sfnojuv1980to1989v0	0.886666666667	0.966666666667	1.35238760333	1.44372495958	1.26105024708	0.00666666666667	0.00666666666667	0.00666666666667	1985.0	1989	1980
cross	fantasynojuv1980to1989v1	sfnojuv1980to1989v1	0.886666666667	0.96	1.32818243307	1.41913008375	1.2372347824	0.0133333333333	0.0133333333333	0.0133333333333	1985.0	1989	1980
cross	fantasynojuv1980to1989v1	sfnojuv1980to1989v2	0.886666666667	0.933333333333	1.31091491433	1.37219326007	1.24963656859	5.55111512313e-17	-0.0133333333333	0.0133333333333	1985.0	1989	1980
cross	fantasynojuv1980to1989v1	sfnojuv1980to1989v3	0.886666666667	0.953333333333	1.34371324266	1.40484745074	1.28257903458	5.55111512313e-17	0.00666666666667	-0.00666666666667	1985.0	1989	1980
cross	fantasynojuv1980to1989v1	sfnojuv1980to1989v4	0.886666666667	0.966666666667	1.36310446993	1.47540535834	1.25080358152	0.0166666666667	0.0266666666667	0.00666666666667	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v2	fantasynojuv1980to1989v0	0.88	0.906666666667	1.35300421294	1.32330306091	1.38270536497	-0.1	-0.0866666666667	-0.113333333333	1984.5	1989	1980
fantasyself	fantasynojuv1980to1989v2	fantasynojuv1980to1989v1	0.88	0.886666666667	1.30813313648	1.15213307277	1.46413320018	-0.1	-0.1	-0.1	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v2	fantasynojuv1980to1989v3	0.88	0.873333333333	1.32593169925	1.24510464262	1.40675875587	-0.113333333333	-0.113333333333	-0.113333333333	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v2	fantasynojuv1980to1989v4	0.88	0.926666666667	1.43736938901	1.40983038627	1.46490839175	-0.09	-0.0666666666667	-0.113333333333	1985.0	1989	1980
cross	fantasynojuv1980to1989v2	sfnojuv1980to1989v0	0.88	0.966666666667	1.21279968368	1.20262352633	1.22297584103	0.0133333333333	0.0333333333333	-0.00666666666667	1985.0	1989	1980
cross	fantasynojuv1980to1989v2	sfnojuv1980to1989v1	0.88	0.96	1.20001769922	1.18882685527	1.21120854318	0.0233333333333	0.0466666666667	0.0	1985.0	1989	1980
cross	fantasynojuv1980to1989v2	sfnojuv1980to1989v2	0.88	0.933333333333	1.19098355073	1.14199600108	1.23997110039	0.0133333333333	0.02	0.00666666666667	1985.0	1989	1980
cross	fantasynojuv1980to1989v2	sfnojuv1980to1989v3	0.88	0.953333333333	1.20455720713	1.16812016655	1.24099424772	0.01	0.02	0.0	1985.0	1989	1980
cross	fantasynojuv1980to1989v2	sfnojuv1980to1989v4	0.88	0.966666666667	1.2151080818	1.21186217237	1.21835399124	0.03	0.0533333333333	0.00666666666667	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v3	fantasynojuv1980to1989v0	0.873333333333	0.906666666667	1.38362822703	1.46091480599	1.30634164806	-0.103333333333	-0.0866666666667	-0.12	1984.5	1989	1980
fantasyself	fantasynojuv1980to1989v3	fantasynojuv1980to1989v1	0.873333333333	0.886666666667	1.40460920172	1.33281458466	1.47640381878	-0.106666666667	-0.106666666667	-0.106666666667	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v3	fantasynojuv1980to1989v2	0.873333333333	0.88	1.32593169925	1.40675875587	1.24510464262	-0.113333333333	-0.113333333333	-0.113333333333	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v3	fantasynojuv1980to1989v4	0.873333333333	0.926666666667	1.55417762846	1.61075320211	1.49760205481	-0.09	-0.0666666666667	-0.113333333333	1985.0	1989	1980
cross	fantasynojuv1980to1989v3	sfnojuv1980to1989v0	0.873333333333	0.966666666667	1.35140495811	1.35884990111	1.34396001511	-0.00666666666667	0.0	-0.0133333333333	1985.0	1989	1980
cross	fantasynojuv1980to1989v3	sfnojuv1980to1989v1	0.873333333333	0.96	1.35455389445	1.38111211022	1.32799567867	0.00333333333333	0.02	-0.0133333333333	1985.0	1989	1980
cross	fantasynojuv1980to1989v3	sfnojuv1980to1989v2	0.873333333333	0.933333333333	1.30178618109	1.30458483683	1.29898752535	-0.0133333333333	-0.0133333333333	-0.0133333333333	1985.0	1989	1980
cross	fantasynojuv1980to1989v3	sfnojuv1980to1989v3	0.873333333333	0.953333333333	1.31390749666	1.30032651486	1.32748847847	-0.0133333333333	0.0	-0.0266666666667	1985.0	1989	1980
cross	fantasynojuv1980to1989v3	sfnojuv1980to1989v4	0.873333333333	0.966666666667	1.33358602878	1.37865137225	1.28852068532	0.00333333333333	0.02	-0.0133333333333	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v4	fantasynojuv1980to1989v0	0.926666666667	0.906666666667	1.48222473961	1.51858666651	1.4458628127	-0.0766666666667	-0.08	-0.0733333333333	1984.5	1989	1980
fantasyself	fantasynojuv1980to1989v4	fantasynojuv1980to1989v1	0.926666666667	0.886666666667	1.52432439319	1.41926624524	1.62938254115	-0.0833333333333	-0.1	-0.0666666666667	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v4	fantasynojuv1980to1989v2	0.926666666667	0.88	1.43736938901	1.46490839175	1.40983038627	-0.09	-0.113333333333	-0.0666666666667	1985.0	1989	1980
fantasyself	fantasynojuv1980to1989v4	fantasynojuv1980to1989v3	0.926666666667	0.873333333333	1.55417762846	1.49760205481	1.61075320211	-0.09	-0.113333333333	-0.0666666666667	1985.0	1989	1980
cross	fantasynojuv1980to1989v4	sfnojuv1980to1989v0	0.926666666667	0.966666666667	1.44563924808	1.45191074452	1.43936775164	0.02	0.0133333333333	0.0266666666667	1985.0	1989	1980
cross	fantasynojuv1980to1989v4	sfnojuv1980to1989v1	0.926666666667	0.96	1.40949772727	1.40317415129	1.41582130324	0.0266666666667	0.0266666666667	0.0266666666667	1985.0	1989	1980
cross	fantasynojuv1980to1989v4	sfnojuv1980to1989v2	0.926666666667	0.933333333333	1.3743078643	1.3913547893	1.35726093929	0.01	-0.00666666666667	0.0266666666667	1985.0	1989	1980
cross	fantasynojuv1980to1989v4	sfnojuv1980to1989v3	0.926666666667	0.953333333333	1.4089945095	1.33943146211	1.47855755689	0.0133333333333	0.0133333333333	0.0133333333333	1985.0	1989	1980
cross	fantasynojuv1980to1989v4	sfnojuv1980to1989v4	0.926666666667	0.966666666667	1.43010987367	1.44468598161	1.41553376573	0.0266666666667	0.0333333333333	0.02	1985.0	1989	1980
fantasyself	fantasynojuv1990to1999v0	fantasynojuv1990to1999v1	0.86	0.873333333333	1.36657247712	1.45671300478	1.27643194946	-0.123333333333	-0.113333333333	-0.133333333333	1995.0	1999	1990
fantasyself	fantasynojuv1990to1999v0	fantasynojuv1990to1999v2	0.86	0.88	1.21390249297	1.23415295068	1.19365203526	-0.123333333333	-0.113333333333	-0.133333333333	1995.0	1999	1990
fantasyself	fantasynojuv1990to1999v0	fantasynojuv1990to1999v3	0.86	0.873333333333	1.34694040126	1.44166611105	1.25221469148	-0.123333333333	-0.106666666667	-0.14	1995.0	1999	1990
fantasyself	fantasynojuv1990to1999v0	fantasynojuv1990to1999v4	0.86	0.893333333333	1.35170092388	1.52668474809	1.17671709968	-0.1	-0.0933333333333	-0.106666666667	1995.0	1999	1990
cross	fantasynojuv1990to1999v0	sfnojuv1990to1999v0	0.86	0.846666666667	0.989076569046	1.0139795766	0.964173561496	-0.01	-0.0133333333333	-0.00666666666667	1994.5	1999	1990
cross	fantasynojuv1990to1999v0	sfnojuv1990to1999v1	0.86	0.88	0.99136660496	1.05962255664	0.923110653284	0.00666666666667	0.02	-0.00666666666667	1994.5	1999	1990
