"testype"	"name1"	"name2"	"ceiling"	"floor"	"meandate1"	"meandate2"	"acc1"	"acc2"	"alienacc1"	"alienacc2"	"spearman"	"spear1on2"	"spear2on1"	"loss"	"loss1on2"	"loss2on1"	"iteration"
"cross"	"temp_sf11999_9"	"temp_fant21999_9"	1999	1980	1989.85416667	1989.9375	0.9097222222	0.8680555556	0.8472222222	0.8125	1.1744219775	1.176701425	1.1721425299	0.0590277778	0.0555555556	0.0625	9
"cross"	"temp_sf21999_9"	"temp_fant11999_9"	1999	1980	1989.27777778	1989.1875	0.9583333333	0.9097222222	0.8680555556	0.8125	1.0670488387	1.028829907	1.1052677705	0.09375	0.0972222222	0.0902777778	9
"sfself"	"temp_sf11999_10"	"temp_sf21999_10"	1999	1980	1989.13888889	1989.01388889	0.9375	0.9305555556	0.9444444444	0.8472222222	1.36792009	1.1720293105	1.5638108694	0.0381944444	0.0833333333	-0.0069444444	10
"fantasyself"	"temp_fant11999_10"	"temp_fant21999_10"	1999	1980	1989.44444444	1989.88194444	0.8333333333	0.9097222222	0.8125	0.8402777778	1.3343054455	1.4170025616	1.2516083295	0.0451388889	0.0694444444	0.0208333333	10
"cross"	"temp_sf11999_10"	"temp_fant21999_10"	1999	1980	1989.13888889	1989.88194444	0.9375	0.9097222222	0.8888888889	0.7916666667	1.1272673279	0.9766212579	1.2779133979	0.0833333333	0.1180555556	0.0486111111	10
"cross"	"temp_sf21999_10"	"temp_fant11999_10"	1999	1980	1989.01388889	1989.44444444	0.9305555556	0.8333333333	0.8819444444	0.8055555556	1.1864330085	1.2607910642	1.1120749529	0.0381944444	0.0277777778	0.0486111111	10
"sfself"	"temp_sf11999_11"	"temp_sf21999_11"	1999	1980	1989.99305556	1989.31944444	0.8680555556	0.9097222222	0.9097222222	0.9097222222	1.6717388845	1.5764723701	1.7670053989	-0.0208333333	0	-0.0416666667	11
"fantasyself"	"temp_fant11999_11"	"temp_fant21999_11"	1999	1980	1989.93055556	1989.77083333	0.8611111111	0.875	0.7916666667	0.8472222222	1.2320268029	1.1550852434	1.3089683624	0.0486111111	0.0277777778	0.0694444444	11
"cross"	"temp_sf11999_11"	"temp_fant21999_11"	1999	1980	1989.99305556	1989.77083333	0.8680555556	0.875	0.7916666667	0.8402777778	0.9390991461	0.8823846039	0.9958136884	0.0555555556	0.0347222222	0.0763888889	11
"cross"	"temp_sf21999_11"	"temp_fant11999_11"	1999	1980	1989.31944444	1989.93055556	0.9097222222	0.8611111111	0.7986111111	0.7986111111	1.1079674684	1.1121548114	1.1037801253	0.0868055556	0.0625	0.1111111111	11
"sfself"	"temp_sf11999_12"	"temp_sf21999_12"	1999	1980	1990.14583333	1988.61111111	0.9027777778	0.8680555556	0.9027777778	0.9027777778	1.5260282761	1.631111852	1.4209447002	-0.0173611111	-0.0347222222	0	12
"fantasyself"	"temp_fant11999_12"	"temp_fant21999_12"	1999	1980	1990.04861111	1989.34722222	0.9027777778	0.8402777778	0.8541666667	0.8125	1.1678745199	1.0846578535	1.2510911862	0.0381944444	0.0277777778	0.0486111111	12
"cross"	"temp_sf11999_12"	"temp_fant21999_12"	1999	1980	1990.14583333	1989.34722222	0.9027777778	0.8402777778	0.8263888889	0.7152777778	0.9434589235	0.8320308822	1.0548869648	0.1006944444	0.125	0.0763888889	12
"cross"	"temp_sf21999_12"	"temp_fant11999_12"	1999	1980	1988.61111111	1990.04861111	0.8680555556	0.9027777778	0.8402777778	0.8541666667	1.2424177641	1.3038853651	1.1809501632	0.0381944444	0.0486111111	0.0277777778	12
"sfself"	"temp_sf11999_13"	"temp_sf21999_13"	1999	1980	1989.79166667	1989.25694444	0.9652777778	0.8888888889	0.9097222222	0.9027777778	1.7211794069	1.6700398179	1.772318996	0.0208333333	-0.0138888889	0.0555555556	13
"fantasyself"	"temp_fant11999_13"	"temp_fant21999_13"	1999	1980	1990.22916667	1988.98611111	0.8888888889	0.8611111111	0.9027777778	0.8194444444	1.3808117673	1.4265300687	1.3350934659	0.0138888889	0.0416666667	-0.0138888889	13
"cross"	"temp_sf11999_13"	"temp_fant21999_13"	1999	1980	1989.79166667	1988.98611111	0.9652777778	0.8611111111	0.8194444444	0.8125	1.2651315998	1.3781312173	1.1521319823	0.0972222222	0.0486111111	0.1458333333	13
"cross"	"temp_sf21999_13"	"temp_fant11999_13"	1999	1980	1989.25694444	1990.22916667	0.8888888889	0.8888888889	0.7708333333	0.7222222222	0.8630421222	0.832331164	0.8937530804	0.1423611111	0.1666666667	0.1180555556	13
"sfself"	"temp_sf11999_14"	"temp_sf21999_14"	1999	1980	1990.125	1989.48611111	0.8611111111	0.9652777778	0.8541666667	0.8680555556	1.3573361813	1.415108647	1.2995637156	0.0520833333	0.0972222222	0.0069444444	14
"fantasyself"	"temp_fant11999_14"	"temp_fant21999_14"	1999	1980	1989.40277778	1989.46527778	0.8055555556	0.8888888889	0.8402777778	0.8819444444	1.2661401389	1.1775259389	1.3547543388	-0.0138888889	0.0069444444	-0.0347222222	14
"cross"	"temp_sf11999_14"	"temp_fant21999_14"	1999	1980	1990.125	1989.46527778	0.8611111111	0.8888888889	0.8611111111	0.8055555556	1.1737642738	1.1172872415	1.2302413062	0.0416666667	0.0833333333	0	14
"cross"	"temp_sf21999_14"	"temp_fant11999_14"	1999	1980	1989.48611111	1989.40277778	0.9652777778	0.8055555556	0.8402777778	0.7708333333	0.9968190476	0.94133966	1.0522984352	0.0798611111	0.0347222222	0.125	14
"sfself"	"temp_sf12010_0"	"temp_sf22010_0"	2010	1990	1998.73611111	1999.26388889	0.8888888889	0.8819444444	0.875	0.8472222222	1.4026848101	1.397547363	1.4078222572	0.0243055556	0.0347222222	0.0138888889	0
"fantasyself"	"temp_fant12010_0"	"temp_fant22010_0"	2010	1990	1999.10416667	1999.41666667	0.9097222222	0.8472222222	0.8333333333	0.8472222222	1.0389895937	1.0676283675	1.01035082	0.0381944444	0	0.0763888889	0
"cross"	"temp_sf12010_0"	"temp_fant22010_0"	2010	1990	1998.73611111	1999.41666667	0.8888888889	0.8472222222	0.8055555556	0.7638888889	0.8179350577	0.9025531745	0.7333169409	0.0833333333	0.0833333333	0.0833333333	0
"cross"	"temp_sf22010_0"	"temp_fant12010_0"	2010	1990	1999.26388889	1999.10416667	0.8819444444	0.9097222222	0.8680555556	0.8541666667	1.3905035078	1.3592705589	1.4217364567	0.0347222222	0.0555555556	0.0138888889	0
"sfself"	"temp_sf12010_1"	"temp_sf22010_1"	2010	1990	1999.15277778	1999.125	0.8680555556	0.9097222222	0.8680555556	0.8819444444	1.4812103849	1.5576256707	1.4047950992	0.0138888889	0.0277777778	0	1
"fantasyself"	"temp_fant12010_1"	"temp_fant22010_1"	2010	1990	1999.90972222	1998.78472222	0.8472222222	0.9097222222	0.8055555556	0.8680555556	1.2218268789	1.2459018516	1.1977519063	0.0416666667	0.0416666667	0.0416666667	1
"cross"	"temp_sf12010_1"	"temp_fant22010_1"	2010	1990	1999.15277778	1998.78472222	0.8680555556	0.9097222222	0.8263888889	0.8611111111	0.9829746328	0.9488751196	1.0170741461	0.0451388889	0.0486111111	0.0416666667	1
"cross"	"temp_sf22010_1"	"temp_fant12010_1"	2010	1990	1999.125	1999.90972222	0.9097222222	0.8472222222	0.8541666667	0.7708333333	1.1380400951	1.150745709	1.1253344812	0.0659722222	0.0763888889	0.0555555556	1
"sfself"	"temp_sf12010_2"	"temp_sf22010_2"	2010	1990	1999.49305556	1999.0625	0.8888888889	0.8611111111	0.8541666667	0.8680555556	1.5621721682	1.6051083404	1.519235996	0.0138888889	-0.0069444444	0.0347222222	2
"fantasyself"	"temp_fant12010_2"	"temp_fant22010_2"	2010	1990	1999.31944444	1999.28472222	0.875	0.7638888889	0.8194444444	0.7638888889	1.2125927611	1.1376946751	1.2874908472	0.0277777778	0	0.0555555556	2
"cross"	"temp_sf12010_2"	"temp_fant22010_2"	2010	1990	1999.49305556	1999.28472222	0.8888888889	0.7638888889	0.8055555556	0.7638888889	1.0863713173	0.9585152452	1.2142273895	0.0416666667	0	0.0833333333	2
"cross"	"temp_sf22010_2"	"temp_fant12010_2"	2010	1990	1999.0625	1999.31944444	0.8611111111	0.875	0.8194444444	0.8958333333	1.2527882769	1.3368214452	1.1687551085	0.0104166667	-0.0208333333	0.0416666667	2
"sfself"	"temp_sf12010_3"	"temp_sf22010_3"	2010	1990	2000.77083333	1998.39583333	0.8958333333	0.8819444444	0.8263888889	0.9027777778	1.6981451379	1.6631829221	1.7331073537	0.0243055556	-0.0208333333	0.0694444444	3
"fantasyself"	"temp_fant12010_3"	"temp_fant22010_3"	2010	1990	2000.09722222	1998.5	0.8472222222	0.8472222222	0.8680555556	0.8263888889	1.232738663	1.3156661836	1.1498111424	0	0.0208333333	-0.0208333333	3
"cross"	"temp_sf12010_3"	"temp_fant22010_3"	2010	1990	2000.77083333	1998.5	0.8958333333	0.8472222222	0.8611111111	0.8402777778	1.6125921347	1.4877491545	1.737435115	0.0208333333	0.0069444444	0.0347222222	3
"cross"	"temp_sf22010_3"	"temp_fant12010_3"	2010	1990	1998.39583333	2000.09722222	0.8819444444	0.8472222222	0.8333333333	0.7777777778	0.9678566483	0.8043356445	1.131377652	0.0590277778	0.0694444444	0.0486111111	3
"sfself"	"temp_sf12010_4"	"temp_sf22010_4"	2010	1990	1999.59027778	1998.94444444	0.8888888889	0.8958333333	0.8263888889	0.8888888889	1.5128937105	1.5215900778	1.5041973432	0.0347222222	0.0069444444	0.0625	4
"fantasyself"	"temp_fant12010_4"	"temp_fant22010_4"	2010	1990	1999.06944444	1999.46527778	0.8472222222	0.875	0.8611111111	0.8541666667	1.4276999992	1.3156341046	1.5397658937	0.0034722222	0.0208333333	-0.0138888889	4
"cross"	"temp_sf12010_4"	"temp_fant22010_4"	2010	1990	1999.59027778	1999.46527778	0.8888888889	0.875	0.8263888889	0.8125	1.2388276656	1.287261702	1.1903936292	0.0625	0.0625	0.0625	4
"cross"	"temp_sf22010_4"	"temp_fant12010_4"	2010	1990	1998.94444444	1999.06944444	0.8958333333	0.8472222222	0.8541666667	0.7708333333	1.0166146272	0.9813767739	1.0518524806	0.0590277778	0.0763888889	0.0416666667	4
"sfself"	"temp_sf12010_5"	"temp_sf22010_5"	2010	1990	1998.98611111	1999.51388889	0.8611111111	0.8958333333	0.8402777778	0.8472222222	1.4760873618	1.3838485767	1.5683261468	0.0347222222	0.0486111111	0.0208333333	5
"fantasyself"	"temp_fant12010_5"	"temp_fant22010_5"	2010	1990	1999.60416667	1999.04861111	0.8472222222	0.8541666667	0.7916666667	0.8333333333	1.1666439414	1.2975392548	1.0357486281	0.0381944444	0.0208333333	0.0555555556	5
"cross"	"temp_sf12010_5"	"temp_fant22010_5"	2010	1990	1998.98611111	1999.04861111	0.8611111111	0.8541666667	0.7708333333	0.7847222222	1.052890744	1.1159312721	0.9898502159	0.0798611111	0.0694444444	0.0902777778	5
"cross"	"temp_sf22010_5"	"temp_fant12010_5"	2010	1990	1999.51388889	1999.60416667	0.8958333333	0.8472222222	0.8611111111	0.7986111111	1.1428511177	1.0381898602	1.2475123752	0.0416666667	0.0486111111	0.0347222222	5
"sfself"	"temp_sf12010_6"	"temp_sf22010_6"	2010	1990	1999.47916667	1998.79166667	0.8402777778	0.8819444444	0.8402777778	0.9236111111	1.537821057	1.564135724	1.5115063901	-0.0208333333	-0.0416666667	0	6
"fantasyself"	"temp_fant12010_6"	"temp_fant22010_6"	2010	1990	1998.94444444	1999.75694444	0.875	0.8680555556	0.8541666667	0.8194444444	1.2483896365	1.1307542029	1.3660250701	0.0347222222	0.0486111111	0.0208333333	6
"cross"	"temp_sf12010_6"	"temp_fant22010_6"	2010	1990	1999.47916667	1999.75694444	0.8402777778	0.8680555556	0.7708333333	0.8263888889	1.1086788653	1.0327326815	1.1846250491	0.0555555556	0.0416666667	0.0694444444	6
"cross"	"temp_sf22010_6"	"temp_fant12010_6"	2010	1990	1998.79166667	1998.94444444	0.8819444444	0.875	0.875	0.8472222222	1.21378177	1.2574431933	1.1701203468	0.0173611111	0.0277777778	0.0069444444	6
"sfself"	"temp_sf12010_7"	"temp_sf22010_7"	2010	1990	1999.44444444	1998.25	0.875	0.875	0.8472222222	0.8611111111	1.3058007599	1.3075589668	1.3040425529	0.0208333333	0.0138888889	0.0277777778	7
"fantasyself"	"temp_fant12010_7"	"temp_fant22010_7"	2010	1990	1999.82638889	1998.52777778	0.9097222222	0.8611111111	0.875	0.8541666667	1.349943647	1.2925549964	1.4073322977	0.0208333333	0.0069444444	0.0347222222	7
"cross"	"temp_sf12010_7"	"temp_fant22010_7"	2010	1990	1999.44444444	1998.52777778	0.875	0.8611111111	0.8680555556	0.8541666667	1.2220001007	1.1902899013	1.2537103	0.0069444444	0.0069444444	0.0069444444	7
"cross"	"temp_sf22010_7"	"temp_fant12010_7"	2010	1990	1998.25	1999.82638889	0.875	0.9097222222	0.8402777778	0.7430555556	0.888573581	0.9046106862	0.8725364758	0.1006944444	0.1666666667	0.0347222222	7
"sfself"	"temp_sf12010_8"	"temp_sf22010_8"	2010	1990	1999.80555556	1998.90277778	0.8888888889	0.9166666667	0.8333333333	0.875	1.6780497048	1.8049803729	1.5511190368	0.0486111111	0.0416666667	0.0555555556	8
"fantasyself"	"temp_fant12010_8"	"temp_fant22010_8"	2010	1990	1999.20833333	1999.125	0.875	0.9097222222	0.7569444444	0.8333333333	1.1109706402	1.1754983838	1.0464428966	0.0972222222	0.0763888889	0.1180555556	8
"cross"	"temp_sf12010_8"	"temp_fant22010_8"	2010	1990	1999.80555556	1999.125	0.8888888889	0.9097222222	0.8541666667	0.8888888889	1.2640146967	1.2888216701	1.2392077233	0.0277777778	0.0208333333	0.0347222222	8
"cross"	"temp_sf22010_8"	"temp_fant12010_8"	2010	1990	1998.90277778	1999.20833333	0.9166666667	0.875	0.8402777778	0.75	1.1635968322	1.0892932528	1.2379004116	0.1006944444	0.125	0.0763888889	8
"sfself"	"temp_sf12010_9"	"temp_sf22010_9"	2010	1990	1998.53472222	1999.90972222	0.8680555556	0.8958333333	0.7847222222	0.875	1.344919293	1.3992531006	1.2905854854	0.0520833333	0.0208333333	0.0833333333	9
"fantasyself"	"temp_fant12010_9"	"temp_fant22010_9"	2010	1990	2000.15972222	1998.875	0.8611111111	0.8680555556	0.8402777778	0.7708333333	0.9659729769	0.8473208536	1.0846251001	0.0590277778	0.0972222222	0.0208333333	9
"cross"	"temp_sf12010_9"	"temp_fant22010_9"	2010	1990	1998.53472222	1998.875	0.8680555556	0.8680555556	0.7847222222	0.6944444444	0.8293041854	0.7719932063	0.8866151644	0.1284722222	0.1736111111	0.0833333333	9
"cross"	"temp_sf22010_9"	"temp_fant12010_9"	2010	1990	1999.90972222	2000.15972222	0.8958333333	0.8611111111	0.8055555556	0.8055555556	1.100901492	1.1898363022	1.0119666818	0.0729166667	0.0555555556	0.0902777778	9
"sfself"	"temp_sf12010_10"	"temp_sf22010_10"	2010	1990	1999.5625	1998.75	0.875	0.9166666667	0.8055555556	0.8194444444	1.2155891303	1.2854165528	1.1457617077	0.0833333333	0.0972222222	0.0694444444	10
"fantasyself"	"temp_fant12010_10"	"temp_fant22010_10"	2010	1990	1998.36111111	1999.75694444	0.8819444444	0.8888888889	0.8472222222	0.8541666667	1.2240747612	1.2603824761	1.1877670463	0.0347222222	0.0347222222	0.0347222222	10
"cross"	"temp_sf12010_10"	"temp_fant22010_10"	2010	1990	1999.5625	1999.75694444	0.875	0.8888888889	0.8472222222	0.7777777778	0.9945220628	0.9091286461	1.0799154795	0.0694444444	0.1111111111	0.0277777778	10
"cross"	"temp_sf22010_10"	"temp_fant12010_10"	2010	1990	1998.75	1998.36111111	0.9166666667	0.8819444444	0.8472222222	0.7569444444	1.010504196	0.9146112485	1.1063971434	0.0972222222	0.125	0.0694444444	10
"sfself"	"temp_sf12010_11"	"temp_sf22010_11"	2010	1990	1999.71527778	1998.39583333	0.9305555556	0.8611111111	0.9236111111	0.8055555556	1.3775609848	1.4508278276	1.3042941421	0.03125	0.0555555556	0.0069444444	11
"fantasyself"	"temp_fant12010_11"	"temp_fant22010_11"	2010	1990	1999.9375	1998.75694444	0.875	0.8611111111	0.8888888889	0.8333333333	1.3713647418	1.4076526076	1.335076876	0.0069444444	0.0277777778	-0.0138888889	11
"cross"	"temp_sf12010_11"	"temp_fant22010_11"	2010	1990	1999.71527778	1998.75694444	0.9305555556	0.8611111111	0.8888888889	0.7013888889	0.9917830069	0.8966221305	1.0869438833	0.1006944444	0.1597222222	0.0416666667	11
"cross"	"temp_sf22010_11"	"temp_fant12010_11"	2010	1990	1998.39583333	1999.9375	0.8611111111	0.875	0.8333333333	0.8680555556	1.3349720793	1.398770522	1.2711736366	0.0173611111	0.0069444444	0.0277777778	11
"sfself"	"temp_sf12010_12"	"temp_sf22010_12"	2010	1990	1999.18055556	1999.17361111	0.8402777778	0.9444444444	0.8194444444	0.8888888889	1.3285269379	1.3000631293	1.3569907465	0.0381944444	0.0555555556	0.0208333333	12
"fantasyself"	"temp_fant12010_12"	"temp_fant22010_12"	2010	1990	1998.65972222	1999.97916667	0.9027777778	0.8888888889	0.7916666667	0.8472222222	1.2466672023	1.2843061826	1.2090282219	0.0763888889	0.0416666667	0.1111111111	12
"cross"	"temp_sf12010_12"	"temp_fant22010_12"	2010	1990	1999.18055556	1999.97916667	0.8402777778	0.8888888889	0.8125	0.8194444444	0.981326435	0.8109954932	1.1516573769	0.0486111111	0.0694444444	0.0277777778	12
"cross"	"temp_sf22010_12"	"temp_fant12010_12"	2010	1990	1999.17361111	1998.65972222	0.9444444444	0.9027777778	0.8402777778	0.7986111111	0.9726142523	0.932501178	1.0127273265	0.1041666667	0.1041666667	0.1041666667	12
"sfself"	"temp_sf12010_13"	"temp_sf22010_13"	2010	1990	1998.90277778	1999.375	0.8819444444	0.8888888889	0.8958333333	0.8541666667	1.4253959033	1.3781491065	1.4726427002	0.0104166667	0.0347222222	-0.0138888889	13
"fantasyself"	"temp_fant12010_13"	"temp_fant22010_13"	2010	1990	1998.86111111	1999.61111111	0.8680555556	0.8680555556	0.8333333333	0.8958333333	1.4955918426	1.3508018823	1.6403818029	0.0034722222	-0.0277777778	0.0347222222	13
"cross"	"temp_sf12010_13"	"temp_fant22010_13"	2010	1990	1998.90277778	1999.61111111	0.8819444444	0.8680555556	0.8472222222	0.8541666667	1.2301098669	1.1845865197	1.2756332141	0.0243055556	0.0138888889	0.0347222222	13
"cross"	"temp_sf22010_13"	"temp_fant12010_13"	2010	1990	1999.375	1998.86111111	0.8888888889	0.8680555556	0.8611111111	0.8194444444	1.3593998646	1.2422269663	1.4765727628	0.0381944444	0.0486111111	0.0277777778	13
"sfself"	"temp_sf12010_14"	"temp_sf22010_14"	2010	1990	1999.47222222	1999.54166667	0.8958333333	0.8611111111	0.8333333333	0.8402777778	1.4539792361	1.4997778981	1.4081805741	0.0416666667	0.0208333333	0.0625	14
"fantasyself"	"temp_fant12010_14"	"temp_fant22010_14"	2010	1990	1999.27777778	1999.47916667	0.8611111111	0.8888888889	0.8194444444	0.8611111111	1.337719742	1.4869231536	1.1885163304	0.0347222222	0.0277777778	0.0416666667	14
"cross"	"temp_sf12010_14"	"temp_fant22010_14"	2010	1990	1999.47222222	1999.47916667	0.8958333333	0.8888888889	0.7847222222	0.8541666667	1.0964690062	1.1979225791	0.9950154333	0.0729166667	0.0347222222	0.1111111111	14
"cross"	"temp_sf22010_14"	"temp_fant12010_14"	2010	1990	1999.54166667	1999.27777778	0.8611111111	0.8611111111	0.8472222222	0.7361111111	1.2714533821	1.2863917715	1.2565149928	0.0694444444	0.125	0.0138888889	14
