name	size	floor	ceiling	meandate	accuracy	features	regularization	i
fantasynojuv1800to1899v0	75	1800	1899	1873	0.76	1000	0.001	0
fantasynojuv1800to1899v1	75	1800	1899	1873	0.76	3200	0.001	1
fantasynojuv1800to1899v2	75	1800	1899	1874	0.773333333333	2200	0.02	2
fantasynojuv1800to1899v3	75	1800	1899	1874	0.84	4600	0.02	3
fantasynojuv1800to1899v4	75	1800	1899	1876	0.8	4800	0.006	4
fantasynojuv1900to1919v0	75	1900	1919	1910	0.819672131148	4600	12	0
fantasynojuv1900to1919v1	75	1900	1919	1910	0.827868852459	4800	12	1
fantasynojuv1900to1919v2	75	1900	1919	1910	0.868852459016	4800	12	2
fantasynojuv1900to1919v3	75	1900	1919	1910	0.83606557377	1600	3	3
fantasynojuv1900to1919v4	75	1900	1919	1910	0.844262295082	1800	0.1	4
fantasynojuv1920to1949v0	75	1920	1949	1935	0.846666666667	4000	0.006	0
fantasynojuv1920to1949v1	75	1920	1949	1935	0.82	3400	0.1	1
fantasynojuv1920to1949v2	75	1920	1949	1936	0.853333333333	3800	3	2
fantasynojuv1920to1949v3	75	1920	1949	1935	0.84	4400	0.006	3
fantasynojuv1920to1949v4	75	1920	1949	1935	0.853333333333	1800	12	4
fantasynojuv1950to1969v0	75	1950	1969	1960	0.88	2800	12	0
fantasynojuv1950to1969v1	75	1950	1969	1959	0.86	3000	0.1	1
fantasynojuv1950to1969v2	75	1950	1969	1960	0.88	1000	0.006	2
fantasynojuv1950to1969v3	75	1950	1969	1959	0.86	1800	0.006	3
fantasynojuv1950to1969v4	75	1950	1969	1960	0.853333333333	1600	12	4
fantasynojuv1970to1979v0	75	1970	1979	1975	0.833333333333	1200	0.1	0
fantasynojuv1970to1979v1	75	1970	1979	1975	0.88	2600	12	1
fantasynojuv1970to1979v2	75	1970	1979	1975	0.866666666667	1400	0.7	2
fantasynojuv1970to1979v3	75	1970	1979	1975	0.84	4600	0.001	3
fantasynojuv1970to1979v4	75	1970	1979	1975	0.866666666667	1000	0.1	4
fantasynojuv1980to1989v0	75	1980	1989	1984	0.906666666667	4400	12	0
fantasynojuv1980to1989v1	75	1980	1989	1985	0.886666666667	3000	0.1	1
fantasynojuv1980to1989v2	75	1980	1989	1985	0.88	4600	3	2
fantasynojuv1980to1989v3	75	1980	1989	1985	0.873333333333	3200	0.1	3
fantasynojuv1980to1989v4	75	1980	1989	1985	0.926666666667	3600	3	4
fantasynojuv1990to1999v0	75	1990	1999	1995	0.86	1400	0.1	0
fantasynojuv1990to1999v1	75	1990	1999	1995	0.873333333333	2000	0.7	1
fantasynojuv1990to1999v2	75	1990	1999	1995	0.88	3200	0.1	2
fantasynojuv1990to1999v3	75	1990	1999	1995	0.873333333333	1400	3	3
fantasynojuv1990to1999v4	75	1990	1999	1995	0.893333333333	4200	12	4
fantasynojuv2000to2010v0	75	2000	2010	2004	0.873333333333	5000	3	0
fantasynojuv2000to2010v1	75	2000	2010	2004	0.88	5000	0.7	1
fantasynojuv2000to2010v2	75	2000	2010	2004	0.88	4600	3	2
fantasynojuv2000to2010v3	75	2000	2010	2004	0.873333333333	5000	0.7	3
fantasynojuv2000to2010v4	75	2000	2010	2004	0.846666666667	4600	12	4
