testype	name1	name2	acc1	acc2	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1	altloss	meandate	ceiling	floor
sfself	temp_fant11969_1	temp_fant21969_1	0.886666666667	0.86	1.25774816054	1.24730945	1.26818687109	5.55111512313e-17	0.02	-0.02	0.0	1950.0	1969	1920
cross	temp_sf11969_1	temp_fant21969_1	0.92	0.86	0.890416610998	0.603835674126	1.17699754787	0.113333333333	0.206666666667	0.02	0.113333333333	1950.5	1969	1920
cross	temp_sf21969_1	temp_fant11969_1	0.886666666667	0.886666666667	1.32338549782	1.22191072177	1.42486027387	0.0433333333333	0.06	0.0266666666667	0.0433333333333	1950.0	1969	1920
fantasyself	temp_sf11989_1	temp_sf21989_1	0.906666666667	0.933333333333	1.50719157	1.49873953208	1.51564360793	-0.0233333333333	-0.00666666666667	-0.04	-0.0233333333333	1979.5	1989	1970
sfself	temp_fant11989_1	temp_fant21989_1	0.873333333333	0.846666666667	1.36698469903	1.39218161281	1.34178778525	-0.0666666666667	-0.1	-0.0333333333333	-0.0666666666667	1979.5	1989	1970
cross	temp_sf11989_1	temp_fant21989_1	0.906666666667	0.846666666667	1.09053422896	1.10400363369	1.07706482423	0.0566666666667	0.0533333333333	0.06	0.0566666666667	1979.0	1989	1970
cross	temp_sf21989_1	temp_fant11989_1	0.933333333333	0.873333333333	1.06772607288	1.02435470805	1.11109743772	0.0466666666667	0.0466666666667	0.0466666666667	0.0466666666667	1980.0	1989	1970
fantasyself	temp_sf12010_1	temp_sf22010_1	0.886666666667	0.913333333333	1.63641089696	1.49819011279	1.77463168114	0.00666666666667	-0.00666666666667	0.02	0.00666666666667	1999.5	2010	1990
sfself	temp_fant12010_1	temp_fant22010_1	0.893333333333	0.866666666667	1.4602386688	1.49299768668	1.42747965093	-0.00666666666667	0.00666666666667	-0.02	-0.00666666666667	1999.5	2010	1990
cross	temp_sf12010_1	temp_fant22010_1	0.886666666667	0.866666666667	1.45403894399	1.58981455769	1.31826333028	-0.0166666666667	-0.0133333333333	-0.02	-0.0166666666667	2000.0	2010	1990
cross	temp_sf22010_1	temp_fant12010_1	0.913333333333	0.893333333333	1.14944487664	1.22457710456	1.07431264872	0.0566666666667	0.0466666666667	0.0666666666667	0.0566666666667	1999.0	2010	1990
fantasyself	temp_sf11919_2	temp_sf21919_2	0.82	0.866666666667	1.41491150315	1.34156507654	1.48825792977	-0.06	-0.0666666666667	-0.0533333333333	-0.06	1888.5	1919	1800
sfself	temp_fant11919_2	temp_fant21919_2	0.766666666667	0.8125	0.908331893746	0.996464272482	0.820199515011	-0.0602380952381	-0.107142857143	-0.0133333333333	-0.0602380952381	1888.0	1919	1800
cross	temp_sf11919_2	temp_fant21919_2	0.82	0.8125	0.955912781905	0.899832324368	1.01199323944	0.0133928571429	0.0267857142857	0.0	0.0133928571429	1888.5	1919	1800
cross	temp_sf21919_2	temp_fant11919_2	0.866666666667	0.766666666667	0.884925176604	0.806486450088	0.96336390312	0.04	0.0466666666667	0.0333333333333	0.04	1888.0	1919	1800
fantasyself	temp_sf11969_2	temp_sf21969_2	0.926666666667	0.9	1.69003037898	1.69998269261	1.68007806534	0.01	-0.0133333333333	0.0333333333333	0.01	1949.5	1969	1920
sfself	temp_fant11969_2	temp_fant21969_2	0.9	0.886666666667	1.33261789966	1.34424330899	1.32099249032	0.02	0.0466666666667	-0.00666666666667	0.02	1948.5	1969	1920
cross	temp_sf11969_2	temp_fant21969_2	0.926666666667	0.886666666667	1.0485805709	0.88483505305	1.21232608874	0.0933333333333	0.146666666667	0.04	0.0933333333333	1949.0	1969	1920
cross	temp_sf21969_2	temp_fant11969_2	0.9	0.9	0.948993127406	0.660652191309	1.2373340635	0.12	0.2	0.04	0.12	1949.0	1969	1920
fantasyself	temp_sf11989_2	temp_sf21989_2	0.953333333333	0.913333333333	1.75150915948	1.76205134914	1.74096696981	0.0	0.0133333333333	-0.0133333333333	0.0	1979.5	1989	1970
sfself	temp_fant11989_2	temp_fant21989_2	0.906666666667	0.84	1.37565840028	1.36523490905	1.38608189151	-0.0233333333333	-0.04	-0.00666666666667	-0.0233333333333	1980.0	1989	1970
cross	temp_sf11989_2	temp_fant21989_2	0.953333333333	0.84	1.22944073669	1.27770671329	1.1811747601	0.0633333333333	0.02	0.106666666667	0.0633333333333	1980.0	1989	1970
cross	temp_sf21989_2	temp_fant11989_2	0.913333333333	0.906666666667	1.20901055759	1.09281673807	1.32520437711	0.0533333333333	0.0533333333333	0.0533333333333	0.0533333333333	1979.5	1989	1970
fantasyself	temp_sf12010_2	temp_sf22010_2	0.906666666667	0.9	1.47843323404	1.40408473849	1.55278172959	-0.01	0.00666666666667	-0.0266666666667	-0.01	1999.0	2010	1990
sfself	temp_fant12010_2	temp_fant22010_2	0.88	0.846666666667	1.4208983163	1.33580479162	1.50599184097	-0.05	-0.0533333333333	-0.0466666666667	-0.05	1999.5	2010	1990
cross	temp_sf12010_2	temp_fant22010_2	0.906666666667	0.846666666667	1.12840778288	0.971845599484	1.28496996628	0.0533333333333	0.0733333333333	0.0333333333333	0.0533333333333	1999.0	2010	1990
cross	temp_sf22010_2	temp_fant12010_2	0.9	0.88	1.20611353256	1.23218108335	1.18004598177	5.55111512313e-17	0.00666666666667	-0.00666666666667	1.11022302463e-16	1999.5	2010	1990
fantasyself	temp_sf11919_3	temp_sf21919_3	0.86	0.866666666667	1.70282025414	1.702920333	1.70272017528	-0.0433333333333	-0.02	-0.0666666666667	-0.0433333333333	1889.0	1919	1800
sfself	temp_fant11919_3	temp_fant21919_3	0.8	0.824074074074	1.13888357846	1.09606114146	1.18170601547	-0.0238888888889	-0.0277777777778	-0.02	-0.0238888888889	1889.0	1919	1800
cross	temp_sf11919_3	temp_fant21919_3	0.86	0.824074074074	1.18809031075	1.06422620331	1.31195441819	0.0218518518519	0.037037037037	0.00666666666667	0.0218518518519	1890.0	1919	1800
cross	temp_sf21919_3	temp_fant11919_3	0.866666666667	0.8	0.990544822358	0.900253280039	1.08083636468	0.0466666666667	0.0466666666667	0.0466666666667	0.0466666666667	1888.0	1919	1800
fantasyself	temp_sf11969_3	temp_sf21969_3	0.913333333333	0.893333333333	1.36877134879	1.34409418949	1.39344850808	0.00333333333333	-0.02	0.0266666666667	0.00333333333333	1950.5	1969	1920
sfself	temp_fant11969_3	temp_fant21969_3	0.893333333333	0.88	1.0959088915	1.13013996258	1.06167782042	0.0266666666667	-0.0133333333333	0.0666666666667	0.0266666666667	1950.0	1969	1920
cross	temp_sf11969_3	temp_fant21969_3	0.913333333333	0.88	0.861455507594	0.785495357488	0.9374156577	0.143333333333	0.186666666667	0.1	0.143333333333	1950.0	1969	1920
cross	temp_sf21969_3	temp_fant11969_3	0.893333333333	0.893333333333	0.963728196177	0.767976648165	1.15947974419	0.0966666666667	0.166666666667	0.0266666666667	0.0966666666667	1950.5	1969	1920
fantasyself	temp_sf11989_3	temp_sf21989_3	0.926666666667	0.913333333333	1.69157435437	1.65324628051	1.72990242824	-0.02	-0.00666666666667	-0.0333333333333	-0.02	1980.0	1989	1970
sfself	temp_fant11989_3	temp_fant21989_3	0.866666666667	0.873333333333	1.55937330145	1.62037995063	1.49836665228	-0.0466666666667	-0.0466666666667	-0.0466666666667	-0.0466666666667	1980.0	1989	1970
cross	temp_sf11989_3	temp_fant21989_3	0.926666666667	0.873333333333	1.18462608896	1.21296903013	1.15628314779	0.0466666666667	0.0266666666667	0.0666666666667	0.0466666666667	1980.0	1989	1970
cross	temp_sf21989_3	temp_fant11989_3	0.913333333333	0.866666666667	1.28269836782	1.26769008964	1.297706646	0.02	0.00666666666667	0.0333333333333	0.02	1980.0	1989	1970
fantasyself	temp_sf12010_3	temp_sf22010_3	0.893333333333	0.886666666667	1.46783027285	1.43197130128	1.50368924442	0.03	0.02	0.04	0.03	1999.0	2010	1990
sfself	temp_fant12010_3	temp_fant22010_3	0.84	0.9	1.41589105087	1.31934773276	1.51243436898	-0.0266666666667	-0.0266666666667	-0.0266666666667	-0.0266666666667	1999.5	2010	1990
cross	temp_sf12010_3	temp_fant22010_3	0.893333333333	0.9	1.06282576792	1.04626327629	1.07938825955	0.103333333333	0.14	0.0666666666667	0.103333333333	1999.5	2010	1990
cross	temp_sf22010_3	temp_fant12010_3	0.886666666667	0.84	1.25735654545	1.28700594548	1.22770714542	0.0166666666667	0.0266666666667	0.00666666666667	0.0166666666667	1999.0	2010	1990
fantasyself	temp_sf11919_4	temp_sf21919_4	0.893333333333	0.866666666667	1.12642765963	1.08521043284	1.16764488642	-0.0166666666667	-0.0466666666667	0.0133333333333	-0.0166666666667	1889.0	1919	1800
sfself	temp_fant11919_4	temp_fant21919_4	0.773333333333	0.833333333333	1.02633244738	1.12186288832	0.930802006433	-0.027962962963	-0.00925925925926	-0.0466666666667	-0.027962962963	1888.5	1919	1800
cross	temp_sf11919_4	temp_fant21919_4	0.893333333333	0.833333333333	0.881354106331	0.917823007644	0.844885205017	0.0592592592593	0.0185185185185	0.1	0.0592592592593	1890.0	1919	1800
cross	temp_sf21919_4	temp_fant11919_4	0.866666666667	0.773333333333	0.968558838397	0.871056092603	1.06606158419	-0.00333333333333	-0.00666666666667	0.0	-0.00333333333333	1887.5	1919	1800
fantasyself	temp_sf11969_4	temp_sf21969_4	0.9	0.9	1.62638572305	1.62667094167	1.62610050443	-0.0133333333333	-0.00666666666667	-0.02	-0.0133333333333	1949.5	1969	1920
sfself	temp_fant11969_4	temp_fant21969_4	0.86	0.873333333333	1.18955217378	1.12481133848	1.25429300908	-0.0433333333333	-0.0466666666667	-0.04	-0.0433333333333	1949.0	1969	1920
cross	temp_sf11969_4	temp_fant21969_4	0.9	0.873333333333	1.04033874583	0.813026603666	1.26765088799	0.08	0.16	0.0	0.08	1949.5	1969	1920
cross	temp_sf21969_4	temp_fant11969_4	0.9	0.86	1.02150568211	0.814399895327	1.22861146889	0.0633333333333	0.106666666667	0.02	0.0633333333333	1949.0	1969	1920
fantasyself	temp_sf11989_4	temp_sf21989_4	0.933333333333	0.92	1.93897787893	2.13689663381	1.74105912404	-0.0166666666667	0.0	-0.0333333333333	-0.0166666666667	1979.5	1989	1970
sfself	temp_fant11989_4	temp_fant21989_4	0.886666666667	0.886666666667	1.37637361533	1.44937232884	1.30337490182	-0.02	-0.04	0.0	-0.02	1980.0	1989	1970
cross	temp_sf11989_4	temp_fant21989_4	0.933333333333	0.886666666667	1.06704681936	1.20481701586	0.929276622856	0.0966666666667	0.06	0.133333333333	0.0966666666667	1980.0	1989	1970
cross	temp_sf21989_4	temp_fant11989_4	0.92	0.886666666667	1.2377903524	1.28926597587	1.18631472894	0.0566666666667	0.0266666666667	0.0866666666667	0.0566666666667	1979.5	1989	1970
fantasyself	temp_sf12010_4	temp_sf22010_4	0.866666666667	0.926666666667	1.54006997336	1.62237034126	1.45776960547	0.00666666666667	0.04	-0.0266666666667	0.00666666666667	1998.5	2010	1990
sfself	temp_fant12010_4	temp_fant22010_4	0.9	0.873333333333	1.49961376281	1.45395344607	1.54527407955	-0.03	-0.0466666666667	-0.0133333333333	-0.03	1999.0	2010	1990
cross	temp_sf12010_4	temp_fant22010_4	0.866666666667	0.873333333333	1.19307406027	1.25114651354	1.13500160701	0.0166666666667	0.0133333333333	0.02	0.0166666666667	1998.5	2010	1990
cross	temp_sf22010_4	temp_fant12010_4	0.926666666667	0.9	1.25615783566	1.30205658661	1.21025908471	0.0533333333333	0.0533333333333	0.0533333333333	0.0533333333333	1999.0	2010	1990
fantasyself	temp_sf11919_6	temp_sf21919_6	0.906666666667	0.86	1.32008682919	1.23655267517	1.4036209832	-0.0133333333333	-0.04	0.0133333333333	-0.0133333333333	1888.5	1919	1800
sfself	temp_fant11919_6	temp_fant21919_6	0.846666666667	0.847457627119	1.14126927941	1.23791893735	1.04461962146	-0.00485875706215	0.0169491525424	-0.0266666666667	-0.00485875706215	1887.5	1919	1800
cross	temp_sf11919_6	temp_fant21919_6	0.906666666667	0.847457627119	1.11902694944	1.04278482893	1.19526906996	0.031186440678	0.0423728813559	0.02	0.031186440678	1888.0	1919	1800
cross	temp_sf21919_6	temp_fant11919_6	0.86	0.846666666667	0.989952602695	0.845730489723	1.13417471567	0.0833333333333	0.12	0.0466666666667	0.0833333333333	1888.0	1919	1800
fantasyself	temp_sf11969_6	temp_sf21969_6	0.946666666667	0.853333333333	1.61628565837	1.6298066812	1.60276463555	-0.0133333333333	-0.04	0.0133333333333	-0.0133333333333	1950.0	1969	1920
sfself	temp_fant11969_6	temp_fant21969_6	0.886666666667	0.873333333333	1.32487467484	1.30901495553	1.34073439414	-0.0166666666667	-0.02	-0.0133333333333	-0.0166666666667	1949.5	1969	1920
cross	temp_sf11969_6	temp_fant21969_6	0.946666666667	0.873333333333	1.0394826668	0.87351340568	1.20545192792	0.09	0.106666666667	0.0733333333333	0.09	1949.5	1969	1920
cross	temp_sf21969_6	temp_fant11969_6	0.853333333333	0.886666666667	0.872791850652	0.653559123215	1.09202457809	0.1	0.166666666667	0.0333333333333	0.1	1950.0	1969	1920
fantasyself	temp_sf11989_6	temp_sf21989_6	0.92	0.946666666667	1.66579616651	1.73270755177	1.59888478125	0.00333333333333	0.0133333333333	-0.00666666666667	0.00333333333333	1979.5	1989	1970
sfself	temp_fant11989_6	temp_fant21989_6	0.886666666667	0.846666666667	1.40298809873	1.42863813882	1.37733805864	-0.0433333333333	-0.0733333333333	-0.0133333333333	-0.0433333333333	1980.0	1989	1970
cross	temp_sf11989_6	temp_fant21989_6	0.92	0.846666666667	0.890433485266	0.950210240591	0.830656729941	0.0933333333333	0.06	0.126666666667	0.0933333333333	1980.0	1989	1970
cross	temp_sf21989_6	temp_fant11989_6	0.946666666667	0.886666666667	1.28140827262	1.21400633893	1.3488102063	0.0533333333333	0.0333333333333	0.0733333333333	0.0533333333333	1979.5	1989	1970
fantasyself	temp_sf12010_6	temp_sf22010_6	0.873333333333	0.886666666667	1.79750367609	1.78281087501	1.81219647717	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	1999.0	2010	1990
sfself	temp_fant12010_6	temp_fant22010_6	0.886666666667	0.88	1.34243806895	1.43404716085	1.25082897705	-0.01	-0.02	0.0	-0.01	1999.0	2010	1990
cross	temp_sf12010_6	temp_fant22010_6	0.873333333333	0.88	1.20921655422	1.15431266721	1.26412044123	0.0466666666667	0.08	0.0133333333333	0.0466666666667	1999.0	2010	1990
cross	temp_sf22010_6	temp_fant12010_6	0.886666666667	0.886666666667	1.22595738618	1.2396719772	1.21224279516	0.0433333333333	0.06	0.0266666666667	0.0433333333333	1999.0	2010	1990
fantasyself	temp_sf11919_7	temp_sf21919_7	0.873333333333	0.86	1.32974274812	1.24596038959	1.41352510665	-0.03	-0.02	-0.04	-0.03	1888.0	1919	1800
sfself	temp_fant11919_7	temp_fant21919_7	0.793333333333	0.818965517241	1.21020948435	1.12907469599	1.29134427271	-0.0764367816092	-0.0862068965517	-0.0666666666667	-0.0764367816092	1887.5	1919	1800
cross	temp_sf11919_7	temp_fant21919_7	0.873333333333	0.818965517241	1.01648669118	0.85631235673	1.17666102563	0.0411494252874	0.0689655172414	0.0133333333333	0.0411494252874	1888.0	1919	1800
cross	temp_sf21919_7	temp_fant11919_7	0.86	0.793333333333	1.00690628914	0.994046844092	1.01976573418	0.02	0.0266666666667	0.0133333333333	0.02	1887.5	1919	1800
fantasyself	temp_sf11969_7	temp_sf21969_7	0.906666666667	0.926666666667	1.57818630343	1.55434348881	1.60202911805	0.00333333333333	0.02	-0.0133333333333	0.00333333333333	1950.5	1969	1920
sfself	temp_fant11969_7	temp_fant21969_7	0.866666666667	0.866666666667	1.4636634469	1.41374419152	1.51358270228	-0.00333333333333	-0.0133333333333	0.00666666666667	-0.00333333333333	1950.0	1969	1920
cross	temp_sf11969_7	temp_fant21969_7	0.906666666667	0.866666666667	1.0156646912	0.824334400217	1.20699498218	0.08	0.12	0.04	0.08	1950.5	1969	1920
cross	temp_sf21969_7	temp_fant11969_7	0.926666666667	0.866666666667	1.23748143358	1.22372741273	1.25123545443	0.0733333333333	0.08	0.0666666666667	0.0733333333333	1950.0	1969	1920
fantasyself	temp_sf11989_7	temp_sf21989_7	0.92	0.913333333333	1.63572154239	1.63346308161	1.63798000316	-0.02	0.0	-0.04	-0.02	1979.5	1989	1970
sfself	temp_fant11989_7	temp_fant21989_7	0.893333333333	0.853333333333	1.37022933783	1.26514741907	1.47531125659	-0.0166666666667	-0.0333333333333	0.0	-0.0166666666667	1980.0	1989	1970
cross	temp_sf11989_7	temp_fant21989_7	0.92	0.853333333333	1.09290771191	1.13745742336	1.04835800045	0.07	0.0333333333333	0.106666666667	0.07	1980.0	1989	1970
cross	temp_sf21989_7	temp_fant11989_7	0.913333333333	0.893333333333	1.20453859155	1.25853611894	1.15054106416	0.02	0.00666666666667	0.0333333333333	0.02	1979.5	1989	1970
fantasyself	temp_sf12010_7	temp_sf22010_7	0.88	0.86	1.49003787104	1.47139199914	1.50868374293	-0.0433333333333	-0.0533333333333	-0.0333333333333	-0.0433333333333	1999.0	2010	1990
sfself	temp_fant12010_7	temp_fant22010_7	0.866666666667	0.906666666667	1.41093142267	1.38406315929	1.43779968605	-0.02	-0.0266666666667	-0.0133333333333	-0.02	1999.0	2010	1990
cross	temp_sf12010_7	temp_fant22010_7	0.88	0.906666666667	1.11989298268	1.08935231994	1.15043364542	0.0333333333333	0.0266666666667	0.04	0.0333333333333	1999.0	2010	1990
cross	temp_sf22010_7	temp_fant12010_7	0.86	0.866666666667	1.20768764892	1.29820213506	1.11717316278	-0.00333333333333	0.00666666666667	-0.0133333333333	-0.00333333333333	1999.0	2010	1990
fantasyself	temp_sf11919_8	temp_sf21919_8	0.893333333333	0.92	1.68004753703	1.60619437682	1.75390069723	-0.00333333333333	-0.0133333333333	0.00666666666667	-0.00333333333333	1888.0	1919	1800
sfself	temp_fant11919_8	temp_fant21919_8	0.826666666667	0.768518518519	1.19658894558	1.19414976094	1.19902813022	-0.0544444444444	-0.0555555555556	-0.0533333333333	-0.0544444444444	1888.5	1919	1800
cross	temp_sf11919_8	temp_fant21919_8	0.893333333333	0.768518518519	0.82071356105	0.88219570401	0.759231418089	0.0625925925926	0.0185185185185	0.106666666667	0.0625925925926	1889.0	1919	1800
cross	temp_sf21919_8	temp_fant11919_8	0.92	0.826666666667	1.17018958183	0.958311637665	1.382067526	0.0533333333333	0.0666666666667	0.04	0.0533333333333	1887.5	1919	1800
fantasyself	temp_sf11969_8	temp_sf21969_8	0.906666666667	0.926666666667	1.69670578508	1.62677020966	1.7666413605	-0.00666666666667	-0.02	0.00666666666667	-0.00666666666667	1950.0	1969	1920
sfself	temp_fant11969_8	temp_fant21969_8	0.86	0.88	1.35474956008	1.38973706445	1.31976205571	-0.01	-0.0266666666667	0.00666666666667	-0.01	1949.5	1969	1920
cross	temp_sf11969_8	temp_fant21969_8	0.906666666667	0.88	1.15741283351	0.941754638475	1.37307102854	0.1	0.146666666667	0.0533333333333	0.1	1950.0	1969	1920
cross	temp_sf21969_8	temp_fant11969_8	0.926666666667	0.86	1.04038282415	0.857511109201	1.22325453909	0.0866666666667	0.12	0.0533333333333	0.0866666666667	1949.5	1969	1920
fantasyself	temp_sf11989_8	temp_sf21989_8	0.926666666667	0.94	1.54822132525	1.4499833737	1.6464592768	0.00666666666667	0.00666666666667	0.00666666666667	0.00666666666667	1979.5	1989	1970
sfself	temp_fant11989_8	temp_fant21989_8	0.853333333333	0.913333333333	1.50751159224	1.55018866703	1.46483451744	-0.0333333333333	-0.0133333333333	-0.0533333333333	-0.0333333333333	1980.0	1989	1970
cross	temp_sf11989_8	temp_fant21989_8	0.926666666667	0.913333333333	1.02882129328	0.97151301515	1.08612957142	0.113333333333	0.146666666667	0.08	0.113333333333	1980.0	1989	1970
cross	temp_sf21989_8	temp_fant11989_8	0.94	0.853333333333	1.15255569148	1.05287123506	1.25224014791	0.02	-0.00666666666667	0.0466666666667	0.02	1979.5	1989	1970
fantasyself	temp_sf12010_8	temp_sf22010_8	0.873333333333	0.893333333333	1.5900497306	1.62244420034	1.55765526086	-0.01	0.0133333333333	-0.0333333333333	-0.01	1999.5	2010	1990
sfself	temp_fant12010_8	temp_fant22010_8	0.826666666667	0.873333333333	1.46817609159	1.44976763443	1.48658454875	-0.00333333333333	-0.00666666666667	0.0	-0.00333333333333	1999.5	2010	1990
cross	temp_sf12010_8	temp_fant22010_8	0.873333333333	0.873333333333	1.20641534842	1.31018051447	1.10265018238	0.05	0.0466666666667	0.0533333333333	0.05	2000.0	2010	1990
cross	temp_sf22010_8	temp_fant12010_8	0.893333333333	0.826666666667	1.27273510633	1.34947205495	1.19599815772	0.0433333333333	0.02	0.0666666666667	0.0433333333333	1999.0	2010	1990
fantasyself	temp_sf11919_9	temp_sf21919_9	0.873333333333	0.866666666667	1.22316502889	1.37234990511	1.07398015267	-0.0366666666667	-0.0666666666667	-0.00666666666667	-0.0366666666667	1888.5	1919	1800
sfself	temp_fant11919_9	temp_fant21919_9	0.793333333333	0.78431372549	1.03915435843	1.09852119539	0.979787521474	-0.0129411764706	-0.0392156862745	0.0133333333333	-0.0129411764706	1888.5	1919	1800
cross	temp_sf11919_9	temp_fant21919_9	0.873333333333	0.78431372549	0.883974883495	0.892273933939	0.875675833051	0.021568627451	0.00980392156863	0.0333333333333	0.021568627451	1888.5	1919	1800
cross	temp_sf21919_9	temp_fant11919_9	0.866666666667	0.793333333333	0.903343567371	0.752242980935	1.05444415381	0.0333333333333	0.04	0.0266666666667	0.0333333333333	1888.5	1919	1800
fantasyself	temp_sf11969_9	temp_sf21969_9	0.92	0.906666666667	1.75597589348	1.71064047365	1.8013113133	-0.0233333333333	-0.0133333333333	-0.0333333333333	-0.0233333333333	1950.0	1969	1920
sfself	temp_fant11969_9	temp_fant21969_9	0.88	0.846666666667	1.23324071835	1.28174853445	1.18473290226	-0.0266666666667	-0.04	-0.0133333333333	-0.0266666666667	1950.0	1969	1920
cross	temp_sf11969_9	temp_fant21969_9	0.92	0.846666666667	1.06642120469	0.978778306694	1.15406410268	0.08	0.113333333333	0.0466666666667	0.08	1949.5	1969	1920
cross	temp_sf21969_9	temp_fant11969_9	0.906666666667	0.88	1.0380793547	0.809604404672	1.26655430473	0.0766666666667	0.133333333333	0.02	0.0766666666667	1950.5	1969	1920
fantasyself	temp_sf11989_9	temp_sf21989_9	0.96	0.926666666667	1.67397064987	1.64146282865	1.70647847109	0.0133333333333	0.00666666666667	0.02	0.0133333333333	1979.5	1989	1970
sfself	temp_fant11989_9	temp_fant21989_9	0.9	0.886666666667	1.40710990722	1.43146658263	1.38275323182	-0.00333333333333	0.00666666666667	-0.0133333333333	-0.00333333333333	1980.0	1989	1970
cross	temp_sf11989_9	temp_fant21989_9	0.96	0.886666666667	1.11330359887	1.22867262153	0.997934576203	0.0766666666667	0.06	0.0933333333333	0.0766666666667	1979.5	1989	1970
cross	temp_sf21989_9	temp_fant11989_9	0.926666666667	0.9	1.13717937694	1.07016423841	1.20419451546	0.08	0.0866666666667	0.0733333333333	0.08	1980.0	1989	1970
fantasyself	temp_sf12010_9	temp_sf22010_9	0.913333333333	0.84	1.64717135082	1.65139858493	1.64294411671	-0.0333333333333	-0.0466666666667	-0.02	-0.0333333333333	1999.0	2010	1990
sfself	temp_fant12010_9	temp_fant22010_9	0.88	0.846666666667	1.54148535312	1.54258867783	1.54038202842	-0.0433333333333	-0.0266666666667	-0.06	-0.0433333333333	1999.0	2010	1990
