testype	name1	name2	acc1	acc2	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1	altloss	meandate	ceiling	floor
cross	temp_sf12010_9	temp_fant22010_9	0.913333333333	0.846666666667	1.42361378651	1.43230222561	1.41492534741	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	1999.0	2010	1990
cross	temp_sf22010_9	temp_fant12010_9	0.84	0.88	1.20744050486	1.24617452033	1.16870648939	0.0	-0.0133333333333	0.0133333333333	0.0	1999.0	2010	1990
fantasyself	temp_sf11919_10	temp_sf21919_10	0.893333333333	0.88	1.32872248466	1.42489466012	1.23255030921	-0.0166666666667	0.0	-0.0333333333333	-0.0166666666667	1888.5	1919	1800
sfself	temp_fant11919_10	temp_fant21919_10	0.873333333333	0.821428571429	1.16295944724	1.04685468983	1.27906420466	-0.0111904761905	-0.0357142857143	0.0133333333333	-0.0111904761905	1888.5	1919	1800
cross	temp_sf11919_10	temp_fant21919_10	0.893333333333	0.821428571429	1.16625452417	1.1212173557	1.21129169264	0.0245238095238	0.0357142857143	0.0133333333333	0.0245238095238	1889.0	1919	1800
cross	temp_sf21919_10	temp_fant11919_10	0.88	0.873333333333	0.958154873207	0.932659936772	0.983649809642	0.0866666666667	0.1	0.0733333333333	0.0866666666667	1888.0	1919	1800
fantasyself	temp_sf11969_10	temp_sf21969_10	0.886666666667	0.946666666667	1.69630029732	1.70423752389	1.68836307074	-0.02	0.02	-0.06	-0.02	1950.0	1969	1920
sfself	temp_fant11969_10	temp_fant21969_10	0.893333333333	0.886666666667	1.37509044864	1.40393563272	1.34624526456	-0.00666666666667	-0.0266666666667	0.0133333333333	-0.00666666666667	1949.5	1969	1920
cross	temp_sf11969_10	temp_fant21969_10	0.886666666667	0.886666666667	1.16532591494	0.931795332796	1.39885649709	0.06	0.126666666667	-0.00666666666667	0.06	1950.0	1969	1920
cross	temp_sf21969_10	temp_fant11969_10	0.946666666667	0.893333333333	0.955633451579	0.786331924459	1.1249349787	0.123333333333	0.18	0.0666666666667	0.123333333333	1949.5	1969	1920
fantasyself	temp_sf11989_10	temp_sf21989_10	0.906666666667	0.913333333333	1.63675730294	1.52912724595	1.74438735992	-0.01	0.00666666666667	-0.0266666666667	-0.01	1979.5	1989	1970
sfself	temp_fant11989_10	temp_fant21989_10	0.846666666667	0.873333333333	1.58448734392	1.63255920006	1.53641548777	-0.0366666666667	-0.02	-0.0533333333333	-0.0366666666667	1980.0	1989	1970
cross	temp_sf11989_10	temp_fant21989_10	0.906666666667	0.873333333333	1.25411045962	1.1876722603	1.32054865895	0.04	0.02	0.06	0.04	1979.5	1989	1970
cross	temp_sf21989_10	temp_fant11989_10	0.913333333333	0.846666666667	1.04639653227	1.12351460752	0.969278457009	0.0633333333333	0.0266666666667	0.1	0.0633333333333	1980.0	1989	1970
fantasyself	temp_sf12010_10	temp_sf22010_10	0.926666666667	0.86	1.45719887774	1.3562396185	1.55815813697	-0.00666666666667	-0.04	0.0266666666667	-0.00666666666667	1999.5	2010	1990
sfself	temp_fant12010_10	temp_fant22010_10	0.88	0.886666666667	1.46894636585	1.46199778698	1.47589494472	-0.01	0.0	-0.02	-0.01	1999.5	2010	1990
cross	temp_sf12010_10	temp_fant22010_10	0.926666666667	0.886666666667	1.3877539222	1.32609959025	1.44940825415	0.02	0.0266666666667	0.0133333333333	0.02	1999.5	2010	1990
cross	temp_sf22010_10	temp_fant12010_10	0.86	0.88	1.04693144871	1.08881728661	1.00504561081	0.08	0.106666666667	0.0533333333333	0.08	1999.5	2010	1990
fantasyself	temp_sf11919_11	temp_sf21919_11	0.873333333333	0.866666666667	1.36550377286	1.32602734403	1.40498020168	-0.0333333333333	-0.0333333333333	-0.0333333333333	-0.0333333333333	1889.0	1919	1800
sfself	temp_fant11919_11	temp_fant21919_11	0.793333333333	0.787037037037	1.16939905524	1.09175367273	1.24704443775	-0.0737037037037	-0.0740740740741	-0.0733333333333	-0.0737037037037	1888.0	1919	1800
cross	temp_sf11919_11	temp_fant21919_11	0.873333333333	0.787037037037	1.0315481013	0.976617974598	1.086478228	-0.00259259259259	-0.0185185185185	0.0133333333333	-0.00259259259259	1888.0	1919	1800
cross	temp_sf21919_11	temp_fant11919_11	0.866666666667	0.793333333333	0.938584155644	0.956762874635	0.920405436654	0.03	0.0266666666667	0.0333333333333	0.03	1889.0	1919	1800
fantasyself	temp_sf11969_11	temp_sf21969_11	0.906666666667	0.9	1.43119787164	1.47916362063	1.38323212265	0.0	0.02	-0.02	0.0	1950.5	1969	1920
sfself	temp_fant11969_11	temp_fant21969_11	0.88	0.866666666667	1.26815751037	1.17485821309	1.36145680765	0.0233333333333	0.00666666666667	0.04	0.0233333333333	1949.0	1969	1920
cross	temp_sf11969_11	temp_fant21969_11	0.906666666667	0.866666666667	0.981588899563	0.824235837635	1.13894196149	0.09	0.113333333333	0.0666666666667	0.09	1949.5	1969	1920
cross	temp_sf21969_11	temp_fant11969_11	0.9	0.88	1.12156767173	1.06104472406	1.18209061941	0.0866666666667	0.106666666667	0.0666666666667	0.0866666666667	1950.0	1969	1920
fantasyself	temp_sf11989_11	temp_sf21989_11	0.953333333333	0.94	1.68098343401	1.76770626124	1.59426060678	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	1979.5	1989	1970
sfself	temp_fant11989_11	temp_fant21989_11	0.86	0.893333333333	1.31574356799	1.38601769415	1.24546944183	-0.0466666666667	-0.0266666666667	-0.0666666666667	-0.0466666666667	1980.0	1989	1970
cross	temp_sf11989_11	temp_fant21989_11	0.953333333333	0.893333333333	1.17797547465	1.21648169298	1.13946925632	0.0633333333333	0.0533333333333	0.0733333333333	0.0633333333333	1980.0	1989	1970
cross	temp_sf21989_11	temp_fant11989_11	0.94	0.86	1.07199641442	1.01529561721	1.12869721163	0.0733333333333	0.0533333333333	0.0933333333333	0.0733333333333	1979.5	1989	1970
fantasyself	temp_sf12010_11	temp_sf22010_11	0.873333333333	0.866666666667	1.42758304067	1.42451652719	1.43064955416	-0.0233333333333	-0.0333333333333	-0.0133333333333	-0.0233333333333	1999.0	2010	1990
sfself	temp_fant12010_11	temp_fant22010_11	0.873333333333	0.873333333333	1.24170438074	1.29915300617	1.1842557553	-0.01	-0.00666666666667	-0.0133333333333	-0.01	1999.5	2010	1990
cross	temp_sf12010_11	temp_fant22010_11	0.873333333333	0.873333333333	1.15804139126	1.17060208228	1.14548070024	0.05	0.0533333333333	0.0466666666667	0.05	1999.5	2010	1990
cross	temp_sf22010_11	temp_fant12010_11	0.866666666667	0.873333333333	1.08441096889	1.07079705346	1.09802488433	0.03	0.0533333333333	0.00666666666667	0.03	1999.0	2010	1990
