name	size	floor	ceiling	meandate	accuracy	features	regularization	i
19cSF0	74	1800	1920	1894	0.871621621622	3000	1	0
19cSF1	74	1800	1920	1901	0.878378378378	3600	100	1
19cSF2	74	1800	1920	1894	0.912162162162	2700	0.01	2
