"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"pst.000044074364",7497119,42865253,,"taggedfantasy","Nesbit, E. (Edith),","1858-1924.","New York|Books of Wonder|1998.",1998,1909,"xx ",1998,"Fiction|Fantasy","NotFiction","Harding's luck"
"uc1.l0070882576",11719975,43496686,,"taggedfantasy","Machen, Arthur,","1863-1947.","North Stratford, NH|Ayer Company|1999.",1999,1906,"nhu",,"Fantasy fiction, English|Supernatural|Fiction","Fiction","The house of souls"
"uc1.32106007308551",7104149,15486920,,"taggedfantasy","Oliphant, (Margaret), Mrs.","1828-1897.","Edinburgh|Scottish Academic|1985.",1985,1898,"stk",,"Fantasy fiction, English","Fiction","Selected short stories of the supernatural"
"uc1.b4087889",6149811,24617163,,"fuzzymatch","Nesbit, E. (Edith),","1858-1924.","Harmondsworth, Eng.|Puffin Books|New York|Penguin Books|1959.",1959,1902,"enk",,,"Fiction","Five children and it"
"pst.000043321285",12279118,45196929,"PS3523.O46C87 1999","taggedfantasy","London, Jack,","1876-1916.","Lincoln|University of Nebraska Press|1998].",1998,1915,"xxu",,"Fantasy fiction, American","Bibliographies|NotFiction","Fantastic tales"
"mdp.39015047580728",4058204,33391471,,"taggedfantasy","Meyrink, Gustav,","1868-1932.","Sawtry, Cambs|Dedalus|Riverside, CA|Ariadne|1995.",1995,1914,"enk",,"Fiction|Legends|Fantasy fiction, German|Translations into English|Paranormal fiction|Golem","Fiction|Bibliographies","The Golem"
"mdp.39015047532851",4067829,41580642,"PS3537.M835N5 2000","fuzzymatch","Smith, Thorne,","1892-1934.","New York|Modern Library|2000.",2000,1931,"nyu",,,"Fiction","The night life of the gods"
"mdp.39015000638554",256120,4494940,"PZ3.L518Pu 1978PR4879.L7","taggedfantasy","Le Fanu, Joseph Sheridan,","1814-1873.","New York|Garland Pub.|1979.",1978,1880,"nyu","v.3","Fantasy fiction, English","Fiction|Bibliographies","The Purcell papers"
"pst.000016155800",7044632,22887599,"PZ7.B4713Ve 1991","fuzzymatch","Bianco, Margery Williams,","1881-1944","New York|Doubleday|1991?].",1991,1922,"xx ",,"Fiction|Toys","NotFiction","The velveteen rabbit, or, How toys become real"
"coo.31924075476956",12371976,26352473,"PR5162.M3 1992","fuzzymatch","Peacock, Thomas Love,","1785-1866.","Felinfach|Llanerch Publishers|1992.",1992,1822,"enk",,,"Fiction","Maid Marian"
"inu.30000011853938",7591303,22637,"PZ3.F88W5PS1712","taggedfantasy","Freeman, Mary Eleanor Wilkins,","1852-1930.","New York|Garrett Press|1969",1969,1929,"nyu",,"New England|Supernatural|Social life and customs | Fiction|Fiction|Fantasy fiction, American","Fiction","The wind in the rose-bush and other stories of the supernatural. | $c: Illustrated by Peter Newell."
"mdp.39015000638729",256120,4494940,"PZ3.L518Pu 1978PR4879.L7","taggedfantasy","Le Fanu, Joseph Sheridan,","1814-1873.","New York|Garland Pub.|1979.",1978,1880,"nyu","v.1","Fantasy fiction, English","Fiction|Bibliographies","The Purcell papers"
"uc1.32106001951109",7115377,3362428,,"taggedfantasy","Scott, Walter, Sir,","1771-1832.","London|J. Calder|c1977.",1977,1830,"enk",,"Fiction|Fantasy fiction, English","Fiction","The supernatural short stories of Sir Walter Scott"
"uc1.b4938298",9494415,10780994,,"taggedfantasy","Haggard, H. Rider (Henry Rider),","1856-1925.","London|Michael Joseph|1981.",1981,1919,"enk",,"(Henry Rider)|1856-1925|Adventure stories, English|Haggard, H. Rider|Fantasy fiction, English","NotFiction|Bibliographies","The best short stories of Rider Haggard"
"inu.30000005036151",7587264,15170872,,"taggedfantasy","Bannerman, Helen,","1862-1946.","London|Chatto & Windus|1966.",1966,1946,"enk",,"Fantasy","Fiction","The story of Little White Squibba"
