"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"uc1.32106002021571",7129346,254495534,,"fuzzymatch","Williams, Charles,","1886-1945.","New York|Pellegrini & Cudahy|1948",1948,1945,"   ",,,"NotFiction","All Hallows' Eve; | introd. by T.S. Eliot."
"pst.000001758405",8385244,12564464,,"fuzzymatch","Godden, Rumer,","1907-1998","New York|Viking Press|1960 [c1947].",1947,1947,"xx ",,,"NotFiction","The dolls' house"
"osu.32435068347988",100821050,3916492,"PS3558.U3895H5 1955","oclcid","Hughes, Riley.",,"Milwaukee|Bruce Pub. Co.|1955",1955,,"wiu",,,"NotFiction","The hills were liars : | a novel"
"pst.000007265860",7042446,3894754,,"fuzzymatch","Lindgren, Astrid,","1907-2002","New York|Scholastic Book Services|1968, c1959.",1959,,"xx ",,,"NotFiction","Pippi Longstocking"
"mdp.39076002560766",9928908,1690264,,"taggedfantasy","Goudge, Elizabeth,","1900-1984.","New York|Coward-McCann|c1951.",1951,1951,"nyu",,"Juvenile fiction|Animals, Mythical|Perseverance (Ethics)|Fantasy fiction","Fiction","The Valley of Song"
"mdp.39015002672585",537202,1304139,"PZ8.L48Si","fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","London|G. Bles|1953",1953,1953,"enk",,,"Fiction","The silver chair; | $c: with illus. by Pauline Baynes."
"mdp.39015005766368",123132,964435,"PZ3.C551205Ch","fuzzymatch","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Ballantine Books|1953",1953,1953,"nyu",,,"Fiction","Childhood's end."
"osu.32435059733857",100825223,6131650,"PZ3.L5293Co","fuzzymatch","Leiber, Fritz,","1910-1992.","New York|Twayne Publishers|c1953.",1953,1953,"nyu",,"Paranormal fiction","Fiction|Occult fiction","Conjure wife"
"mdp.39015005058410",1209818,3066743,"PZ3.H4525Jo","fuzzymatch","Hesse, Hermann,","1877-1962.","London|P. Owen|1956",1956,,"enk",,,"NotFiction","The journey to the East."
"uc1.32106002143268",7120307,1702857,,"oclcid","Saroyan, William,","1908-1981","New York|Doubleday|1951.",1951,1951,"   ",,,"NotFiction","Tracy's tiger."
"mdp.39015008828157",205356,8603600,,"fuzzymatch","Vance, Jack,","1916-","New York|Pocket Books|1977 printing, c1950.",0,1950,"nyu",,,"Fiction","The dying earth"
"pst.000011216162",7055905,367083,,"fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan|1955].",1955,1955,"xx ",,,"NotFiction","The magician's nephew"
"mdp.39015038922723",537005,8990326,"PZ8.L48Las","fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","London|The Bodley Head|1956.",1956,,"enk",,,"NotFiction","The last battle, | a story for children; | $c: illustrated by Pauline Baynes."
"uc1.32106014483108",7133587,26386742,,"fuzzymatch","Leiber, Fritz,","1910-1992","S.l.|s.n.|19--",0,1958,"nyu",,"Science fiction, American","NotFiction","The big time"
"pst.000018315271",8385714,18709131,,"fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan Pub. Co.|1988, c1954.",1954,1954,"xx ",1988,,"NotFiction","The horse and his boy"
"uc1.b3545502",1370386,1596336,"PZ1.M482Bz","taggedfantasy","Merril, Judith,","1923-1997.","New York|Random House|1954",1954,1954,"nyu",,"Science fiction|Fantasy fiction","NotFiction","Beyond the barriers of space and time."
"inu.30000054447648",7587952,19418278,,"fuzzymatch","White, T. H. (Terence Hanbury),","1906-1964.","London|Collins|1957.",1957,,"enk",,"Arthurian romances","Fiction","The sword in the stone"
"osu.32435063116172",100825300,14469705,,"taggedfantasy","Gardner, Maurice B.",,"Boston, Mass.|Meador Publishing Company|c1959.",1959,,"mau",,"Fantasy fiction, American","NotFiction|Love stories|Adventures stories","Bantan's island peril"
"pst.000044416584",7496772,1861354,"PZ7.D8787Fal","fuzzymatch","Duggan, Maurice.",,"New York|Criterion Books|c1958.",1958,,"xxu","D854fal 1958",,"NotFiction","Falter Tom and the water boy."
"mdp.39015054025773",1025869,1487587,"PZ3.T576Lo","oclcid","(John Ronald Reuel), Tolkien, J. R. R.","1892-1973.","London|Allen & Unwin|1954-55.",1954,1954,"enk","pt.2",,"Fiction","The lord of the rings."
"mdp.39015054059525",474709,1807854,"PZ3.B72453Oc","fuzzymatch","Bradbury, Ray,","1920-2012.","New York|Ballantine Books|1955",1955,1955,"nyu",,,"Fiction","The October country, | $c: illustrated by Joe Mugnaini."
"mdp.39015030718657",1187798,5128165,"PZ3.S93562WayPS3569.T875","taggedfantasy","Sturgeon, Theodore.",,"New York|Funk & Wagnalls|1955.",1955,1955,"nyu",,"Science fiction, American|Fantasy fiction, American","NotFiction","A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin."
"mdp.39015005607919",1025869,1487587,"PZ3.T576Lo","oclcid","(John Ronald Reuel), Tolkien, J. R. R.","1892-1973.","London|Allen & Unwin|1954-55.",1954,1954,"enk",,,"Fiction","The lord of the rings."
"pst.000025483086",7052722,23245599,,"fuzzymatch","Boston, L. M. (Lucy Maria),","1892-1990","San Diego|Harcourt, Brace, Jovanovich|c1955.",1955,1955,"xx ",,"Space and time|Juvenile fiction","NotFiction","The children of Green Knowe"
"mdp.39076005205393",9905688,1283373,,"taggedfantasy",,,"Boston|Little, Brown|1952-",1952,1952,"mau",,"Science fiction|Magazine of fantasy and science fiction (Cornwall, Conn.)|Fantasy fiction","UnknownGenre","The best from Fantasy and science fiction."
"uc1.32106015420547",7143150,12228601,,"fuzzymatch","Tolkien, J. R. R. (John Ronald Reuel),","1892-1973","Oxford|George Allen & Unwin|1954",1954,1954,"enk",,,"Fiction","The fellowship of the ring : | being the first part of The Lord of the Rings"
"uc1.32106012654197",7106620,368233,,"fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan|1952.",1952,1952,"   ",,,"NotFiction","The voyage of the Dawn Treader. | $c: Illus. by Pauline Baynes."
"uc1.$b326450",6549182,1419779,"PZ7.G256Gi","oclcid","Gebhardt, Hertha Antonia Mathilde (Triepel) Von.",,"New York|Criterion Books|1959",1959,,"xx ",,,"NotFiction","The girl from nowhere. | $c: Translated by James Kirkup.  Illustrated by Helen Brun."
"mdp.39015000543929",1910658,5517614,,"oclcid|fuzzymatch","Peake, Mervyn Laurence,","1911-1968.","London|Eyre & Spottiswoode|1959.",1959,1959,"enk",,,"UnknownGenre","Titus alone."
"inu.32000009192297",6059035,1726287,"PZ3.B4443El","fuzzymatch","Bentley, E. C. (Edmund Clerihew),","1875-1956.","New York|Knopf|1950.",1950,1950,"nyu",,,"Fiction","Elephant's work, an enigma."
"uc1.b4095332",6152269,603675,"PZ3 H35067, Gab","oclcid","Heard, Gerald,","1889-1971.","New York|Harper|1952",1952,1952,"xx ",,,"NotFiction","Gabriel and the creatures; | $c: illustrated by Susanne Suba."
"mdp.39076002607377",9929462,1613481,,"oclcid","Brown, Palmer.",,"New York|Harper|c1954.",1954,1954,"nyu",,"Juvenile fiction|Railroad travel|Girls|Conduct of life|Aunts","NotFiction","Beyond the pawpaw trees : | the story of Anna Lavinia/ | $c: by Palmer Brown ; drawings by the author."
"pst.000006412210",7042434,7897449,,"fuzzymatch","Chase, Mary,","1907-1981","New York|Scholastic Book Services|1971, c1968.",1968,,"xx ",,,"NotFiction","The wicked, wicked ladies in the haunted house"
"pst.000049194265",7068452,3810819,,"taggedfantasy","Fleming, Ian,","1908-1964.","New York|Scholastic Book Services|1969], c1964.",1964,,"nyu",,"Fantasy|Automobiles|Juvenile fiction","Fiction","Chitty chitty bang bang"
"mdp.39015006565108",1417010,67412081,,"fuzzymatch","Hunter, Mollie,","1922-","New York|Avon|1968, c1964",1968,,"nyu",,,"UnknownGenre","The kelpie's pearls | $c: [by] Mollie Hunter. [Illustrated by Joseph Cellini]"
"osu.32435053305041",5812259,28749701,,"oclcid","Bradbury, Ray,","1920-2012.","New York|Berkley|1963.",1963,,"nyu",,"Science fiction","Fiction","Beyond"
"inu.30000007090594",7587616,691493,"PZ4.G349Do","fuzzymatch","George, Peter,","1924-1966.","New York|Bantam Books|1964",1964,,"nyu",,,"Fiction","Dr. Strangelove : | or, How I learned to stop worrying and love the bomb; a novel"
"mdp.39015004852391",1417107,67412112,,"taggedfantasy","Nichols, Ruth,","1918-","New York|Harcourt, Brace & World|1969",1969,,"nyu",,"Fantasy","UnknownGenre","A walk out of the world. | $c: Illustrated by Trina Schart Hyman."
"mdp.39015019750366",2727,185390,"PZ3.K5193Fo","fuzzymatch","Key, Alexander,","1904-1979.","Philadelphia|Westminster Press|c1965",1965,,"|||",,,"UnknownGenre","The forgotten door."
"pst.000024818261",9430106,1420948,,"oclcid","Guillot, René,","1900-1969","New York|Abelard-Schuman|1961, c1960].",1960,,"xx ",,,"NotFiction","Nicolette and the mill"
"mdp.39015005160836",1428120,4897,,"fuzzymatch","Curry, Jane Louise.",,"New York|Harcourt, Brace & World|1969",1969,,"nyu",,,"UnknownGenre","The change-child"
"mdp.39015027551343",1417629,1399269,,"oclcid","Hunter, Mollie,","1922-","New York|Funk & Wagnalls|1967",1967,,"nyu",,,"UnknownGenre","Thomas and the warlock | $c: [by] Mollie Hunter. Illustrated by Joseph Cellini."
"mdp.39015019966608",4311,301330,,"fuzzymatch","Farmer, Penelope,","1939-","Harcourt, Brace & World|c1966.",1966,,"nyu",,,"UnknownGenre","Emma in winter"
"mdp.39015052467530",3520987,37684048,,"fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Walker|c1969.",1969,,"nyu",,"Science fiction","Fiction","The left hand of darkness"
"mdp.39076006980549",9911356,653379,,"fuzzymatch","Lawson, John (John Shults)",,"New York|Crowell|1966",1966,,"   ",,,"UnknownGenre","You better come home with me, | $c: by John Lawson. Illustrated by Arnold Spilka."
"mdp.49015000898420",4472518,7667714,"PZ7.G18417","fuzzymatch","Garner, Alan,","1934-","New York|Ballantine Books|1981, c1967.",1967,,"nyu",,"Fiction","Fiction","The owl service"
"mdp.39015012178250",123750,935560,,"fuzzymatch","Zelazny, Roger.",,"New York, N.Y.|Ace Books|c1966.",1966,,"nyu",,,"Fiction","This immortal"
"mdp.39015025370241",2569782,3704514,,"fuzzymatch","Lindsay, Norman,","1879-1969.","Sydney|Angus and Robertson|1963.",1963,,"at ",,,"NotFiction","The magic pudding : | being the adventures of Bunyip Bluegum and his friends Bill Barnacle and Sam Sawnoff"
"uc1.$b792519",9952925,28396,"PZ4.B412Dak3PR6003.E295","fuzzymatch","Beeching, Jack.",,"New York|Delacorte Press|1968",1968,,"nyu",,,"Fiction","The Dakota Project."
"mdp.39015010544107",1418498,6161534,,"fuzzymatch","Bond, Michael.",,"New York|Dell Pub. Co.|1969, c1958",1969,,"nyu",,,"UnknownGenre","A bear called Paddington. | $c: With drawings by Peggy Fortnum."
"pst.000013229504",7056835,4236830,,"fuzzymatch","Bradley, Marion Zimmer.",,"New York|Ace Science Fiction books|c1965.",1965,,"xx ",,,"NotFiction","Star of danger"
"inu.39000000059332",6058803,1403433,,"fuzzymatch","Norton, Andre.",,"New York|Ace Books|1963",1963,,"   ",,"Science fiction, American","UnknownGenre","Witch world."
"mdp.39015002755190",1911361,29441,,"fuzzymatch","Saxton, Mark.",,"Boston|Houghton Mifflin|1969.",1969,,"mau",,,"UnknownGenre","The Islar, a narrative of Lang III."
"mdp.39015017693923",1428190,17684035,,"fuzzymatch","Fyson, Jenny Grace.",,"London|Oxford University Press|1964.",1964,,"enk",,,"UnknownGenre","The three brothers of Ur. | $c: Illustrated by Victor G. Ambrus."
"uc1.$b104019",672994,1183455,"PZ3.N195Wg","oclcid","Nathan, Robert,","1894-1985.","New York|Knopf|1961.",1961,,"nyu",,,"Fiction","The wilderness-stone."
"pst.000032513851",7063422,32378432,,"fuzzymatch","Du Maurier, Daphne,","1907-1989","Cutchogue, N.Y.|Buccaneer Books|c1969.",1969,,"xxu",,,"NotFiction","The house on the strand"
"uc1.32106002168356",7129534,10297,,"fuzzymatch","Ellison, Harlan.",,"New York|Trident Press|1968",1968,,"nyu",,"Science fiction, American","Fiction","Love ain't nothing but sex misspelled; | twenty-two stories."
"mdp.39015013296119",507499,822502,"PZ8.J247Fi","fuzzymatch","Jansson, Tove.",,"New York|H. Z. Walck|1965 [c1958",1965,,"|||",,,"UnknownGenre","Finn family Moomintroll, | $c: written and illustrated by Tove Jansson. Translated by Elizabeth Portch."
"uc1.$b114021",6608144,1374612,"PZ4.W23Sn2","fuzzymatch","Walter, Elizabeth (Elizabeth Margaret)",,"New York|Stein and Day|1966-c1965",1966,,"xx ",,,"NotFiction","Snowfall, and other chilling events."
"uc1.b3545524",6671966,1378899,"PZ1.P7Pl","oclcid",,,"Chicago|Playboy Press|1966",1966,,"xx ",,"Science fiction","NotFiction","The Playboy book of science fiction and fantasy, | $c: selected by the editors of Playboy."
"uc1.b5170808",9845717,2188328,"PZ3.B63573Ch3","fuzzymatch","Boileau, Pierre,","1906-","London|Barlcer|1966",1966,,"enk",,,"NotFiction","Choice cuts | $c: [by] Thomas Boileau [sic] and Pierre Narcejac [sic]; translated from the French by Brian Rawson."
"mdp.39015020709617",539418,1173507,,"oclcid","Dick, Philip K.",,"New York|Ace Books|c1969",1969,,"nyu",,,"Fiction","The preserving machine."
"mdp.39015056814455",3849956,1084438,"PZ1.M273De","taggedfantasy",,,"Garden City, N.Y.|Doubleday|c1960.",1960,,"nyu",,"Fantasy fiction|Science fiction","Fiction","A decade of Fantasy and science fiction"
"mdp.39015005906592",323316,26893126,,"fuzzymatch","Bradbury, Ray,","1920-2012.","New York|Bantam Books|1963, c1962.",1962,,"nyu",,,"Fiction","Something wicked this way comes"
"mdp.39015013397081",1428015,13394,,"oclcid","Babbitt, Natalie.",,"New York|Farrar, Straus and Giroux|1969",1969,,"nyu",,,"UnknownGenre","The search for delicious."
"mdp.39015018601388",359833,192201,"PZ4.B3657Las","fuzzymatch","Beagle, Peter S.",,"New York|Viking Press|1968",1968,,"nyu",,,"Fiction","The last unicorn | $c: [by] Peter S. Beagle."
"uc1.b4099051",6153728,1235701,,"oclcid","North, Joan",,"New York|Farrar, Straus & Giroux|1966,c1965",1966,,"nyu",,,"Fiction","The cloud forest."
"mdp.39015056817474",3851277,12223140,,"taggedfantasy","Cummings, M. A.",,"New York|Caravelle Books|c1968.",1968,,"nyu",,"Fantasy fiction, American","Short stories","Exile and other tales of fantasy"
"mdp.39015010321076",439251,1286103,"PZ4.D2565Ps2","fuzzymatch","Davies, L. P. (Leslie Purnell)",,"Garden City, N.Y.|Doubleday|1967.",1967,,"nyu",,,"NotFiction","Psychogeist | $c: [by] L. P. Davies."
"osu.32435053363701",100824617,17400483,,"fuzzymatch","Laumer, Keith,","1925-1993.","New York|Ace Books|1962.",1962,,"nyu",,,"Fiction","Worlds of the Imperium"
"mdp.39015005122851",1021470,413595,"PZ4.C5559Po","fuzzymatch","Christopher, John,","1922-2012.","New York|Macmillan|1968",1968,,"nyu",,,"Fiction","The pool of fire."
"mdp.39015063174026",5212569,1342963,,"fuzzymatch","Anthony, Piers.",,"New York|Berkley Pub. Corp.|1973.",1973,,"nyu",,"Human-alien encounters|Fiction|Dentists|Interstellar travel|Science fiction, American","Fiction|Science fiction","Prostho plus"
"pst.000043755776",8385100,2948728,"PZ8.G216Dr","fuzzymatch","Gardner, John,","1933-1982","New York|Bantam|1976.",1976,,"xxu",,"Fairy tales","NotFiction","Dragon, dragon, and other tales"
"mdp.39015058074553",1441706,715072,"PS648.S5C37 1977","taggedfantasy",,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,"nyu","v.5","Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American","Short stories","Flashing swords!"
"uc1.32106020040769",8325760,7053060,,"taggedfantasy","Lynn, Elizabeth A",,"New York|Berkley Books|1980, c1979",1979,,"nyu",,"Fantasy fiction","Fiction","The Dancers of Arun"
"uc1.32106014299314",1031490,159088,,"fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Atheneum|1971, t.p. 1980.",1971,,"   ",,"Fantastic fiction","NotFiction","The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty."
"mdp.39015061857671",4941584,6847064,,"taggedfantasy","Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,,"nyu","v.1","Fiction|Amber (Imaginary place)|Fantasy fiction, American","Novel","The chronicles of Amber"
"mdp.39015017688303",333077,66269727,,"fuzzymatch","Carter, Lin.",,"London|Scripts Publications|1970,c1968.",1970,,"enk",,,"NotFiction","Tower at the edge of time"
"mdp.39015061861616",4952973,2331090,"PZ1.A5712PN6071.F25","taggedfantasy",,,"New York|Arno Press|1976.",1976,,"nyu",,"Horror tales|Fantasy fiction","Short stories","Ancient hauntings"
"pst.000053742254",7039854,1291534,,"taggedfantasy",,,"Glenview, Ill.|Scott, Foresman|1974].",1974,,"xx ",,"Fantasy fiction","NotFiction","Fantasy : | shapes of things unknown"
"pst.000018854497",12260654,4929987,,"taggedfantasy","McKillip, Patricia A.",,"New York|Ballantine Books|1978, c1977.",1977,,"xx ",1978,"Fantasy","NotFiction","Heir of sea and fire"
"mdp.39015011288076",124590,17828101,,"fuzzymatch","Moorcock, Michael,","1939-","New York|Daw|1972.",1972,,"nyu",,,"Fiction","Elric of Melnibone./ | $c: Michael Moorcock."
"mdp.39015010296195",205614,2644519,"PZ4.W85615DePS3573.O52","oclcid","Wolfe, Gene.",,"New York|Ace Books|1977, c1976.",1976,,"ilu",,,"Fiction","The Devil in a forest"
"mdp.39015049862876",86007,2573670,"PZ4.K2936FalPR9199.3.K416","oclcid","Kellum, David F.",,"Edmonton|Tree Frog Press|1976.",1976,,"abc",,,"Fiction","The falling world of Tristram Pocket"
"mdp.39015020723915",179606,4114345,"PZ4.M1195Dr 1978PS3563.A255","fuzzymatch","McCaffrey, Anne.",,"New York|Ballantine Books|c1978.",1978,,"nyu",,,"Fiction","Dragonflight"
"mdp.39015035341463",204683,2910978,"PZ4.F234Dar3PS3556.A72","fuzzymatch","Farmer, Philip José.",,"New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.",1977,,"nyu",,,"Fiction","The dark design"
"uc1.b4585229",9493753,6378508,,"taggedfantasy",,,"Portmarnock [Ire.|Wolfhound Press|c1979.",1979,,"ie ",,"Irish authors|English fiction|Fantasy fiction, English","Fiction","Irish masters of fantasy : | an anthology with introduction and biographical essays"
"mdp.39015056894150",3855452,16538243,,"fuzzymatch","Preiss, Byron.",,"Toronto|New York|Bantam|1979.",1979,,"enk",,,"Fiction","Dragonworld"
"pst.000023842687",7497184,2899642,"PZ7.P6335Wg3x","taggedfantasy","Pinkwater, Daniel Manus,","1941-","New York|Dell|1976], c1975.",1976,,"xxu","P585wing 1976","Fantasy|Schools|New York (State)|New York|Fiction|Chinese","NotFiction","Wingman"
"mdp.39015010738097",287914,10523661,,"oclcid","Wibberley, Leonard,","1915-1983.","Toronto|New York|Bantam Books|1971, c1962.",1971,,"nyu",,,"Fiction","The mouse on the moon"
"mdp.39015008821251",123655,7915396,,"taggedfantasy","Donaldson, Stephen R.",,"New York|Ballantine Books|1978, c1977.",1978,,"nyu",,"Fantasy fiction","Fiction","The illearth war"
"mdp.39015005165686",270170,4591605,"PZ3.C551205Is 1979PR6005.L36","fuzzymatch","Clarke, Arthur C. (Arthur Charles),","1917-2008","Boston|Gregg Press|1979, c1952.",1979,,"mau",,,"Fiction","Islands in the sky"
"pst.000007408892",7039895,5362746,,"taggedfantasy",,,"New York|Jove Publications|1979, c1977.",1977,,"xx ",,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American","NotFiction","Whispers"
"mdp.39015059189590",4930726,91621,"PZ1.D36WarPS374.F27","taggedfantasy",,,"New York|G. P. Putnam|c1970.",1970,,"nyu",,"Fantasy fiction, American","Short stories","Warlocks and warriors"
"mdp.39015020724129",261088,9814606,,"fuzzymatch","McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,,"nyu",,,"NotFiction","Dragonquest"
"mdp.39015020735745",657280,730688,"PZ10.3A197Wat4","fuzzymatch","Adams, Richard,","1920-","New York|Macmillan|1974,c1972",1974,,"nyu",,,"Fiction","Watership Down | $c: [by] Richard Adams."
"pst.000007408625",12268544,668577,"PZ5.K4Fan","taggedfantasy","Kelley, Leo P.,",,"New York|McGraw-Hill|c1974.",1974,,"xx ",,"Fantasy fiction","NotFiction","Fantasy : | the literature of the marvelous"
"pst.000016174740",7056873,6807713,,"fuzzymatch","Cook, Glen.",,"New York|Berkley Books|1979.",1979,,"xx ",,,"NotFiction","A shadow of all night falling"
"pst.000012777891",7056980,446208,"PZ4.S4855NiPS3537.E654","taggedfantasy","Serling, Rod,","1924-1975","Toronto|New York|Bantam Books|1972].",1972,,"xxc",,"Fantasy fiction, American","NotFiction","Night gallery 2."
"mdp.39015011255661",1903284,13939148,,"taggedfantasy","Elwood, Roger,",,"New York|Trident Press|c1973",1973,,"nyu",,"Horror tales, American|Fantasy fiction, American","UnknownGenre","The berserkers."
"inu.30000007194081",7567059,240119,"PQ1685.E5U7 1970","taggedfantasy","Rabelais, François,","ca. 1490-1553?","London|Fraser Press|1970.",1970,,"enk",,"Gargantua (Legendary character)|Translations into English|Giants|Fantasy fiction, French|Fiction","NotFiction","Five books of the lives, heroic deeds and sayings of Gargantua and his son Pantagruel; | $c: translated into English by Sir Thomas Urquhart of Cromarty and Peter Antony Motteux."
"mdp.39015012296821",203089,9869368,,"fuzzymatch","Bradbury, Ray,","1920-2012.","Toronto|New York|Bantam Books|1976.",1976,,"onc",,,"Fiction","The machineries of joy : | short stories"
"pst.000007889585",12268396,7040015,,"taggedfantasy",,,"New York|Kensington|c1979.",1979,,"xx ",,"Fantasy fiction","Science fiction|NotFiction","Other worlds, 1"
"mdp.39015053238286",123734,2003526,,"taggedfantasy",,,"New York|Pyramid Books|1975-",0,1975,"nyu","v.1","Fantasy fiction","Fiction","Weird heroes"
"mdp.39015073820543",6082870,1940187,"PZ1.N2PS648.F3","taggedfantasy",,,"Sauk City, Wis.|Arkham House|1975.",1975,,"wiu",,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American","Short stories","Nameless places"
"mdp.39015010919192",255741,4493391,,"fuzzymatch","Zelazny, Roger.",,"Boston|Gregg Press|1979, c1970.",1979,,"mau",,,"Fiction","Nine princes in Amber"
"uc1.32106010493283",7108007,1803174,,"taggedfantasy","Le Guin, Ursula K.,","1929-","New York|Bantam Books|1975, c1968.",1975,,"nyu",,"Fantasy|Fiction|Magic","Fiction","A wizard of Earthsea"
"mdp.39015062063014",1230279,495122,"PZ3.L5395MePG7158.L39","fuzzymatch","Lem, Stanisław.",,"New York|Seabury Press|1973",1973,,"nyu",,,"Fiction","Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose."
"mdp.39076001176655",9921616,7969251,,"taggedfantasy","L'Engle, Madeleine.",,"New York|Dell|1976, c1973.",1976,,"nyu",,"Juvenile fiction|Fantasy","NotFiction","A wind in the door"
"mdp.39015019357808",120844,381277,,"fuzzymatch","Gerrold, David",,"New York|Ballantine|1971.",1971,,"nyu",,"Science fiction","NotFiction","The flying sorcerers"
"mdp.39015011684399",2479157,3162552,,"oclcid|fuzzymatch","Carrington, Leonora,","1917-2011.","London|Routledge & Kegan Paul|1977.",1977,,"enk",,,"Fiction","The hearing trumpet"
"mdp.39015046445832",1031490,159088,,"fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Atheneum|1971, t.p. 1980.",1971,,"   ",,"Fantastic fiction","NotFiction","The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty."
"mdp.39015019049371",1903216,128545,,"taggedfantasy","Haining, Peter.",,"New York|Taplinger|1970",1970,,"nyu",,"Fantasy fiction|Horror tales","UnknownGenre","The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury."
"mdp.39015010918665",456267,10763519,,"oclcid",,,"New York|Ace Fantasy Books|1984.",1984,,"nyu",,,"Fiction","Magicats!"
"mdp.39015010748435",431469,9393093,"PS3551.N73O5 1983","fuzzymatch","Anthony, Piers.",,"New York|Ballantine|c1983.",1983,,"nyu",,,"Fiction","On a pale horse"
"uc1.b4463156",9519085,5497422,,"fuzzymatch","Knight, Damon,","1922-2002","New York|Berkley Pub. : distributed by Putnam|c1980.",1980,,"nyu",,,"Fiction","The world and Thorinn"
"mdp.39015010391855",659302,11550070,"PS3505.O885M37 1985","oclcid","Courlander, Harold,","1908-1996.","New York|Crown|1985], c1983.",1983,,"nyu",,,"Fiction","The master of the forge : | a west African odyssey"
"pst.000012752874",6820628,8170095,"PS648.F3M3","taggedfantasy",,,"New York, N.Y.|Ace Books|c1981.",1981,,"xxu",,"Fiction|Magic|Fantasy fiction, American","NotFiction","The Magic may return"
"pst.000021750151",12257133,21262748,,"fuzzymatch","Park, Paul,","1954-","New York|Guild America Books|c1989.",1987,,"xxu",,,"NotFiction","The sugar festival"
"uc1.b4974688",837875,13498124,,"oclcid","Beauchemin, Yves,","1941-","New York|Henry Holt|1986.",1986,,"   ",,,"NotFiction","The alley cat : | a novel"
"mdp.39015013303212",284177,9146663,,"fuzzymatch","Lee, Tanith.",,"New York, N.Y.|Daw Books|1983.",1983,,"nyu",,,"Fiction","Red as blood, or, Tales from the Sisters Grimmer"
"uc1.32106018321460",7116116,6221778,,"fuzzymatch","Carroll, Jonathan,","1949-","New York|Viking Press|1980.",1980,,"nyu",,"Biographers|Fiction|Children's stories|Authorship|Biography as a literary form","Fiction","The land of laughs"
"mdp.39015019965972",2457854,11133709,"PR6057.R3264L36 1985","oclcid","Gray, Alasdair.",,"New York|G. Braziller|1985, c1981.",1985,,"nyu",,,"Fiction","Lanark : | a life in 4 books"
"mdp.39015066054712",3900649,20398572,,"taggedfantasy","Clayton, Jo.",,"New York?|Guild America Books|c1989.",1986,,"nyu",,"Fiction|Fantasy fiction, American|Slavery","Novel|Fantastic fiction","The Soul drinker"
"mdp.39015013272789",922064,13333538,"PS648.F3A47 1986","taggedfantasy",,,"New York|Garland Pub.|1986.",1986,,"nyu",,"Fantasy fiction, American|Historical fiction","Fiction|Bibliographies","Alternative histories : | eleven stories of the world as it might have been"
"mdp.39015056801932",3849201,18916463,,"fuzzymatch","Hodgell, P. C. (Patricia C.)",,"New York|Atheneum|1986], c1985.",1985,,"nyu",,,"Fiction","Dark of the moon"
"pst.000061658967",9813929,11824661,,"taggedfantasy","MacAvoy, R. A.",,"Garden City, N.Y.|Nelson Doubleday|c1984.",1984,,"nyu",,"Fantasy fiction, American","Fiction","A trio for lute"
"mdp.39015056894309",3855446,14104537,,"oclcid","Tilley, Patrick.",,"London|Severn House|1984, c1983.",1983,,"nyu",,,"Fiction","Cloud warrior"
"mdp.39015069174335",5429585,21436688,"PS3562.A557B9 1989","taggedfantasy","Lansdale, Joe R.,","1951-","Shingletown, CA.|Mark V. Ziesing|1989.",1989,,"cau",,"Horror tales, American|Fantasy fiction, American","Short stories","By bizarre hands : | stories"
"pst.000022355218",12275387,14108550,,"fuzzymatch","Gibson, William,","1948-","West Bloomfield, Mich.|Phantasia Press|1986.",1986,,"xx ",,,"NotFiction","Neuromancer"
"mdp.39076000986831",9921000,11763290,,"oclcid","Bradley, Marion Zimmer.",,"New York|Ballantine Books|1985.",1985,,"nyu",,,"Fiction","Night's daughter : | a novel"
"mdp.49015000704743",4452774,12945696,"PR6062.E4163D7 1986","taggedfantasy","Lee, Tanith.",,"Sauk City, WI|Arkham House|c1986.",1986,,"wiu",,"Fantasy fiction, English","Short stories","Dreams of dark and light : | the great short fiction"
