,dates,divergence
0,1880.98501984,0.01398697528742776
1,1881.1042658725,0.112268291380341
2,1881.712493785,0.25211733514781565
3,1880.545405895,0.24947674012634724
4,1879.5672554349999,0.2185571828664037
5,1881.7414808975,0.16225825955397866
6,1882.0187603625,0.3650448705538627
7,1880.2885912699999,0.4611388842264931
8,1880.6006448425,0.1680896851000948
9,1880.5188752125,0.3228973392344965
10,1880.3044307525001,0.18488823881671967
11,1880.78342569,0.270368078071622
12,1880.0520833325,0.1785277162936838
13,1881.407991,0.3238410272700023
14,1879.932935495,0.22931939956844616
15,1902.79861111,0.22337361547140755
16,1902.352430555,0.23312196622710757
17,1903.147569445,0.25697258484360364
18,1903.18923611,0.15288154415002575
19,1902.9791666649999,0.19261848474979548
20,1903.0763888875,0.2545260408811696
21,1902.4392361124999,0.3095176085527003
22,1902.2100694424998,0.19410869536167352
23,1903.039930555,0.26830747961413015
24,1902.6041666649999,0.31317749738292244
25,1902.7708333350001,0.2990787831545889
26,1901.9809027775,0.3102284137188368
27,1902.7690972225,0.29661066099529676
28,1902.4722222225,0.320534237748185
29,1902.8020833325,0.3180168220542988
30,1922.1440972225,0.2750100004323295
31,1921.5607638899999,0.3609140048726218
32,1922.2569444449998,0.2672015222943823
33,1922.0034722225,0.291633655631625
34,1921.8229166675,0.27075097928422975
35,1921.79340278,0.35212636275859044
36,1922.2326388850001,0.2879168741590329
37,1921.618055555,0.33902913781700306
38,1921.98090278,0.23727023719549545
39,1922.4322916675,0.2841893004091587
40,1922.225694445,0.3215004069346591
41,1921.7170138875,0.2621971502236957
42,1922.243055555,0.33286622870340143
43,1922.2256944424998,0.3493716619421654
44,1922.2812499975,0.32007641428273037
45,1937.0677083325,0.2674749950419807
46,1936.671875,0.24235717689683878
47,1936.6458333350001,0.19613287962299375
48,1935.880208335,0.1929088646324364
49,1936.484375,0.25254405223194587
50,1936.0763888875,0.22679273228381613
51,1937.20486111,0.2750982857570512
52,1936.26736111,0.5033460051152763
53,1935.772569445,0.34702554615916303
54,1936.7552083325,0.4039428035822099
55,1936.4739583325,0.3031707786154174
56,1936.90798611,0.296137569088295
57,1936.2170138875,0.3622015176408071
58,1937.0590277775,0.3157750651505329
59,1936.15625,0.4432255262470941
60,1953.913194445,0.35880995339473887
61,1953.9270833325002,0.1883485831286904
62,1953.515625,0.27491197790014654
63,1953.4479166675,0.2498653776273695
64,1953.5503472225,0.2597452881168365
65,1953.3628472225,0.27839857113611555
66,1953.4739583325,0.3079198984881675
67,1953.39236111,0.24672307164344254
68,1953.5104166675,0.3269852070217134
69,1953.76215278,0.2716709466649019
70,1953.1197916699998,0.3059842211897561
71,1953.5468749975003,0.221227302711694
72,1953.725694445,0.2765003978610088
73,1953.23263889,0.2902150189975521
74,1953.4548611075002,0.13040284637379318
75,1965.6527777775,0.2459142430086967
76,1964.836805555,0.22603667523569282
77,1965.508680555,0.2265707829074355
78,1965.1857638875001,0.2263465771852049
79,1964.87152778,0.21934955456747318
80,1965.265625,0.21022741002847578
81,1965.515625,0.20679901422702995
82,1965.1718749975,0.27441950521933867
83,1965.6128472225,0.2534580601795704
84,1965.2048611125,0.20133956646223705
85,1965.1666666675,0.25544224572425756
86,1964.6979166675,0.2553004070379078
87,1965.3802083350001,0.20897605420777343
88,1964.93923611,0.23081536448473172
89,1965.23263889,0.4170620943984943
90,1979.6423611100001,0.3178479843143558
91,1979.7187499975,0.27781078587518504
92,1979.54861111,0.35590563350503435
93,1979.4548611100001,0.2825034035375733
94,1979.6579861125,0.3448676802620525
95,1979.5503472225,0.24029054657371107
96,1979.6822916649999,0.27133094207514397
97,1979.6493055575,0.3517331012914362
98,1979.62326389,0.34067572912020916
99,1979.71875,0.36559920018978476
100,1979.86111111,0.20256241947076425
101,1979.7569444425,0.23890049949620518
102,1979.6267361125,0.23745306806945465
103,1979.631944445,0.2746730407740374
104,1979.4253472225,0.3257240191229961
105,1989.5972222225,0.32939469846658476
106,1989.7447916675,0.14382860772309192
107,1989.7013888875,0.13270247781927114
108,1989.6527777775,0.2051335912424085
109,1989.7291666649999,0.2268625698164458
110,1989.7100694425,0.28950858475473895
111,1989.76388889,0.17388683190390553
112,1989.7656250025002,0.28251675676221044
113,1989.600694445,0.22735433647124847
114,1989.5642361125,0.2086674903997654
115,1989.369791665,0.18316746288480223
116,1989.7534722225,0.277300266564523
117,1989.5381944424998,0.22829453215561524
118,1989.5659722225,0.24866608116245703
119,1989.6197916675,0.233693727080579
120,1999.1302083350001,0.18108970756896703
121,1999.243055555,0.21350730864371115
122,1999.289930555,0.13261709098279273
123,1999.4409722199998,0.04314473560580789
124,1999.26736111,0.16366027273210682
125,1999.288194445,0.18579776763647193
126,1999.243055555,0.13880922579230093
127,1999.0121527775,0.21737894914596456
128,1999.2604166674998,0.09981826160042861
129,1999.3697916649999,0.28426114249920076
130,1999.1076388875,0.25651695022176624
131,1999.2013888875,0.1372168020331399
132,1999.24826389,0.27545997220553586
133,1999.1875,0.03978484862423026
134,1999.4427083350001,0.1219515698786402
