docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title
dul1.ark+=13960=t50g4f66g_0,dul1.ark+=13960=t50g4f66g,71194,supernat,"Lytton, Edward Bulwer Lytton,",,,1863,1862,,,,A strange story
dul1.ark+=13960=t50g4f66g_1,dul1.ark+=13960=t50g4f66g,72831,supernat,"Lytton, Edward Bulwer Lytton,",,,1863,1862,,,,A strange story
dul1.ark+=13960=t50g4f66g_2,dul1.ark+=13960=t50g4f66g,70967,supernat,"Lytton, Edward Bulwer Lytton,",,,1863,1862,,,,A strange story
uc2.ark+=13960=t3fx74b36_0,uc2.ark+=13960=t3fx74b36,67789,supernat,"Silvani, Anita.",,Chicago;R. R. Donnelley & Sons Company;1906.,1906,1906,,,,The strange story of Ahrinziman
uc2.ark+=13960=t3fx74b36_1,uc2.ark+=13960=t3fx74b36,66678,supernat,"Silvani, Anita.",,Chicago;R. R. Donnelley & Sons Company;1906.,1906,1906,,,,The strange story of Ahrinziman
nyp.33433076087844_0,nyp.33433076087844,48029,supernat,"Hawthorne, Nathaniel,",London;Chapman and Hall;1852.,,1852,1852, ,,,The Blithedale romance
nyp.33433076087844_1,nyp.33433076087844,46616,supernat,"Hawthorne, Nathaniel,",London;Chapman and Hall;1852.,,1852,1852, ,,,The Blithedale romance
mdp.39015006960606,mdp.39015006960606,40606,sf_bailey,"Abbott, Edwin Abbott,",1838-1926.,New York|Barnes & Noble|1963,1963,1884,,Fourth dimension,NotFiction,"Flatland; | a romance of many dimensions, | $c: with illus. by the author, a square (Edwin A. Abbott) With introd. by William Garnett."
nyp.33433074792866_0,nyp.33433074792866,62915,sf_bailey,[Angelo],,New York;Hurst & co.;c1880,1880,1880,,,,The adventures of an atom
nyp.33433074792866_1,nyp.33433074792866,56390,sf_bailey,[Angelo],,New York;Hurst & co.;c1880,1880,1880,,,,The adventures of an atom
mdp.39015035490344_0,mdp.39015035490344,56873,sf_bailey,"Arnold, Edwin Lester Linden,",,New York;A. L. Burt co.;1890?,1890,1890,,,,The wonderful adventures of Phra the Phoenician
mdp.39015035490344_1,mdp.39015035490344,56853,sf_bailey,"Arnold, Edwin Lester Linden,",,New York;A. L. Burt co.;1890?,1890,1890,,,,The wonderful adventures of Phra the Phoenician
mdp.39015035490344_2,mdp.39015035490344,56520,sf_bailey,"Arnold, Edwin Lester Linden,",,New York;A. L. Burt co.;1890?,1890,1890,,,,The wonderful adventures of Phra the Phoenician
uc2.ark+=13960=t4mk65h9r_0,uc2.ark+=13960=t4mk65h9r,38783,sf_bailey,"Bennet, Robert Ames,",,Chicago;A. C. McClurg & Co.;1908.,1908,1908,,,,Into the primitive
uc2.ark+=13960=t4mk65h9r_1,uc2.ark+=13960=t4mk65h9r,39932,sf_bailey,"Bennet, Robert Ames,",,Chicago;A. C. McClurg & Co.;1908.,1908,1908,,,,Into the primitive
inu.32000001384124_0,inu.32000001384124,56857,sf_bailey,"Benson, Robert Hugh,",,London;Hutchinson;1911?,1911,1911,,,,The dawn of all
inu.32000001384124_1,inu.32000001384124,57786,sf_bailey,"Benson, Robert Hugh,",,London;Hutchinson;1911?,1911,1911,,,,The dawn of all
mdp.39015019922320,mdp.39015019922320,34885,sf_bailey,"Blanchard, Henry Percy,",,New York;Cochrane publishing company;1909.,1909,1909,,,,After the cataclysm;
dul1.ark+=13960=t1fj34z1f_0,dul1.ark+=13960=t1fj34z1f,29804,sf_bailey,"Lytton, Edward Bulwer Lytton,",,Edinburgh;London;W. Blackwood and sons;1871.,1871,1871,,Utopias,,The coming race
dul1.ark+=13960=t1fj34z1f_1,dul1.ark+=13960=t1fj34z1f,31317,sf_bailey,"Lytton, Edward Bulwer Lytton,",,Edinburgh;London;W. Blackwood and sons;1871.,1871,1871,,Utopias,,The coming race
dul1.ark+=13960=t3jw91q2r_0,dul1.ark+=13960=t3jw91q2r,38469,sf_bailey,"Butler, Samuel,",,London;Tr?_bner & Co. ...;1872.,1872,1872,,Utopias,,"Erewhon, or, Over the range"
dul1.ark+=13960=t3jw91q2r_1,dul1.ark+=13960=t3jw91q2r,39459,sf_bailey,"Butler, Samuel,",,London;Tr?_bner & Co. ...;1872.,1872,1872,,Utopias,,"Erewhon, or, Over the range"
mdp.39015063542149_0,mdp.39015063542149,29093,sf_bailey,"Collins, Wilkie,",,London;Chatto & Windus;1883.,1883,1883,v.3,,,Heart and science;
mdp.39015063542149_1,mdp.39015063542149,40227,sf_bailey,"Collins, Wilkie,",,London;Chatto & Windus;1883.,1883,1883,v.3,,,Heart and science;
hvd.32044009637083,hvd.32044009637083,53388,sf_bailey,"Fowler, George.",,Baltimore;Printed and sold by A. Miltenberger;1813.,1813,1813,,"Voyages, Imaginary;Moon",,"A flight to the moon, or, The vision of Randalthus"
mdp.39015003686816_0,mdp.39015003686816,46267,sf_bailey,"Freeman, R. Austin (Richard Austin),",1862-1943.,"New York|Dodd, Mead & co.|1930.",1930,1912,,,Fiction,"The mystery of 31, New inn, | $c: by R. Austin Freeman."
mdp.39015003686816_1,mdp.39015003686816,47332,sf_bailey,"Freeman, R. Austin (Richard Austin),",1862-1943.,"New York|Dodd, Mead & co.|1930.",1930,1912,,,Fiction,"The mystery of 31, New inn, | $c: by R. Austin Freeman."
mdp.39015015233953_0,mdp.39015015233953,38291,sf_bailey,"Gillmore, Inez Haynes,",1873-1970.,"New York, NY|New American Library|1988.",1988,1914,,,Fiction,Angel Island / | $c: by Inez Haynes Gillmore ; introduction by Ursula K. Le Guin.
mdp.39015015233953_1,mdp.39015015233953,38730,sf_bailey,"Gillmore, Inez Haynes,",1873-1970.,"New York, NY|New American Library|1988.",1988,1914,,,Fiction,Angel Island / | $c: by Inez Haynes Gillmore ; introduction by Ursula K. Le Guin.
mdp.39015000619554,mdp.39015000619554,53103,sf_bailey,"Greer, Tom.",,New York|Arno Press|1975.,1975,1887,,,Fiction,A modern Daedalus.
dul1.ark+=13960=t2h713c5c_0,dul1.ark+=13960=t2h713c5c,50040,sf_bailey,"Griffith, George Chetwynd.",,"London;Simpkin, Marshall, Hamilton, Kent and Co.;1897.",1897,1894,,"Utopias;Robinson, Ernest;Provenance",,Olga Romanoff
dul1.ark+=13960=t2h713c5c_1,dul1.ark+=13960=t2h713c5c,51885,sf_bailey,"Griffith, George Chetwynd.",,"London;Simpkin, Marshall, Hamilton, Kent and Co.;1897.",1897,1894,,"Utopias;Robinson, Ernest;Provenance",,Olga Romanoff
dul1.ark+=13960=t2h713c5c_2,dul1.ark+=13960=t2h713c5c,46597,sf_bailey,"Griffith, George Chetwynd.",,"London;Simpkin, Marshall, Hamilton, Kent and Co.;1897.",1897,1894,,"Utopias;Robinson, Ernest;Provenance",,Olga Romanoff
coo.31924013476480_0,coo.31924013476480,47686,sf_bailey,"Haggard, H. Rider",,Leipzig;B. Tauchnitz;1886.,1886,1885,,,,King Solomon's mines
coo.31924013476480_1,coo.31924013476480,48359,sf_bailey,"Haggard, H. Rider",,Leipzig;B. Tauchnitz;1886.,1886,1885,,,,King Solomon's mines
mdp.39015005277770,mdp.39015005277770,56662,sf_bailey,"Hardy, Thomas,",,Leipzig;B. Tauchnitz;1883.,1883,1882,v.2,,,Two on a tower
uc1.32106014427691_0,uc1.32106014427691,55487,sf_bailey,"Holmes, Oliver Wendell,",,New York;Grosset and Dunlap;1883.,1883,1861,,,,Elsie Venner;
uc1.32106014427691_1,uc1.32106014427691,58239,sf_bailey,"Holmes, Oliver Wendell,",,New York;Grosset and Dunlap;1883.,1883,1861,,,,Elsie Venner;
uc1.32106014427691_2,uc1.32106014427691,55506,sf_bailey,"Holmes, Oliver Wendell,",,New York;Grosset and Dunlap;1883.,1883,1861,,,,Elsie Venner;
nyp.33433074875745,nyp.33433074875745,48431,sf_bailey,"MacDonald, George,",,"London;Smith, Elder and Co.;1864.",1864,1860,,English fiction;Scottish authors,,The portent
uc1.$b440754,uc1.$b440754,10474,sf_bailey,"Mitchell, John Ames,",,New York;F. A. Stokes;1891.,1891,1889,,,,The last American
dul1.ark+=13960=t7cr6hc61_0,dul1.ark+=13960=t7cr6hc61,46537,sf_bailey,"Morris, William,",,London;Reeves & Turner;1891.,1891,1890,,"Utopias;Buckhurst, Helen Macmillan;Provenance",,News from nowhere
dul1.ark+=13960=t7cr6hc61_1,dul1.ark+=13960=t7cr6hc61,46087,sf_bailey,"Morris, William,",,London;Reeves & Turner;1891.,1891,1890,,"Utopias;Buckhurst, Helen Macmillan;Provenance",,News from nowhere
nyp.33433075746960_0,nyp.33433075746960,53667,sf_bailey,"Shelley, Mary Wollstonecraft,","Philadelphia;Carey, Lea and Blanchard;1833.",,1833,1826,v. 1,,,The last man
nyp.33433075746960_1,nyp.33433075746960,57232,sf_bailey,"Shelley, Mary Wollstonecraft,","Philadelphia;Carey, Lea and Blanchard;1833.",,1833,1826,v. 1,,,The last man
uiuo.ark+=13960=t6c25j15x_0,uiuo.ark+=13960=t6c25j15x,32903,sf_bailey,"Shelley, Mary Wollstonecraft,",,London;H. Colburn;1826.,1826,1826,v.2,,,The last man
uiuo.ark+=13960=t6c25j15x_1,uiuo.ark+=13960=t6c25j15x,31997,sf_bailey,"Shelley, Mary Wollstonecraft,",,London;H. Colburn;1826.,1826,1826,v.2,,,The last man
hvd.32044020321865_0,hvd.32044020321865,103173,detective,"Vidocq, Eugène François,",,,1834,1829,,,,Memoirs of Vidocq
hvd.32044020321865_1,hvd.32044020321865,108184,detective,"Vidocq, Eugène François,",,,1834,1829,,,,Memoirs of Vidocq
hvd.32044020321865_2,hvd.32044020321865,102229,detective,"Vidocq, Eugène François,",,,1834,1829,,,,Memoirs of Vidocq
hvd.32044020321865_3,hvd.32044020321865,96273,detective,"Vidocq, Eugène François,",,,1834,1829,,,,Memoirs of Vidocq
uc2.ark+=13960=t0bv79z1x_0,uc2.ark+=13960=t0bv79z1x,56933,detective,"Poe, Edgar Allan,",1809.0,London;Sid,1909,1845,,,,Selected tales of mystery
uc2.ark+=13960=t0bv79z1x_1,uc2.ark+=13960=t0bv79z1x,57315,detective,"Poe, Edgar Allan,",1809.0,London;Sid,1909,1845,,,,Selected tales of mystery
nyp.33433074954748_0,nyp.33433074954748,107624,detective,"Dickens, Charles,",1812.0,London;A. ,1904,1853,,,,Bleak house
nyp.33433074954748_1,nyp.33433074954748,106030,detective,"Dickens, Charles,",1812.0,London;A. ,1904,1853,,,,Bleak house
nyp.33433074954748_2,nyp.33433074954748,106113,detective,"Dickens, Charles,",1812.0,London;A. ,1904,1853,,,,Bleak house
nyp.33433074954748_3,nyp.33433074954748,107132,detective,"Dickens, Charles,",1812.0,London;A. ,1904,1853,,,,Bleak house
nyp.33433074929393_0,nyp.33433074929393,51991,detective,"Williams, John Babbington",1827.0,New York;D,1865,1865,,Detectives,,Leaves from the note-book
nyp.33433074929393_1,nyp.33433074929393,54591,detective,"Williams, John Babbington",1827.0,New York;D,1865,1865,,Detectives,,Leaves from the note-book
nyp.33433074929393_2,nyp.33433074929393,51294,detective,"Williams, John Babbington",1827.0,New York;D,1865,1865,,Detectives,,Leaves from the note-book
uc1.32106006960592_0,uc1.32106006960592,50846,detective,"Gaboriau, Emile,",1832.0,New York;S,1905,1866,,,,The widow Lerouge
uc1.32106006960592_1,uc1.32106006960592,51062,detective,"Gaboriau, Emile,",1832.0,New York;S,1905,1866,,,,The widow Lerouge
uc1.32106006960592_2,uc1.32106006960592,48937,detective,"Gaboriau, Emile,",1832.0,New York;S,1905,1866,,,,The widow Lerouge
mdp.39015030307881_0,mdp.39015030307881,62006,detective,"Gaboriau, Emile,",1832.0,Boston;Lit,1899,1867,,,,File no. 113
mdp.39015030307881_1,mdp.39015030307881,62344,detective,"Gaboriau, Emile,",1832.0,Boston;Lit,1899,1867,,,,File no. 113
mdp.39015030307881_2,mdp.39015030307881,61767,detective,"Gaboriau, Emile,",1832.0,Boston;Lit,1899,1867,,,,File no. 113
nyp.33433075833354_0,nyp.33433075833354,63585,detective,"Gaboriau, Emile,",1832.0,New York;C,1906,1867,,,,The mystery of Orcival
nyp.33433075833354_1,nyp.33433075833354,65337,detective,"Gaboriau, Emile,",1832.0,New York;C,1906,1867,,,,The mystery of Orcival
inu.30000007708815_0,inu.30000007708815,77258,detective,"Collins, Wilkie,",1824.0,New York;H,1868,1868,,,,The moonstone
inu.30000007708815_1,inu.30000007708815,80125,detective,"Collins, Wilkie,",1824.0,New York;H,1868,1868,,,,The moonstone
inu.30000007708815_2,inu.30000007708815,80898,detective,"Collins, Wilkie,",1824.0,New York;H,1868,1868,,,,The moonstone
uiuo.ark+=13960=t3223k32d,uiuo.ark+=13960=t3223k32d,57502,detective,"Speight, T. W.",1830.0,London;Tin,1869,1868,v.2,,,Under lock and key; a sto
uc1.b3386909_0,uc1.b3386909,82303,detective,"McWatters, George S",1812.0,Hartford;J,1871,1871,,Detectives,,Knots untied
uc1.b3386909_1,uc1.b3386909,84224,detective,"McWatters, George S",1812.0,Hartford;J,1871,1871,,Detectives,,Knots untied
uc1.b3386909_2,uc1.b3386909,85554,detective,"McWatters, George S",1812.0,Hartford;J,1871,1871,,Detectives,,Knots untied
njp.32101067344661_0,njp.32101067344661,65076,detective,"Le Fanu, Joseph Sheridan,",1814.0,Philadelph,1871,1871,,Irish fict,,Checkmate
njp.32101067344661_1,njp.32101067344661,67817,detective,"Le Fanu, Joseph Sheridan,",1814.0,Philadelph,1871,1871,,Irish fict,,Checkmate
njp.32101067344661_2,njp.32101067344661,63294,detective,"Le Fanu, Joseph Sheridan,",1814.0,Philadelph,1871,1871,,Irish fict,,Checkmate
uc2.ark+=13960=t43r0q389_0,uc2.ark+=13960=t43r0q389,36825,detective,"Pinkerton, Allan,",1819.0,New York;G,1903,1875,,Detectives,,The somnambulist and the 
uc2.ark+=13960=t43r0q389_1,uc2.ark+=13960=t43r0q389,38056,detective,"Pinkerton, Allan,",1819.0,New York;G,1903,1875,,Detectives,,The somnambulist and the 
nyp.33433075818801_0,nyp.33433075818801,66328,detective,"Du Boisgobey, Fortun?,",1821.0,Philadelph,1876,1875,,French fic,,The golden tress
nyp.33433075818801_1,nyp.33433075818801,67077,detective,"Du Boisgobey, Fortun?,",1821.0,Philadelph,1876,1875,,French fic,,The golden tress
uc2.ark+=13960=t9474d81g_0,uc2.ark+=13960=t9474d81g,61910,detective,"Russell, William Clark,",1844.0,London;Cha,1898,1876,,,,Is he the man?
uc2.ark+=13960=t9474d81g_1,uc2.ark+=13960=t9474d81g,61903,detective,"Russell, William Clark,",1844.0,London;Cha,1898,1876,,,,Is he the man?
uc2.ark+=13960=t9474d81g_2,uc2.ark+=13960=t9474d81g,75074,detective,"Russell, William Clark,",1844.0,London;Cha,1898,1876,,,,Is he the man?
njp.32101068784931_0,njp.32101068784931,46514,detective,"Pinkerton, Allan,",1819.0,New York;G,1900,1878,,Correspond,,Criminal reminiscences an
njp.32101068784931_1,njp.32101068784931,50341,detective,"Pinkerton, Allan,",1819.0,New York;G,1900,1878,,Correspond,,Criminal reminiscences an
mdp.39015035566440_0,mdp.39015035566440,65382,detective,"Green, Anna Katharine,",1846.0,New York;A,1906,1878,,,,The Leavenworth case
mdp.39015035566440_1,mdp.39015035566440,69113,detective,"Green, Anna Katharine,",1846.0,New York;A,1906,1878,,,,The Leavenworth case
uc2.ark+=13960=t5bc3wr6q_0,uc2.ark+=13960=t5bc3wr6q,54330,detective,"Pinkerton, Allan,",1819.0,New York;G,1879,1879,,Detectives,,Mississippi outlaws and t
uc2.ark+=13960=t5bc3wr6q_1,uc2.ark+=13960=t5bc3wr6q,57686,detective,"Pinkerton, Allan,",1819.0,New York;G,1879,1879,,Detectives,,Mississippi outlaws and t
mdp.39015031447595_0,mdp.39015031447595,30453,detective,"Pinkerton, Allan,",1819.0,New York;D,1880,1880,,Detectives,,Bucholz and the detective
mdp.39015031447595_1,mdp.39015031447595,31485,detective,"Pinkerton, Allan,",1819.0,New York;D,1880,1880,,Detectives,,Bucholz and the detective
uva.x030832557_0,uva.x030832557,40095,detective,"Aldrich, Thomas Bailey,",1836.0,Boston;Hou,1897,1880,v.6 1897,,,The stillwater tragedy
uva.x030832557_1,uva.x030832557,36923,detective,"Aldrich, Thomas Bailey,",1836.0,Boston;Hou,1897,1880,v.6 1897,,,The stillwater tragedy
uc1.$b813836_0,uc1.$b813836,49052,detective,"Pinkerton, Allan,",1819.0,New York;D,1909,1881,,Detectives,,The rail-road forger and 
uc1.$b813836_1,uc1.$b813836,48706,detective,"Pinkerton, Allan,",1819.0,New York;D,1909,1881,,Detectives,,The rail-road forger and 
uc1.b318291_0,uc1.b318291,31035,detective,"Du Boisgobey, Fortuné,",1821.0,London;Viz,1887,1883,,,,The detective's eye ;
uc1.b318291_1,uc1.b318291,32158,detective,"Du Boisgobey, Fortuné,",1821.0,London;Viz,1887,1883,,,,The detective's eye ;
uc2.ark+=13960=t5n874v29_0,uc2.ark+=13960=t5n874v29,45473,detective,"Lynch, Lawrence L.",1853.0,Chicago;A.,1886,1885,,,,"Dangerous ground, or, The"
uc2.ark+=13960=t5n874v29_1,uc2.ark+=13960=t5n874v29,48264,detective,"Lynch, Lawrence L.",1853.0,Chicago;A.,1886,1885,,,,"Dangerous ground, or, The"
uc2.ark+=13960=t5n874v29_2,uc2.ark+=13960=t5n874v29,45758,detective,"Lynch, Lawrence L.",1853.0,Chicago;A.,1886,1885,,,,"Dangerous ground, or, The"
njp.32101063580268_0,njp.32101063580268,56727,detective,"Hume, Fergus,",1859.0,London;Jar,1900,1886,,,,The mystery of a hansom c
njp.32101063580268_1,njp.32101063580268,58506,detective,"Hume, Fergus,",1859.0,London;Jar,1900,1886,,,,The mystery of a hansom c
njp.32101068784923_0,njp.32101068784923,56304,detective,"Pinkerton, Allan,",1819.0,New York;D,1900,1886,,Correspond,,Professional thieves and 
njp.32101068784923_1,njp.32101068784923,58590,detective,"Pinkerton, Allan,",1819.0,New York;D,1900,1886,,Correspond,,Professional thieves and 
njp.32101068784923_2,njp.32101068784923,65880,detective,"Pinkerton, Allan,",1819.0,New York;D,1900,1886,,Correspond,,Professional thieves and 
uc1.b4107807_0,uc1.b4107807,58026,detective,"Doyle, Arthur Conan,",1859.0,New York;P,1914,1887,(copy 1),,,A study in scarlet
uc1.b4107807_1,uc1.b4107807,65364,detective,"Doyle, Arthur Conan,",1859.0,New York;P,1914,1887,(copy 1),,,A study in scarlet
uc2.ark+=13960=t1gh9jr4d_0,uc2.ark+=13960=t1gh9jr4d,40661,detective,"Haggard, H. Rider",1856.0,London;Spe,1888,1888,,,,Mr. Meeson's will
uc2.ark+=13960=t1gh9jr4d_1,uc2.ark+=13960=t1gh9jr4d,42693,detective,"Haggard, H. Rider",1856.0,London;Spe,1888,1888,,,,Mr. Meeson's will
uva.x001307832_0,uva.x001307832,46395,detective,"Green, Anna Katharine,",1846.0,New York;G,1906,1888,,,,Behind closed doors
uva.x001307832_1,uva.x001307832,48153,detective,"Green, Anna Katharine,",1846.0,New York;G,1906,1888,,,,Behind closed doors
uva.x001307832_2,uva.x001307832,46400,detective,"Green, Anna Katharine,",1846.0,New York;G,1906,1888,,,,Behind closed doors
uc1.b4105364,uc1.b4105364,50491,detective,"Zangwill, Israel,",1864.0,Chicago;Ra,1895,1892,,,,The big bow mystery
mdp.39015049217741_0,mdp.39015049217741,60487,detective,"Doyle, Arthur Conan,",1859.0,New York;H,1892,1892,,,,Adventures of Sherlock Ho
mdp.39015049217741_1,mdp.39015049217741,66654,detective,"Doyle, Arthur Conan,",1859.0,New York;H,1892,1892,,,,Adventures of Sherlock Ho
uc1.b4105459_0,uc1.b4105459,34570,detective,"Morrison, Arthur,",1863.0,New York;H,1907,1894,,,,"Martin Hewitt, investigat"
uc1.b4105459_1,uc1.b4105459,35142,detective,"Morrison, Arthur,",1863.0,New York;H,1907,1894,,,,"Martin Hewitt, investigat"
nyp.33433075765705_0,nyp.33433075765705,35855,detective,"Pemberton, Max,",1863.0,London;War,1894,1894,,Fiction;Je,,Jewel mysteries I have kn
nyp.33433075765705_1,nyp.33433075765705,40474,detective,"Pemberton, Max,",1863.0,London;War,1894,1894,,Fiction;Je,,Jewel mysteries I have kn
mdp.39015011950766_0,mdp.39015011950766,30420,detective,"Post, Melville Davisson,",1869.0,New York [,1896,1896,,,,The strange schemes of Ra
mdp.39015011950766_1,mdp.39015011950766,29956,detective,"Post, Melville Davisson,",1869.0,New York [,1896,1896,,,,The strange schemes of Ra
nyp.33433074915269_0,nyp.33433074915269,35390,detective,"Morrison, Arthur,",1863.0,London;War,1897,1897,,English fi,,The Dorrington deed-box
nyp.33433074915269_1,nyp.33433074915269,37755,detective,"Morrison, Arthur,",1863.0,London;War,1897,1897,,English fi,,The Dorrington deed-box
