docid	htid	totaltokens	skipped_pages	path
../data/uc1.32106002168356_0	uc1.32106002168356	62664	0	../data/uc1.32106002168356_0.tsv
../data/uc1.32106002168356_1	uc1.32106002168356	60901	0	../data/uc1.32106002168356_1.tsv
../data/uc1.32106002168356_2	uc1.32106002168356	58348	0	../data/uc1.32106002168356_2.tsv
../data/mdp.39015063246667_0	mdp.39015063246667	48343	0	../data/mdp.39015063246667_0.tsv
../data/mdp.39015063246667_1	mdp.39015063246667	49566	0	../data/mdp.39015063246667_1.tsv
../data/mdp.39015063246667_2	mdp.39015063246667	45155	0	../data/mdp.39015063246667_2.tsv
../data/inu.30000029816976_0	inu.30000029816976	69204	0	../data/inu.30000029816976_0.tsv
../data/inu.30000029816976_1	inu.30000029816976	72820	0	../data/inu.30000029816976_1.tsv
../data/inu.30000029816976_2	inu.30000029816976	73152	0	../data/inu.30000029816976_2.tsv
../data/mdp.39015061154988_0	mdp.39015061154988	52314	0	../data/mdp.39015061154988_0.tsv
../data/mdp.39015061154988_1	mdp.39015061154988	55566	0	../data/mdp.39015061154988_1.tsv
../data/uva.x030592837_0	uva.x030592837	53386	0	../data/uva.x030592837_0.tsv
../data/uva.x030592837_1	uva.x030592837	53962	0	../data/uva.x030592837_1.tsv
../data/pst.000043321285_0	pst.000043321285	55321	0	../data/pst.000043321285_0.tsv
../data/pst.000043321285_1	pst.000043321285	62530	0	../data/pst.000043321285_1.tsv
../data/mdp.39015073909411_0	mdp.39015073909411	65284	0	../data/mdp.39015073909411_0.tsv
../data/mdp.39015073909411_1	mdp.39015073909411	63182	0	../data/mdp.39015073909411_1.tsv
../data/uc1.b3347098_0	uc1.b3347098	46140	0	../data/uc1.b3347098_0.tsv
../data/uc1.b3347098_1	uc1.b3347098	46839	0	../data/uc1.b3347098_1.tsv
../data/uc1.b3347098_2	uc1.b3347098	46903	0	../data/uc1.b3347098_2.tsv
../data/mdp.39015070756823_0	mdp.39015070756823	56300	0	../data/mdp.39015070756823_0.tsv
../data/mdp.39015070756823_1	mdp.39015070756823	52675	0	../data/mdp.39015070756823_1.tsv
../data/uc1.$b660183_0	uc1.$b660183	50541	0	../data/uc1.$b660183_0.tsv
../data/uc1.$b660183_1	uc1.$b660183	49893	0	../data/uc1.$b660183_1.tsv
../data/uc1.$b660183_2	uc1.$b660183	50083	0	../data/uc1.$b660183_2.tsv
../data/uc2.ark+=13960=t8hd7qw4q_0	uc2.ark+=13960=t8hd7qw4q	56224	0	../data/uc2.ark+=13960=t8hd7qw4q_0.tsv
../data/uc2.ark+=13960=t8hd7qw4q_1	uc2.ark+=13960=t8hd7qw4q	58033	0	../data/uc2.ark+=13960=t8hd7qw4q_1.tsv
../data/mdp.39015053478874_0	mdp.39015053478874	66059	0	../data/mdp.39015053478874_0.tsv
../data/mdp.39015053478874_1	mdp.39015053478874	60331	0	../data/mdp.39015053478874_1.tsv
../data/mdp.39015053478874_2	mdp.39015053478874	64282	0	../data/mdp.39015053478874_2.tsv
../data/dul1.ark+=13960=t3dz0xh78_0	dul1.ark+=13960=t3dz0xh78	48355	0	../data/dul1.ark+=13960=t3dz0xh78_0.tsv
../data/dul1.ark+=13960=t3dz0xh78_1	dul1.ark+=13960=t3dz0xh78	48862	0	../data/dul1.ark+=13960=t3dz0xh78_1.tsv
../data/uc1.b3324205_0	uc1.b3324205	67712	0	../data/uc1.b3324205_0.tsv
../data/uc1.b3324205_1	uc1.b3324205	66488	0	../data/uc1.b3324205_1.tsv
../data/mdp.39015003449231	mdp.39015003449231	56322	0	../data/mdp.39015003449231.tsv
../data/mdp.39015016446950	mdp.39015016446950	53282	0	../data/mdp.39015016446950.tsv
../data/uc1.32106015585968_0	uc1.32106015585968	35927	0	../data/uc1.32106015585968_0.tsv
../data/uc1.32106015585968_1	uc1.32106015585968	38342	0	../data/uc1.32106015585968_1.tsv
../data/mdp.39015058070189_0	mdp.39015058070189	37615	0	../data/mdp.39015058070189_0.tsv
../data/mdp.39015058070189_1	mdp.39015058070189	40087	0	../data/mdp.39015058070189_1.tsv
../data/mdp.39015010914946_0	mdp.39015010914946	51710	0	../data/mdp.39015010914946_0.tsv
../data/mdp.39015010914946_1	mdp.39015010914946	50909	0	../data/mdp.39015010914946_1.tsv
../data/mdp.39015010914946_2	mdp.39015010914946	48665	0	../data/mdp.39015010914946_2.tsv
../data/mdp.39015030856978	mdp.39015030856978	35238	0	../data/mdp.39015030856978.tsv
../data/uc1.32106014218637_0	uc1.32106014218637	49580	0	../data/uc1.32106014218637_0.tsv
../data/uc1.32106014218637_1	uc1.32106014218637	47137	0	../data/uc1.32106014218637_1.tsv
../data/uc1.32106014218637_2	uc1.32106014218637	49237	0	../data/uc1.32106014218637_2.tsv
../data/mdp.39015057167572_0	mdp.39015057167572	52055	0	../data/mdp.39015057167572_0.tsv
../data/mdp.39015057167572_1	mdp.39015057167572	51654	0	../data/mdp.39015057167572_1.tsv
../data/uva.x030802527	uva.x030802527	27861	0	../data/uva.x030802527.tsv
../data/mdp.39015057976790_0	mdp.39015057976790	72619	0	../data/mdp.39015057976790_0.tsv
../data/mdp.39015057976790_1	mdp.39015057976790	71512	0	../data/mdp.39015057976790_1.tsv
../data/mdp.39015057976790_2	mdp.39015057976790	72184	0	../data/mdp.39015057976790_2.tsv
../data/uc1.$b104019	uc1.$b104019	42702	0	../data/uc1.$b104019.tsv
../data/mdp.39015063542180_0	mdp.39015063542180	48043	0	../data/mdp.39015063542180_0.tsv
../data/mdp.39015063542180_1	mdp.39015063542180	47628	0	../data/mdp.39015063542180_1.tsv
../data/mdp.39015063542180_2	mdp.39015063542180	46149	0	../data/mdp.39015063542180_2.tsv
../data/pst.000024653916_0	pst.000024653916	42677	0	../data/pst.000024653916_0.tsv
../data/pst.000024653916_1	pst.000024653916	43351	0	../data/pst.000024653916_1.tsv
../data/uc1.b3324361	uc1.b3324361	57194	0	../data/uc1.b3324361.tsv
../data/uc1.$b259681_0	uc1.$b259681	54998	0	../data/uc1.$b259681_0.tsv
../data/uc1.$b259681_1	uc1.$b259681	56410	0	../data/uc1.$b259681_1.tsv
../data/uc1.$b259681_2	uc1.$b259681	53738	0	../data/uc1.$b259681_2.tsv
../data/mdp.39015005093474_0	mdp.39015005093474	43844	0	../data/mdp.39015005093474_0.tsv
../data/mdp.39015005093474_1	mdp.39015005093474	43511	0	../data/mdp.39015005093474_1.tsv
../data/mdp.39015047476265_0	mdp.39015047476265	54699	0	../data/mdp.39015047476265_0.tsv
../data/mdp.39015047476265_1	mdp.39015047476265	59442	0	../data/mdp.39015047476265_1.tsv
../data/mdp.39015047476265_2	mdp.39015047476265	57103	0	../data/mdp.39015047476265_2.tsv
../data/mdp.39015033397988_0	mdp.39015033397988	87525	0	../data/mdp.39015033397988_0.tsv
../data/mdp.39015033397988_1	mdp.39015033397988	87103	0	../data/mdp.39015033397988_1.tsv
../data/mdp.39015033397988_2	mdp.39015033397988	85201	0	../data/mdp.39015033397988_2.tsv
../data/mdp.39015010728999_0	mdp.39015010728999	66487	0	../data/mdp.39015010728999_0.tsv
../data/mdp.39015010728999_1	mdp.39015010728999	66771	0	../data/mdp.39015010728999_1.tsv
../data/mdp.39015010728999_2	mdp.39015010728999	68277	0	../data/mdp.39015010728999_2.tsv
../data/uc1.$b299909_0	uc1.$b299909	39199	0	../data/uc1.$b299909_0.tsv
../data/uc1.$b299909_1	uc1.$b299909	38094	0	../data/uc1.$b299909_1.tsv
../data/uc2.ark+=13960=fk22b8vg5s_0	uc2.ark+=13960=fk22b8vg5s	33768	0	../data/uc2.ark+=13960=fk22b8vg5s_0.tsv
../data/uc2.ark+=13960=fk22b8vg5s_1	uc2.ark+=13960=fk22b8vg5s	33865	0	../data/uc2.ark+=13960=fk22b8vg5s_1.tsv
../data/uc1.32106015190207_0	uc1.32106015190207	78944	0	../data/uc1.32106015190207_0.tsv
../data/uc1.32106015190207_1	uc1.32106015190207	80105	0	../data/uc1.32106015190207_1.tsv
../data/uc1.32106015190207_2	uc1.32106015190207	75985	0	../data/uc1.32106015190207_2.tsv
../data/mdp.39015014137635	mdp.39015014137635	49084	0	../data/mdp.39015014137635.tsv
../data/mdp.39015021071926_0	mdp.39015021071926	53533	0	../data/mdp.39015021071926_0.tsv
../data/mdp.39015021071926_1	mdp.39015021071926	54409	0	../data/mdp.39015021071926_1.tsv
../data/mdp.39015021071926_2	mdp.39015021071926	52953	0	../data/mdp.39015021071926_2.tsv
../data/uiuo.ark+=13960=t06w9ms37	uiuo.ark+=13960=t06w9ms37	37242	0	../data/uiuo.ark+=13960=t06w9ms37.tsv
../data/uc1.32106006504143_0	uc1.32106006504143	57960	0	../data/uc1.32106006504143_0.tsv
../data/uc1.32106006504143_1	uc1.32106006504143	59533	0	../data/uc1.32106006504143_1.tsv
../data/mdp.39015058806400_0	mdp.39015058806400	49152	0	../data/mdp.39015058806400_0.tsv
../data/mdp.39015058806400_1	mdp.39015058806400	47636	0	../data/mdp.39015058806400_1.tsv
../data/uc2.ark+=13960=t9h41k936_0	uc2.ark+=13960=t9h41k936	52105	0	../data/uc2.ark+=13960=t9h41k936_0.tsv
../data/uc2.ark+=13960=t9h41k936_1	uc2.ark+=13960=t9h41k936	53003	0	../data/uc2.ark+=13960=t9h41k936_1.tsv
../data/uc1.$b129195	uc1.$b129195	34622	0	../data/uc1.$b129195.tsv
../data/uc1.$b703632	uc1.$b703632	41894	0	../data/uc1.$b703632.tsv
../data/njp.32101020949853_0	njp.32101020949853	40990	0	../data/njp.32101020949853_0.tsv
../data/njp.32101020949853_1	njp.32101020949853	41150	0	../data/njp.32101020949853_1.tsv
../data/nyp.33433074915350_0	nyp.33433074915350	54980	0	../data/nyp.33433074915350_0.tsv
../data/nyp.33433074915350_1	nyp.33433074915350	54115	0	../data/nyp.33433074915350_1.tsv
../data/uc1.b3184273_0	uc1.b3184273	52996	0	../data/uc1.b3184273_0.tsv
../data/uc1.b3184273_1	uc1.b3184273	58104	0	../data/uc1.b3184273_1.tsv
../data/mdp.49015000671074_0	mdp.49015000671074	36778	0	../data/mdp.49015000671074_0.tsv
../data/mdp.49015000671074_1	mdp.49015000671074	36842	0	../data/mdp.49015000671074_1.tsv
../data/nyp.33433075742837_0	nyp.33433075742837	53126	0	../data/nyp.33433075742837_0.tsv
../data/nyp.33433075742837_1	nyp.33433075742837	53777	0	../data/nyp.33433075742837_1.tsv
../data/pst.000066629801_0	pst.000066629801	53952	0	../data/pst.000066629801_0.tsv
../data/pst.000066629801_1	pst.000066629801	54488	0	../data/pst.000066629801_1.tsv
../data/pst.000066629801_2	pst.000066629801	52914	0	../data/pst.000066629801_2.tsv
../data/uc1.b3295175_0	uc1.b3295175	64522	0	../data/uc1.b3295175_0.tsv
../data/uc1.b3295175_1	uc1.b3295175	65833	0	../data/uc1.b3295175_1.tsv
../data/mdp.39015061381797	mdp.39015061381797	32025	0	../data/mdp.39015061381797.tsv
../data/pst.000057995953_0	pst.000057995953	54177	0	../data/pst.000057995953_0.tsv
../data/pst.000057995953_1	pst.000057995953	52082	0	../data/pst.000057995953_1.tsv
../data/pst.000057995953_2	pst.000057995953	53470	0	../data/pst.000057995953_2.tsv
../data/mdp.39015032505649	mdp.39015032505649	49755	0	../data/mdp.39015032505649.tsv
../data/pst.000007408625_0	pst.000007408625	52515	0	../data/pst.000007408625_0.tsv
../data/pst.000007408625_1	pst.000007408625	53116	0	../data/pst.000007408625_1.tsv
../data/pst.000007408625_2	pst.000007408625	54578	0	../data/pst.000007408625_2.tsv
../data/nyp.33433074850367_0	nyp.33433074850367	66557	0	../data/nyp.33433074850367_0.tsv
../data/nyp.33433074850367_1	nyp.33433074850367	67648	0	../data/nyp.33433074850367_1.tsv
../data/njp.32101067627099_0	njp.32101067627099	30741	0	../data/njp.32101067627099_0.tsv
../data/njp.32101067627099_1	njp.32101067627099	29390	0	../data/njp.32101067627099_1.tsv
../data/mdp.39015019810483_0	mdp.39015019810483	68182	0	../data/mdp.39015019810483_0.tsv
../data/mdp.39015019810483_1	mdp.39015019810483	66203	0	../data/mdp.39015019810483_1.tsv
../data/mdp.39015019810483_2	mdp.39015019810483	64734	0	../data/mdp.39015019810483_2.tsv
../data/uc1.b5170808_0	uc1.b5170808	34703	0	../data/uc1.b5170808_0.tsv
../data/uc1.b5170808_1	uc1.b5170808	34149	0	../data/uc1.b5170808_1.tsv
../data/uc1.$b604952_0	uc1.$b604952	32331	0	../data/uc1.$b604952_0.tsv
../data/uc1.$b604952_1	uc1.$b604952	34808	0	../data/uc1.$b604952_1.tsv
../data/mdp.49015002699131_0	mdp.49015002699131	77088	0	../data/mdp.49015002699131_0.tsv
../data/mdp.49015002699131_1	mdp.49015002699131	76555	0	../data/mdp.49015002699131_1.tsv
../data/mdp.49015002699131_2	mdp.49015002699131	78394	0	../data/mdp.49015002699131_2.tsv
../data/njp.32101063582538_0	njp.32101063582538	32689	0	../data/njp.32101063582538_0.tsv
../data/njp.32101063582538_1	njp.32101063582538	34181	0	../data/njp.32101063582538_1.tsv
../data/mdp.39015066071658_0	mdp.39015066071658	61711	0	../data/mdp.39015066071658_0.tsv
../data/mdp.39015066071658_1	mdp.39015066071658	57030	0	../data/mdp.39015066071658_1.tsv
../data/mdp.39015066071658_2	mdp.39015066071658	66578	0	../data/mdp.39015066071658_2.tsv
../data/mdp.39015008859509_0	mdp.39015008859509	35211	0	../data/mdp.39015008859509_0.tsv
../data/mdp.39015008859509_1	mdp.39015008859509	36637	0	../data/mdp.39015008859509_1.tsv
../data/mdp.39015031589800_0	mdp.39015031589800	50748	0	../data/mdp.39015031589800_0.tsv
