"docid","recordid","oclc","locnum","tags","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"uc1.b3541070",1441724,296850,"PZ1.C76094Be","sf_loc","Conklin, Groff,","1904-1968.","New York|Crown Publishers|1946",1946,1946,"nyu",,"Science fiction|Short stories","Short stories","The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr."
"uc1.$b86033",6592693,4544468,,"sf_oclc|fantasy_oclc","Bond, Nelson Slade,","1908-","New York|Coward-McCann|1946",1946,1946,"nyu",,,"NotFiction","Mr. Mergenthwirker's lobblies and other fantastic tales"
"inu.30000005036151",7587264,15170872,,"fantasy_loc|juv","Bannerman, Helen,","1862-1946.","London|Chatto & Windus|1966.",1966,1946,"enk",,"Fantasy","Fiction","The story of Little White Squibba"
"uc1.$b56203",6575730,1182419,"PZ3.P3132Ti","fantasy_oclc","Peake, Mervyn Laurence,","1911-1968.","New York|Reynal & Hitchcock|c1946",1946,1946,"xx ",,,"NotFiction","Titus Groan, | a gothic novel | $c: by Mervyn Peake."
"uc1.$b601378",434475,1371910,"PZ3.H1277Co","sf_oclc","Haines, William Wister,","1908-1989.","Boston|Little, Brown and company|1947.",1947,1947,"mau",,"Fiction|World War, 1939-1945","Fiction","Command decision, | $c: by William Wister Haines ..."
"uc1.$b114447",1370526,1234595,"PZ1.S83Tr","fantasy_oclc","Stern, Philip Van Doren,","1900-1984.","New York|Doubleday|1947.",1947,1947,"nyu",,"Short stories","Short stories","Travelers in time : | strange tales of man's journeyings into the past and the future"
"pst.000001758405",8385244,12564464,,"fantasy_oclc|juv","Godden, Rumer,","1907-1998","New York|Viking Press|1960 [c1947].",1947,1947,"xx ",,,"NotFiction","The dolls' house"
"mdp.39015014165461",1441726,1142422,"PZ1.C66Tr","sf_loc",,,"New York|Crown Pub.|1948.",1948,1948,"nyu",,"Science fiction, American","Fiction","A treasury of science fiction"
"uc1.b3184273",10041135,,,"sf_oclc","Smith, E. E. (Edward Elmer),","1890-1965.","Reading, Pennsylvania|Fantasy Press|1948",0,1948,"  u",,,"UnknownGenre","Triplanetary : a tale of cosmic adventure"
"pst.000026522340",7057029,9603785,,"sf_oclc","Van Vogt, A. E. (Alfred Elton),","1912-2000","New York|Berkley Books|1982, c1948.",1948,1948,"xxk",,,"NotFiction|Science fiction","The players of Null-A"
"mdp.39015030931284",1441754,1113343,"PZ1.D42Ot","sf_loc|fantasy_oclc","Derleth, August William,","1909-1971.","New York|Pellegrini & Cudahy|1949",1949,1949,"nyu",,"Science fiction","NotFiction","The other side of the moon. | [Stories]"
"mdp.39015069174269",5417692,36084558,"PS3569.T875A6 1994","sf_loc","Sturgeon, Theodore",,"Berkeley, Calif.|North Atlantic Books|c1994-<c1997   >",0,1949,"cau","v.3","Science fiction, American","Fiction","The complete stories of Theodore Sturgeon"
"pst.000058048559",7031552,2175633,,"sf_oclc","Heinlein, Robert A. (Robert Anson),","1907-1988","New York|New American Library|c1949.",1949,1949,"xx ",,,"NotFiction","The day after tomorrow"
"mdp.39015009199327",1186508,2205195,"PZ3.S85143EarPS3537.T48545E2","sf_loc|sf_oclc","Stewart, George R.,","1895-1980.","Boston|Houghton Mifflin|1949",1949,1949,"mau",,,"NotFiction","Earth abides"
"uc1.32106009743425",7108921,21313813,,"sf_loc","Heinlein, Robert A. (Robert Anson),","1907-1988","New York|Ballantine|1990, c1947",1949,1949,"nyu",,"Fiction|Mars (Planet)|Science fiction","Fiction","Red planet"
"mdp.39015002966581",430786,2727592,"PZ3.B5683Tale","fantasy_oclc","Blackwood, Algernon,","1869-1951.","London|New York|P. Nevill|1949",1949,1949,"enk",,,"Fiction","Tales of the uncanny and supernatural."
"uc1.$b106425",6604144,1189163,"PZ3.O5435An 2PR6029.M35 A5","fantasy_oclc","Bridge, Ann,","1889-1974.","New York|Macmillan Co.|1949 [c1948",1949,1949,"nyu",,,"NotFiction","And then you came, | $c: by Ann Bridge [pseud.]"
"mdp.39076002339229",9927211,1598865,,"fantasy_loc|juv","Besterman, Catherine,","1908-","Indianapolis|Bobbs-Merrill Co.|c1949.",1949,1949,"inu",,"Juvenile fiction|Boys|Voyages and travels|Education|Fantasy fiction","Fiction","The extraordinary education of Johnny Longfoot in his search for the magic hat"
"inu.30000005092410",6058733,280874,"PZ3","sf_loc","Asimov, Isaac,","1920-1992","Garden City, N.Y.|Doubleday|1963 [c1950",1950,1950,"nyu",,"Robots|Fiction|Science fiction, American","Fiction|Science fiction","I, Robot."
"mdp.39015008828157",205356,8603600,,"sf_oclc|fantasy_oclc","Vance, Jack,","1916-","New York|Pocket Books|1977 printing, c1950.",0,1950,"nyu",,,"Fiction","The dying earth"
"osu.32435053573192",100824539,4699307,,"sf_oclc","Fischer, Leonard.",,"London|New York|New Stand Library|1950.",1950,1950,"enk",,,"Fiction","Let out the beast"
"mdp.49015001323824",4515591,21334927,"PS3551.S5A6 1990","sf_loc","Asimov, Isaac,","1920-1992.","New York|Doubleday|c1990-<c1992 >",0,1950,"nyu","v.1","Science fiction, American","Fiction","The complete stories of Asimov"
"uc1.b4094525",6152151,1933095,"PZ3.H364Man","sf_loc","Heinlein, Robert A. (Robert Anson),","1907-1988.","Chicago|Shasta Publishers|1950",1950,1950,"ilu",,"Science fiction, American","Fiction","The man who sold the moon ; | Harriman and the escape from Earth to the Moon!"
"inu.32000009192297",6059035,1726287,"PZ3.B4443El","fantasy_oclc","Bentley, E. C. (Edmund Clerihew),","1875-1956.","New York|Knopf|1950.",1950,1950,"nyu",,,"Fiction","Elephant's work, an enigma."
"uc1.$b119860",474701,280827,"PZ3.B72453Il","sf_oclc","Bradbury, Ray,","1920-","Garden City, N.Y.|Doubleday|1951",1951,1951,"nyu",,,"Fiction","The illustrated man."
"mdp.39015002288721",660412,1214858,"PZ3.A8316St","sf_oclc","Asimov, Isaac,","1920-1992.","Garden City, N. Y.|Doubleday|1951",1951,1951,"nyu",,,"Fiction","The stars, like dust."
"uc1.32106002143268",7120307,1702857,,"fantasy_oclc","Saroyan, William,","1908-1981","New York|Doubleday|1951.",1951,1951,"   ",,,"NotFiction","Tracy's tiger."
"mdp.39076002560766",9928908,1690264,,"fantasy_loc","Goudge, Elizabeth,","1900-1984.","New York|Coward-McCann|c1951.",1951,1951,"nyu",,"Juvenile fiction|Animals, Mythical|Perseverance (Ethics)|Fantasy fiction","Fiction","The Valley of Song"
"uc1.32106001693032",5835778,798620,,"sf_loc",,,"New York|Simon & Schuster|c1952.",1952,1952,"   ",,"Science fiction","NotFiction","The Astounding science fiction anthology, | $c: selected and with an introduction by John W. Campbell, jr."
"pst.000024653916",7043389,229239320,"PS3515.E288R65 1977","sf_loc","Heinlein, Robert A. (Robert Anson),","1907-1988","New York|Ballantine Books|1977, c1952.",1952,1952,"xxu",,"Science fiction","NotFiction","The rolling stones"
"uc1.b3467600",6660929,1104963,"PZ3.T8Lo","sf_oclc","Tucker, Wilson,","1914-2006.","New York|Rinehart|1952",1952,1952,"nyu",,,"NotFiction","The long loud silence."
"uc1.$b312023",6541145,1023344,,"sf_oclc","Romains, Jules,","1885-1972.","London|Sidgwick and Jackson|1952",1952,1952,"enk",,,"Fiction","Tussles with time. | $c: Translated by Gerard Hopkins."
"mdp.39015038917210",1031766,1535147,"PZ7.S6333Sp","sf_loc","Slobodkin, Louis,","1903-","New York|Macmillan|1952.",1952,1952,"nyu",,"Science fiction","Fiction","The space ship under the apple tree"
"mdp.49015001037275",4486371,6309053,,"sf_loc","Asimov, Isaac,","1920-1992.","Garden City, N. Y.|Doubleday|c1952.",1952,1952,"nyu",,"Science fiction","Fiction","Foundation and empire"
"inu.39000002826803",6056174,3093029,"PZ1.B58Im","sf_loc","Bleiler, Everett Franklin,","1920-","New York|Farrar, Straus and Young|1952",1952,1952,"nyu",,"Science fiction","NotFiction","Imagination unlimited, | science-fiction and science, | $c: edited by Everett F. Bleiler and T. E. Dikty."
"mdp.39015000957574",1424929,6309053,,"sf_oclc","Asimov, Isaac,","1920-1992.","Garden City, N.Y.|Doubleday|196-? c1952",1952,1952,"nyu",,,"UnknownGenre","Foundation and empire."
"uc1.32106015121020",5417692,36084558,"PS3569.T875A6 1994","sf_loc","Sturgeon, Theodore",,"Berkeley, Calif.|North Atlantic Books|c1994-<c1997   >",0,1952,"cau","v.2","Science fiction, American","Fiction","The complete stories of Theodore Sturgeon"
"mdp.39015066050850",1187751,2339211,"PZ4.V948Pl","sf_oclc","Vonnegut, Kurt.",,"New York|Scribner|1952.",1952,1952,"nyu",,,"NotFiction","Player piano."
"uc1.32106012654197",7106620,368233,,"fantasy_oclc","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan|1952.",1952,1952,"   ",,,"NotFiction","The voyage of the Dawn Treader. | $c: Illus. by Pauline Baynes."
"uc1.b4095332",6152269,603675,"PZ3 H35067, Gab","fantasy_oclc","Heard, Gerald,","1889-1971.","New York|Harper|1952",1952,1952,"xx ",,,"NotFiction","Gabriel and the creatures; | $c: illustrated by Susanne Suba."
"mdp.39076005205393",9905688,1283373,,"fantasy_loc",,,"Boston|Little, Brown|1952-",1952,1952,"mau",,"Science fiction|Magazine of fantasy and science fiction (Cornwall, Conn.)|Fantasy fiction","UnknownGenre","The best from Fantasy and science fiction."
"uc1.32106002091640",7122778,1362321,,"sf_loc","Bradbury, Ray,","1920-","Garden City, N.Y.|Doubleday|1953.",1953,1953,"nyu",,"Science fiction, American","NotFiction","The golden apples of the sun. | $c: Drawings by Joe Mugnaini."
"mdp.39015018624778",628323,21115884,"PZ3.C551205Ex","sf_oclc","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Ballantine Books|c1953.",1953,1953,"nyu",,,"Fiction","Expedition to Earth : | eleven science-fiction stories"
"pst.000000187442",7032075,78492507,,"sf_loc","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Pyramid Books|c1953].",1953,1953,"xx ",,"Science fiction","NotFiction","Against the fall of night."
"osu.32435053307864",6813930,7378675,,"sf_oclc","Campbell, John W., (John Wood), Jr.","1910-1971.","New York|Ace Books|c1953.",1953,1953,"nyu",,,"Fiction","The black star passes"
"mdp.39015014506805",1187795,3873455,"PZ3.S93562MoPS3569.T875","sf_oclc","Sturgeon, Theodore.",,"New York|Farrar, Straus and Young|1953",1953,1953,"nyu",,,"NotFiction","More than human, | $c: by Theodore Sturgeon."
"osu.32435059733857",100825223,6131650,"PZ3.L5293Co","fantasy_oclc","Leiber, Fritz,","1910-1992.","New York|Twayne Publishers|c1953.",1953,1953,"nyu",,"Paranormal fiction","Fiction|Occult fiction","Conjure wife"
"mdp.39015005766368",123132,964435,"PZ3.C551205Ch","fantasy_oclc","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Ballantine Books|1953",1953,1953,"nyu",,,"Fiction","Childhood's end."
"mdp.39015002672585",537202,1304139,"PZ8.L48Si","fantasy_oclc","Lewis, C. S. (Clive Staples),","1898-1963.","London|G. Bles|1953",1953,1953,"enk",,,"Fiction","The silver chair; | $c: with illus. by Pauline Baynes."
"pst.000032564310",7063340,25390557,,"sf_oclc","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Ballantine Books|1991], c1954.",1954,1954,"xxu",,,"NotFiction|Interplanetary voyages|Science fiction","Prelude to space"
"mdp.39015029750877",644737,6620886,,"sf_oclc","Hubbard, L. Ron (La Fayette Ron),","1911-1986.","New York|Ace Books|1954.",1954,1954,"nyu",,,"Fiction","Return to tomorrow"
"uc1.b3545502",1370386,1596336,"PZ1.M482Bz","sf_loc|fantasy_loc","Merril, Judith,","1923-1997.","New York|Random House|1954",1954,1954,"nyu",,"Science fiction|Fantasy fiction","NotFiction","Beyond the barriers of space and time."
"uc1.b3347098",7926317,1471652,"PZ4.S525Co","sf_oclc","Shafer, Robert Jones,","1915-","New York|Putnam|1954",1954,1954,"nyu",,,"NotFiction","The conquered place."
"mdp.39015046832849",673612,6243722,"PZ4.P19Mi","sf_oclc","Pangborn, Edgar,","1909-1976.","Garden City, N.Y.|Doubleday|1954.",1954,1954,"nyu",,,"Fiction","A mirror for observers."
"pst.000018315271",8385714,18709131,,"fantasy_oclc","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan Pub. Co.|1988, c1954.",1954,1954,"xx ",1988,,"NotFiction","The horse and his boy"
"uc1.32106015420547",7143150,12228601,,"fantasy_oclc","Tolkien, J. R. R. (John Ronald Reuel),","1892-1973","Oxford|George Allen & Unwin|1954",1954,1954,"enk",,,"Fiction","The fellowship of the ring : | being the first part of The Lord of the Rings"
"mdp.39015005607919",1025869,1487587,"PZ3.T576Lo","fantasy_oclc","(John Ronald Reuel), Tolkien, J. R. R.","1892-1973.","London|Allen & Unwin|1954-55.",1954,1954,"enk",,,"Fiction","The lord of the rings."
"mdp.39015054025773",1025869,1487587,"PZ3.T576Lo","fantasy_oclc","(John Ronald Reuel), Tolkien, J. R. R.","1892-1973.","London|Allen & Unwin|1954-55.",1954,1954,"enk","pt.2",,"Fiction","The lord of the rings."
"mdp.39076002607377",9929462,1613481,,"fantasy_oclc","Brown, Palmer.",,"New York|Harper|c1954.",1954,1954,"nyu",,"Juvenile fiction|Railroad travel|Girls|Conduct of life|Aunts","NotFiction","Beyond the pawpaw trees : | the story of Anna Lavinia/ | $c: by Palmer Brown ; drawings by the author."
"mdp.39015002189283",391823,2830339,"PZ4.G63Lo2","sf_oclc","Golding, William,","1911-1993.","New York|Coward-McCann|1955, c1954",1955,1955,"nyu",,,"Fiction","Lord of the flies, | a novel."
"mdp.39015030718657",1187798,5128165,"PZ3.S93562WayPS3569.T875","sf_loc|fantasy_loc","Sturgeon, Theodore.",,"New York|Funk & Wagnalls|1955.",1955,1955,"nyu",,"Science fiction, American|Fantasy fiction, American","NotFiction","A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin."
"mdp.39015054059525",474709,1807854,"PZ3.B72453Oc","fantasy_oclc","Bradbury, Ray,","1920-2012.","New York|Ballantine Books|1955",1955,1955,"nyu",,,"Fiction","The October country, | $c: illustrated by Joe Mugnaini."
"pst.000011216162",7055905,367083,,"fantasy_oclc","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan|1955].",1955,1955,"xx ",,,"NotFiction","The magician's nephew"
"pst.000025483086",7052722,23245599,,"fantasy_oclc|juv","Boston, L. M. (Lucy Maria),","1892-1990","San Diego|Harcourt, Brace, Jovanovich|c1955.",1955,1955,"xx ",,"Space and time|Juvenile fiction","NotFiction","The children of Green Knowe"
"osu.32435068347988",100821050,3916492,"PS3558.U3895H5 1955","fantasy_oclc","Hughes, Riley.",,"Milwaukee|Bruce Pub. Co.|1955",1955,1955,"wiu",,,"NotFiction","The hills were liars : | a novel"
"mdp.39015014136587",121931,1722173,,"sf_oclc","Pohl, Frederik.",,"New York, N.Y.|Ballantine Books|1971, c1956|(1st printing, April, 1971)",1956,1956,"nyu",,,"Fiction","Undersea fleet"
"uc1.32106015120998",5417692,36084558,"PS3569.T875A6 1994","sf_loc","Sturgeon, Theodore",,"Berkeley, Calif.|North Atlantic Books|c1994-<c1997   >",0,1956,"cau","v.5","Science fiction, American","Fiction","The complete stories of Theodore Sturgeon"
"mdp.39015005058410",1209818,3066743,"PZ3.H4525Jo","fantasy_oclc","Hesse, Hermann,","1877-1962.","London|P. Owen|1956",1956,1956,"enk",,,"NotFiction","The journey to the East."
"mdp.39015038922723",537005,8990326,"PZ8.L48Las","fantasy_oclc|juv","Lewis, C. S. (Clive Staples),","1898-1963.","London|The Bodley Head|1956.",1956,1956,"enk",,,"NotFiction","The last battle, | a story for children; | $c: illustrated by Pauline Baynes."
"mdp.39015030945789",783462,5696157,,"sf_loc","Anderson, Poul,","1926-2001.","New York|Avon Books|1970, c1957|(1st Camelot printing, January 1970)",1957,1957,"nyu",,"Science fiction|Short stories","NotFiction","Earthman's burden"
"uc1.b4082361",1188317,1285218,"PR6045.H2M3","sf_oclc","(Terence Hanbury), White, T. H.","1906-1964.","New York|Putnam|c1957.",1957,1957,"nyu",,,"Fiction","The master : | an adventure story"
"mdp.49015000593328",4441462,7414882,,"sf_oclc","Heinlein, Robert A. (Robert Anson),","1907-1988.","New York|New American Library|c1957.",1957,1957,"nyu",,,"Fiction","The door into summer"
"mdp.39015029191478",2604234,25552231,"PS3569.I472A6 1992","sf_loc","Silverberg, Robert.",,"New York|Bantam Books|1992-",0,1957,"nyu","v.1","Science fiction, American","Bibliographies|Fiction","The collected stories of Robert Silverberg."
"uc1.$b101738",6601357,3553350,"PZ4.M295Tw2","sf_oclc","Mantley, John.",,"New York|Dutton|1957.",1957,1957,"nyu",,,"NotFiction","The 27th day."
"uc1.b4094480",6152134,20878275,,"sf_oclc","Wyndham, John,","1903-1969.","New York|Ballantine Books|c1957",1957,1957,"nyu",,,"Fiction","The Midwich cuckoos, | $c: by John Wyndham."
"inu.30000054447648",7587952,19418278,,"fantasy_oclc","White, T. H. (Terence Hanbury),","1906-1964.","London|Collins|1957.",1957,1957,"enk",,"Arthurian romances","Fiction","The sword in the stone"
"mdp.39015056246211",3830135,18031882,,"sf_loc","Bester, Alfred.",,"New York|New American Library|c1958.",1958,1958,"nyu",,"Science fiction, American","Short stories","Starburst"
"mdp.39015008161781",1417930,3441758,,"sf_oclc","Anderson, Poul,","1926-2001.","New York|Ace Books|c1958",1958,1958,"nyu",,,"UnknownGenre","War of the wing-men."
"mdp.49015001393561",4523208,25552231,"PS3569.I472A6 1992","sf_loc","Silverberg, Robert.",,"New York|Bantam Books|1992-",0,1958,"nyu",,"Science fiction, American","Fiction|Bibliographies","The collected stories of Robert Silverberg."
"uc1.32106014483108",7133587,26386742,,"sf_loc|fantasy_oclc","Leiber, Fritz,","1910-1992","S.l.|s.n.|19--",0,1958,"nyu",,"Science fiction, American","NotFiction","The big time"
"osu.32435057544645",100824864,1951385,,"sf_loc","Sutton, Jeff.",,"New York|Ace Books|1958.",1958,1958,"nyu",,"Science fiction","Science fiction|NotFiction","First on the moon"
"pst.000044416584",7496772,1861354,"PZ7.D8787Fal","fantasy_oclc","Duggan, Maurice.",,"New York|Criterion Books|c1958.",1958,1958,"xxu","D854fal 1958",,"NotFiction","Falter Tom and the water boy."
"mdp.39015062064459",479292,285634,"PZ4.H8675Os","sf_oclc","Hoyle, Fred, Sir.",,"New York|Harper|1959",1959,1959,"nyu",,,"Fiction","Ossian's ride."
"mdp.39076005189357",1370578,296771,"PZ1.W59Tr","sf_loc","Boucher, Anthony,","1911-1968.","Garden City, N.Y.|Doubleday|1959.",1959,1949,"nyu",,"Science fiction","Fiction","A treasury of great science fiction; | $c: edited by Anthony Boucher [pseud."
"inu.30000061597831",9254683,1063225,,"sf_loc","Bradbury, Ray,","1920-","New York|Doubleday|1959.",1959,1959,"nyu",,"Science fiction, American","Fiction","Twice twenty-two"
"mdp.49015001218248",4504794,704458580,,"sf_oclc","Wyndham, John,","1903-1969.","Harmondsworth, England|Penguin Books|1959, c1958.",1959,1959,"enk",,,"Fiction","The chrysalids"
"mdp.39015005749158",1031632,1298590,"PZ7.N82Gal 1959","sf_oclc","Norton, Andre.",,"Cleveland|World Pub. Co.|1959",1959,1959,"ohu",,,"Fiction","Galactic derelict, | $c: by Andre Norton."
"pst.000029136407",1021269,373570,,"sf_oclc","Vonnegut, Kurt.",,"New York|Delacorte Press|c1959].",1959,1959,"xx ",,,"NotFiction","The sirens of Titan."
"osu.32435053308334",100824443,5149935,,"sf_oclc","Christopher, John,","1922-2012.","New York|Avon|c1959.",1959,1959,"nyu",,,"NotFiction","Planet in peril"
"osu.32435063116172",100825300,14469705,,"fantasy_loc","Gardner, Maurice B.",,"Boston, Mass.|Meador Publishing Company|c1959.",1959,1959,"mau",,"Fantasy fiction, American","NotFiction|Love stories|Adventures stories","Bantan's island peril"
"mdp.39015000543929",1910658,5517614,,"fantasy_oclc|fantasy_oclc","Peake, Mervyn Laurence,","1911-1968.","London|Eyre & Spottiswoode|1959.",1959,1959,"enk",,,"UnknownGenre","Titus alone."
"uc1.$b326450",6549182,1419779,"PZ7.G256Gi","fantasy_oclc","Gebhardt, Hertha Antonia Mathilde (Triepel) Von.",,"New York|Criterion Books|1959",1959,1959,"xx ",,,"NotFiction","The girl from nowhere. | $c: Translated by James Kirkup.  Illustrated by Helen Brun."
"pst.000007265860",7042446,3894754,,"fantasy_oclc|juv","Lindgren, Astrid,","1907-2002","New York|Scholastic Book Services|1968, c1959.",1959,1959,"xx ",,,"NotFiction","Pippi Longstocking"
"mdp.39015014136595",566354,17968811,,"sf_oclc","Pohl, Frederik.",,"New York [N.Y.|Ballentine Books|c1960.",1960,1960,"nyu",,,"Fiction","Drunkard's walk"
"mdp.39015021919876",435038,652691,,"sf_oclc","Hartley, L. P. (Leslie Poles),","1895-1972.","London|H. Hamilton|1960",1960,1960,"enk",,,"NotFiction","Facial justice."
"osu.32435053363990",100824618,12568566,,"sf_oclc","Leinster, Murray,","1896-1975.","New York, N.Y.|Berkley Pub. Corp.|1960.",1960,1960,"nyu",,,"Fiction","The aliens"
"mdp.39015056814455",3849956,1084438,"PZ1.M273De","sf_loc|fantasy_loc",,,"Garden City, N.Y.|Doubleday|c1960.",1960,1955,"nyu",,"Fantasy fiction|Science fiction","Fiction","A decade of Fantasy and science fiction"
"mdp.39015005896660",100033853,352679,"PZ1.P745Sp","sf_loc","Pohl, Frederik,",,"Garden City, N.Y.|Doubleday|1960.",1960,1960,"nyu",,"Science fiction","Fiction","Star of stars."
"pst.000024818261",9430106,1420948,,"fantasy_oclc","Guillot, Ren̩,","1900-1969","New York|Abelard-Schuman|1961, c1960].",1960,1960,"xx ",,,"NotFiction","Nicolette and the mill"
"mdp.39015003922005",434734,604321,"PZ3.H364St","sf_oclc","Heinlein, Robert A. (Robert Anson),","1907-1988.","New York|Putnam|1961",1961,1961,"nyu",,,"Fiction","Stranger in a strange land."
"uc1.$b104019",672994,1183455,"PZ3.N195Wg","fantasy_oclc","Nathan, Robert,","1894-1985.","New York|Knopf|1961.",1961,1961,"nyu",,,"Fiction","The wilderness-stone."
"inu.30000029816976",7592410,22339299,,"sf_loc","Dick, Philip K.",,"New York, N.Y.|Carol Publishing Group|1990-",0,1962,"nyu","v. 1","Science fiction, American","Fiction","The collected stories of Philip K. Dick"
"uc1.b3435509",6294370,7725503,,"sf_oclc","Christopher, John,","1922-","London|Eyre & Spottiswoode|1962.",1962,1962,"enk",,,"Fiction","The world in winter"
"osu.32435053311874",5811663,3263344,,"sf_oclc","Harrison, Harry,","1925-","New York|Bantam Books|c1962.",1962,1962,"nyu",,,"Fiction","Planet of the damned"
"pst.000044217853",12257747,35949597,"PR6052.U638C5 1962","sf_oclc","Burgess, Anthony,","1917-1993","Cutchogue, N.Y.|Buccaneer Books|c1962.",1962,1962,"xxu",,,"Science fiction|NotFiction","A clockwork orange"
"osu.32435053363701",100824617,17400483,,"fantasy_oclc","Laumer, Keith,","1925-1993.","New York|Ace Books|1962.",1962,1962,"nyu",,,"Fiction","Worlds of the Imperium"
"mdp.39015005906592",323316,26893126,,"fantasy_oclc","Bradbury, Ray,","1920-2012.","New York|Bantam Books|1963, c1962.",1962,1962,"nyu",,,"Fiction","Something wicked this way comes"
"pst.000003806074",7492679,24790039,,"sf_loc|sf_oclc","Mills, Robert P.,",,"New York|Paperback Library|1970, c1963].",1963,1953,"xx ",,,"NotFiction|Science fiction","The worlds of science fiction."
"mdp.39015020680917",1185693,6636356,"PZ3.S5884Way 1976PS3537.I54","sf_oclc","Simak, Clifford D.,","1904-1988.","Garden City, N.Y.|Doubleday|1963.",1963,1963,"nyu",,,"Fiction","Way station"
"uc1.b4095618",6152411,2937106,,"sf_oclc","Hoyle, Fred, Sir.",,"London|Heinemann|1963",1963,1963,"enk",,,"Fiction","Fifth planet"
"mdp.39015014137635",121243,2057284,,"sf_oclc","Reynolds, Mack.",,"New York|Pyramid Books|1963.",1963,1963,"nyu",,,"Fiction","The earth war"
"osu.32435053306007",5826345,2216440,,"sf_loc","Brown, Rosel George.",,"New York|Ballantine Books|c1963.",1963,1963,"nyu",,"Science fiction, American","Fiction","A handful of time"
"osu.32435053305041",5812259,28749701,,"fantasy_oclc","Bradbury, Ray,","1920-2012.","New York|Berkley|1963.",1963,1963,"nyu",,"Science fiction","Fiction","Beyond"
"mdp.39015025370241",2569782,3704514,,"fantasy_oclc|juv","Lindsay, Norman,","1879-1969.","Sydney|Angus and Robertson|1963.",1963,1963,"at ",,,"NotFiction","The magic pudding : | being the adventures of Bunyip Bluegum and his friends Bill Barnacle and Sam Sawnoff"
"inu.39000000059332",6058803,1403433,,"fantasy_oclc","Norton, Andre.",,"New York|Ace Books|1963",1963,1963,"   ",,"Science fiction, American","UnknownGenre","Witch world."
"uc1.32106002114343",7126744,1933091,,"sf_loc","Heinlein, Robert A. (Robert Anson),","1907-1988","London|Dennis Dobson|1965, c1964",1964,1964,"   ",,"Science fiction","NotFiction","Farnham's freehold; | $c: a novel by Robert A. Heinlein."
"mdp.39015064103032",5228670,7408901,,"sf_loc",,,"New York|Belmont|1964.",1964,1964,"nyu",,"Horror tales, American|Science fiction, American","Short stories","Things"
"mdp.39015016466511",783958,2419763,,"sf_loc","Aldiss, Brian Wilson,","1925-","New York|New American Library|c1964.",1964,1964,"nyu",,"Science fiction","NotFiction","The dark light-years"
"uc1.$b401402",9382411,1275880,"PZ4.C133Mar","sf_oclc","Caidin, Martin,","1927-1997.","New York|Dutton|1964.",1964,1964,"nyu",,,"Fiction","Marooned, | a novel."
"inu.30000007090594",7587616,691493,"PZ4.G349Do","fantasy_oclc","George, Peter,","1924-1966.","New York|Bantam Books|1964",1964,1964,"nyu",,,"Fiction","Dr. Strangelove : | or, How I learned to stop worrying and love the bomb; a novel"
"mdp.39015017693923",1428190,17684035,,"fantasy_oclc","Fyson, Jenny Grace.",,"London|Oxford University Press|1964.",1964,1964,"enk",,,"UnknownGenre","The three brothers of Ur. | $c: Illustrated by Victor G. Ambrus."
"pst.000049194265",7068452,3810819,,"fantasy_loc|juv","Fleming, Ian,","1908-1964.","New York|Scholastic Book Services|1969], c1964.",1964,1964,"nyu",,"Fantasy|Automobiles|Juvenile fiction","Fiction","Chitty chitty bang bang"
"mdp.39076000903778",9905483,2298112,,"sf_loc",,,"New York|Doubleday|1965-1976.",1965,1965,"nyu","v.11","Science fiction|Science Fiction Writers of America","Fiction","Nebula award stories"
"mdp.39076000903760",9905483,2298112,,"sf_loc",,,"New York|Doubleday|1965-1976.",1965,1965,"nyu","v.10","Science fiction|Science Fiction Writers of America","Fiction","Nebula award stories"
"mdp.39015016450234",120344,1728952,"PZ4.B89Sq","sf_oclc","Brunner, John,","1934-1995.","New York|Ballantine Books|1965|(1st printing, December, 1965)",1965,1965,"nyu",,,"Fiction","The squares of the city"
"mdp.39076000903745",9905483,2298112,,"sf_loc",,,"New York|Doubleday|1965-1976.",1965,1965,"nyu","v.8","Science fiction|Science Fiction Writers of America","Fiction","Nebula award stories"
"mdp.39015050556565",437619,284926,,"sf_oclc","Hersey, John,","1914-1993","New York|A. A. Knopf|1965.",1965,1965,"nyu",,,"Fiction","White lotus | $c: [by] John Hersey."
"mdp.39015013296119",507499,822502,"PZ8.J247Fi","fantasy_oclc|juv","Jansson, Tove.",,"New York|H. Z. Walck|1965 [c1958",1965,1965,"|||",,,"UnknownGenre","Finn family Moomintroll, | $c: written and illustrated by Tove Jansson. Translated by Elizabeth Portch."
"pst.000013229504",7056835,4236830,,"fantasy_oclc","Bradley, Marion Zimmer.",,"New York|Ace Science Fiction books|c1965.",1965,1965,"xx ",,,"NotFiction","Star of danger"
