"docid","recordid","oclc","locnum","tags","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015028795642",1802383,16730277,,"fantasy_loc","Verne, Jules,","1828-1905.","New York|Dover Publications|1960",1960,1877,"nyu",,,"UnknownGenre","Space novels: | To the sun? Off on a comet! | $c: Translated by Edward Roth."
"mdp.39015063921244",321824,8617668,,"fantasy_loc","Leland, Charles Godfrey,",,"London;Macmillan & co.;1877.",1877,1877,"enk",,,,"Johnnykin and the goblins"
"mdp.39015083456759",9181234,7089731,"PZ7.M732Cu4","fantasy_loc","Molesworth, Mary Louisa",,"Philadelphia;J.B. Lippincott Co.;1914;(5th impression)",1914,1877,"pau",,"Behavior;Cuckoos;Clocks and watches;Juvenile fiction;Fantasy fiction",,"The cuckoo clock"
"uc2.ark+=13960=t82j68r7z",7681086,363110606,,"fantasy_oclc|juv","Kip, Leonard,",,"Albany;The Argus Co.;1878.",1878,1878,"xx ",,,,"Hannibal's man"
"mdp.39015008026612",1802376,1042659,,"fantasy_oclc|juv","Verne, Jules,","1828-1905.","Westport, Conn.|Associated Booksellers|1958",1958,1879,"ctu",,,"UnknownGenre","The Begum's fortune. | [Translated from the French. | $c: Edited by I.O. Evans]"
"nyp.33433074818778",8658697,10311195,,"sf_loc","Cowan, Frank,",,"Greensburg, Pa.;Tribune Press;188-?",1880,1879,"pau",,"Science fiction, American",,"Revi-Lona"
"dul1.ark+=13960=t9m33h56c",6678144,12767085,"PZ3.G8616A","sf_oclc","Greg, Percy,",,"London;Tr?_bner;1880.",1880,1880,"enk","v.2","Science fiction, English",,"Across the zodiac"
"dul1.ark+=13960=t3dz0xh78",6678144,12767085,"PZ3.G8616A","sf_oclc|fantasy_oclc","Greg, Percy,",,"London;Tr?_bner;1880.",1880,1880,"enk","v.1","Science fiction, English",,"Across the zodiac"
"mdp.39015000638729",256120,4494940,"PZ3.L518Pu 1978PR4879.L7","sf_oclc|fantasy_oclc","Le Fanu, Joseph Sheridan,","1814-1873.","New York|Garland Pub.|1979.",1978,1880,"nyu","v.1","Fantasy fiction, English","Fiction|Bibliographies","The Purcell papers"
"mdp.39015000638554",256120,4494940,"PZ3.L518Pu 1978PR4879.L7","sf_loc","Le Fanu, Joseph Sheridan,","1814-1873.","New York|Garland Pub.|1979.",1978,1880,"nyu","v.3","Fantasy fiction, English","Fiction|Bibliographies","The Purcell papers"
"mdp.39015000638711",256120,4494940,"PZ3.L518Pu 1978PR4879.L7","sf_oclc","Le Fanu, Joseph Sheridan,","1814-1873.","New York|Garland Pub.|1979.",1978,1880,"nyu","v.2","Fantasy fiction, English","Fiction|Bibliographies","The Purcell papers"
"uc2.ark+=13960=t9z031r2b",7681446,2351759,,"fantasy_loc|juv","MacDonald, George,",,"Philadelphia;J. B. Lippincott;1883.",1883,1883,"pau",,,,"The princess and Curdie"
"mdp.39015066624779",1418772,3534050,,"fantasy_oclc|juv","Collodi, Carlo,",,"Boston;Ginn;c1904",1904,1883,"mau",,,,"Pinocchio, the adventures of a marionette"
"uc1.b4430988",6239089,724568,"PZ3.M69265Cr3PS3525.I9613","sf_loc","Mitchell, Edward Page,","1852-1927.","Garden City, N.Y.|Doubleday|1973",1973,1884,"nyu",,"Science fiction","Fiction","The crystal man; | landmark science fiction. | $c: Collected and with a biographical perspective by Sam Moskowitz"
"uc1.$b372446",9457925,10105959,,"sf_oclc","Jefferies, Richard,",,"London;New York;Cassell;1886.",1886,1885,"enk",,,,"After London, or, Wild England"
"uc1.b117774",6610336,18939696,,"sf_oclc|fantasy_oclc","Verne, Jules,",,"London;S. Low, Marston, Searle & Rivington;1887.",1887,1886,"enk",,,,"The clipper of the clouds"
"uc2.ark+=13960=t9r20w429",7674172,13393303,,"sf_oclc|fantasy_oclc","Stevenson, Robert Louis,",,"London;Longmans;1901.",1901,1886,"enk",,,,"The strange case of Dr. Jekyll and Mr. Hyde"
"uiuo.ark+=13960=t7cr65585",8722974,12076816,,"sf_loc","Corelli, Marie,",,"London;Richard Bentley;1886.",1886,1886,"enk","v.2","Science fiction, English",,"A romance of two worlds"
"mdp.39015003956680",273258,8627321,"PQ2476.V4E9213 1982","sf_oclc","Villiers de L'Isle-Adam, Auguste, comte de,","1838-1889.","Urbana|University of Illinois Press|c1982.",1982,1886,"ilu",,,"Fiction","Tomorrow's Eve"
"uc2.ark+=13960=t57d2rd92",7661818,3012638,,"fantasy_loc|juv","Harte, Bret,",,"Boston;New York;Houghton, Mifflin, and Company;1887, c1886;(Cambridge;The Riverside Press)",1886,1886,"mau",,"Juvenile literature;Stanislaus River (Calif.);Gold mines and mining;Fantasy games;California;Juvenile fiction;Pirates",,"The queen of the Pirate Isle"
"uc2.ark+=13960=t5q817t6c",7679088,20175236,,"fantasy_oclc|juv","Corkran, Alice",,"New York;A.L. Burt;1896",1896,1886,"nyu",,,,"Down the snow stairs, or, From good-night to good-morning"
"uiuo.ark+=13960=t03x8wg41",8719901,19818258,"PZ3.R919Fr5","sf_oclc","Russell, William Clark,",,"London;S. Low, Marston, Searle, & Rivington;1887.",1887,1887,"enk","v.1",,,"The frozen pirate"
"uc1.b3872868",6739439,365332,,"sf_oclc","Hudson, W. H. (William Henry),","1841-1922.","New York|Doric Books|1949, c1950",1950,1887,"nyu",,,"NotFiction","A crystal age"
"uiuo.ark+=13960=t85h85b3r",8719901,19818258,"PZ3.R919Fr5","sf_oclc","Russell, William Clark,",,"London;S. Low, Marston, Searle, & Rivington;1887.",1887,1887,"enk","v.2",,,"The frozen pirate"
"uc1.b4098570",6153421,20616394,,"fantasy_oclc|fantasy_oclc|juv","Molesworth, Mary Louisa",,"New York;Macmillan;1893.",1893,1887,"nyu",,,,"Four winds farm ; and, The children of the castle"
"pst.000045747595",7049003,6254685,,"fantasy_oclc|juv","Richards, Laura Elizabeth Howe,",,"Boston;Roberts Brothers;c1887].",1887,1887,"xx ",,,,"Toto's merry winter"
"njp.32101072858242",9009500,7524125,,"sf_oclc",,,"London;Edinburgh;W. Paterson;1888",1888,1888,"enk","v.5","Short stories, English;Short stories, Scottish",,"Weird tales"
"njp.32101072858226",9009500,7524125,,"sf_oclc",,,"London;Edinburgh;W. Paterson;1888",1888,1888,"enk","v.2","Short stories, English;Short stories, Scottish",,"Weird tales"
"njp.32101072858234",9009500,7524125,,"sf_oclc",,,"London;Edinburgh;W. Paterson;1888",1888,1888,"enk","v.3","Short stories, English;Short stories, Scottish",,"Weird tales"
"dul1.ark+=13960=t66401k8k",5082161,5934716,"HX811 1887.B2","sf_oclc","Bellamy, Edward,",,"Boston;Ticknor and Co.;1888.",1888,1888,"mau",,"Social problems;Time travel;Utopias;Boston (Mass.);Two thousand, A.D;Fiction",,"Looking backward, 2000-1887"
"nyp.33433074959747",8668181,1883146,,"sf_loc|sf_oclc","De Mille, James,",,"New York;Harper;1900, c1888.",1888,1888,"nyu",,,,"A strange manuscript found in a copper cylinder"
"mdp.39015063542180",249090,65991401,,"sf_oclc","Collins, Wilkie,",,"Chicago;Donohue, Henneberry & co.;188-?",1880,1888,"ilu",,,,"The legacy of Cain"
"mdp.39015033584551",245013,9054234,"PZ8.1.G948Br","fantasy_oclc","Guiney, Louise Imogen,",,"Boston;D. Lothrop company;c1888",1888,1888,"mau",,,,"Brownies and bogles"
"nyp.33433074939723",8664055,2016496,,"fantasy_loc","Besant, Walter,",,"New York;Harper;1888.",1888,1888,"nyu",,"Fantasy fiction, English",,"The inner house"
"mdp.39015011259754",393848,10711217,"PS1303.K4 1984","sf_loc","Twain, Mark,","1835-1910.","Hamden, Conn.|Archon Books|1984.",1984,1889,"ctu",,"Science fiction, American","Fiction|Bibliographies","The science fiction of Mark Twain"
"uc2.ark+=13960=t1qf8nf37",6256483,,,"fantasy_loc",,,"London;Swan, Sonnenschein & Co.;1889.",1889,1889,"enk",,"Short stories, French;Fantasy fiction",,"The dead leman"
"uc2.ark+=13960=t88g8gj85",6154516,10991916,,"fantasy_oclc","Lang, Andrew,",,"Bristol;J. W. Arrowsmith;London;Simpkin, Marshall & Co.;1889.",1889,1889,"enk",,,,"Prince Prigio"
"uc2.ark:/13960/t9377j24q",6155180,8645199,,"fantasy_oclc","Lang, Andrew,","1844-1912.","New York|A. L. Burt|19--",0,1889,"nyu",,,"NotFiction","The adventures of Prince Prigio and of his son, Prince Ricardo"
"mdp.39015057979646",1023634,11162587,"PZ7.D666S","fantasy_oclc","Carroll, Lewis,",,"London;New York;Macmillan and Co.;1889.",1889,1889,"enk",,,,"Sylvie and Bruno"
"mdp.39015063759651",242089,3090343,"PR5079.T34 1889","fantasy_oclc","Morris, William,",,"London;Reeves and Turner;1889.",1889,1889,"enk",,,,"A tale of the house of the Wolfings and all the kindreds of the mark"
"mdp.39015059791767",432720,63963365,,"fantasy_oclc","Haggard, H. Rider",,"Leipzig;London;Heinemann and Balestier, limited;1891.",1891,1890,"gw ",,,,"Eric Brighteyes"
"nyp.33433034410229",8609122,12659347,,"fantasy_oclc","Corelli, Marie,",,"London;Richard Bentley & Son;1890.",1890,1890,"enk",,"English fiction",,"Ardath, the story of a dead self"
"uc1.b249745",6502213,2482826,,"fantasy_oclc|juv","Field, Eugene,",,"New York;Scribner;1890.",1890,1890,"nyu",,,,"A little book of profitable tales"
"uc1.b4102938",6155283,20963778,"PS3144.W212R46 1891","sf_loc","Ward, Herbert Dickinson,",,"New York;Tait;c1891.",1891,1891,"nyu",,"Science fiction, American",,"A republic without a president and other stories"
"njp.32101068138443",8967329,2110206,,"sf_loc","Bradshaw, William R.",,"New York;J. F. Douthitt;1892.",1892,1892,"nyu",,"Science fiction",,"The goddess of Atvatabar"
"coo.31924022109569",12445524,63271285,,"sf_oclc|juv",,,"New York|Frank Tousey|1893.",0,1893,"nyu",,,"NotFiction","Frank Reade Jr.'s new electric submarine boat ""The explorer;"" or, To the North Pole under the ice."
"uva.x000885514",9789429,3265761,"PZ3.B479C2","fantasy_oclc","Bierce, Ambrose,",,"Washington;The Neale Publishing Company;1903.",1903,1893,"dcu",,,,"Can such things be?"
"uc1.32106012646599",7128204,254413093,,"sf_oclc","Morris, William,",,"London;Lawrence and Bullen;1895.",1895,1894,"   ",,,,"The wood beyond the world"
"nyp.33433075827018",6708866,2231489,"PZ3.F612O","sf_oclc","Flammarion, Camille,",,"New York;Cosmopolitan Pub. Co.;c1894",1894,1894,"nyu",,,,"Omega: the last days of the world"
"mdp.39015019802894",22615,1230631,"PZ3.H213Lan8PS1787","sf_oclc","Harben, Will N. (Will Nathaniel),","1858-1919.","Boston|Gregg Press|1975.",1975,1894,"mau",,,"Fiction|Bibliographies","The land of the changing sun"
"nyp.33433075767214",8667434,6048622,"PZ3.W547M","fantasy_oclc","Weyman, Stanley John,",,"New York;Cassell;1894.",1894,1894,"nyu",,,,"The man in black"
"uc2.ark+=13960=t17m0b23x",7685922,3552190,,"sf_loc","Besant, Walter,",,"London;Chatto & Windus;1895.",1895,1895,"enk",,"Moral and ethical aspects;Science fiction;Inheritance and succession;Wealth;Scientists;Fiction",,"Beyond the dreams of avarice"
"umn.31951002376324e",11224997,2696467,,"sf_oclc","Griffith, George Chetwynd.",,"London;Tower;1895.",1895,1895,"enk",,,,"The outlaws of the air"
"nyp.33433074876164",1418812,4988292,,"sf_oclc|fantasy_oclc","Machen, Arthur,",,"London;J. Lane;Boston;Roberts bros.;1895.",1895,1895,"enk",,,,"The three impostors;"
"inu.30000004080028",9397960,20322089,,"sf_oclc","Wells, H. G. (Herbert George),","1866-1946.","New York|Berkley Pub. Group|1988.",1988,1895,"nyu",,,"NotFiction","The time machine"
"uc2.ark+=13960=t9183968r",3912340,6663515,"PZ3.G7626G","fantasy_oclc","Grahame, Kenneth,",,"Chicago;Stone & Kimball;1895.",1895,1895,"ilu",,,,"The golden age"
"nyp.33433074878335",8665658,9123538,,"fantasy_loc","Le Queux, William,",,"New York;Frederick A. Stokes;c1895",1895,1895,"nyu",,"Fantasy fiction, English",,"Stolen souls"
"nyp.33433074878319",8665661,15040633,,"fantasy_loc","Le Queux, William,",,"New York;F.A. Stokes.;c1895.",1895,1895,"nyu",,"Fantasy fiction, English",,"Zoraida"
"inu.32000000659617",8570152,18661692,,"fantasy_oclc","Sharp, William,",,"Boston;Roberts Bros.; [etc., etc.;1895.",1895,1895,"mau",,,,"The mountain lovers"
"inu.30000111816496",10563720,137823,"PZ3.C355Ki13PS1284","fantasy_oclc","Chambers, Robert W. (Robert William),","1865-1933.","New York|Dover Publications|1970",1970,1895,"nyu",,"Horror tales, American","Fiction","The king in yellow, | and other horror stories. | $c: Selected with an introd. by E. F. Bleiler."
"uc2.ark+=13960=t79s1rx9c",7690944,1443581,,"fantasy_oclc","Morris, William,",,"Portland, Maine;Thomas B. Mosher;1900.",1900,1895,"   ",,,,"Child Christopher and Goldilind the fair"
"nnc1.cu58361391",8434269,21708725,,"fantasy_loc","Thurber, Alwyn M.",,"Chicago;F. M. Harley Publishing Co.;c1895",1895,1895,"ilu",,"Fantasy fiction",,"The hidden faith"
"mdp.39015012896208",330208,7022580,,"sf_oclc","Wells, H. G. (Herbert George),","1866-1946.","New York|Airmont|c1966.",1966,1896,"nyu",,,"Fiction","The island of Dr. Moreau"
"mdp.39015000635311",536384,1054180,"PZ3.L56Gt20PR6023.E75","sf_oclc","Le Queux, William,","1864-1927.","New York|Arno Press|1975.",1975,1896,"nyu",,,"NotFiction","The great white queen."
"mdp.39015009198949",42559,3089083,"PZ3.S5553Sh9PR6037.H524;","sf_oclc","Shiel, M. P. (Matthew Phipps),","1865-1947.","New York|Garland Pub.|1977.",1977,1896,"nyu",,,"Fiction","Shapes in the fire"
"uc2.ark+=13960=t9474806n",9262508,14580289,,"fantasy_oclc","Van der Naillen, A.",,"San Francisco;W. Doxey;1896 [c1895",1896,1896,"cau",,,,"In the sanctuary"
"nyp.33433074915343",907116,324489,,"sf_oclc|fantasy_oclc","Morris, William,",,"New York;London;Bombay;Longmans, Green, and Co.;1897.",1897,1897,"nyu",,,,"The water of the Wondrous isles"
"mdp.39015072611786",2476777,17861207,,"sf_loc|sf_oclc","(Herbert George), Wells, H. G.","1866-1946.","New York|Harper & Brothers|c1926.",1926,1897,"nyu",,"Science fiction","NotFiction","The war of the worlds"
"nyp.33433074915350",671137,7561150,"PZ3.M8345Su","sf_oclc","Morris, William,",,"New York;London [etc.;Longmans, Green, and co.;1898.",1898,1897,"enk",,,,"The sundering flood"
"mdp.39015046862747",23899,1626477,,"sf_loc|sf_oclc","Verne, Jules,",,"Philadelphia;Lippincott;1899.",1899,1897,"|||",,,,"An Antarctic mystery"
"nyp.33433076059777",8660113,6546916,"PZ3.P811U","sf_oclc","Pope, Marion Manville,",,"New York;The Century Co.;1897.",1897,1897,"nyu",,,,"Up the Matterhorn in a boat"
"uc1.$b808833",9948374,1046833,"PZ3.W299St20PS3157.W318","sf_oclc","Waterloo, Stanley,","1846-1913.","New York|Arno Press|1975, [c1897",1975,1897,"nyu",,"Fiction|Prehistoric peoples","Science fiction|Fiction","The story of Ab; | a tale of the time of the cave man."
"uc2.ark+=13960=t2j67fg4m",7688427,6131471,,"fantasy_oclc","Griffith, George Chetwynd.",,"London;F. V. White;1897.",1897,1897,"enk",,,,"The romance of Golden Star"
"mdp.39076002629850",9929966,8120172,,"fantasy_loc|juv","Hall, Edith King.",,"New York;A.L. Burt;1900?",1900,1897,"nyu",,"Juvenile fiction;Fantasy fiction",,"Adventures in Toyland"
"uc1.32106007308551",7104149,15486920,,"fantasy_loc","Oliphant, (Margaret), Mrs.","1828-1897.","Edinburgh|Scottish Academic|1985.",1985,1898,"stk",,"Fantasy fiction, English","Fiction","Selected short stories of the supernatural"
"mdp.39015063916798",914301,4727552,,"sf_oclc","Douglass, Ellsworth.",,"London;C. A. Pearson;1899.",1899,1899,"enk",,"Utopias",,"Pharaoh's broker"
"mdp.39015019363590",359844,1046820,"PZ3.B366Se6PS3503.E1173","sf_oclc","Beale, Charles Willing,","1845-1932.","New York|Arno Press|1975.",1975,1899,"nyu",,,"Fiction","The secret of the earth."
"mdp.39015058086136",4351920,52269210,"PR5774.W53 2003","sf_loc|sf_oclc","Wells, H. G. (Herbert George),","1866-1946.","New York|Modern Library|2003.",2003,1899,"nyu",,"Fiction|Twenty-first century|Technological innovations|Time travel","Novel|Dystopias|Science fiction","When the sleeper wakes"
"uc1.l0063361513",8660755,11198587,,"fantasy_oclc|fantasy_oclc","Bangs, John Kendrick,",,"New York;London;Harper & brothers;1900, c1899.",1899,1899,"nyu",,,,"The enchanted typewriter"
"nyp.33433074935127",8664030,11578793,"PZ3.C17At","fantasy_loc","Capes, Bernard Edward Joseph,",,"New York;Doubleday & McClure;1899.",1899,1899,"nyu",,"Fantasy fiction, English",,"At a winter's fire"
"nyp.33433076024060",8690139,16402623,"PZ3.O815 #b Se","sf_loc","Osborne, Duffield,",,"New York;London;G.P. Putnam's Sons;1900.",1900,1900,"nyu",,"Science fiction, American",,"The secret of the crater"
"coo.31924013568781",8668045,2320066,"PR5774.T3 1920","sf_loc","Wells, H. G.",,"Leipzig;B. Tauchnitz;1900.",1900,1900,"gw ",,"Science fiction, English",,"Tales of space and time"
"mdp.39015015358164",673390,1054183,"PZ3.N435Hi6PS2459.N3485","sf_oclc","Newcomb, Simon,","1835-1909.","New York|Arno Press|1975.",1975,1900,"nyu",,,"Fiction","His wisdom, the defender; | a story."
"pst.000055159890",7051643,35203325,,"fantasy_oclc|juv","Baum, L. Frank (Lyman Frank),","1856-1919.","New York|Scholastic Book Services|1958].",1958,1900,"xx ",,,"NotFiction","The Wizard of Oz"
"mdp.39015000541261",1398750,1055438,"PZ3.P161Gr4PS3531.A27","sf_oclc","Paine, Albert Bigelow,","1861-1937.","New York|Arno Press|1975 [c1901",1975,1901,"nyu",,,"Fiction","The great white way; | a record of an unusual voyage of discovery, and some romantic love affairs amid strange surroundings."
"mdp.39015045695080",3987612,37955780,"PR5774.F5 1998","sf_oclc","Wells, H. G. (Herbert George),","1866-1946.","Jefferson, N.C.|McFarland & Co.|c1998.",1998,1901,"ncu",,"Utopias|Fiction|Space flight to the moon","Fiction|Bibliographies|Science fiction|Satire","The first men in the moon : | a critical text of the 1901 London first edition, with an introduction and appendices"
"mdp.39015037377713",1194465,1046832,"PZ3.S5553Lo16PR6037.H524","sf_oclc","Shiel, M. P. (Matthew Phipps),","1865-1947.","New York|Arno Press|1975.",1975,1901,"nyu",,,"Fiction","The lord of the sea."
"nyp.33433082303581",8689238,592067,"PZ8.G358Z","fantasy_oclc","Clapp, Eva Katherine,",,"Chicago;Lansing;R. Smith Printing Co.;1901",1901,1901,"ilu",,,,"Zauberlinda, the wise witch;"
"nyp.33433074954656",8665125,10294318,"PZ3.C9126W","sf_loc","Owen, Harle Oren.",,"Boston, Mass.;Mutual Book Co.;c1902.",1902,1902,"mau",,"Science fiction, American",,"Welsh rarebit tales"
"mdp.39015031219481",148081,2436751,"PZ1.B3885PR1309.S3","sf_oclc|fantasy_oclc",,,"London|W. H. Allen|1975-",0,1902,"enk","v.1","19th century|English fiction","Fiction","Before Armageddon : | an anthology of Victorian and Edwardian imaginative fiction published before 1914"
"nyp.33433082333174",8689287,13766578,,"fantasy_oclc|juv","Jenks, Tudor,",,"Boston;Hall and Locke Company;c1902",1902,1902,"mau",,"Children's stories",,"Tales of fantasy"
"uc1.b4087889",6149811,24617163,,"fantasy_oclc|juv","Nesbit, E. (Edith),","1858-1924.","Harmondsworth, Eng.|Puffin Books|New York|Penguin Books|1959.",1959,1902,"enk",,,"Fiction","Five children and it"
"mdp.39076002242886",9926546,51302843,,"fantasy_loc|juv","Doty, Douglas Zabriskie,",,"New York;J.F. Taylor;1902.",1902,1902,"nyu",,"Adventure stories;Boys;Fantasy fiction;Juvenile fiction;Dolls",,"Andy's adventures on Noah's ark"
"nc01.ark+=13960=t8v995442",4966375,3343074,"PZ7.B327Li","fantasy_loc|juv","Baum, L. Frank",,"Indianapolis;The Bowen-Merrill Co.;1902.",1902,1902,"inu",,"Santa Claus;Christmas stories;Fantasy;Fairies;Juvenile fiction",,"The life and adventures of Santa Claus"
"mdp.39015085432923",5144563,16947978,,"fantasy_loc|juv","Barrie, J. M.",,"Toronto;Copp, Clark Company, Ltd.;MDCCCCII [1902",1902,1902,"onc",,"Kensington Gardens (London, England);Fantasy;Juvenile fiction;Children's literature, English",,"The little white bird; or, Adventures in Kensington Gardens"
"uc1.$b386778",9448852,61693,"PZ3.W465Fo12PR5774","sf_oclc","Wells, H. G. (Herbert George),","1866-1946.","London|Distributed by Heron Books|1969.",1969,1904,"enk",,,"Fiction","The food of the gods | $c: [by] H. G. Wells, original illustrations by Graham Byfield."
"mdp.39015008880844",1802156,3251150,,"sf_oclc","Verne, Jules,","1828-1905.","Westport, Conn.|Associated Booksellers|1962",1962,1904,"ctu",,,"UnknownGenre","Master of the world. | $c: Edited by I.O. Evans."
"nyp.33433074850870",8664795,13659278,"PZ3.H2443Pr2","sf_loc","Harris-Burland, J. B.",,"Boston;Little, Brown, and Co.;1904.",1904,1904,"mau",,"Science fiction, English",,"The Princess Thora"
"uc1.32106001959946",7120624,660430,,"sf_loc","Wells, H. G.",,"London;Macmillan and co., limited;1904.",1904,1904,"enk",,"Science fiction, English",,"The food of the gods and how it came to earth"
"uc1.b3561943",10118730,754394,,"sf_oclc","Chambers, Robert W. (Robert William),","1865-1933.","Westport, Conn.|Hyperion Press|1974",1974,1904,"   ",,,"NotFiction","In search of the unknown. | $c: With a new introd. by Sam Moskowitz."
"nyp.33433075771133",8670718,13141960,,"fantasy_loc","Worfel, W. G.",,"Chicago;Rand, McNally;1904.",1904,1904,"ilu",,"Fantasy fiction, American",,"Munchausen XX"
"pst.000014560545",7057040,6271425,,"fantasy_oclc","Wells, H. G. (Herbert George),","1866-1946.","New York|Scholastic Book Services|c1977.",1977,1905,"xx ",,,"NotFiction","The empire of the ants, and other stories"
"nyp.33433076063431",8690286,6510343,"PZ3.S965D","sf_oclc","Sutphen, Van Tassel,",,"New York;Harper;1906.",1906,1906,"nyu",,,,"The doomsman"
"dul1.ark+=13960=t1qf9cr59",10943345,11452074,,"sf_loc","Ford, Douglas Morey.",,"London;Greening & Co.;1906, c1905",1906,1906,"enk",,"Home & Colonial Stores, Limited;Science fiction, English;Utopias;Bookplate;Provenance",,"A time of terror"
"pst.000020900496",9441711,12501092,,"sf_oclc","Wells, H. G. (Herbert George),","1866-1946.","London|Hogarth|1985.",1985,1906,"xxk",,,"NotFiction","In the days of the comet"
"mdp.39015030750999",478808,1046828,"PZ3.H4284Po5PR6015.E714","sf_oclc","Hernaman-Johnson, Francis,","1879-1949.","New York|Arno Press|1975.",1975,1906,"nyu",,,"Fiction","The polyphemes; | a story of strange adventures among strange beings."
"uc1.b3470481",668531,1046822,"PZ3.C7737Ad20PS3505.O5593","sf_oclc","Cook, William Wallace,","1867-1933.","New York|Arno Press|1975.",1975,1906,"nyu",,,"Fiction","Adrift in the unknown; | or, Queer adventures in a queer realm."
"pst.000060921147",12265398,163585263,"PR4074.P318 2006","fantasy_loc","Barrie, J. M. (James Matthew),","1860-1937.","Gloucester, UK|Dodo Press|2006",2006,1906,"enk",,"Fantasy fiction, English|Peter Pan (Fictitious character)|Fiction","Short stories","Peter Pan in Kensington Gardens"
"uva.x030580544",9776282,6542652,"PZ3.L846B","fantasy_oclc","London, Jack,",,"New York;The Macmillan & co.;1919",1906,1906,"nyu",,,,"Before Adam"
"uc1.l0070882576",11719975,43496686,,"fantasy_loc","Machen, Arthur,","1863-1947.","North Stratford, NH|Ayer Company|1999.",1999,1906,"nhu",,"Fantasy fiction, English|Supernatural|Fiction","Fiction","The house of souls"
"nyp.33433076024326",8689996,1160281,"PS3523.O64F3 1906","fantasy_oclc","Lorimer, George Horace,",,"New York;D. Appleton and Company;1906.",1906,1906,"nyu",,,,"The false gods"
"uc2.ark+=13960=t26970r57",9261303,1377799,,"fantasy_oclc|fantasy_loc|juv","Baum, L. Frank",,"Chicago;Reilly & Britton;c1906",1906,1906,"ilu",,,,"John Dough and the cherub"
"uc2.ark+=13960=t00z77h4n",471939,5715532,,"sf_oclc","Benson, Arthur Christopher,",,"London;Smith, Elder & co.;1907.",1907,1907,"enk",,,,"Beside still waters"
"dul1.ark+=13960=t9r21mf2d",10944171,3251974,"PZ3.B4435Lo","sf_oclc","Benson, Robert Hugh,",,"New York;Dodd, Mead;1908.",1908,1908,"nyu",,"Utopias",,"Lord of the world"
"dul1.ark+=13960=t9g45ch9h",7647628,2668370,"PZ3.G5432M","sf_oclc","Godfrey, Hollis,",,"Boston;Little, Brown & Company;1908.",1908,1908,"mau",,,,"The man who ended war;"
"uc2.ark+=13960=t10p0xs0f",6533865,11601379,,"sf_loc","Harding, Ellison.",,"London;T. Fisher Unwin;1908.",1908,1908,"enk",,"Utopias;Science fiction",,"The woman who vowed"
"mdp.49015000982067",4480914,2212805,"PZ3.H6685Ho10PR6015.O253","sf_oclc","Hodgson, William Hope,","1877-1918.","Westport, Conn.|Hyperion Press|1976, c1908.",1976,1908,"ctu",,,"Fiction","The house on the borderland ..."
"uc1.$b318311",6545040,3136782,,"fantasy_loc","Mende��s, Catulle,","1841-1909.","London|T. Werner Laurie|1928.",1928,1908,"enk",,"Fantasy fiction, French","Fiction","Number 56 and other stories"
"mdp.39015008859509",434930,305520,"PZ3.G7626W","fantasy_oclc|juv","Grahame, Kenneth,",,"New York;C. Scribner's sons;1908.",1908,1908,"nyu",,"Animals;Juvenile fiction",,"The wind in the willows"
"pst.000029121120",7049627,2183540,"PZ3.C4265M","fantasy_oclc","Chesterton, G. K. (Gilbert Keith),","1874-1936.","New York|Dodd, Mead and company|1935].",1935,1908,"xx ",,,"NotFiction","The man who was Thursday : | a nightmare"
"nyp.33433074961263",673034,12727210,,"sf_oclc","Oppenheim, E. Phillips",,"New York;c. H. Doscher & co.;1909.",1909,1909,"nyu",,,,"A daughter of Astrea"
"mdp.39015033007686",1775924,10011144,,"sf_oclc","Wells, H. G.",,"New York;Duffield & company;1909.",1909,1909,"nyu",,,,"Tono Bungay;"
"mdp.39015073907274",5670053,85819629,,"sf_oclc","Hodgson, William Hope,","1877-1918.","Doylestown, Pa.|Wildside Press|2005.",2005,1909,"pau",,,"Novel|Ghost stories|Sea stories","The ghost pirates"
"mdp.39015032254008",2953871,7404577,,"fantasy_oclc","Stoker, Bram,","1847-1912.","New York|Paperback Library|1966.",1966,1909,"nyu",,,"Fiction","The lady of the shroud ; | a paperback library gothic"
"mdp.39076002651722",9930134,17682350,,"fantasy_loc|juv","Lewis, Edwin Herbert,",,"Indianapolis;Bobbs-Merrill;1909.",1909,1909,"inu",,"Children's stories;Fantasy;Brothers and sisters;Juvenile fiction",,"Almost fairy children"
"uva.x004507096",9775561,1372250,"PZ3.B5683E","fantasy_oclc","Blackwood, Algernon,",,"New York;H. Holt and company;1910",1909,1909,"enk",,,,"The education of Uncle Paul"
"uc2.ark+=13960=t3125zp7f",591406,236439,"PZ3.K629Ac","fantasy_oclc","Kipling, Rudyard,",,"New York;Doubleday, Page & company;1909.",1909,1909,"nyu",,,,"Actions and reactions"
"nyp.33433074847991",284033,1161161,"PZ3.B934La","fantasy_oclc","Burnett, Frances Hodgson,",,"New York;Moffat, Yard and company;1909.",1909,1909,"nyu",,,,"The land of the blue flower"
"nyp.33433076064223",8690191,14443593,,"fantasy_oclc","Hopper, James Marie,",,"New York;Moffat, Yard and Company;1909.",1909,1909,"nyu",,,,"The trimming of Goosie"
"pst.000044074364",7497119,42865253,,"fantasy_loc","Nesbit, E. (Edith),","1858-1924.","New York|Books of Wonder|1998.",1998,1909,"xx ",1998,"Fiction|Fantasy","NotFiction","Harding's luck"
