name1	name2	size	acc1	acc2	ratiodiff	pearson	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1	kl
iter11_size80_ratio0	iter11_size80_ratio70	80	0.9	0.575	0.7	0.629423119048	0.608166471782	0.446082854799	0.731624282199	0.034375	-0.04375	0.1125	15.4662661681
iter11_size80_ratio0	iter11_size80_ratio75	80	0.9	0.53125	0.75	0.576201805915	0.570042351993	0.509255244345	0.625169928513	0.0875	-0.05625	0.23125	18.5895863489
iter11_size80_ratio0	iter11_size80_ratio80	80	0.9	0.58125	0.8	0.333994545826	0.303147369878	0.182219031993	0.415041603188	0.159375	0.06875	0.25	25.366739752
iter11_size80_ratio0	iter11_size80_ratio85	80	0.9	0.5875	0.85	0.366621367038	0.371482011109	0.237079573421	0.491931325442	0.134375	0.00625	0.2625	18.9675597484
iter11_size80_ratio0	iter11_size80_ratio90	80	0.9	0.5875	0.9	0.0538910986185	0.0105637276078	-0.128580217977	0.149299777335	0.184375	0.075	0.29375	32.4241878038
iter11_size80_ratio0	iter11_size80_ratio95	80	0.9	0.625	0.95	0.00229003322379	0.00211912145826	-0.0542599320286	0.0584847064338	0.215625	0.09375	0.3375	26.9811391668
iter11_size80_ratio0	iter11_size80_ratio100	80	0.9	0.51875	1.0	-0.307596327306	-0.304841943716	-0.353319465604	-0.254731630142	0.2625	0.01875	0.50625	40.5694546809
iter11_size80_ratio0	iter12_size80_ratio0	80	0.9	0.875	0.0	0.836989164954	0.862564503771	0.87597855385	0.847817297551	-0.015625	-0.00625	-0.025	37.7019638603
iter11_size80_ratio0	iter12_size80_ratio5	80	0.9	0.84375	0.05	0.885660262137	0.88188106797	0.87777159264	0.885860775812	0.025	0.0125	0.0375	0.897101305532
iter11_size80_ratio0	iter12_size80_ratio10	80	0.9	0.80625	0.1	0.890334027855	0.884445118503	0.874938474159	0.893270244931	0.009375	-0.01875	0.0375	4.47213527247
iter11_size80_ratio0	iter12_size80_ratio15	80	0.9	0.8	0.15	0.818852377686	0.836008811624	0.852466893238	0.817895230282	0.009375	-0.03125	0.05	13.5098495212
iter11_size80_ratio0	iter12_size80_ratio20	80	0.9	0.75	0.2	0.722441760089	0.739068941805	0.635529708192	0.816494784953	0.028125	0.00625	0.05	17.8472024096
iter11_size80_ratio0	iter12_size80_ratio25	80	0.9	0.8	0.25	0.78074177155	0.782526149274	0.786965311145	0.778005976796	0.053125	0.01875	0.0875	12.0716503658
iter11_size80_ratio0	iter12_size80_ratio30	80	0.9	0.725	0.3	0.880299567137	0.87001433159	0.862220203914	0.877396577991	0.00625	-0.0375	0.05	5.28719319777
iter11_size80_ratio0	iter12_size80_ratio35	80	0.9	0.71875	0.35	0.772667777469	0.76969846276	0.723189382398	0.809258174147	0.034375	-0.01875	0.0875	22.7090198498
iter11_size80_ratio0	iter12_size80_ratio40	80	0.9	0.675	0.4	0.830747049007	0.805857987913	0.778867338568	0.829869330833	0.015625	-0.03125	0.0625	8.41114731949
iter11_size80_ratio0	iter12_size80_ratio45	80	0.9	0.7	0.45	0.749821578245	0.737307356261	0.672773350522	0.790706668229	0.021875	-0.00625	0.05	6.74325823314
iter11_size80_ratio0	iter12_size80_ratio50	80	0.9	0.7375	0.5	0.498192590088	0.51276380894	0.459902730575	0.56200339857	0.13125	0.09375	0.16875	25.5262760521
iter11_size80_ratio0	iter12_size80_ratio55	80	0.9	0.61875	0.55	0.603189612008	0.612422407299	0.5209334349	0.69000058596	0.05	-0.04375	0.14375	23.0250421556
iter11_size80_ratio0	iter12_size80_ratio60	80	0.9	0.6375	0.6	0.363701306091	0.349022039786	0.283490566038	0.411309035509	0.11875	0.05625	0.18125	27.1192658794
iter11_size80_ratio0	iter12_size80_ratio65	80	0.9	0.6625	0.65	0.657275001769	0.619459590233	0.609264033751	0.629450369155	0.1	0.025	0.175	11.3665743676
iter11_size80_ratio0	iter12_size80_ratio70	80	0.9	0.5875	0.7	0.459086144098	0.432088037496	0.369682409469	0.490612914567	0.090625	-0.00625	0.1875	29.4052114897
iter11_size80_ratio0	iter12_size80_ratio75	80	0.9	0.55	0.75	0.717965490857	0.703961841481	0.588345247861	0.791371733271	0.04375	-0.0375	0.125	22.9260547106
iter11_size80_ratio0	iter12_size80_ratio80	80	0.9	0.5875	0.8	0.345891723685	0.328458810985	0.357134067737	0.299165006446	0.165625	0.01875	0.3125	22.7131388208
iter11_size80_ratio0	iter12_size80_ratio85	80	0.9	0.53125	0.85	0.582114094535	0.588923428095	0.42112973163	0.717739950779	0.06875	-0.0375	0.175	23.2433468128
iter11_size80_ratio0	iter12_size80_ratio90	80	0.9	0.58125	0.9	0.481978873341	0.470117872858	0.306981718036	0.60641626626	0.084375	-0.025	0.19375	18.9747968059
iter11_size80_ratio0	iter12_size80_ratio95	80	0.9	0.58125	0.95	0.135572821023	0.13818436697	0.0831155513887	0.192411812961	0.15625	-0.00625	0.31875	57.7868209934
iter11_size80_ratio0	iter12_size80_ratio100	80	0.9	0.60625	1.0	0.459133170411	0.476785311099	0.297401265674	0.623655220907	0.159375	0.1	0.21875	23.1933268164
iter12_size80_ratio0	iter11_size80_ratio0	80	0.875	0.9	0.0	0.836989164954	0.862564503771	0.847817297551	0.87597855385	-0.015625	-0.025	-0.00625	37.7019638603
iter12_size80_ratio0	iter11_size80_ratio5	80	0.875	0.79375	0.05	0.821996859147	0.842186802271	0.836763154811	0.847445212704	-0.028125	-0.0625	0.00625	26.8920547261
iter12_size80_ratio0	iter11_size80_ratio10	80	0.875	0.8	0.1	0.795161888933	0.781029595179	0.7432233681	0.813863822806	-0.009375	-0.025	0.00625	35.4843461756
iter12_size80_ratio0	iter11_size80_ratio15	80	0.875	0.775	0.15	0.840286185256	0.841922963411	0.80816242822	0.870168756592	0.0	-0.0125	0.0125	48.1139464467
iter12_size80_ratio0	iter11_size80_ratio20	80	0.875	0.8	0.2	0.835501097447	0.832106412452	0.838655806867	0.82531641861	0.003125	-0.0375	0.04375	41.0929545595
iter12_size80_ratio0	iter11_size80_ratio25	80	0.875	0.80625	0.25	0.80205305523	0.814396184929	0.817329778507	0.811420367983	0.003125	-0.0125	0.01875	43.6062901065
iter12_size80_ratio0	iter11_size80_ratio30	80	0.875	0.74375	0.3	0.791646217956	0.829376717812	0.811074651354	0.846056486582	0.01875	-0.025	0.0625	88.1949455195
iter12_size80_ratio0	iter11_size80_ratio35	80	0.875	0.71875	0.35	0.822032485734	0.846916813645	0.80126567444	0.882763975155	0.015625	-0.01875	0.05	72.4708622753
iter12_size80_ratio0	iter11_size80_ratio40	80	0.875	0.66875	0.4	0.698655415437	0.681949506153	0.624624985351	0.731964139224	0.0125	-0.04375	0.06875	83.1097519432
iter12_size80_ratio0	iter11_size80_ratio45	80	0.875	0.6875	0.45	0.753002144629	0.744685533884	0.732374311497	0.756510019923	-0.003125	-0.05	0.04375	73.2450417609
iter12_size80_ratio0	iter11_size80_ratio50	80	0.875	0.6375	0.5	0.745240229981	0.795450759619	0.763878471815	0.823224540021	-0.03125	-0.10625	0.04375	96.1575850501
iter12_size80_ratio0	iter11_size80_ratio55	80	0.875	0.68125	0.55	0.587241624991	0.635769182115	0.640050392593	0.631448494082	0.08125	0.04375	0.11875	87.9613981147
iter12_size80_ratio0	iter11_size80_ratio60	80	0.875	0.65	0.6	0.49199491953	0.47997632301	0.398907183874	0.553600726591	0.103125	0.00625	0.2	108.808933267
iter12_size80_ratio0	iter11_size80_ratio65	80	0.875	0.5875	0.65	0.505994436578	0.498030216383	0.486291456698	0.509589241767	0.065625	-0.0375	0.16875	121.966393087
iter12_size80_ratio0	iter11_size80_ratio70	80	0.875	0.575	0.7	0.549635227408	0.609495362471	0.47983417321	0.7131020743	0.00625	-0.0625	0.075	119.115598751
iter12_size80_ratio0	iter11_size80_ratio75	80	0.875	0.53125	0.75	0.471856451686	0.492634529189	0.409823625923	0.567391304348	0.075	-0.05	0.2	139.925407144
iter12_size80_ratio0	iter11_size80_ratio80	80	0.875	0.58125	0.8	0.227424900109	0.152414735281	0.0579456228759	0.244178483535	0.178125	0.05	0.30625	149.644428411
iter12_size80_ratio0	iter11_size80_ratio85	80	0.875	0.5875	0.85	0.348800330644	0.371747799754	0.269500761749	0.465706668229	0.140625	0.06875	0.2125	136.809539958
iter12_size80_ratio0	iter11_size80_ratio90	80	0.875	0.5875	0.9	0.0776331863566	0.061458363703	0.013090355092	0.109539435134	0.209375	0.10625	0.3125	152.033361512
iter12_size80_ratio0	iter11_size80_ratio95	80	0.875	0.625	0.95	0.213091667961	0.217021781943	0.248942341498	0.184630258994	0.19375	0.0875	0.3	143.373894338
iter12_size80_ratio0	iter11_size80_ratio100	80	0.875	0.51875	1.0	-0.213185573324	-0.230247766415	-0.181304933786	-0.278052853627	0.265625	0.05	0.48125	193.282413603
iter12_size80_ratio0	iter12_size80_ratio5	80	0.875	0.84375	0.05	0.856935880455	0.876880964693	0.870016406891	0.883405601781	-0.034375	-0.04375	-0.025	39.5527235964
iter12_size80_ratio0	iter12_size80_ratio10	80	0.875	0.80625	0.1	0.796200478159	0.840249507797	0.828852689558	0.85094925583	0.00625	-0.01875	0.03125	35.3419163726
iter12_size80_ratio0	iter12_size80_ratio15	80	0.875	0.8	0.15	0.804045913224	0.813093650353	0.799179655455	0.826136763155	-0.021875	-0.05	0.00625	35.5138953999
iter12_size80_ratio0	iter12_size80_ratio20	80	0.875	0.75	0.2	0.686033069527	0.717119800909	0.735063869682	0.698171803586	0.00625	-0.0375	0.05	53.8631111158
iter12_size80_ratio0	iter12_size80_ratio25	80	0.875	0.8	0.25	0.761626642106	0.749454613065	0.736780733622	0.761602015704	0.028125	-0.00625	0.0625	41.9602521935
iter12_size80_ratio0	iter12_size80_ratio30	80	0.875	0.725	0.3	0.73914184147	0.769512977457	0.726104535333	0.806811789523	0.03125	-0.00625	0.06875	72.4571648271
iter12_size80_ratio0	iter12_size80_ratio35	80	0.875	0.71875	0.35	0.732474262951	0.756961987118	0.715258408532	0.793293683347	0.009375	-0.0375	0.05625	43.1938203929
iter12_size80_ratio0	iter12_size80_ratio40	80	0.875	0.675	0.4	0.73198238207	0.763684845895	0.707242470409	0.810453533341	-0.003125	-0.05625	0.05	96.4461766137
iter12_size80_ratio0	iter12_size80_ratio45	80	0.875	0.7	0.45	0.662488690368	0.679062010547	0.638304230634	0.716023086839	0.01875	-0.01875	0.05625	66.2080382831
iter12_size80_ratio0	iter12_size80_ratio50	80	0.875	0.7375	0.5	0.572496978087	0.597802538414	0.522556545178	0.663808156569	0.1	0.05625	0.14375	97.8101475104
iter12_size80_ratio0	iter12_size80_ratio55	80	0.875	0.61875	0.55	0.512291630701	0.564045534644	0.469661900856	0.645681471932	0.0625	-0.025	0.15	86.6411601121
iter12_size80_ratio0	iter12_size80_ratio60	80	0.875	0.6375	0.6	0.410872548499	0.390043645372	0.30061818821	0.472670807453	0.103125	0.01875	0.1875	122.968996583
iter12_size80_ratio0	iter12_size80_ratio65	80	0.875	0.6625	0.65	0.647256735004	0.636139210906	0.559627329193	0.701898511661	0.06875	0.01875	0.11875	110.539376865
iter12_size80_ratio0	iter12_size80_ratio70	80	0.875	0.5875	0.7	0.514322207329	0.509130194175	0.3840355092	0.615870737138	0.053125	-0.00625	0.1125	106.61478115
iter12_size80_ratio0	iter12_size80_ratio75	80	0.875	0.55	0.75	0.56323468192	0.558571174644	0.396765498652	0.686710418376	0.0625	-0.0375	0.1625	146.253269425
iter12_size80_ratio0	iter12_size80_ratio80	80	0.875	0.5875	0.8	0.486094150235	0.465997965858	0.457383100902	0.474525372085	0.134375	0.05	0.21875	131.221634376
iter12_size80_ratio0	iter12_size80_ratio85	80	0.875	0.53125	0.85	0.30048180063	0.364781223366	0.337023907184	0.391904957225	0.078125	-0.0125	0.16875	150.763507437
iter12_size80_ratio0	iter12_size80_ratio90	80	0.875	0.58125	0.9	0.45383222429	0.513977898253	0.349469705848	0.647744052502	0.06875	-0.00625	0.14375	134.77174868
iter12_size80_ratio0	iter12_size80_ratio95	80	0.875	0.58125	0.95	0.145118713752	0.113571329586	0.000931677018634	0.223365170514	0.15625	0.01875	0.29375	169.953497662
iter12_size80_ratio0	iter12_size80_ratio100	80	0.875	0.60625	1.0	0.413606662272	0.436362397234	0.248681589125	0.592461619595	0.1125	0.04375	0.18125	148.454521795
iter13_size80_ratio0	iter11_size80_ratio0	80	0.85	0.9	0.0	0.809118125292	0.823867619932	0.835523848588	0.811470174616	0.015625	0.0125	0.01875	40.498992551
iter13_size80_ratio0	iter11_size80_ratio5	80	0.85	0.79375	0.05	0.80440907879	0.800860419823	0.779265791632	0.820555490449	-0.059375	-0.1125	-0.00625	30.4874151958
iter13_size80_ratio0	iter11_size80_ratio10	80	0.85	0.8	0.1	0.783998053965	0.772038682376	0.742719442166	0.79840325794	-0.028125	-0.03125	-0.025	38.8449781037
iter13_size80_ratio0	iter11_size80_ratio15	80	0.85	0.775	0.15	0.73704525804	0.762350258865	0.719023204031	0.79977440525	-0.021875	-0.06875	0.025	45.9184258368
iter13_size80_ratio0	iter11_size80_ratio20	80	0.85	0.8	0.2	0.816617572976	0.792341210218	0.806067619829	0.777762803235	-0.015625	-0.0625	0.03125	42.7440425303
iter13_size80_ratio0	iter11_size80_ratio25	80	0.85	0.80625	0.25	0.746071367524	0.741980182069	0.753568498769	0.729930856674	0.0125	-0.0125	0.0375	46.3534896338
iter13_size80_ratio0	iter11_size80_ratio30	80	0.85	0.74375	0.3	0.698260177832	0.719917053152	0.733015938123	0.706284425173	0.03125	-0.04375	0.10625	78.3164155383
iter13_size80_ratio0	iter11_size80_ratio35	80	0.85	0.71875	0.35	0.750504200261	0.763972322779	0.725292980195	0.797843665768	0.021875	-0.025	0.06875	79.5005200017
iter13_size80_ratio0	iter11_size80_ratio40	80	0.85	0.66875	0.4	0.619448263891	0.618372423205	0.582383100902	0.65194245869	-0.003125	-0.0875	0.08125	82.2346137297
iter13_size80_ratio0	iter11_size80_ratio45	80	0.85	0.6875	0.45	0.682346296509	0.669547159537	0.621191257471	0.712823743115	0.053125	-0.00625	0.1125	79.2181375307
iter13_size80_ratio0	iter11_size80_ratio50	80	0.85	0.6375	0.5	0.649263484602	0.652925407696	0.638761279737	0.666647134654	0.05	-0.05	0.15	102.216490718
iter13_size80_ratio0	iter11_size80_ratio55	80	0.85	0.68125	0.55	0.548326364505	0.523622452404	0.387126450252	0.637659674206	0.04375	-0.01875	0.10625	94.7048670668
iter13_size80_ratio0	iter11_size80_ratio60	80	0.85	0.65	0.6	0.475388648738	0.453958831897	0.434644908004	0.472855384976	0.075	0.0125	0.1375	98.4634530421
iter13_size80_ratio0	iter11_size80_ratio65	80	0.85	0.5875	0.65	0.422306500374	0.441341351507	0.407371381695	0.474091761397	0.059375	-0.01875	0.1375	117.144238507
iter13_size80_ratio0	iter11_size80_ratio70	80	0.85	0.575	0.7	0.454590594212	0.492593052374	0.384480839095	0.587375483417	0.015625	-0.05625	0.0875	115.880982113
iter13_size80_ratio0	iter11_size80_ratio75	80	0.85	0.53125	0.75	0.486428944358	0.511144104927	0.472445212704	0.54787589359	0.028125	-0.09375	0.15	125.534011128
iter13_size80_ratio0	iter11_size80_ratio80	80	0.85	0.58125	0.8	0.242789688983	0.231827210363	0.223154224774	0.240463494668	0.134375	0.03125	0.2375	131.516284063
iter13_size80_ratio0	iter11_size80_ratio85	80	0.85	0.5875	0.85	0.286639615766	0.334203283957	0.24280147662	0.419723426696	0.11875	0.025	0.2125	132.393194301
iter13_size80_ratio0	iter11_size80_ratio90	80	0.85	0.5875	0.9	0.0794237129335	0.0513539799884	0.0326438532755	0.0700281260987	0.153125	0.025	0.28125	146.03259515
iter13_size80_ratio0	iter11_size80_ratio95	80	0.85	0.625	0.95	0.0296983816772	0.0180348967102	-0.0686921364116	0.104491386382	0.209375	0.11875	0.3	147.696052024
iter13_size80_ratio0	iter11_size80_ratio100	80	0.85	0.51875	1.0	-0.145960506474	-0.1549748493	-0.126347708895	-0.18334407594	0.228125	0.0375	0.41875	177.785926944
iter13_size80_ratio0	iter12_size80_ratio0	80	0.85	0.875	0.0	0.831362133998	0.856280640154	0.867965545529	0.843648189382	-0.01875	-0.04375	0.00625	27.8933329287
iter13_size80_ratio0	iter12_size80_ratio5	80	0.85	0.84375	0.05	0.837116006231	0.855141530159	0.846469588656	0.863359896871	-0.025	-0.0375	-0.0125	32.663732231
iter13_size80_ratio0	iter12_size80_ratio10	80	0.85	0.80625	0.1	0.809647244756	0.817021430046	0.807227821399	0.826365287707	-0.00625	-0.0375	0.025	35.1675577988
iter13_size80_ratio0	iter12_size80_ratio15	80	0.85	0.8	0.15	0.77722340145	0.809515267392	0.815905894762	0.802926872143	5.55111512313e-17	-0.05625	0.05625	25.2699158238
iter13_size80_ratio0	iter12_size80_ratio20	80	0.85	0.75	0.2	0.653954656814	0.695769401099	0.683004218915	0.708109691785	-0.0125	-0.0375	0.0125	49.0370845696
iter13_size80_ratio0	iter12_size80_ratio25	80	0.85	0.8	0.25	0.7525500793	0.744152125823	0.729435720145	0.758180007032	0.015625	0.00625	0.025	39.0911282004
iter13_size80_ratio0	iter12_size80_ratio30	80	0.85	0.725	0.3	0.682892388904	0.686103016494	0.668088597211	0.703313606	0.021875	-0.05625	0.1	75.8611794537
iter13_size80_ratio0	iter12_size80_ratio35	80	0.85	0.71875	0.35	0.680154850458	0.688408447217	0.695373842728	0.681313723192	0.03125	-0.00625	0.06875	48.9724517116
iter13_size80_ratio0	iter12_size80_ratio40	80	0.85	0.675	0.4	0.709754610353	0.743604109812	0.674317356147	0.799912105942	-0.009375	-0.0625	0.04375	85.8441591534
iter13_size80_ratio0	iter12_size80_ratio45	80	0.85	0.7	0.45	0.650756195867	0.681252905457	0.636153756006	0.721712762217	0.00625	-0.05	0.0625	60.6301702184
iter13_size80_ratio0	iter12_size80_ratio50	80	0.85	0.7375	0.5	0.510429302266	0.540860783907	0.448157154576	0.622055549045	0.1125	0.05625	0.16875	85.7982563456
iter13_size80_ratio0	iter12_size80_ratio55	80	0.85	0.61875	0.55	0.513829654084	0.509831799288	0.434847064338	0.577795031056	0.053125	-0.0375	0.14375	83.8259084504
iter13_size80_ratio0	iter12_size80_ratio60	80	0.85	0.6375	0.6	0.34864958389	0.299423173508	0.19206316653	0.399701160202	0.059375	-0.025	0.14375	109.475643035
iter13_size80_ratio0	iter12_size80_ratio65	80	0.85	0.6625	0.65	0.508683463566	0.484341252336	0.477056720966	0.491559240595	0.10625	0.0375	0.175	105.024735567
iter13_size80_ratio0	iter12_size80_ratio70	80	0.85	0.5875	0.7	0.466396847653	0.46250063313	0.409978905426	0.511965311145	0.03125	-0.0375	0.1	104.008174942
iter13_size80_ratio0	iter12_size80_ratio75	80	0.85	0.55	0.75	0.429230632225	0.43270079454	0.324355443572	0.529840032814	0.05	-0.05625	0.15625	136.836740673
iter13_size80_ratio0	iter12_size80_ratio80	80	0.85	0.5875	0.8	0.277861390186	0.285552387663	0.296472518458	0.274557599906	0.15625	0.025	0.2875	121.634720686
iter13_size80_ratio0	iter12_size80_ratio85	80	0.85	0.53125	0.85	0.374036688836	0.393256573658	0.295740067971	0.482661432087	0.059375	-0.03125	0.15	138.268858132
iter13_size80_ratio0	iter12_size80_ratio90	80	0.85	0.58125	0.9	0.394873084161	0.416553081273	0.336651822337	0.490498652291	0.15	0.01875	0.28125	120.826744229
iter13_size80_ratio0	iter12_size80_ratio95	80	0.85	0.58125	0.95	0.0466024037116	0.0701588921976	0.0310353920075	0.109067737021	0.20625	0.08125	0.33125	155.720782487
iter13_size80_ratio0	iter12_size80_ratio100	80	0.85	0.60625	1.0	0.352428701587	0.367039566038	0.308103832181	0.423168873784	0.159375	0.08125	0.2375	135.231710344
