name1	name2	size	acc1	acc2	ratiodiff	pearson	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1	kl
iter8_size80_ratio0	iter8_size80_ratio5	80	0.80625	0.7625	0.05	0.747082146144	0.774747658583	0.768114965428	0.781214109926	0.028125	-0.04375	0.1	63.7146118329
iter8_size80_ratio0	iter8_size80_ratio10	80	0.80625	0.73125	0.1	0.717738916974	0.744476318504	0.76221434431	0.725621118012	-0.021875	-0.05	0.00625	28.7041650739
iter8_size80_ratio0	iter8_size80_ratio15	80	0.80625	0.74375	0.15	0.718314428232	0.748987965531	0.733596038908	0.763611859838	-0.00625	-0.03125	0.01875	40.0776827122
iter8_size80_ratio0	iter8_size80_ratio20	80	0.80625	0.70625	0.2	0.727830080586	0.762581702332	0.755742411813	0.769254658385	0.025	-0.00625	0.05625	53.2564939269
iter8_size80_ratio0	iter8_size80_ratio25	80	0.80625	0.725	0.25	0.777678583958	0.827206427629	0.823816360014	0.830537325677	0.0375	0.00625	0.06875	58.7105279468
iter8_size80_ratio0	iter8_size80_ratio30	80	0.80625	0.65625	0.3	0.707909567817	0.731918753982	0.718718504629	0.744591585609	-0.009375	-0.05	0.03125	45.1546616789
iter8_size80_ratio0	iter8_size80_ratio35	80	0.80625	0.63125	0.35	0.75314313919	0.819720201662	0.799493144263	0.838090355092	0.015625	-0.025	0.05625	66.7741196279
iter8_size80_ratio0	iter8_size80_ratio40	80	0.80625	0.61875	0.4	0.693142106422	0.70752882911	0.704930856674	0.710107816712	-0.021875	-0.08125	0.0375	48.1403963268
iter8_size80_ratio0	iter8_size80_ratio45	80	0.80625	0.6875	0.45	0.631430778063	0.64384034764	0.713872612211	0.561057072542	0.1	0.05	0.15	55.0467651628
iter8_size80_ratio0	iter8_size80_ratio50	80	0.80625	0.525	0.5	0.41474526686	0.461430996839	0.441767256533	0.480651587953	0.009375	-0.13125	0.15	79.6421807483
iter8_size80_ratio0	iter8_size80_ratio55	80	0.80625	0.69375	0.55	0.768901420395	0.807671159391	0.786836399859	0.826667057307	0.021875	0.0	0.04375	63.4257733542
iter8_size80_ratio0	iter8_size80_ratio60	80	0.80625	0.59375	0.6	0.342062571154	0.353565236747	0.185016992851	0.501907301066	0.075	0.05	0.1	84.5452046553
iter8_size80_ratio0	iter8_size80_ratio65	80	0.80625	0.5625	0.65	0.331763269946	0.314512633679	0.335538497598	0.293173561467	0.0625	-0.05	0.175	105.514066937
iter8_size80_ratio0	iter8_size80_ratio70	80	0.80625	0.55	0.7	0.353543463508	0.345942442213	0.323382749326	0.368109105824	0.06875	-0.03125	0.16875	94.5646252696
iter8_size80_ratio0	iter8_size80_ratio75	80	0.80625	0.5875	0.75	0.478138114751	0.495105753827	0.496592640338	0.493615961561	0.08125	0.0	0.1625	73.3555833193
iter8_size80_ratio0	iter8_size80_ratio80	80	0.80625	0.5875	0.8	0.300568564333	0.281495633699	0.213770069143	0.346528184695	0.09375	0.03125	0.15625	99.0275328973
iter8_size80_ratio0	iter8_size80_ratio85	80	0.80625	0.575	0.85	0.442829008967	0.439690568707	0.427522559475	0.451699285128	0.1	0.01875	0.18125	100.199004636
iter8_size80_ratio0	iter8_size80_ratio90	80	0.80625	0.55	0.9	0.170973998762	0.181314562142	0.217467479198	0.144664830657	0.134375	-0.0125	0.28125	126.819042811
iter8_size80_ratio0	iter8_size80_ratio95	80	0.80625	0.5375	0.95	0.261832480358	0.303223297676	0.244541778976	0.359691784835	0.11875	0.025	0.2125	92.9645265864
iter8_size80_ratio0	iter8_size80_ratio100	80	0.80625	0.5	1.0	0.166601049372	0.174264337457	0.164862885269	0.183634126333	0.096875	-0.0375	0.23125	103.836250504
iter8_size80_ratio0	iter9_size80_ratio0	80	0.80625	0.79375	0.0	0.841593021016	0.837372872575	0.829441579749	0.844966600258	-0.00625	-0.01875	0.00625	18.7861394538
iter8_size80_ratio0	iter9_size80_ratio5	80	0.80625	0.7875	0.05	0.813708208476	0.849552395801	0.800914098207	0.887053205203	-0.034375	-0.05	-0.01875	33.7754246672
iter8_size80_ratio0	iter9_size80_ratio10	80	0.80625	0.7375	0.1	0.807936224095	0.834083620445	0.862038556194	0.80106937771	0.009375	-0.025	0.04375	35.7996210963
iter8_size80_ratio0	iter9_size80_ratio15	80	0.80625	0.75	0.15	0.771738269636	0.781694844435	0.783628266729	0.779746279152	-0.0125	-0.04375	0.01875	29.434265081
iter8_size80_ratio0	iter9_size80_ratio20	80	0.80625	0.7125	0.2	0.756883444548	0.802144361709	0.786232860659	0.816992851283	0.01875	0.0	0.0375	71.9499590017
iter8_size80_ratio0	iter9_size80_ratio25	80	0.80625	0.725	0.25	0.758377879955	0.798849351976	0.787765147076	0.809416383452	0.01875	-0.0125	0.05	35.2470917749
iter8_size80_ratio0	iter9_size80_ratio30	80	0.80625	0.64375	0.3	0.742702240213	0.803063789837	0.753902496191	0.843281964139	-0.01875	-0.06875	0.03125	69.6572826622
iter8_size80_ratio0	iter9_size80_ratio35	80	0.80625	0.70625	0.35	0.679770221113	0.724383684265	0.73908062815	0.708997421774	0.034375	0.00625	0.0625	45.3837183368
iter8_size80_ratio0	iter9_size80_ratio40	80	0.80625	0.75625	0.4	0.745639520564	0.753755905546	0.755566623696	0.751933669284	0.021875	0.0	0.04375	44.6388531253
iter8_size80_ratio0	iter9_size80_ratio45	80	0.80625	0.6125	0.45	0.638956792417	0.644996240519	0.674197234267	0.613781788351	0.03125	-0.025	0.0875	57.9062525697
iter8_size80_ratio0	iter9_size80_ratio50	80	0.80625	0.66875	0.5	0.66231446776	0.699640113423	0.72369037853	0.673892534865	0.065625	0.04375	0.0875	51.6427111544
iter8_size80_ratio0	iter9_size80_ratio55	80	0.80625	0.64375	0.55	0.740518869354	0.792469560612	0.748555607641	0.829462088363	0.025	0.00625	0.04375	76.636502995
iter8_size80_ratio0	iter9_size80_ratio60	80	0.80625	0.5625	0.6	0.305320313642	0.332662528318	0.325041017227	0.34024082972	0.04375	-0.075	0.1625	111.76351564
iter8_size80_ratio0	iter9_size80_ratio65	80	0.80625	0.55	0.65	0.205270308283	0.253917305816	0.248165943982	0.259650767608	0.075	-0.04375	0.19375	108.966104365
iter8_size80_ratio0	iter9_size80_ratio70	80	0.80625	0.5875	0.7	0.693093197894	0.729038085372	0.703879057776	0.752370209774	0.05625	-0.0125	0.125	90.4656816809
iter8_size80_ratio0	iter9_size80_ratio75	80	0.80625	0.5625	0.75	0.338741174838	0.335872771698	0.21576819407	0.445965662721	0.103125	0.0	0.20625	86.563485072
iter8_size80_ratio0	iter9_size80_ratio80	80	0.80625	0.60625	0.8	0.131253500424	0.115251431949	0.0249150357436	0.203720848471	0.159375	0.075	0.24375	102.859627527
iter8_size80_ratio0	iter9_size80_ratio85	80	0.80625	0.51875	0.85	0.121815543794	0.168795637861	0.120359193719	0.21643032931	0.140625	0.04375	0.2375	122.8705052
iter8_size80_ratio0	iter9_size80_ratio90	80	0.80625	0.575	0.9	0.250572038177	0.302743319876	0.114634360717	0.469893355209	0.128125	0.0875	0.16875	106.561019762
iter8_size80_ratio0	iter9_size80_ratio95	80	0.80625	0.53125	0.95	0.312174930379	0.298873622923	0.291210594164	0.306498300715	0.1	0.00625	0.19375	111.257225453
iter8_size80_ratio0	iter9_size80_ratio100	80	0.80625	0.54375	1.0	0.0611813795931	0.0304715642236	-0.00429215984999	0.0651617250674	0.1375	0.0	0.275	158.917414576
iter9_size80_ratio0	iter8_size80_ratio0	80	0.79375	0.80625	0.0	0.841593021016	0.837372872575	0.844966600258	0.829441579749	-0.00625	0.00625	-0.01875	18.7861394538
iter9_size80_ratio0	iter8_size80_ratio5	80	0.79375	0.7625	0.05	0.742402129378	0.788265898916	0.746917848353	0.823540958631	0.028125	0.00625	0.05	65.4325894713
iter9_size80_ratio0	iter8_size80_ratio10	80	0.79375	0.73125	0.1	0.705798229499	0.71404638763	0.74561701629	0.67927751084	-5.55111512313e-17	-0.05625	0.05625	42.6942161662
