docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
pst.000044074364_0,pst.000044074364,41201,fantasy_loc,"Nesbit, E. (Edith),",1858-1924.,New York|Books of Wonder|1998.,1998,1909,1998,Fiction|Fantasy,NotFiction,Harding's luck,1909,0.5564293791813099,1
mdp.39015047580728_0,mdp.39015047580728,47002,fantasy_loc,"Meyrink, Gustav,",1868-1932.,"Sawtry, Cambs|Dedalus|Riverside, CA|Ariadne|1995.",1995,1914,,"Fiction|Legends|Fantasy fiction, German|Translations into English|Paranormal fiction|Golem",Fiction|Bibliographies,The Golem,1914,0.9958019459729457,1
uc2.ark+=13960=t3125zp7f_2,uc2.ark+=13960=t3125zp7f,55204,fantasy_oclc,"Kipling, Rudyard,",,"New York;Doubleday, Page & company;1909.",1909,1909,,,,Actions and reactions,1909,0.006719375180866735,1
nyp.33433076080302_1,nyp.33433076080302,47879,fantasy_loc,"Howard, Maude Lesseur.",,"Elkhart, Indiana;Occult Pub. Co.;1915.",1915,1915,,"Fantasy fiction, American",,Myriam and the mystic brotherhood,1915,0.9657750005563016,1
pst.000029121120_1,pst.000029121120,34127,fantasy_oclc,"Chesterton, G. K. (Gilbert Keith),",1874-1936.,"New York|Dodd, Mead and company|1935].",1935,1908,,,NotFiction,The man who was Thursday : | a nightmare,1908,0.9954144315595517,1
nyp.33433075771133,nyp.33433075771133,40886,fantasy_loc,"Worfel, W. G.",,"Chicago;Rand, McNally;1904.",1904,1904,,"Fantasy fiction, American",,Munchausen XX,1904,0.9993028241151029,1
uc2.ark+=13960=t8cf9mv4w_0,uc2.ark+=13960=t8cf9mv4w,59013,fantasy_loc,"Blackwood, Algernon,",,New York;The Macmillan company;1915.,1915,1915,,"Fantasy fiction, English",,The extra day,1915,0.9968612986992663,1
uc1.$b318311_1,uc1.$b318311,32339,fantasy_loc,"Mende��s, Catulle,",1841-1909.,London|T. Werner Laurie|1928.,1928,1908,,"Fantasy fiction, French",Fiction,Number 56 and other stories,1908,0.9988029700531937,1
uva.x004507096_1,uva.x004507096,47474,fantasy_oclc,"Blackwood, Algernon,",,New York;H. Holt and company;1910,1909,1909,,,,The education of Uncle Paul,1909,0.9860666752606025,1
uc2.ark+=13960=t8cf9mv4w_1,uc2.ark+=13960=t8cf9mv4w,62681,fantasy_loc,"Blackwood, Algernon,",,New York;The Macmillan company;1915.,1915,1915,,"Fantasy fiction, English",,The extra day,1915,0.999878140568745,1
uva.x030751450_0,uva.x030751450,54364,fantasy_oclc,"Blackwood, Algernon,",,"London;Macmillan and co.,ltd.;1920",1913,1913,,,,A prisoner in fairyland (the book that 'Uncle Paul' wrote),1913,0.9720510857913309,1
uc1.l0070882576_1,uc1.l0070882576,50239,fantasy_loc|supernat,"Machen, Arthur,",1863-1947.,"North Stratford, NH|Ayer Company|1999.",1999,1906,,"Fantasy fiction, English|Supernatural|Fiction",Fiction,The house of souls,1906,0.9930287756278089,1
mdp.39015043257750_0,mdp.39015043257750,31442,fantasy_oclc,"Stoker, Bram,",1847-1912.,London|Arrow Books|1960.,1960,1911,,,Fiction,The lair of the white worm,1911,0.23965491989181795,1
uc1.l0070882576_0,uc1.l0070882576,49810,fantasy_loc|supernat,"Machen, Arthur,",1863-1947.,"North Stratford, NH|Ayer Company|1999.",1999,1906,,"Fantasy fiction, English|Supernatural|Fiction",Fiction,The house of souls,1906,0.9401575236797443,1
nyp.33433074847991,nyp.33433074847991,8940,fantasy_oclc,"Burnett, Frances Hodgson,",,"New York;Moffat, Yard and company;1909.",1909,1909,,,,The land of the blue flower,1909,0.9133726908568996,1
mdp.39015063940210_0,mdp.39015063940210,52597,fantasy_oclc,"De Morgan, William,",,London;Heinemann;1911.,1911,1911,,,,A likely story,1911,0.5168753456797902,1
njp.32101066164813_2,njp.32101066164813,48187,fantasy_oclc,"Blackwood, Algernon,",,London;Macmillan;1919.,1919,1919,,,,Pan's garden;,1919,0.9993883868959108,1
uc2.ark+=13960=t3125zp7f_0,uc2.ark+=13960=t3125zp7f,56490,fantasy_oclc,"Kipling, Rudyard,",,"New York;Doubleday, Page & company;1909.",1909,1909,,,,Actions and reactions,1909,0.010510132076913918,1
mdp.39015031308953_1,mdp.39015031308953,34491,supernat|fantasy_oclc,"Stephens, James,",,"London;Macmillan and co., limited;1912.",1912,1912,,,,The crock of gold,1912,0.8391167304405378,1
uc2.ark+=13960=t29883c9f_1,uc2.ark+=13960=t29883c9f,66739,fantasy_oclc,"London, Jack,",,London;Mills & Boon;1918,1918,1918,,,,Hearts of three,1918,0.1951631847939622,1
uva.x004507096_0,uva.x004507096,47675,fantasy_oclc,"Blackwood, Algernon,",,New York;H. Holt and company;1910,1909,1909,,,,The education of Uncle Paul,1909,0.9903363831204177,1
nyp.33433082303581,nyp.33433082303581,25863,fantasy_oclc,"Clapp, Eva Katherine,",,Chicago;Lansing;R. Smith Printing Co.;1901,1901,1901,,,,"Zauberlinda, the wise witch;",1901,0.9377521271049338,1
nyp.33433076064223,nyp.33433076064223,38536,fantasy_oclc,"Hopper, James Marie,",,"New York;Moffat, Yard and Company;1909.",1909,1909,,,,The trimming of Goosie,1909,0.6686931049871804,1
mdp.39015002580598_0,mdp.39015002580598,56266,fantasy_loc,"London, Jack,",1876-1916.,"Port Washington, N.Y.|Kennikat Press|1975.",1975,1916,,"Fantasy fiction, American",Fiction|Bibliographies,Curious fragments : | Jack London's tales of fantasy fiction,1916,0.9705703961425378,1
uva.x030580544_0,uva.x030580544,39617,sf_bailey|fantasy_oclc,"London, Jack,",,New York;The Macmillan & co.;1919,1906,1906,,,,Before Adam,1906,0.9999358695154634,1
mdp.39015043257750_1,mdp.39015043257750,32824,fantasy_oclc,"Stoker, Bram,",1847-1912.,London|Arrow Books|1960.,1960,1911,,,Fiction,The lair of the white worm,1911,0.5449287687776234,1
nyp.33433076080302_0,nyp.33433076080302,49822,fantasy_loc,"Howard, Maude Lesseur.",,"Elkhart, Indiana;Occult Pub. Co.;1915.",1915,1915,,"Fantasy fiction, American",,Myriam and the mystic brotherhood,1915,0.006972112291172684,1
uva.x030751450_1,uva.x030751450,55102,fantasy_oclc,"Blackwood, Algernon,",,"London;Macmillan and co.,ltd.;1920",1913,1913,,,,A prisoner in fairyland (the book that 'Uncle Paul' wrote),1913,0.9793916646312946,1
mdp.39015063940210_1,mdp.39015063940210,53521,fantasy_oclc,"De Morgan, William,",,London;Heinemann;1911.,1911,1911,,,,A likely story,1911,0.5205052647249494,1
