docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.39015020723915_1,mdp.39015020723915,51485,fantasy_oclc,"McCaffrey, Anne.",,New York|Ballantine Books|c1978.,1978,1978,,,Fiction,Dragonflight,1978,0.9720975680241797,1
pst.000018854497_1,pst.000018854497,37981,fantasy_loc,"McKillip, Patricia A.",,"New York|Ballantine Books|1978, c1977.",1977,1977,1978,Fantasy,NotFiction,Heir of sea and fire,1977,0.9970790528580954,1
mdp.39015012296821_1,mdp.39015012296821,47162,fantasy_oclc,"Bradbury, Ray,",1920-2012.,Toronto|New York|Bantam Books|1976.,1976,1976,,,Fiction,The machineries of joy : | short stories,1976,0.11033792171260443,1
pst.000043755776,pst.000043755776,15514,fantasy_oclc,"Gardner, John,",1933-1982,New York|Bantam|1976.,1976,1976,,Fairy tales,NotFiction,"Dragon, dragon, and other tales",1976,0.1285250982034748,1
pst.000053742254_1,pst.000053742254,50380,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.8921239353115263,1
mdp.39015073820543_0,mdp.39015073820543,61814,fantasy_loc,,,"Sauk City, Wis.|Arkham House|1975.",1975,1975,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",Short stories,Nameless places,1975,0.9922361600716757,1
pst.000053742254_2,pst.000053742254,50298,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.9751419582376821,1
mdp.39015058074553_0,mdp.39015058074553,39881,fantasy_loc|sf_oclc,,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,v.5,"Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American",Short stories,Flashing swords!,1973,0.9997274674313701,1
mdp.39015020724129_0,mdp.39015020724129,50208,fantasy_oclc,"McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,1978,,,NotFiction,Dragonquest,1978,0.855568551198222,1
mdp.39015005165686_1,mdp.39015005165686,30833,fantasy_oclc,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"Boston|Gregg Press|1979, c1952.",1979,1979,,,Fiction,Islands in the sky,1979,0.9991068549595832,1
mdp.39015073820543_1,mdp.39015073820543,60519,fantasy_loc,,,"Sauk City, Wis.|Arkham House|1975.",1975,1975,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",Short stories,Nameless places,1975,0.9966921062763018,1
pst.000053742254_0,pst.000053742254,50161,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.0151847722416099,1
mdp.39015062063014_1,mdp.39015062063014,36731,fantasy_oclc,"Lem, Stanis��aw.",,New York|Seabury Press|1973,1973,1973,,,Fiction,Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose.,1973,0.39122443245632277,1
mdp.39015056894150_0,mdp.39015056894150,61564,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.9725851785181643,1
pst.000007408625_1,pst.000007408625,53116,fantasy_loc,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,1974,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous,1974,0.8413500768194855,1
mdp.39015012296821_0,mdp.39015012296821,42963,fantasy_oclc,"Bradbury, Ray,",1920-2012.,Toronto|New York|Bantam Books|1976.,1976,1976,,,Fiction,The machineries of joy : | short stories,1976,0.7359391764408566,1
mdp.39015020735745_0,mdp.39015020735745,65778,fantasy_oclc,"Adams, Richard,",1920-,"New York|Macmillan|1974,c1972",1974,1974,,,Fiction,Watership Down | $c: [by] Richard Adams.,1974,0.8815512415500841,1
mdp.39015019357808_1,mdp.39015019357808,66904,fantasy_oclc,"Gerrold, David",,New York|Ballantine|1971.,1971,1971,,Science fiction,NotFiction,The flying sorcerers,1971,0.9830167581847815,1
mdp.39015035341463_0,mdp.39015035341463,64914,fantasy_oclc,"Farmer, Philip Jos̩.",,New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.,1977,1977,,,Fiction,The dark design,1977,0.8137712135809388,1
mdp.39015062063014_0,mdp.39015062063014,36559,fantasy_oclc,"Lem, Stanis��aw.",,New York|Seabury Press|1973,1973,1973,,,Fiction,Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose.,1973,0.990691060774883,1
mdp.39015035341463_2,mdp.39015035341463,66580,fantasy_oclc,"Farmer, Philip Jos̩.",,New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.,1977,1977,,,Fiction,The dark design,1977,0.98438293917228,1
mdp.39015011684399_0,mdp.39015011684399,31937,fantasy_oclc,"Carrington, Leonora,",1917-2011.,London|Routledge & Kegan Paul|1977.,1977,1977,,,Fiction,The hearing trumpet,1977,0.019095766375308267,1
mdp.39015019049371_1,mdp.39015019049371,60840,fantasy_loc,"Haining, Peter.",,New York|Taplinger|1970,1970,1970,,Fantasy fiction|Horror tales,UnknownGenre,"The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury.",1970,0.9911722012394362,1
mdp.39015035341463_1,mdp.39015035341463,66913,fantasy_oclc,"Farmer, Philip Jos̩.",,New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.,1977,1977,,,Fiction,The dark design,1977,0.1098450713675646,1
mdp.39015063174026_1,mdp.39015063174026,35329,fantasy_oclc,"Anthony, Piers.",,New York|Berkley Pub. Corp.|1973.,1973,1973,,"Human-alien encounters|Fiction|Dentists|Interstellar travel|Science fiction, American",Fiction|Science fiction,Prostho plus,1973,0.9827174988639267,1
mdp.39015061857671_1,mdp.39015061857671,51399,fantasy_loc,"Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,1972,v.1,"Fiction|Amber (Imaginary place)|Fantasy fiction, American",Novel,The chronicles of Amber,1972,0.9972439806065723,1
uc1.32106020040769_0,uc1.32106020040769,59569,fantasy_loc,"Lynn, Elizabeth A",,"New York|Berkley Books|1980, c1979",1979,1979,,Fantasy fiction,Fiction,The Dancers of Arun,1979,0.9689060496794977,1
mdp.39015005165686_0,mdp.39015005165686,29920,fantasy_oclc,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"Boston|Gregg Press|1979, c1952.",1979,1979,,,Fiction,Islands in the sky,1979,0.9789141809850019,1
mdp.39015010919192_0,mdp.39015010919192,37131,fantasy_oclc,"Zelazny, Roger.",,"Boston|Gregg Press|1979, c1970.",1979,1979,,,Fiction,Nine princes in Amber,1979,0.9888426521661464,1
mdp.39015010919192_1,mdp.39015010919192,35746,fantasy_oclc,"Zelazny, Roger.",,"Boston|Gregg Press|1979, c1970.",1979,1979,,,Fiction,Nine princes in Amber,1979,0.998990989402747,1
mdp.39015061861616_1,mdp.39015061861616,41110,fantasy_loc,,,New York|Arno Press|1976.,1976,1976,,Horror tales|Fantasy fiction,Short stories,Ancient hauntings,1976,0.9949815499974277,1
mdp.39015059189590_0,mdp.39015059189590,49553,fantasy_loc,,,New York|G. P. Putnam|c1970.,1970,1970,,"Fantasy fiction, American",Short stories,Warlocks and warriors,1970,0.9999944746156464,1
mdp.39015046445832,mdp.39015046445832,56706,fantasy_oclc,"Le Guin, Ursula K.,",1929-,"New York|Atheneum|1971, t.p. 1980.",1971,1971,,Fantastic fiction,NotFiction,The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty.,1971,0.9990616237981247,1
mdp.39015010738097_1,mdp.39015010738097,31670,fantasy_oclc,"Wibberley, Leonard,",1915-1983.,"Toronto|New York|Bantam Books|1971, c1962.",1971,1971,,,Fiction,The mouse on the moon,1971,0.6771506868852983,1
mdp.39015017688303,mdp.39015017688303,40613,fantasy_oclc,"Carter, Lin.",,"London|Scripts Publications|1970,c1968.",1970,1970,,,NotFiction,Tower at the edge of time,1970,0.9999742804480294,1
mdp.39015056894150_2,mdp.39015056894150,63753,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.9998630318275896,1
pst.000007408625_2,pst.000007408625,54578,fantasy_loc,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,1974,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous,1974,0.7461043208429744,1
mdp.39015049862876,mdp.39015049862876,56892,fantasy_oclc,"Kellum, David F.",,Edmonton|Tree Frog Press|1976.,1976,1976,,,Fiction,The falling world of Tristram Pocket,1976,0.8657399980767551,1
pst.000007408625_0,pst.000007408625,52515,fantasy_loc,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,1974,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous,1974,0.32852853540669963,1
uc1.32106020040769_1,uc1.32106020040769,58679,fantasy_loc,"Lynn, Elizabeth A",,"New York|Berkley Books|1980, c1979",1979,1979,,Fantasy fiction,Fiction,The Dancers of Arun,1979,0.9334896464250899,1
mdp.39015056894150_1,mdp.39015056894150,63640,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.9998513704052182,1
pst.000018854497_0,pst.000018854497,39632,fantasy_loc,"McKillip, Patricia A.",,"New York|Ballantine Books|1978, c1977.",1977,1977,1978,Fantasy,NotFiction,Heir of sea and fire,1977,0.9907253004273329,1
mdp.39015011255661_1,mdp.39015011255661,34085,fantasy_loc,"Elwood, Roger,",,New York|Trident Press|c1973,1973,1973,,"Horror tales, American|Fantasy fiction, American",UnknownGenre,The berserkers.,1973,0.5182825563721256,1
