docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
uc1.$b114447_0,uc1.$b114447,80401,fantasy_oclc,"Stern, Philip Van Doren,",1900-1984.,New York|Doubleday|1947.,1947,1947,,Short stories,Short stories,Travelers in time : | strange tales of man's journeyings into the past and the future,1947,0.994416799038521,1
mdp.39015031297305_0,mdp.39015031297305,33312,fantasy_oclc,"Morley, Christopher,",1890-1957.,"Garden City, New York|Doubleday, Page & Company|1925.",1925,1925,,,Fiction,Thunder on the left,1925,0.14756950927973136,1
uc1.b3711206,uc1.b3711206,41977,fantasy_oclc,"Nathan, Robert,",1894-1985.,New York|A. A. Knopf|1940.,1940,1940,,,Fiction,"Portrait of Jennie, | $c: by Robert Nathan.",1940,0.26217105781454575,1
uc1.$b86033_1,uc1.$b86033,56490,fantasy_oclc|sf_oclc,"Bond, Nelson Slade,",1908-,New York|Coward-McCann|1946,1946,1946,,,NotFiction,Mr. Mergenthwirker's lobblies and other fantastic tales,1946,0.5619176968126885,1
uc1.$b245271_0,uc1.$b245271,54829,fantasy_loc,"Leslie, Shane,",1885-1971.,London|John Long|1924.,1924,1924,,"Fantasy fiction, English",Fiction,Masquerades : | studies in the morbid,1924,0.12371970754239804,1
uc1.$b604952_0,uc1.$b604952,32331,fantasy_oclc|sf_oclc,"Lewis, C. S. (Clive Staples),",1898-1963.,New York|Macmillan|1943.,1943,1938,,,NotFiction,Out of the silent planet.,1938,0.9981024401562002,1
nyp.33433074806260,nyp.33433074806260,36305,fantasy_oclc,"Pyle, Howard,",,New York;C. Scribner's Sons;1920.,1920,1920,,,,The garden behind the moon,1920,0.9995048616452991,1
inu.30000124502158_1,inu.30000124502158,59688,fantasy_loc,"Howard, Robert E. (Robert Ervin),",1906-1936.,"Nevada City, Calif.|Black Bart Books|2008.",2008,1934,,"Fantasy fiction, American",Fiction,"""--and their memory was a bitter tree-- "" : | Queen of the Black Coast and others",1934,0.9990750352300934,1
uc1.b3324361,uc1.b3324361,57194,fantasy_oclc,"Housman, Laurence,",1865-1959.,"New York|Harcourt, Brace|192-?",1920,1920,,,Fiction,All-fellows and The cloak of friendship,1920,0.9669800569810041,1
mdp.39015002966581_2,mdp.39015002966581,59846,fantasy_oclc,"Blackwood, Algernon,",1869-1951.,London|New York|P. Nevill|1949,1949,1949,,,Fiction,Tales of the uncanny and supernatural.,1949,0.994754722974525,1
