docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
uc1.32106012654197_0,uc1.32106012654197,31655,fantasy_oclc,"Lewis, C. S. (Clive Staples),",1898-1963.,New York|Macmillan|1952.,1952,1952,,,NotFiction,The voyage of the Dawn Treader. | $c: Illus. by Pauline Baynes.,1952,0.9788886713593016,1
mdp.39076005205393_1,mdp.39076005205393,46767,fantasy_loc,,,"Boston|Little, Brown|1952-",1952,1952,,"Science fiction|Magazine of fantasy and science fiction (Cornwall, Conn.)|Fantasy fiction",UnknownGenre,The best from Fantasy and science fiction.,1952,0.9927432588261013,1
pst.000013229504_0,pst.000013229504,35691,fantasy_oclc,"Bradley, Marion Zimmer.",,New York|Ace Science Fiction books|c1965.,1965,1965,,,NotFiction,Star of danger,1965,0.9998349855203023,1
inu.32000009192297_0,inu.32000009192297,41124,fantasy_oclc,"Bentley, E. C. (Edmund Clerihew),",1875-1956.,New York|Knopf|1950.,1950,1950,,,Fiction,"Elephant's work, an enigma.",1950,0.06661921104097447,1
pst.000044416584,pst.000044416584,18589,fantasy_oclc,"Duggan, Maurice.",,New York|Criterion Books|c1958.,1958,1958,D854fal 1958,,NotFiction,Falter Tom and the water boy.,1958,0.9623659726085749,1
mdp.39015027551343,mdp.39015027551343,31237,fantasy_oclc,"Hunter, Mollie,",1922-,New York|Funk & Wagnalls|1967,1967,1967,,,UnknownGenre,Thomas and the warlock | $c: [by] Mollie Hunter. Illustrated by Joseph Cellini.,1967,0.7723058394059245,1
mdp.39015030718657_2,mdp.39015030718657,50398,fantasy_loc|sf_loc,"Sturgeon, Theodore.",,New York|Funk & Wagnalls|1955.,1955,1955,,"Science fiction, American|Fantasy fiction, American",NotFiction,"A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin.",1955,0.9822138667917788,1
mdp.39015020709617_1,mdp.39015020709617,48697,fantasy_oclc,"Dick, Philip K.",,New York|Ace Books|c1969,1969,1969,,,Fiction,The preserving machine.,1969,0.9775478056450534,1
mdp.39015000543929_0,mdp.39015000543929,45344,fantasy_oclc,"Peake, Mervyn Laurence,",1911-1968.,London|Eyre & Spottiswoode|1959.,1959,1959,,,UnknownGenre,Titus alone.,1959,0.9923895473505427,1
mdp.39015012178250_1,mdp.39015012178250,34873,fantasy_oclc,"Zelazny, Roger.",,"New York, N.Y.|Ace Books|c1966.",1966,1966,,,Fiction,This immortal,1966,0.9922827642127725,1
mdp.39015005906592_1,mdp.39015005906592,37366,fantasy_oclc,"Bradbury, Ray,",1920-2012.,"New York|Bantam Books|1963, c1962.",1962,1962,,,Fiction,Something wicked this way comes,1962,0.992538064727917,1
osu.32435068347988_1,osu.32435068347988,45380,fantasy_oclc,"Hughes, Riley.",,Milwaukee|Bruce Pub. Co.|1955,1955,1955,,,NotFiction,The hills were liars : | a novel,1955,0.9962849618912694,1
pst.000024818261,pst.000024818261,8252,fantasy_oclc,"Guillot, Ren̩,",1900-1969,"New York|Abelard-Schuman|1961, c1960].",1960,1960,,,NotFiction,Nicolette and the mill,1960,0.9999960961008569,1
mdp.39015002672585_1,mdp.39015002672585,33034,fantasy_oclc,"Lewis, C. S. (Clive Staples),",1898-1963.,London|G. Bles|1953,1953,1953,,,Fiction,The silver chair; | $c: with illus. by Pauline Baynes.,1953,0.999934662260037,1
mdp.39015010321076_1,mdp.39015010321076,41840,fantasy_oclc|sf_oclc,"Davies, L. P. (Leslie Purnell)",,"Garden City, N.Y.|Doubleday|1967.",1967,1967,,,NotFiction,Psychogeist | $c: [by] L. P. Davies.,1967,0.9998808020081886,1
uc1.b4095332_0,uc1.b4095332,38142,fantasy_oclc,"Heard, Gerald,",1889-1971.,New York|Harper|1952,1952,1952,,,NotFiction,Gabriel and the creatures; | $c: illustrated by Susanne Suba.,1952,0.999988761372388,1
mdp.39015020709617_0,mdp.39015020709617,47882,fantasy_oclc,"Dick, Philip K.",,New York|Ace Books|c1969,1969,1969,,,Fiction,The preserving machine.,1969,0.9993304425571038,1
uc1.b3545502_0,uc1.b3545502,69298,fantasy_loc|sf_loc,"Merril, Judith,",1923-1997.,New York|Random House|1954,1954,1954,,Science fiction|Fantasy fiction,NotFiction,Beyond the barriers of space and time.,1954,0.7761766396898688,1
mdp.39015030718657_0,mdp.39015030718657,48668,fantasy_loc|sf_loc,"Sturgeon, Theodore.",,New York|Funk & Wagnalls|1955.,1955,1955,,"Science fiction, American|Fantasy fiction, American",NotFiction,"A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin.",1955,0.9986450077659573,1
mdp.39015005058410,mdp.39015005058410,24083,fantasy_oclc,"Hesse, Hermann,",1877-1962.,London|P. Owen|1956,1956,1956,,,NotFiction,The journey to the East.,1956,0.8029078301137771,1
mdp.39015008828157_0,mdp.39015008828157,32657,fantasy_oclc|sf_oclc,"Vance, Jack,",1916-,"New York|Pocket Books|1977 printing, c1950.",0,1950,,,Fiction,The dying earth,1950,0.9999780335883435,1
mdp.39015005906592_0,mdp.39015005906592,33192,fantasy_oclc,"Bradbury, Ray,",1920-2012.,"New York|Bantam Books|1963, c1962.",1962,1962,,,Fiction,Something wicked this way comes,1962,0.8982624318271708,1
mdp.39015019966608,mdp.39015019966608,50582,fantasy_oclc,"Farmer, Penelope,",1939-,"Harcourt, Brace & World|c1966.",1966,1966,,,UnknownGenre,Emma in winter,1966,0.9201007415833933,1
osu.32435068347988_0,osu.32435068347988,43533,fantasy_oclc,"Hughes, Riley.",,Milwaukee|Bruce Pub. Co.|1955,1955,1955,,,NotFiction,The hills were liars : | a novel,1955,0.9968187551836432,1
mdp.39015005607919_1,mdp.39015005607919,62568,fantasy_oclc,"(John Ronald Reuel), Tolkien, J. R. R.",1892-1973.,London|Allen & Unwin|1954-55.,1954,1954,,,Fiction,The lord of the rings.,1954,0.9999318379234999,1
uc1.32106002168356_2,uc1.32106002168356,58348,fantasy_oclc,"Ellison, Harlan.",,New York|Trident Press|1968,1968,1968,,"Science fiction, American",Fiction,Love ain't nothing but sex misspelled; | twenty-two stories.,1968,0.2884914560522667,1
mdp.39015054025773_1,mdp.39015054025773,62620,fantasy_oclc,"(John Ronald Reuel), Tolkien, J. R. R.",1892-1973.,London|Allen & Unwin|1954-55.,1954,1954,pt.2,,Fiction,The lord of the rings.,1954,0.9999323360349758,1
inu.30000054447648_0,inu.30000054447648,53240,fantasy_oclc,"White, T. H. (Terence Hanbury),",1906-1964.,London|Collins|1957.,1957,1957,,Arthurian romances,Fiction,The sword in the stone,1957,0.9680506828081823,1
mdp.39015054025773_0,mdp.39015054025773,60886,fantasy_oclc,"(John Ronald Reuel), Tolkien, J. R. R.",1892-1973.,London|Allen & Unwin|1954-55.,1954,1954,pt.2,,Fiction,The lord of the rings.,1954,0.9998716169580636,1
