docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.39015054059525_0,mdp.39015054059525,54959,fantasy_oclc,"Bradbury, Ray,",1920-2012.,New York|Ballantine Books|1955,1955,1955,,,Fiction,"The October country, | $c: illustrated by Joe Mugnaini.",1955,0.588975880196666,1
mdp.39015018601388_0,mdp.39015018601388,40419,fantasy_oclc,"Beagle, Peter S.",,New York|Viking Press|1968,1968,1968,,,Fiction,The last unicorn | $c: [by] Peter S. Beagle.,1968,0.9923165521136653,1
uc1.b3545524_0,uc1.b3545524,52102,fantasy_oclc,,,Chicago|Playboy Press|1966,1966,1964,,Science fiction,NotFiction,"The Playboy book of science fiction and fantasy, | $c: selected by the editors of Playboy.",1964,0.5302789946551308,1
mdp.39015006565108,mdp.39015006565108,33661,fantasy_oclc,"Hunter, Mollie,",1922-,"New York|Avon|1968, c1964",1968,1968,,,UnknownGenre,The kelpie's pearls | $c: [by] Mollie Hunter. [Illustrated by Joseph Cellini],1968,0.7982177543752857,1
uc1.32106015420547_1,uc1.32106015420547,74924,fantasy_oclc,"Tolkien, J. R. R. (John Ronald Reuel),",1892-1973,Oxford|George Allen & Unwin|1954,1954,1954,,,Fiction,The fellowship of the ring : | being the first part of The Lord of the Rings,1954,0.9948288036815962,1
mdp.39015027551343,mdp.39015027551343,31237,fantasy_oclc,"Hunter, Mollie,",1922-,New York|Funk & Wagnalls|1967,1967,1967,,,UnknownGenre,Thomas and the warlock | $c: [by] Mollie Hunter. Illustrated by Joseph Cellini.,1967,0.7486421874932392,1
uc1.b4095332_0,uc1.b4095332,38142,fantasy_oclc,"Heard, Gerald,",1889-1971.,New York|Harper|1952,1952,1952,,,NotFiction,Gabriel and the creatures; | $c: illustrated by Susanne Suba.,1952,0.999241306130532,1
osu.32435053305041_0,osu.32435053305041,36078,fantasy_oclc,"Bradbury, Ray,",1920-2012.,New York|Berkley|1963.,1963,1963,,Science fiction,Fiction,Beyond,1963,0.9259056845064799,1
pst.000024818261,pst.000024818261,8252,fantasy_oclc,"Guillot, Ren̩,",1900-1969,"New York|Abelard-Schuman|1961, c1960].",1960,1960,,,NotFiction,Nicolette and the mill,1960,0.9451512111473394,1
mdp.39015056814455_2,mdp.39015056814455,54572,fantasy_loc|sf_loc,,,"Garden City, N.Y.|Doubleday|c1960.",1960,1955,,Fantasy fiction|Science fiction,Fiction,A decade of Fantasy and science fiction,1955,0.9699402610725721,1
mdp.49015000898420_0,mdp.49015000898420,28851,fantasy_oclc,"Garner, Alan,",1934-,"New York|Ballantine Books|1981, c1967.",1967,1967,,Fiction,Fiction,The owl service,1967,0.18084026541840034,1
mdp.39015056814455_0,mdp.39015056814455,56713,fantasy_loc|sf_loc,,,"Garden City, N.Y.|Doubleday|c1960.",1960,1955,,Fantasy fiction|Science fiction,Fiction,A decade of Fantasy and science fiction,1955,0.9329366233098894,1
mdp.39015054025773_0,mdp.39015054025773,60886,fantasy_oclc,"(John Ronald Reuel), Tolkien, J. R. R.",1892-1973.,London|Allen & Unwin|1954-55.,1954,1954,pt.2,,Fiction,The lord of the rings.,1954,0.9990858010963624,1
mdp.39076005205393_0,mdp.39076005205393,45345,fantasy_loc,,,"Boston|Little, Brown|1952-",1952,1952,,"Science fiction|Magazine of fantasy and science fiction (Cornwall, Conn.)|Fantasy fiction",UnknownGenre,The best from Fantasy and science fiction.,1952,0.872510287266432,1
mdp.39015005607919_2,mdp.39015005607919,63930,fantasy_oclc,"(John Ronald Reuel), Tolkien, J. R. R.",1892-1973.,London|Allen & Unwin|1954-55.,1954,1954,,,Fiction,The lord of the rings.,1954,0.999029771441127,1
uc1.$b114021_0,uc1.$b114021,35852,fantasy_oclc,"Walter, Elizabeth (Elizabeth Margaret)",,New York|Stein and Day|1966-c1965,1966,1966,,,NotFiction,"Snowfall, and other chilling events.",1966,0.6058754897409185,1
pst.000018315271,pst.000018315271,59075,fantasy_oclc,"Lewis, C. S. (Clive Staples),",1898-1963.,"New York|Macmillan Pub. Co.|1988, c1954.",1954,1954,1988,,NotFiction,The horse and his boy,1954,0.6379891800750527,1
mdp.39015005122851,mdp.39015005122851,58195,fantasy_oclc,"Christopher, John,",1922-2012.,New York|Macmillan|1968,1968,1968,,,Fiction,The pool of fire.,1968,0.9944627586840087,1
mdp.39015030718657_1,mdp.39015030718657,51492,fantasy_loc|sf_loc,"Sturgeon, Theodore.",,New York|Funk & Wagnalls|1955.,1955,1955,,"Science fiction, American|Fantasy fiction, American",NotFiction,"A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin.",1955,0.9530208308082599,1
osu.32435053305041_1,osu.32435053305041,36361,fantasy_oclc,"Bradbury, Ray,",1920-2012.,New York|Berkley|1963.,1963,1963,,Science fiction,Fiction,Beyond,1963,0.360045250988108,1
pst.000044416584,pst.000044416584,18589,fantasy_oclc,"Duggan, Maurice.",,New York|Criterion Books|c1958.,1958,1958,D854fal 1958,,NotFiction,Falter Tom and the water boy.,1958,0.8672071596130393,1
pst.000032513851_0,pst.000032513851,65926,fantasy_oclc,"Du Maurier, Daphne,",1907-1989,"Cutchogue, N.Y.|Buccaneer Books|c1969.",1969,1969,,,NotFiction,The house on the strand,1969,0.20001644534524676,1
mdp.39015002755190_0,mdp.39015002755190,52316,fantasy_oclc,"Saxton, Mark.",,Boston|Houghton Mifflin|1969.,1969,1969,,,UnknownGenre,"The Islar, a narrative of Lang III.",1969,0.5606402272486005,1
mdp.39076002560766_0,mdp.39076002560766,49235,fantasy_loc,"Goudge, Elizabeth,",1900-1984.,New York|Coward-McCann|c1951.,1951,1951,,"Juvenile fiction|Animals, Mythical|Perseverance (Ethics)|Fantasy fiction",Fiction,The Valley of Song,1951,0.9933445249282551,1
osu.32435068347988_0,osu.32435068347988,43533,fantasy_oclc,"Hughes, Riley.",,Milwaukee|Bruce Pub. Co.|1955,1955,1955,,,NotFiction,The hills were liars : | a novel,1955,0.9026159458105237,1
uc1.b4099051,uc1.b4099051,53611,fantasy_oclc,"North, Joan",,"New York|Farrar, Straus & Giroux|1966,c1965",1966,1966,,,Fiction,The cloud forest.,1966,0.17049300521683727,1
mdp.39015012178250_0,mdp.39015012178250,35713,fantasy_oclc,"Zelazny, Roger.",,"New York, N.Y.|Ace Books|c1966.",1966,1966,,,Fiction,This immortal,1966,0.955054368544954,1
osu.32435059733857_0,osu.32435059733857,36970,fantasy_oclc,"Leiber, Fritz,",1910-1992.,New York|Twayne Publishers|c1953.,1953,1953,,Paranormal fiction,Fiction|Occult fiction,Conjure wife,1953,0.5995519255376862,1
mdp.49015003166726_0,mdp.49015003166726,97012,fantasy_loc,"Farmer, Philip Jos̩.",,"Burton, Mich.|Subterranean Press|2006.",2006,1967,,"Fantasy|Short stories|Science fiction, American",Fiction|Science fiction,The best of Philip Jos̩ Farmer,1967,0.7196684433634867,1
mdp.39015018601388_1,mdp.39015018601388,43190,fantasy_oclc,"Beagle, Peter S.",,New York|Viking Press|1968,1968,1968,,,Fiction,The last unicorn | $c: [by] Peter S. Beagle.,1968,0.989147283827312,1
uc1.32106002168356_2,uc1.32106002168356,58348,fantasy_oclc,"Ellison, Harlan.",,New York|Trident Press|1968,1968,1968,,"Science fiction, American",Fiction,Love ain't nothing but sex misspelled; | twenty-two stories.,1968,0.3809904106418326,1
pst.000013229504_0,pst.000013229504,35691,fantasy_oclc,"Bradley, Marion Zimmer.",,New York|Ace Science Fiction books|c1965.,1965,1965,,,NotFiction,Star of danger,1965,0.9744080748032106,1
mdp.39015005160836,mdp.39015005160836,51076,fantasy_oclc,"Curry, Jane Louise.",,"New York|Harcourt, Brace & World|1969",1969,1969,,,UnknownGenre,The change-child,1969,0.9158814710669176,1
