docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
uc1.32106005561946_0,uc1.32106005561946,53877,fantasy_oclc,"Morris, Janet,",1946-,"New York, N.Y.|Baen Enterprises|Distributed by Simon and Schuster|c1985.",1985,1985,,,Fiction,Beyond the veil,1985,0.911426957068907,1
mdp.39015056801932_0,mdp.39015056801932,54030,fantasy_oclc,"Hodgell, P. C. (Patricia C.)",,"New York|Atheneum|1986], c1985.",1985,1985,,,Fiction,Dark of the moon,1985,0.9994795531789349,1
pst.000058490631_2,pst.000058490631,78026,fantasy_oclc,"King, Stephen,",1947-,New York|Random House|c1984.,1984,1984,,Quests (Expeditions)|Mothers and sons|Fiction|Boys|Talismans,Fiction|Fantasy fiction,The talisman : | a novel,1984,0.920779744732826,1
mdp.39015013272789_2,mdp.39015013272789,61509,fantasy_loc,,,New York|Garland Pub.|1986.,1986,1986,,"Fantasy fiction, American|Historical fiction",Fiction|Bibliographies,Alternative histories : | eleven stories of the world as it might have been,1986,0.10450346183000275,1
mdp.39015066054712_3,mdp.39015066054712,106894,fantasy_loc,"Clayton, Jo.",,New York?|Guild America Books|c1989.,1986,1986,,"Fiction|Fantasy fiction, American|Slavery",Novel|Fantastic fiction,The Soul drinker,1986,0.9946824963683174,1
pst.000061658967_0,pst.000061658967,78822,fantasy_loc,"MacAvoy, R. A.",,"Garden City, N.Y.|Nelson Doubleday|c1984.",1984,1984,,"Fantasy fiction, American",Fiction,A trio for lute,1984,0.9835563612991022,1
pst.000061658967_1,pst.000061658967,74737,fantasy_loc,"MacAvoy, R. A.",,"Garden City, N.Y.|Nelson Doubleday|c1984.",1984,1984,,"Fantasy fiction, American",Fiction,A trio for lute,1984,0.9731405857024991,1
mdp.39015014154846_0,mdp.39015014154846,65385,fantasy_oclc,"Silverberg, Robert.",,New York|Arbor House|c1982.,1982,1982,,,Fiction,Majipoor chronicles : | a novel,1982,0.978191872185294,1
pst.000022355218_0,pst.000022355218,49687,fantasy_oclc,"Gibson, William,",1948-,"West Bloomfield, Mich.|Phantasia Press|1986.",1986,1986,,,NotFiction,Neuromancer,1986,0.755500114413233,1
mdp.39015056894309_1,mdp.39015056894309,66399,fantasy_oclc,"Tilley, Patrick.",,"London|Severn House|1984, c1983.",1983,1983,,,Fiction,Cloud warrior,1983,0.994726976446859,1
mdp.39015010391855_1,mdp.39015010391855,59671,fantasy_oclc,"Courlander, Harold,",1908-1996.,"New York|Crown|1985], c1983.",1983,1983,,,Fiction,The master of the forge : | a west African odyssey,1983,0.8098339335111255,1
mdp.39015066054712_1,mdp.39015066054712,108598,fantasy_loc,"Clayton, Jo.",,New York?|Guild America Books|c1989.,1986,1986,,"Fiction|Fantasy fiction, American|Slavery",Novel|Fantastic fiction,The Soul drinker,1986,0.9941005655479676,1
mdp.39015016854088_1,mdp.39015016854088,53481,fantasy_oclc,"Buck, William.",,Berkeley|University of California Press|1981.,1981,1981,,,Fiction,Mahabharata,1981,0.9847327802938879,1
uc1.32106006725334_1,uc1.32106006725334,52872,fantasy_loc,"Yolen, Jane.",,New York|Schocken Books|1983.,1983,1983,,"Fantasy fiction, American",Fiction,Tales of wonder,1983,0.9884533871964729,1
mdp.39015062109072_0,mdp.39015062109072,47452,fantasy_loc|fantasy_oclc,"Adams, Douglas,",1952-2001.,New York|Simon and Schuster|c1987.,1987,1987,,,Fiction,Dirk Gently's Holistic Detective Agency,1987,0.814919886367815,1
mdp.39015056817664_1,mdp.39015056817664,77825,fantasy_loc,"Elgin, Suzette Haden.",,"Garden City, N.Y.|Nelson Doubleday|c1981.",1981,1981,,"Fantasy fiction, American",Fiction,The Ozark trilogy,1981,0.32002684732093445,1
mdp.39015059135650_2,mdp.39015059135650,57461,fantasy_oclc,"Thomas, Elizabeth Marshall,",1931-,Boston|Houghton Mifflin|c1987.,1987,1987,,Prehistoric peoples|Fiction,Novel|Historical fiction,Reindeer Moon,1987,0.4196538987865066,1
pst.000021750151_2,pst.000021750151,94985,fantasy_oclc,"Park, Paul,",1954-,New York|Guild America Books|c1989.,1987,1987,,,NotFiction,The sugar festival,1987,0.9521285603638013,1
mdp.39015056817664_0,mdp.39015056817664,77280,fantasy_loc,"Elgin, Suzette Haden.",,"Garden City, N.Y.|Nelson Doubleday|c1981.",1981,1981,,"Fantasy fiction, American",Fiction,The Ozark trilogy,1981,0.516029828042136,1
pst.000012752874_0,pst.000012752874,32748,fantasy_loc,,,"New York, N.Y.|Ace Books|c1981.",1981,1981,,"Fiction|Magic|Fantasy fiction, American",NotFiction,The Magic may return,1981,0.9997667480669707,1
mdp.39015046394428_1,mdp.39015046394428,43570,fantasy_oclc,"Bell, Clare.",,London|Grafton|1988.,1988,1988,,,Fiction,Ratha's creature,1988,0.9999898049854244,1
mdp.49015000704743_0,mdp.49015000704743,78709,fantasy_loc,"Lee, Tanith.",,"Sauk City, WI|Arkham House|c1986.",1986,1986,,"Fantasy fiction, English",Short stories,Dreams of dark and light : | the great short fiction,1986,0.9255159073948718,1
mdp.39015069115130_2,mdp.39015069115130,89324,fantasy_loc,"Williams, Tad.",,New York|DAW Books|Distributed by New American Library|1988.,1988,1988,,"Fantasy fiction, American",Novel|Fantastic fiction,The dragonbone chair,1988,0.9950106442562039,1
mdp.39015069174335_0,mdp.39015069174335,49968,fantasy_loc,"Lansdale, Joe R.,",1951-,"Shingletown, CA.|Mark V. Ziesing|1989.",1989,1989,,"Horror tales, American|Fantasy fiction, American",Short stories,By bizarre hands : | stories,1989,0.37176196560996555,1
inu.30000036960361_1,inu.30000036960361,70076,fantasy_oclc|sf_oclc,"Banks, Iain,",1954-,"New York, N.Y.|HarperPaperbacks|c1989.",1989,1989,,,Fiction,The player of games,1989,0.9283174715083652,1
pst.000026005850_0,pst.000026005850,61568,fantasy_oclc,"Kushner, Ellen.",,London|Allen & Unwin|1987.,1987,1987,,,NotFiction,Swordspoint :  | a melodrama of manners,1987,0.528792569148369,1
mdp.39015014443868_0,mdp.39015014443868,55546,fantasy_oclc,"Wrede, Patricia C.,",1953-,New York|ACE Fantasy Books|1984.,1984,1984,,,Fiction,The seven towers,1984,0.9294435775805662,1
mdp.39015008600119_2,mdp.39015008600119,54042,fantasy_oclc,"Delany, Samuel R.",,Toronto|New York|Bantam Books|1984.,1984,1984,,,Fiction,Stars in my pocket like grains of sand,1984,0.9864421136541023,1
mdp.39015069302423_1,mdp.39015069302423,54888,fantasy_oclc,"Farmer, Philip Jos̩.",,"Woodstock, NY|Overlook Press|2007.",2007,1981,,,Fiction,The unreasoning mask,1981,0.9941304940700093,1
mdp.39015013272789_1,mdp.39015013272789,61439,fantasy_loc,,,New York|Garland Pub.|1986.,1986,1986,,"Fantasy fiction, American|Historical fiction",Fiction|Bibliographies,Alternative histories : | eleven stories of the world as it might have been,1986,0.7217450254184486,1
mdp.39015056817664_2,mdp.39015056817664,75952,fantasy_loc,"Elgin, Suzette Haden.",,"Garden City, N.Y.|Nelson Doubleday|c1981.",1981,1981,,"Fantasy fiction, American",Fiction,The Ozark trilogy,1981,0.7679786450712898,1
