docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
uc1.$b604952_0,uc1.$b604952,32331,fantasy_oclc|sf_oclc,"Lewis, C. S. (Clive Staples),",1898-1963.,New York|Macmillan|1943.,1943,1938,,,NotFiction,Out of the silent planet.,1938,0.9720658846003807,1
mdp.39076002338643,mdp.39076002338643,33114,fantasy_loc,"Taylor, Bert Leston,",,New York;Knopf;1922.,1922,1922,,Animals;Fantasy;Girls;Juvenile fiction,,The well in the wood,1922,0.7393969942908116,1
mdp.39015061465624_2,mdp.39015061465624,83388,fantasy_loc|sf_oclc,,,New York|Gramercy Books|Distributed by Outlet Book Co.|1991.,1991,1946,,"Horror tales, American|Fantasy fiction, American",Short stories,Famous fantastic mysteries : | 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels,1946,0.8637263490028806,1
uc1.$b114447_0,uc1.$b114447,80401,fantasy_oclc,"Stern, Philip Van Doren,",1900-1984.,New York|Doubleday|1947.,1947,1947,,Short stories,Short stories,Travelers in time : | strange tales of man's journeyings into the past and the future,1947,0.9590827905551589,1
uc1.$b259681_2,uc1.$b259681,53738,fantasy_loc,"Collins, Vere H. (Vere Henry),",b. 1872.,London|Oxford University Press|1924.,1924,1924,,"Fantasy fiction, American|Fantasy fiction, English",NotFiction,Ghosts and marvels : | a selection of uncanny tales from Daniel Defoe to Algernon Blackwood,1924,0.9607433236943189,1
uc1.b3324361,uc1.b3324361,57194,fantasy_oclc,"Housman, Laurence,",1865-1959.,"New York|Harcourt, Brace|192-?",1920,1920,,,Fiction,All-fellows and The cloak of friendship,1920,0.9368481573352656,1
uc1.32106002021704_1,uc1.32106002021704,51220,fantasy_oclc,"Williams, Charles,",1886-1945.,London|Faber and Faber|1962.,1962,1930,,,NotFiction,War in heaven.,1930,0.5027976091730942,1
mdp.39015066681407_0,mdp.39015066681407,40065,fantasy_oclc,"Williams, Charles,",1886-1945.,New York|Pellegrini & Cudahy|1951,1951,1931,,,UnknownGenre,The place of the lion.,1931,0.7670872595365633,1
mdp.39015061465624_0,mdp.39015061465624,84575,fantasy_loc|sf_oclc,,,New York|Gramercy Books|Distributed by Outlet Book Co.|1991.,1991,1946,,"Horror tales, American|Fantasy fiction, American",Short stories,Famous fantastic mysteries : | 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels,1946,0.9794905108211748,1
uc1.32106002021571_1,uc1.32106002021571,53880,fantasy_oclc,"Williams, Charles,",1886-1945.,New York|Pellegrini & Cudahy|1948,1948,1945,,,NotFiction,All Hallows' Eve; | introd. by T.S. Eliot.,1945,0.8111191186374962,1
mdp.39015063975976_0,mdp.39015063975976,39036,fantasy_oclc,"Wright, S. Fowler (Sydney Fowler),",1874-1965.,New York|Cosmopolitan book corporation|1928.,1928,1928,,,Fiction,"The island of Captain Sparrow,",1928,0.9408425095995905,1
inu.30000124502158_1,inu.30000124502158,59688,fantasy_loc,"Howard, Robert E. (Robert Ervin),",1906-1936.,"Nevada City, Calif.|Black Bart Books|2008.",2008,1934,,"Fantasy fiction, American",Fiction,"""--and their memory was a bitter tree-- "" : | Queen of the Black Coast and others",1934,0.9881365131546145,1
uc1.$b236196_0,uc1.$b236196,50609,fantasy_loc,"De la Mare, Walter,",1873-1956.,London|Selwyn & Blount|1923.,1923,1923,,"Fantasy fiction, English",Fiction,"The riddle, and other stories",1923,0.6678475413317231,1
mdp.39015047532851_1,mdp.39015047532851,59205,fantasy_oclc,"Smith, Thorne,",1892-1934.,New York|Modern Library|2000.,2000,1931,,,Fiction,The night life of the gods,1931,0.2761501140989973,1
uc1.$b56203_1,uc1.$b56203,73390,fantasy_oclc,"Peake, Mervyn Laurence,",1911-1968.,New York|Reynal & Hitchcock|c1946,1946,1946,,,NotFiction,"Titus Groan, | a gothic novel | $c: by Mervyn Peake.",1946,0.7931380627226703,1
mdp.39015002966581_0,mdp.39015002966581,60765,fantasy_oclc,"Blackwood, Algernon,",1869-1951.,London|New York|P. Nevill|1949,1949,1949,,,Fiction,Tales of the uncanny and supernatural.,1949,0.9802926157984813,1
mdp.39015076164287_2,mdp.39015076164287,51497,fantasy_loc,,,New York|Del Rey/Ballantine Books|c2008.,2008,1941,,"Lewis, C. S|Sources|Fantasy fiction, English|(Clive Staples)|1898-1963",NotFiction|Bibliographies,Tales before Narnia : | the roots of modern fantasy and science fiction,1941,0.8022751865513542,1
mdp.39015060661678_1,mdp.39015060661678,58567,fantasy_loc,"Howard, Robert E. (Robert Ervin),",1906-1936.,Lincoln|University of Nebraska Press|c2005.,2005,1935,,"Horror tales, American|Fantasy fiction, American",Fiction,The black stranger and other American tales,1935,0.9972772472147792,1
mdp.39015035730640,mdp.39015035730640,34656,fantasy_oclc,"Orwell, George,",1903-1950.,"New York|Harcourt, Brace|1946",1946,1945,,,Fiction,"Animal farm, | $c: [by] George Orwell.",1945,0.37831487826977944,1
uc1.$b86033_0,uc1.$b86033,54030,fantasy_oclc|sf_oclc,"Bond, Nelson Slade,",1908-,New York|Coward-McCann|1946,1946,1946,,,NotFiction,Mr. Mergenthwirker's lobblies and other fantastic tales,1946,0.7593985985288185,1
uc1.32106017680692_1,uc1.32106017680692,47141,fantasy_oclc,"Woolf, Virginia,",1882-1941,London|Hogarth Press|1958,1958,1928,,,NotFiction,Orlando : a biography,1928,0.7276301534846059,1
umn.319510008904524,umn.319510008904524,28757,fantasy_loc,"Jones, Elizabeth Orton,",1910-,New York|Macmillan|1942.,1942,1942,,Fairy tales|Fantasy,NotFiction,"Twig, | $c: by Elizabeth Orton Jones.",1942,0.6458992733873138,1
uc1.$b106425_1,uc1.$b106425,49257,fantasy_oclc,"Bridge, Ann,",1889-1974.,New York|Macmillan Co.|1949 [c1948,1949,1949,,,NotFiction,"And then you came, | $c: by Ann Bridge [pseud.]",1949,0.4507526517873927,1
uc1.$b106425_2,uc1.$b106425,47193,fantasy_oclc,"Bridge, Ann,",1889-1974.,New York|Macmillan Co.|1949 [c1948,1949,1949,,,NotFiction,"And then you came, | $c: by Ann Bridge [pseud.]",1949,0.5505893527748341,1
uc1.$b312872_1,uc1.$b312872,60273,fantasy_oclc|sf_oclc,"Wright, S. Fowler (Sydney Fowler),",1874-1965.,Chicago|Shasta Publishers|1949,1949,1929,,,Fiction,The world below. | $c: With an introd. by Everett F. Bleiler.,1929,0.9631410072429424,1
