docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
pst.000007408625_0,pst.000007408625,52515,fantasy_loc,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,1974,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous,1974,0.29585992580123155,1
mdp.39015017688303,mdp.39015017688303,40613,fantasy_oclc,"Carter, Lin.",,"London|Scripts Publications|1970,c1968.",1970,1970,,,NotFiction,Tower at the edge of time,1970,0.9992118282725132,1
mdp.39015020735745_0,mdp.39015020735745,65778,fantasy_oclc,"Adams, Richard,",1920-,"New York|Macmillan|1974,c1972",1974,1974,,,Fiction,Watership Down | $c: [by] Richard Adams.,1974,0.5062577818996977,1
mdp.39015056894150_1,mdp.39015056894150,63640,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.9991984081482748,1
mdp.39015046445832,mdp.39015046445832,56706,fantasy_oclc,"Le Guin, Ursula K.,",1929-,"New York|Atheneum|1971, t.p. 1980.",1971,1971,,Fantastic fiction,NotFiction,The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty.,1971,0.998405432802337,1
mdp.39015058074553_1,mdp.39015058074553,41417,fantasy_loc|sf_oclc,,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,v.5,"Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American",Short stories,Flashing swords!,1973,0.9844627765712594,1
mdp.39015020735745_1,mdp.39015020735745,68736,fantasy_oclc,"Adams, Richard,",1920-,"New York|Macmillan|1974,c1972",1974,1974,,,Fiction,Watership Down | $c: [by] Richard Adams.,1974,0.5854955713759695,1
pst.000016174740_1,pst.000016174740,47335,fantasy_oclc,"Cook, Glen.",,New York|Berkley Books|1979.,1979,1979,,,NotFiction,A shadow of all night falling,1979,0.46304441375796035,1
pst.000018854497_0,pst.000018854497,39632,fantasy_loc,"McKillip, Patricia A.",,"New York|Ballantine Books|1978, c1977.",1977,1977,1978,Fantasy,NotFiction,Heir of sea and fire,1977,0.8825510930504225,1
pst.000016174740_0,pst.000016174740,44429,fantasy_oclc,"Cook, Glen.",,New York|Berkley Books|1979.,1979,1979,,,NotFiction,A shadow of all night falling,1979,0.5103736489030708,1
mdp.39015020724129_1,mdp.39015020724129,49334,fantasy_oclc,"McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,1978,,,NotFiction,Dragonquest,1978,0.746628505321206,1
mdp.39015010738097_0,mdp.39015010738097,31385,fantasy_oclc,"Wibberley, Leonard,",1915-1983.,"Toronto|New York|Bantam Books|1971, c1962.",1971,1971,,,Fiction,The mouse on the moon,1971,0.23100075754196417,1
mdp.39015056894150_0,mdp.39015056894150,61564,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.9331950993014183,1
mdp.39015061857671_0,mdp.39015061857671,53728,fantasy_loc,"Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,1972,v.1,"Fiction|Amber (Imaginary place)|Fantasy fiction, American",Novel,The chronicles of Amber,1972,0.9857798945375321,1
mdp.39015011255661_0,mdp.39015011255661,36351,fantasy_loc,"Elwood, Roger,",,New York|Trident Press|c1973,1973,1973,,"Horror tales, American|Fantasy fiction, American",UnknownGenre,The berserkers.,1973,0.9877447972939901,1
mdp.39015011684399_0,mdp.39015011684399,31937,fantasy_oclc,"Carrington, Leonora,",1917-2011.,London|Routledge & Kegan Paul|1977.,1977,1977,,,Fiction,The hearing trumpet,1977,0.09681285711588546,1
mdp.39015012296821_0,mdp.39015012296821,42963,fantasy_oclc,"Bradbury, Ray,",1920-2012.,Toronto|New York|Bantam Books|1976.,1976,1976,,,Fiction,The machineries of joy : | short stories,1976,0.5430606166305714,1
pst.000053742254_1,pst.000053742254,50380,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.790692884242453,1
mdp.39015049862876,mdp.39015049862876,56892,fantasy_oclc,"Kellum, David F.",,Edmonton|Tree Frog Press|1976.,1976,1976,,,Fiction,The falling world of Tristram Pocket,1976,0.7992791281645121,1
mdp.39015011288076,mdp.39015011288076,57310,fantasy_oclc,"Moorcock, Michael,",1939-,New York|Daw|1972.,1972,1972,,,Fiction,Elric of Melnibone./ | $c: Michael Moorcock.,1972,0.9944064177647676,1
mdp.39015005165686_0,mdp.39015005165686,29920,fantasy_oclc,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"Boston|Gregg Press|1979, c1952.",1979,1979,,,Fiction,Islands in the sky,1979,0.9392944210537413,1
pst.000007408625_1,pst.000007408625,53116,fantasy_loc,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,1974,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous,1974,0.5963589638261433,1
pst.000007408892_0,pst.000007408892,51869,fantasy_loc,,,"New York|Jove Publications|1979, c1977.",1977,1977,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",NotFiction,Whispers,1977,0.7797878526968827,1
mdp.39015020724129_0,mdp.39015020724129,50208,fantasy_oclc,"McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,1978,,,NotFiction,Dragonquest,1978,0.8699001869549805,1
mdp.39015019049371_1,mdp.39015019049371,60840,fantasy_loc,"Haining, Peter.",,New York|Taplinger|1970,1970,1970,,Fantasy fiction|Horror tales,UnknownGenre,"The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury.",1970,0.9402470045034351,1
pst.000053742254_0,pst.000053742254,50161,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.10687955690859498,1
mdp.39015035341463_0,mdp.39015035341463,64914,fantasy_oclc,"Farmer, Philip Jos̩.",,New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.,1977,1977,,,Fiction,The dark design,1977,0.777515142927066,1
mdp.39015011255661_1,mdp.39015011255661,34085,fantasy_loc,"Elwood, Roger,",,New York|Trident Press|c1973,1973,1973,,"Horror tales, American|Fantasy fiction, American",UnknownGenre,The berserkers.,1973,0.20194905976471358,1
mdp.39015063174026_1,mdp.39015063174026,35329,fantasy_oclc,"Anthony, Piers.",,New York|Berkley Pub. Corp.|1973.,1973,1973,,"Human-alien encounters|Fiction|Dentists|Interstellar travel|Science fiction, American",Fiction|Science fiction,Prostho plus,1973,0.9630723195360735,1
mdp.39015059189590_1,mdp.39015059189590,49079,fantasy_loc,,,New York|G. P. Putnam|c1970.,1970,1970,,"Fantasy fiction, American",Short stories,Warlocks and warriors,1970,0.999926649222011,1
mdp.39015008821251_1,mdp.39015008821251,72909,fantasy_loc,"Donaldson, Stephen R.",,"New York|Ballantine Books|1978, c1977.",1978,1978,,Fantasy fiction,Fiction,The illearth war,1978,0.9898519210507163,1
mdp.39015010296195_0,mdp.39015010296195,37329,fantasy_oclc,"Wolfe, Gene.",,"New York|Ace Books|1977, c1976.",1976,1976,,,Fiction,The Devil in a forest,1976,0.9137054724709663,1
mdp.39015011684399_1,mdp.39015011684399,30324,fantasy_oclc,"Carrington, Leonora,",1917-2011.,London|Routledge & Kegan Paul|1977.,1977,1977,,,Fiction,The hearing trumpet,1977,0.6673005414614666,1
mdp.39015061861616_0,mdp.39015061861616,71633,fantasy_loc,,,New York|Arno Press|1976.,1976,1976,,Horror tales|Fantasy fiction,Short stories,Ancient hauntings,1976,0.7640786203311793,1
uc1.32106020040769_0,uc1.32106020040769,59569,fantasy_loc,"Lynn, Elizabeth A",,"New York|Berkley Books|1980, c1979",1979,1979,,Fantasy fiction,Fiction,The Dancers of Arun,1979,0.8347391576433352,1
mdp.39015062063014_0,mdp.39015062063014,36559,fantasy_oclc,"Lem, Stanis��aw.",,New York|Seabury Press|1973,1973,1973,,,Fiction,Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose.,1973,0.9245747026584462,1
mdp.39015035341463_1,mdp.39015035341463,66913,fantasy_oclc,"Farmer, Philip Jos̩.",,New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.,1977,1977,,,Fiction,The dark design,1977,0.23648466081575642,1
mdp.39015061861616_1,mdp.39015061861616,41110,fantasy_loc,,,New York|Arno Press|1976.,1976,1976,,Horror tales|Fantasy fiction,Short stories,Ancient hauntings,1976,0.9829342442606064,1
