docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.39015005165686_0,mdp.39015005165686,29920,fantasy_oclc,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"Boston|Gregg Press|1979, c1952.",1979,1979,,,Fiction,Islands in the sky,1979,0.6633470861283336,1
mdp.39015053238286_1,mdp.39015053238286,49325,fantasy_loc|sf_oclc,,,New York|Pyramid Books|1975-,0,1975,v.1,Fantasy fiction,Fiction,Weird heroes,1975,0.5360975990069305,1
mdp.39015020735745_2,mdp.39015020735745,65575,fantasy_oclc,"Adams, Richard,",1920-,"New York|Macmillan|1974,c1972",1974,1974,,,Fiction,Watership Down | $c: [by] Richard Adams.,1974,0.5815978699256847,1
pst.000053742254_0,pst.000053742254,50161,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.18356603791566806,1
mdp.39015019357808_0,mdp.39015019357808,69854,fantasy_oclc,"Gerrold, David",,New York|Ballantine|1971.,1971,1971,,Science fiction,NotFiction,The flying sorcerers,1971,0.874103115541347,1
uc1.32106010493283_0,uc1.32106010493283,35025,fantasy_loc,"Le Guin, Ursula K.,",1929-,"New York|Bantam Books|1975, c1968.",1975,1975,,Fantasy|Fiction|Magic,Fiction,A wizard of Earthsea,1975,0.8442635171980934,1
pst.000018854497_0,pst.000018854497,39632,fantasy_loc,"McKillip, Patricia A.",,"New York|Ballantine Books|1978, c1977.",1977,1977,1978,Fantasy,NotFiction,Heir of sea and fire,1977,0.7172417087507982,1
mdp.39015061861616_0,mdp.39015061861616,71633,fantasy_loc,,,New York|Arno Press|1976.,1976,1976,,Horror tales|Fantasy fiction,Short stories,Ancient hauntings,1976,0.5392090286852786,1
mdp.39015010738097_1,mdp.39015010738097,31670,fantasy_oclc,"Wibberley, Leonard,",1915-1983.,"Toronto|New York|Bantam Books|1971, c1962.",1971,1971,,,Fiction,The mouse on the moon,1971,0.2893440542883964,1
mdp.39015008821251_2,mdp.39015008821251,69868,fantasy_loc,"Donaldson, Stephen R.",,"New York|Ballantine Books|1978, c1977.",1978,1978,,Fantasy fiction,Fiction,The illearth war,1978,0.8807739413677147,1
mdp.39015011255661_1,mdp.39015011255661,34085,fantasy_loc,"Elwood, Roger,",,New York|Trident Press|c1973,1973,1973,,"Horror tales, American|Fantasy fiction, American",UnknownGenre,The berserkers.,1973,0.45270013455580727,1
pst.000053742254_2,pst.000053742254,50298,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.726948042914195,1
mdp.39015020723915_1,mdp.39015020723915,51485,fantasy_oclc,"McCaffrey, Anne.",,New York|Ballantine Books|c1978.,1978,1978,,,Fiction,Dragonflight,1978,0.8261501131739121,1
uc1.32106020040769_0,uc1.32106020040769,59569,fantasy_loc,"Lynn, Elizabeth A",,"New York|Berkley Books|1980, c1979",1979,1979,,Fantasy fiction,Fiction,The Dancers of Arun,1979,0.6661189393117214,1
pst.000007408625_1,pst.000007408625,53116,fantasy_loc,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,1974,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous,1974,0.5141402662548281,1
mdp.39015061857671_2,mdp.39015061857671,50521,fantasy_loc,"Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,1972,v.1,"Fiction|Amber (Imaginary place)|Fantasy fiction, American",Novel,The chronicles of Amber,1972,0.7641223241991834,1
mdp.39015053238286_0,mdp.39015053238286,46857,fantasy_loc|sf_oclc,,,New York|Pyramid Books|1975-,0,1975,v.1,Fantasy fiction,Fiction,Weird heroes,1975,0.38456703521015306,1
mdp.39015011288076,mdp.39015011288076,57310,fantasy_oclc,"Moorcock, Michael,",1939-,New York|Daw|1972.,1972,1972,,,Fiction,Elric of Melnibone./ | $c: Michael Moorcock.,1972,0.9341607552199532,1
mdp.39015059189590_0,mdp.39015059189590,49553,fantasy_loc,,,New York|G. P. Putnam|c1970.,1970,1970,,"Fantasy fiction, American",Short stories,Warlocks and warriors,1970,0.9896453905731337,1
mdp.39015073820543_1,mdp.39015073820543,60519,fantasy_loc,,,"Sauk City, Wis.|Arkham House|1975.",1975,1975,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",Short stories,Nameless places,1975,0.7934612883667588,1
mdp.39015035341463_0,mdp.39015035341463,64914,fantasy_oclc,"Farmer, Philip Jos̩.",,New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.,1977,1977,,,Fiction,The dark design,1977,0.6605313455140626,1
mdp.39015017688303,mdp.39015017688303,40613,fantasy_oclc,"Carter, Lin.",,"London|Scripts Publications|1970,c1968.",1970,1970,,,NotFiction,Tower at the edge of time,1970,0.9826812716701029,1
mdp.39015010738097_0,mdp.39015010738097,31385,fantasy_oclc,"Wibberley, Leonard,",1915-1983.,"Toronto|New York|Bantam Books|1971, c1962.",1971,1971,,,Fiction,The mouse on the moon,1971,0.2094328929469611,1
mdp.39015058074553_1,mdp.39015058074553,41417,fantasy_loc|sf_oclc,,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,v.5,"Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American",Short stories,Flashing swords!,1973,0.8492889332556286,1
mdp.39015056894150_2,mdp.39015056894150,63753,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.9325918894576617,1
mdp.39015020723915_0,mdp.39015020723915,55703,fantasy_oclc,"McCaffrey, Anne.",,New York|Ballantine Books|c1978.,1978,1978,,,Fiction,Dragonflight,1978,0.882299412082925,1
mdp.39015020724129_2,mdp.39015020724129,46681,fantasy_oclc,"McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,1978,,,NotFiction,Dragonquest,1978,0.7882409045025158,1
pst.000007408625_0,pst.000007408625,52515,fantasy_loc,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,1974,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous,1974,0.41389543435398823,1
mdp.39015010919192_1,mdp.39015010919192,35746,fantasy_oclc,"Zelazny, Roger.",,"Boston|Gregg Press|1979, c1970.",1979,1979,,,Fiction,Nine princes in Amber,1979,0.7819238793916513,1
pst.000007408625_2,pst.000007408625,54578,fantasy_loc,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,1974,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous,1974,0.39514352412898607,1
mdp.39015061857671_0,mdp.39015061857671,53728,fantasy_loc,"Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,1972,v.1,"Fiction|Amber (Imaginary place)|Fantasy fiction, American",Novel,The chronicles of Amber,1972,0.5816113912499885,1
mdp.39015012296821_1,mdp.39015012296821,47162,fantasy_oclc,"Bradbury, Ray,",1920-2012.,Toronto|New York|Bantam Books|1976.,1976,1976,,,Fiction,The machineries of joy : | short stories,1976,0.4831066239492451,1
pst.000043755776,pst.000043755776,15514,fantasy_oclc,"Gardner, John,",1933-1982,New York|Bantam|1976.,1976,1976,,Fairy tales,NotFiction,"Dragon, dragon, and other tales",1976,0.618847988775297,1
mdp.39015019049371_1,mdp.39015019049371,60840,fantasy_loc,"Haining, Peter.",,New York|Taplinger|1970,1970,1970,,Fantasy fiction|Horror tales,UnknownGenre,"The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury.",1970,0.7503287836062335,1
mdp.39015058074553_0,mdp.39015058074553,39881,fantasy_loc|sf_oclc,,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,v.5,"Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American",Short stories,Flashing swords!,1973,0.9373973588311186,1
mdp.39015008821251_1,mdp.39015008821251,72909,fantasy_loc,"Donaldson, Stephen R.",,"New York|Ballantine Books|1978, c1977.",1978,1978,,Fantasy fiction,Fiction,The illearth war,1978,0.8476832102302566,1
mdp.39015010296195_1,mdp.39015010296195,39715,fantasy_oclc,"Wolfe, Gene.",,"New York|Ace Books|1977, c1976.",1976,1976,,,Fiction,The Devil in a forest,1976,0.6708769323496684,1
pst.000007408892_0,pst.000007408892,51869,fantasy_loc,,,"New York|Jove Publications|1979, c1977.",1977,1977,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",NotFiction,Whispers,1977,0.7449200069670013,1
mdp.39015010296195_0,mdp.39015010296195,37329,fantasy_oclc,"Wolfe, Gene.",,"New York|Ace Books|1977, c1976.",1976,1976,,,Fiction,The Devil in a forest,1976,0.6840249150610974,1
mdp.39015020735745_1,mdp.39015020735745,68736,fantasy_oclc,"Adams, Richard,",1920-,"New York|Macmillan|1974,c1972",1974,1974,,,Fiction,Watership Down | $c: [by] Richard Adams.,1974,0.5644423272693938,1
mdp.39015019049371_0,mdp.39015019049371,57817,fantasy_loc,"Haining, Peter.",,New York|Taplinger|1970,1970,1970,,Fantasy fiction|Horror tales,UnknownGenre,"The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury.",1970,0.6087474976045516,1
mdp.39015008821251_0,mdp.39015008821251,69818,fantasy_loc,"Donaldson, Stephen R.",,"New York|Ballantine Books|1978, c1977.",1978,1978,,Fantasy fiction,Fiction,The illearth war,1978,0.6986153630321543,1
mdp.39015019357808_1,mdp.39015019357808,66904,fantasy_oclc,"Gerrold, David",,New York|Ballantine|1971.,1971,1971,,Science fiction,NotFiction,The flying sorcerers,1971,0.8254160401989251,1
mdp.39015073820543_0,mdp.39015073820543,61814,fantasy_loc,,,"Sauk City, Wis.|Arkham House|1975.",1975,1975,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",Short stories,Nameless places,1975,0.7545797936971063,1
pst.000007889585_0,pst.000007889585,44913,fantasy_loc,,,New York|Kensington|c1979.,1979,1979,,Fantasy fiction,Science fiction|NotFiction,"Other worlds, 1",1979,0.7534547836832262,1
pst.000016174740_0,pst.000016174740,44429,fantasy_oclc,"Cook, Glen.",,New York|Berkley Books|1979.,1979,1979,,,NotFiction,A shadow of all night falling,1979,0.6700356735840893,1
mdp.39015011684399_1,mdp.39015011684399,30324,fantasy_oclc,"Carrington, Leonora,",1917-2011.,London|Routledge & Kegan Paul|1977.,1977,1977,,,Fiction,The hearing trumpet,1977,0.5946126402919837,1
mdp.39015020724129_0,mdp.39015020724129,50208,fantasy_oclc,"McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,1978,,,NotFiction,Dragonquest,1978,0.7523789515116202,1
mdp.39015062063014_1,mdp.39015062063014,36731,fantasy_oclc,"Lem, Stanis��aw.",,New York|Seabury Press|1973,1973,1973,,,Fiction,Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose.,1973,0.34972990161480455,1
mdp.39015062063014_0,mdp.39015062063014,36559,fantasy_oclc,"Lem, Stanis��aw.",,New York|Seabury Press|1973,1973,1973,,,Fiction,Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose.,1973,0.5534736301712152,1
mdp.39015020724129_1,mdp.39015020724129,49334,fantasy_oclc,"McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,1978,,,NotFiction,Dragonquest,1978,0.7865472545923188,1
mdp.39015056894150_1,mdp.39015056894150,63640,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.9274446480610634,1
mdp.39015035341463_1,mdp.39015035341463,66913,fantasy_oclc,"Farmer, Philip Jos̩.",,New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.,1977,1977,,,Fiction,The dark design,1977,0.5108426621466983,1
pst.000023842687,pst.000023842687,11865,fantasy_loc,"Pinkwater, Daniel Manus,",1941-,"New York|Dell|1976], c1975.",1976,1976,P585wing 1976,Fantasy|Schools|New York (State)|New York|Fiction|Chinese,NotFiction,Wingman,1976,0.13516747719430214,1
pst.000053742254_1,pst.000053742254,50380,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.5757081300879907,1
mdp.39015061861616_1,mdp.39015061861616,41110,fantasy_loc,,,New York|Arno Press|1976.,1976,1976,,Horror tales|Fantasy fiction,Short stories,Ancient hauntings,1976,0.7325794832873377,1
uc1.32106014299314,uc1.32106014299314,56652,fantasy_oclc,"Le Guin, Ursula K.,",1929-,"New York|Atheneum|1971, t.p. 1980.",1971,1971,,Fantastic fiction,NotFiction,The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty.,1971,0.9199245172562498,1
mdp.39015061857671_1,mdp.39015061857671,51399,fantasy_loc,"Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,1972,v.1,"Fiction|Amber (Imaginary place)|Fantasy fiction, American",Novel,The chronicles of Amber,1972,0.7834727684755225,1
mdp.39015063174026_1,mdp.39015063174026,35329,fantasy_oclc,"Anthony, Piers.",,New York|Berkley Pub. Corp.|1973.,1973,1973,,"Human-alien encounters|Fiction|Dentists|Interstellar travel|Science fiction, American",Fiction|Science fiction,Prostho plus,1973,0.737770716146991,1
mdp.39015011684399_0,mdp.39015011684399,31937,fantasy_oclc,"Carrington, Leonora,",1917-2011.,London|Routledge & Kegan Paul|1977.,1977,1977,,,Fiction,The hearing trumpet,1977,0.19423928827282705,1
mdp.39015035341463_2,mdp.39015035341463,66580,fantasy_oclc,"Farmer, Philip Jos̩.",,New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.,1977,1977,,,Fiction,The dark design,1977,0.7807234415857738,1
pst.000012777891,pst.000012777891,46093,fantasy_loc|sf_oclc,"Serling, Rod,",1924-1975,Toronto|New York|Bantam Books|1972].,1972,1972,,"Fantasy fiction, American",NotFiction,Night gallery 2.,1972,0.4386414800208858,1
mdp.39015049862876,mdp.39015049862876,56892,fantasy_oclc,"Kellum, David F.",,Edmonton|Tree Frog Press|1976.,1976,1976,,,Fiction,The falling world of Tristram Pocket,1976,0.5361642417714846,1
pst.000007408892_1,pst.000007408892,57613,fantasy_loc,,,"New York|Jove Publications|1979, c1977.",1977,1977,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",NotFiction,Whispers,1977,0.6327731344809239,1
mdp.39015056894150_0,mdp.39015056894150,61564,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.7968116415779181,1
mdp.39015002274507_0,mdp.39015002274507,39837,random,"Naipaul, Seepersad.",,London|Deutsch|1976.,1976,1976,,,Fiction,"The adventures of Gurudeva, and other stories / | $c: [by] Seepersad Naipaul ; with a foreword by V. S. Naipaul.",1976,0.24850312033604988,0
uc1.32106016701697_0,uc1.32106016701697,42622,random,"Ponicsan, Darryl.",,New York|Dial Press|1973.,1973,1973,,,Fiction,"Andoshen, Pa.; | a novel.",1973,0.23340074662933782,0
uc1.b4463812_0,uc1.b4463812,52190,random,"Maloff, Saul.",,New York|Scribner|1973,1973,1973,,,Fiction,Heartland; | a novel.,1973,0.4089746437691602,0
uc1.b4451842_2,uc1.b4451842,54096,random,"Farrell, James T. (James Thomas),",1904-1979.,"Garden City, N.Y.|Doubleday|1971.",1971,1971,,,Fiction,Invisible swords | $c: [by] James T. Farrell.,1971,0.1303536324358012,0
pst.000012442515_1,pst.000012442515,45497,random,"Clauser, Suzanne.",,"New York, N.Y.|Avon Books|1975.",1975,1975,,,NotFiction,A girl named Sooner / | $c: Suzanne Clauser.,1975,0.39813455790873165,0
mdp.39015000627235,mdp.39015000627235,15063,random,"Kotzwinkle, William.",,New York|Avon Books|1975.,1975,1975,,,Fiction,Swimmer in the secret sea : | a novel / | $c: by William Kotzwinkle.,1975,0.6504502938437096,0
mdp.39015005587061_0,mdp.39015005587061,31983,random,"Brunner, John,",1934-1995.,New York|Ace Books|c1972.,1972,1972,,,Fiction,The dramaturges of Yan / | $c: John Brunner.,1972,0.6753673507097039,0
mdp.39015061468180_1,mdp.39015061468180,43292,random,"Lippincott, David.",,New York|Viking Press|c1970.,1970,1970,,,Novel,E pluribus bang! / | $c: David Lippincott.,1970,0.4358148736466936,0
uc1.32106015791707_1,uc1.32106015791707,54838,random,"Nelson, Shirley.",,New York|Harper & Row|c1978.,1978,1978,,,Fiction,The last year of the war / | $c: by Shirley Nelson.,1978,0.2162837716157363,0
uc1.32106015466912_0,uc1.32106015466912,49372,random,"Matheson, Richard,",1926-,New York|Putnam|c1978.,1978,1978,,Fiction|Family relationships|Death|Guardian angels|Children|Future life|Widows|Loss (Psychology)|Suicide victims|Accident victims,Fiction|Bibliographies,What dreams may come : | a novel / | $c: by Richard Matheson.,1978,0.4717525722757225,0
mdp.39015022285798_1,mdp.39015022285798,53572,random,"Anaya, Rudolfo A.",,Albuquerque|University of New Mexico Press|c1979.,1979,1979,,,Fiction,Tortuga : | a novel / | $c: by Rudolfo A. Anaya.,1979,0.49094496779742497,0
uc1.b4451842_0,uc1.b4451842,55866,random,"Farrell, James T. (James Thomas),",1904-1979.,"Garden City, N.Y.|Doubleday|1971.",1971,1971,,,Fiction,Invisible swords | $c: [by] James T. Farrell.,1971,0.12908388174349145,0
pst.000005483969,pst.000005483969,5825,random,"Cohen, Matt,",1942-1999,Toronto|Coach House Press|c1972].,1972,1972,,,NotFiction,Too bad Galahad by Matt Cohen / | $c: Drawings by Margaret Hathaway.,1972,0.3392773767208518,0
mdp.39015051168493_2,mdp.39015051168493,61500,random,"Athar, Ikbal,",1916-,London|Macdonald and Jane's|1976.,1976,1976,,,Fiction,The years of their lives / | $c: Ikbal Athar.,1976,0.3729481493350812,0
pst.000005702893_1,pst.000005702893,36599,random,"Underwood, J. Cabaniss.",,"Freeport, N.Y.|Books for Libraries Press|1972.",1972,1972,,,NotFiction,"Gilbert : | or, Then and now. / | $c: A thrilling story of the life and achievements of a Virginia Negro, by J. Cabaniss Underwood.",1972,0.34270741970992424,0
mdp.39015055110004_1,mdp.39015055110004,38065,random,"Thomas, Audrey Callahan.",,"Vancouver|Talonbooks|1976, c1973.",1973,1973,,,Fiction,Songs my mother taught me : | a novel / | $c: by Audrey Thomas.,1973,0.21575959104468387,0
uc1.b4355015_1,uc1.b4355015,54316,random,"Livingston, Gary.",,London|Lyrebird Press|1973.,1973,1973,,,Fiction,Exile's end.,1973,0.20545156180004054,0
mdp.39015030710589,mdp.39015030710589,49179,random,"Rosenbaum, Ron.",,New York|Stonehill|c1978.,1978,1978,,,Fiction,Murder at Elaine's : | a novel / | $c: by Ron Rosenbaum.,1978,0.3124997434320764,0
mdp.39015066047898_1,mdp.39015066047898,55533,random,"Nin, Anaïs,",1903-1977.,New York|Harcourt Brace Jovanovich|1977.,1977,1977,,"Erotic stories, American",Fiction,Delta of Venus : | erotica / | $c: by Anaïs Nin.,1977,0.13763879121070116,0
mdp.39015002274507_1,mdp.39015002274507,39348,random,"Naipaul, Seepersad.",,London|Deutsch|1976.,1976,1976,,,Fiction,"The adventures of Gurudeva, and other stories / | $c: [by] Seepersad Naipaul ; with a foreword by V. S. Naipaul.",1976,0.22270595518714537,0
mdp.39015002129552_1,mdp.39015002129552,70889,random,"Wodehouse, P. G. (Pelham Grenville),",1881-1975.,London|Barrie and Jenkins|1976.,1976,1976,,,Fiction,The world of Blandings / | $c: P. G. Wodehouse.,1976,0.3402917471536329,0
mdp.49015003002582_1,mdp.49015003002582,58640,random,"Miller, Dallas.",,New York|Harper & Row|c1979.,1979,1979,,,Fiction,Passage West : | a novel / | $c: by Dallas Miller.,1979,0.26597063906560886,0
mdp.39015031222709_0,mdp.39015031222709,37173,random,"Cameron, Lou,",1924-,New York|Ballantine Books|1976.,1976,1976,,,Fiction,The spirit horses / | $c: Lou Cameron.,1976,0.46481862558354303,0
pst.000005440733_1,pst.000005440733,42965,random,"Vickers, Frederick Bert,",1903-,Sydney|Australasian Book Society|1969.,1970,1970,,Australian fiction,NotFiction,No man is himself / | $c: a novel by F. B. Vickers.,1970,0.1145764162953826,0
mdp.39015030745650_1,mdp.39015030745650,39522,random,"Hood, Hugh.",,Ottawa|Oberon Press|1971,1971,1971,,,Fiction,"The fruit man, the meat man & the manager; | stories.",1971,0.15481496764080266,0
uc1.32106014643891_1,uc1.32106014643891,56150,random,"Munro, Alice",,"New York|Plume|1983, c1971",1971,1971,,Fiction|Women|Girls,Fiction,Lives of girls and women / | $c: Alice Munro,1971,0.13193816339507652,0
inu.30000114305786,inu.30000114305786,44993,random,"Abbott, Keith,",1944-,Berkeley|Blue Wind Press|1975.,1975,1975,,,Fiction,Gush / | $c: Keith Abbott.,1975,0.4398004064929427,0
inu.39000005814327,inu.39000005814327,49847,random,,,"Albany|University of the State of New York, State Education Dept.|1976.",1976,1976,,Mohawk language|Mohawk Indians|Folklore|History|Texts,NotFiction,"Kanien'kéha' Okara'shón:'a = | Mohawk stories / | $c: Josephine Horne ... [et al.]. ; Rita Phillips, illustrator ; Marianne Williams, editor.",1976,0.439984701605007,0
pst.000012442515_0,pst.000012442515,45572,random,"Clauser, Suzanne.",,"New York, N.Y.|Avon Books|1975.",1975,1975,,,NotFiction,A girl named Sooner / | $c: Suzanne Clauser.,1975,0.49860669155711906,0
mdp.39015002129552_2,mdp.39015002129552,67294,random,"Wodehouse, P. G. (Pelham Grenville),",1881-1975.,London|Barrie and Jenkins|1976.,1976,1976,,,Fiction,The world of Blandings / | $c: P. G. Wodehouse.,1976,0.3945275598167971,0
mdp.39015076849721_1,mdp.39015076849721,29851,random,"Greene, Jay.",,"New York, N.Y.|Midwood Enterprises, Inc.|c1972.",1972,1972,,,UnknownGenre,Cruise ship.,1972,0.2678265755489095,0
pst.000005440733_0,pst.000005440733,44230,random,"Vickers, Frederick Bert,",1903-,Sydney|Australasian Book Society|1969.,1970,1970,,Australian fiction,NotFiction,No man is himself / | $c: a novel by F. B. Vickers.,1970,0.08474846719233864,0
mdp.39015048416435_1,mdp.39015048416435,44764,random,"New, Christopher.",,"New York|Coward, McCann & Geoghegan|c1979.",1979,1979,,"1893-1976|Fictions|Mao, Zedong",Fiction,Goodbye Chairman Mao / | $c: Christopher New.,1979,0.6009272710157151,0
mdp.39015055110004_0,mdp.39015055110004,38106,random,"Thomas, Audrey Callahan.",,"Vancouver|Talonbooks|1976, c1973.",1973,1973,,,Fiction,Songs my mother taught me : | a novel / | $c: by Audrey Thomas.,1973,0.16587921108188103,0
uc1.b4463812_1,uc1.b4463812,53637,random,"Maloff, Saul.",,New York|Scribner|1973,1973,1973,,,Fiction,Heartland; | a novel.,1973,0.4281654863062047,0
mdp.39015028025628_1,mdp.39015028025628,67037,random,"Melez͡h, Ivan Paŭlavich,",1921-,Moscow|Progress Publishers|c1979.,1979,1979,,,Fiction,People of the marsh / | $c: Ivan Melezh ; [translated by Natalie Ward ; ill. by Georgy Poplavsky].,1979,0.222803184163837,0
mdp.39015005587061_1,mdp.39015005587061,31430,random,"Brunner, John,",1934-1995.,New York|Ace Books|c1972.,1972,1972,,,Fiction,The dramaturges of Yan / | $c: John Brunner.,1972,0.6052007867997686,0
mdp.39015030010964_0,mdp.39015030010964,33376,random,"Kallifatides, Theodor,",1938-,"Garden City, N.Y.|Doubleday|1977.",1977,1977,,,Fiction,Masters and peasants / | $c: Theodor Kallifatides ; translated from the Swedish by Thomas Teal.,1977,0.2545554014876748,0
uc1.b5181929_1,uc1.b5181929,34970,random,"Hart, Sue (Susanne)",,New York|Taplinger Pub. Co.|1972,1972,1972,,"Veterinary medicine|Africa|Veterinarians|Correspondence, reminiscences, etc",NotFiction,Listen to the wild | $c: [by] Susanne Hart.,1972,0.5607929368267583,0
mdp.39015030745650_0,mdp.39015030745650,40173,random,"Hood, Hugh.",,Ottawa|Oberon Press|1971,1971,1971,,,Fiction,"The fruit man, the meat man & the manager; | stories.",1971,0.24454912745229554,0
uc1.b4951557_1,uc1.b4951557,39604,random,"Theroux, Alexander.",,Boston|Gambit|1972.,1972,1972,,,Fiction,Three wogs. -,1972,0.3658987598703482,0
uc1.b4951592,uc1.b4951592,46349,random,"White, Edmund,",1940-,New York|St. Martin's Press|c1978.,1978,1978,,Fiction|Gay men,Fiction,Nocturnes for the King of Naples / | $c: Edmund White.,1978,0.5096954679807819,0
mdp.39015048416435_0,mdp.39015048416435,45496,random,"New, Christopher.",,"New York|Coward, McCann & Geoghegan|c1979.",1979,1979,,"1893-1976|Fictions|Mao, Zedong",Fiction,Goodbye Chairman Mao / | $c: Christopher New.,1979,0.3928485858851492,0
uc1.b3454978,uc1.b3454978,16501,random,"Wildman, Eugene.",,Chicago|Swallow Press|1972,1972,1972,,,Fiction,Nuclear love.,1972,0.242050998870581,0
mdp.39015066070890_0,mdp.39015066070890,39122,random,"Christie, Agatha,",1890-1976.,London|Crime Club|1972.,1972,1972,,,Fiction,Elephants can remember | $c: [by] Agatha Christie.,1972,0.1160267812710525,0
coo.31924015913787_1,coo.31924015913787,67540,random,"West, Kenyon.",,"Washington, D.C.|Preservation Press|1976.",1976,1976,,"History | Fiction|Revolution, 1775-1783",Fiction,Cliveden / | $c: Kenyon West.,1976,0.5809541891084272,0
