docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.39015020724129_0,mdp.39015020724129,50208,fantasy_oclc,"McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,1978,,,NotFiction,Dragonquest,1978,0.9257527455410348,1
mdp.39015046445832,mdp.39015046445832,56706,fantasy_oclc,"Le Guin, Ursula K.,",1929-,"New York|Atheneum|1971, t.p. 1980.",1971,1971,,Fantastic fiction,NotFiction,The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty.,1971,0.9987734666237805,1
uc1.32106020040769_0,uc1.32106020040769,59569,fantasy_loc,"Lynn, Elizabeth A",,"New York|Berkley Books|1980, c1979",1979,1979,,Fantasy fiction,Fiction,The Dancers of Arun,1979,0.9290191547631995,1
mdp.39015053238286_1,mdp.39015053238286,49325,fantasy_loc|sf_oclc,,,New York|Pyramid Books|1975-,0,1975,v.1,Fantasy fiction,Fiction,Weird heroes,1975,0.7375189551023276,1
mdp.39015005165686_1,mdp.39015005165686,30833,fantasy_oclc,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"Boston|Gregg Press|1979, c1952.",1979,1979,,,Fiction,Islands in the sky,1979,0.9605929557637715,1
pst.000053742254_1,pst.000053742254,50380,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.7189937651528212,1
mdp.39015020735745_2,mdp.39015020735745,65575,fantasy_oclc,"Adams, Richard,",1920-,"New York|Macmillan|1974,c1972",1974,1974,,,Fiction,Watership Down | $c: [by] Richard Adams.,1974,0.7756099174418523,1
mdp.39015020735745_0,mdp.39015020735745,65778,fantasy_oclc,"Adams, Richard,",1920-,"New York|Macmillan|1974,c1972",1974,1974,,,Fiction,Watership Down | $c: [by] Richard Adams.,1974,0.6545984528472718,1
mdp.39015058074553_0,mdp.39015058074553,39881,fantasy_loc|sf_oclc,,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,v.5,"Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American",Short stories,Flashing swords!,1973,0.9972186529577168,1
mdp.39015010919192_1,mdp.39015010919192,35746,fantasy_oclc,"Zelazny, Roger.",,"Boston|Gregg Press|1979, c1970.",1979,1979,,,Fiction,Nine princes in Amber,1979,0.994765844061263,1
pst.000043755776,pst.000043755776,15514,fantasy_oclc,"Gardner, John,",1933-1982,New York|Bantam|1976.,1976,1976,,Fairy tales,NotFiction,"Dragon, dragon, and other tales",1976,0.1622945195910192,1
mdp.39015019049371_1,mdp.39015019049371,60840,fantasy_loc,"Haining, Peter.",,New York|Taplinger|1970,1970,1970,,Fantasy fiction|Horror tales,UnknownGenre,"The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury.",1970,0.9065827583027174,1
mdp.39015005165686_0,mdp.39015005165686,29920,fantasy_oclc,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"Boston|Gregg Press|1979, c1952.",1979,1979,,,Fiction,Islands in the sky,1979,0.8793106926465406,1
pst.000012777891,pst.000012777891,46093,fantasy_loc|sf_oclc,"Serling, Rod,",1924-1975,Toronto|New York|Bantam Books|1972].,1972,1972,,"Fantasy fiction, American",NotFiction,Night gallery 2.,1972,0.4283821265817907,1
pst.000023842687,pst.000023842687,11865,fantasy_loc,"Pinkwater, Daniel Manus,",1941-,"New York|Dell|1976], c1975.",1976,1976,P585wing 1976,Fantasy|Schools|New York (State)|New York|Fiction|Chinese,NotFiction,Wingman,1976,0.01132498865129441,1
mdp.39015061861616_0,mdp.39015061861616,71633,fantasy_loc,,,New York|Arno Press|1976.,1976,1976,,Horror tales|Fantasy fiction,Short stories,Ancient hauntings,1976,0.7488173949334765,1
mdp.39015019357808_0,mdp.39015019357808,69854,fantasy_oclc,"Gerrold, David",,New York|Ballantine|1971.,1971,1971,,Science fiction,NotFiction,The flying sorcerers,1971,0.9883090685510669,1
mdp.39015020723915_0,mdp.39015020723915,55703,fantasy_oclc,"McCaffrey, Anne.",,New York|Ballantine Books|c1978.,1978,1978,,,Fiction,Dragonflight,1978,0.8250100538531235,1
mdp.39015056894150_2,mdp.39015056894150,63753,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.9971414827463692,1
mdp.39015010738097_1,mdp.39015010738097,31670,fantasy_oclc,"Wibberley, Leonard,",1915-1983.,"Toronto|New York|Bantam Books|1971, c1962.",1971,1971,,,Fiction,The mouse on the moon,1971,0.5314662206301702,1
mdp.39015061857671_2,mdp.39015061857671,50521,fantasy_loc,"Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,1972,v.1,"Fiction|Amber (Imaginary place)|Fantasy fiction, American",Novel,The chronicles of Amber,1972,0.9783135125270722,1
mdp.39015011255661_0,mdp.39015011255661,36351,fantasy_loc,"Elwood, Roger,",,New York|Trident Press|c1973,1973,1973,,"Horror tales, American|Fantasy fiction, American",UnknownGenre,The berserkers.,1973,0.9787768499115383,1
mdp.39015012296821_0,mdp.39015012296821,42963,fantasy_oclc,"Bradbury, Ray,",1920-2012.,Toronto|New York|Bantam Books|1976.,1976,1976,,,Fiction,The machineries of joy : | short stories,1976,0.7628131695845254,1
mdp.39015056894150_1,mdp.39015056894150,63640,fantasy_oclc,"Preiss, Byron.",,Toronto|New York|Bantam|1979.,1979,1979,,,Fiction,Dragonworld,1979,0.9986310390606997,1
mdp.39015059189590_0,mdp.39015059189590,49553,fantasy_loc,,,New York|G. P. Putnam|c1970.,1970,1970,,"Fantasy fiction, American",Short stories,Warlocks and warriors,1970,0.9998577232972756,1
mdp.39015035341463_1,mdp.39015035341463,66913,fantasy_oclc,"Farmer, Philip Jos̩.",,New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.,1977,1977,,,Fiction,The dark design,1977,0.11248856608852523,1
mdp.39015019357808_1,mdp.39015019357808,66904,fantasy_oclc,"Gerrold, David",,New York|Ballantine|1971.,1971,1971,,Science fiction,NotFiction,The flying sorcerers,1971,0.8759748909790189,1
pst.000007889585_1,pst.000007889585,42387,fantasy_loc,,,New York|Kensington|c1979.,1979,1979,,Fantasy fiction,Science fiction|NotFiction,"Other worlds, 1",1979,0.9434195866830578,1
mdp.39015020723915_1,mdp.39015020723915,51485,fantasy_oclc,"McCaffrey, Anne.",,New York|Ballantine Books|c1978.,1978,1978,,,Fiction,Dragonflight,1978,0.9729014481566896,1
uc1.32106014299314,uc1.32106014299314,56652,fantasy_oclc,"Le Guin, Ursula K.,",1929-,"New York|Atheneum|1971, t.p. 1980.",1971,1971,,Fantastic fiction,NotFiction,The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty.,1971,0.9988144321982937,1
mdp.39015011288076,mdp.39015011288076,57310,fantasy_oclc,"Moorcock, Michael,",1939-,New York|Daw|1972.,1972,1972,,,Fiction,Elric of Melnibone./ | $c: Michael Moorcock.,1972,0.9939712932052298,1
mdp.39015019049371_0,mdp.39015019049371,57817,fantasy_loc,"Haining, Peter.",,New York|Taplinger|1970,1970,1970,,Fantasy fiction|Horror tales,UnknownGenre,"The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury.",1970,0.692072580777145,1
pst.000007408892_0,pst.000007408892,51869,fantasy_loc,,,"New York|Jove Publications|1979, c1977.",1977,1977,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",NotFiction,Whispers,1977,0.781364841999077,1
pst.000053742254_2,pst.000053742254,50298,fantasy_loc,,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,,Fantasy fiction,NotFiction,Fantasy : | shapes of things unknown,1974,0.8865981290579672,1
mdp.39015063174026_0,mdp.39015063174026,34779,fantasy_oclc,"Anthony, Piers.",,New York|Berkley Pub. Corp.|1973.,1973,1973,,"Human-alien encounters|Fiction|Dentists|Interstellar travel|Science fiction, American",Fiction|Science fiction,Prostho plus,1973,0.9327122894174095,1
mdp.39015020724129_1,mdp.39015020724129,49334,fantasy_oclc,"McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,1978,,,NotFiction,Dragonquest,1978,0.771426998211684,1
mdp.39015058074553_1,mdp.39015058074553,41417,fantasy_loc|sf_oclc,,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,v.5,"Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American",Short stories,Flashing swords!,1973,0.9910566524388114,1
mdp.39015073820543_0,mdp.39015073820543,61814,fantasy_loc,,,"Sauk City, Wis.|Arkham House|1975.",1975,1975,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",Short stories,Nameless places,1975,0.9730391429700612,1
mdp.39015010738097_0,mdp.39015010738097,31385,fantasy_oclc,"Wibberley, Leonard,",1915-1983.,"Toronto|New York|Bantam Books|1971, c1962.",1971,1971,,,Fiction,The mouse on the moon,1971,0.27980474894710006,1
mdp.39015073820543_1,mdp.39015073820543,60519,fantasy_loc,,,"Sauk City, Wis.|Arkham House|1975.",1975,1975,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",Short stories,Nameless places,1975,0.9594996536366228,1
mdp.39015062063014_0,mdp.39015062063014,36559,fantasy_oclc,"Lem, Stanis��aw.",,New York|Seabury Press|1973,1973,1973,,,Fiction,Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose.,1973,0.9435063875346237,1
mdp.39015008821251_1,mdp.39015008821251,72909,fantasy_loc,"Donaldson, Stephen R.",,"New York|Ballantine Books|1978, c1977.",1978,1978,,Fantasy fiction,Fiction,The illearth war,1978,0.9619532073681203,1
pst.000007408625_2,pst.000007408625,54578,fantasy_loc,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,1974,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous,1974,0.5234196669585155,1
pst.000018854497_1,pst.000018854497,37981,fantasy_loc,"McKillip, Patricia A.",,"New York|Ballantine Books|1978, c1977.",1977,1977,1978,Fantasy,NotFiction,Heir of sea and fire,1977,0.9919240476330061,1
mdp.39015061861616_1,mdp.39015061861616,41110,fantasy_loc,,,New York|Arno Press|1976.,1976,1976,,Horror tales|Fantasy fiction,Short stories,Ancient hauntings,1976,0.9852865962321072,1
mdp.39015012296821_1,mdp.39015012296821,47162,fantasy_oclc,"Bradbury, Ray,",1920-2012.,Toronto|New York|Bantam Books|1976.,1976,1976,,,Fiction,The machineries of joy : | short stories,1976,0.3129451584933235,1
uc1.32106020040769_1,uc1.32106020040769,58679,fantasy_loc,"Lynn, Elizabeth A",,"New York|Berkley Books|1980, c1979",1979,1979,,Fantasy fiction,Fiction,The Dancers of Arun,1979,0.91148614676013,1
mdp.39015049862876,mdp.39015049862876,56892,fantasy_oclc,"Kellum, David F.",,Edmonton|Tree Frog Press|1976.,1976,1976,,,Fiction,The falling world of Tristram Pocket,1976,0.4288037900320026,1
