docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.49015002208008_2,mdp.49015002208008,58040,fantasy_oclc,"Lackey, Mercedes.",,New York|DAW Books|Distributed by Penguin USA|c1994.,1994,1994,,,Fiction,Storm warning,1994,0.9058885432913488,1
mdp.49015002042977_1,mdp.49015002042977,48959,fantasy_loc,"Kress, Nancy.",,"Sauk City, Wis.|Arkham House Publishers|c1993.",1993,1993,,"Fantasy fiction, American",Short stories,The aliens of earth,1993,0.5055104208266115,1
mdp.39015040060918_1,mdp.39015040060918,58869,fantasy_loc,,,"Lexington, Ky.|University Press of Kentucky|c1997.",1997,1997,,"Fantasy literature, English|Carroll, Lewis|1832-1898|Satire, English|Influence|Parodies, imitations, etc",NotFiction|Bibliographies,Alternative Alices : | visions and revisions of Lewis Carroll's Alice books : an anthology,1997,0.9666793220440799,1
uc1.b4431356_0,uc1.b4431356,47394,fantasy_oclc,"LaFarge, Tom.",,"Los Angeles, Calif.|Sun & Moon Press|1993-",0,1993,v.1,,Fiction,The crimson bears,1993,0.9962352602542035,1
mdp.39015058737563_1,mdp.39015058737563,49792,fantasy_oclc,"Dickson, Gordon R.",,New York|Ace Fantasy|1996.,1996,1996,,"Fiction|Time travel|Jinn|Dragons|Middle Ages|Eckert, James (Fictitious character)",Novel|Fantasy fiction,The dragon and the Djinn,1996,0.8039355115502579,1
mdp.39015050507618_1,mdp.39015050507618,94802,fantasy_oclc,"Martin, George R. R.",,New York|Bantam Books|1996.,1996,1996,,,Fiction,A game of thrones,1996,0.9934885499386176,1
uc1.32106014482415_0,uc1.32106014482415,59403,fantasy_oclc,"Olsen, Lance,",1956-,San Francisco|Permeable Press|c1996,1996,1996,,,Fiction,Time famine : | a novel,1996,0.23686308979768367,1
mdp.39015061154988_0,mdp.39015061154988,52314,fantasy_loc,,,New York|Ace Books|1995.,1995,1995,,"Adaptations|Fantasy fiction, American|Carroll, Lewis|1832-1898",Short stories,Fantastic Alice,1995,0.9661916931331169,1
mdp.39015061154988_1,mdp.39015061154988,55566,fantasy_loc,,,New York|Ace Books|1995.,1995,1995,,"Adaptations|Fantasy fiction, American|Carroll, Lewis|1832-1898",Short stories,Fantastic Alice,1995,0.8684550543998018,1
mdp.39015040695127_1,mdp.39015040695127,52160,fantasy_oclc,"Divakaruni, Chitra Banerjee,",1956-,New York|Anchor Books|1997.,1997,1997,,Spices|Fiction,Fiction,The mistress of spices,1997,0.9584110683374436,1
mdp.39015064125274_0,mdp.39015064125274,42966,fantasy_loc,"Schweitzer, Darrell,",1952-,"Buffalo, N.Y.|W. Paul Ganley|1993.",1993,1993,,"Horror tales, American|Fantasy fiction, American",Short stories,"Transients, and other disquieting stories",1993,0.9104876421678958,1
mdp.39015050507618_2,mdp.39015050507618,93827,fantasy_oclc,"Martin, George R. R.",,New York|Bantam Books|1996.,1996,1996,,,Fiction,A game of thrones,1996,0.9895398322133842,1
mdp.39015047476265_0,mdp.39015047476265,54699,fantasy_loc,"Donaldson, Stephen R.",,New York|Bantam Books|1999.,1999,1999,,"Fantasy fiction, American",Fiction|Fantasy fiction,"Reave the Just, and other tales : | stories",1999,0.9687558047159616,1
pst.000033176208_2,pst.000033176208,61386,fantasy_oclc,"Boudreaux, Aleta.",,"Grand Bay, AL|Laughing Owl Pub.|c1998.",1998,1998,,,NotFiction|Bibliographies,Song of the white swan,1998,0.9110825345020231,1
mdp.49015002699131_1,mdp.49015002699131,76555,fantasy_loc,,,New York|Vintage International|1998.,1998,1998,,Fiction|Translations into English|Fantasy fiction|19th century,NotFiction,Fantastic tales : | visionary and everyday,1998,0.9225429412116058,1
mdp.39015028914631_0,mdp.39015028914631,47298,fantasy_oclc,"Barrett, Neal.",,"Shingletown, CA|M.V. Ziesing|1991.",1991,1991,,,Fiction,The hereafter gang,1991,0.2290136445885349,1
mdp.39015037861179_2,mdp.39015037861179,54710,fantasy_loc,,,"Stone Mountain, Ga.|White Wolf Pub.|c1994.",1994,1994,,Fantasy fiction|Horror tales,Fiction|Horror tales|Fantastic fiction,Tombs,1994,0.7880482088709642,1
mdp.39015061386812_0,mdp.39015061386812,46014,fantasy_loc|sf_loc,,,"Harrisonville, Mo.|ESA Publications|1991-",0,1991,v.1,"Fantasy tales, American|Horror tales, American|Middle West|Science fiction, American",Short stories,"Best of the Midwest's science fiction, fantasy & horror",1991,0.9422552039476462,1
pst.000029233083_1,pst.000029233083,52459,fantasy_loc,"Reed, Robert.",,"Collinsville, Ill.|Golden Gryphon Press|c1999.",1999,1999,,"Science fiction, American|Fantasy fiction, American",Fiction,The dragons of Springplace : | stories,1999,0.8906886622922655,1
mdp.39015046463629_2,mdp.39015046463629,100576,fantasy_oclc,"Martin, George R. R.",,New York|Bantam Books|1999.,1999,1999,,,Fiction,A clash of kings,1999,0.9909887347388975,1
mdp.39015040060918_2,mdp.39015040060918,59921,fantasy_loc,,,"Lexington, Ky.|University Press of Kentucky|c1997.",1997,1997,,"Fantasy literature, English|Carroll, Lewis|1832-1898|Satire, English|Influence|Parodies, imitations, etc",NotFiction|Bibliographies,Alternative Alices : | visions and revisions of Lewis Carroll's Alice books : an anthology,1997,0.863002632691588,1
mdp.39015056214490_0,mdp.39015056214490,75355,fantasy_loc,"Powers, Tim,",1952-,"New York|Avon Books|1996, c1992.",1996,1996,,"Fiction|Poker|Gambling|Paranormal fiction|Tarot (Game)|Fantasy fiction, American",Fiction,Last call,1996,0.625640708990925,1
mdp.39015040695127_0,mdp.39015040695127,48460,fantasy_oclc,"Divakaruni, Chitra Banerjee,",1956-,New York|Anchor Books|1997.,1997,1997,,Spices|Fiction,Fiction,The mistress of spices,1997,0.8067962445360043,1
mdp.39015068636235_0,mdp.39015068636235,50701,fantasy_loc,"Bowen, Gary.",,New York|Masquerade Books|c1996.,1996,1996,,"Fiction|Gay men|Horror tales, American|Erotic stories, American|Science fiction, American|Fantasy fiction, American",Fiction,Man hungry,1996,0.6095409387240331,1
uc1.32106011542344_0,uc1.32106011542344,58415,fantasy_loc,,,"Sawtry, Cambs|Dedalus|c1993.",1993,1993,,"Fantasy fiction, Dutch|Dutch fiction",Fiction,The Dedalus book of Dutch fantasy,1993,0.9598969637407403,1
mdp.39015045682393,mdp.39015045682393,53030,fantasy_loc,"Kushner, Tony.",,New York|Theatre Communications Group|1998.,1998,1998,,"Translations into English|Fantasy fiction, Yiddish|Yiddish literature",Fiction,"A dybbuk ; | and, The dybbuk melody and other themes and variations",1998,0.5227572934176606,1
mdp.39015054262376_0,mdp.39015054262376,64968,fantasy_loc,,,New York|Ace Books|c1991.,1991,1991,,Fantasy fiction|Humor in literature,Short stories,"Smart dragons, foolish elves",1991,0.8297531296009616,1
mdp.39015037303636_1,mdp.39015037303636,41786,fantasy_loc,"Le Guin, Ursula K.,",1929-,New York|HarperCollins|c1996.,1996,1996,,"Fiction|Manners and customs|Fantasy fiction, American",Fiction,Unlocking the air and other stories,1996,0.3881119285509627,1
mdp.39015040542139_1,mdp.39015040542139,62234,fantasy_loc,,,New York|Avon Books|c1997.,1997,1997,,"Fairy tales|Adaptations|Fantasy fiction, American",Fiction,"Black swan, white raven",1997,0.8991396084379581,1
mdp.39015060563213_1,mdp.39015060563213,38182,fantasy_loc,"Schweitzer, Darrell,",1952-,"Berkeley Heights, NJ|Wildside Press|1999.",1999,1999,,"Fantasy fiction, American",Short stories,Necromancies and netherworlds : | uncanny stories,1999,0.997022962782639,1
mdp.39015050507618_3,mdp.39015050507618,86551,fantasy_oclc,"Martin, George R. R.",,New York|Bantam Books|1996.,1996,1996,,,Fiction,A game of thrones,1996,0.9899056067768454,1
pst.000033176208_1,pst.000033176208,64482,fantasy_oclc,"Boudreaux, Aleta.",,"Grand Bay, AL|Laughing Owl Pub.|c1998.",1998,1998,,,NotFiction|Bibliographies,Song of the white swan,1998,0.8554122886180974,1
mdp.49015002699131_2,mdp.49015002699131,78394,fantasy_loc,,,New York|Vintage International|1998.,1998,1998,,Fiction|Translations into English|Fantasy fiction|19th century,NotFiction,Fantastic tales : | visionary and everyday,1998,0.9925653833692214,1
mdp.39015056214490_1,mdp.39015056214490,78156,fantasy_loc,"Powers, Tim,",1952-,"New York|Avon Books|1996, c1992.",1996,1996,,"Fiction|Poker|Gambling|Paranormal fiction|Tarot (Game)|Fantasy fiction, American",Fiction,Last call,1996,0.28207803673358367,1
uc1.32106011542344_2,uc1.32106011542344,60474,fantasy_loc,,,"Sawtry, Cambs|Dedalus|c1993.",1993,1993,,"Fantasy fiction, Dutch|Dutch fiction",Fiction,The Dedalus book of Dutch fantasy,1993,0.6131663097883743,1
mdp.49015002042977_0,mdp.49015002042977,48862,fantasy_loc,"Kress, Nancy.",,"Sauk City, Wis.|Arkham House Publishers|c1993.",1993,1993,,"Fantasy fiction, American",Short stories,The aliens of earth,1993,0.6481560780037334,1
mdp.39015056812269_2,mdp.39015056812269,93139,fantasy_oclc,"Wells, Angus.",,"New York|Bantam Books|1996, c1995.",1995,1995,,,Fiction,Exile's children,1995,0.9983518393979548,1
pst.000023270350_2,pst.000023270350,53210,fantasy_loc,"Lee, Tanith.",,s.l.|Guild America Books|1993.,1993,1993,,"Paradys (Imaginary place)|Fiction|Fantasy fiction, English",NotFiction,The book of the dead ; The book of the mad,1993,0.898228679502112,1
mdp.39015058737563_2,mdp.39015058737563,49164,fantasy_oclc,"Dickson, Gordon R.",,New York|Ace Fantasy|1996.,1996,1996,,"Fiction|Time travel|Jinn|Dragons|Middle Ages|Eckert, James (Fictitious character)",Novel|Fantasy fiction,The dragon and the Djinn,1996,0.9249725348847282,1
mdp.39015064805990_0,mdp.39015064805990,50914,fantasy_loc,"Thomas, Patrick.",,"Farmingdale, New York|Padwolf Pub.|c1997.",1997,1997,,"Fiction|Manhattan (New York, N.Y.)|Leprechauns|Bartenders|Bars (Drinking establishments)|Fantasy fiction, American|Gods",Novel,Murphy's lore : | tales from Bulfinche's Pub,1997,0.09741966700464279,1
mdp.39015064805990_2,mdp.39015064805990,48350,fantasy_loc,"Thomas, Patrick.",,"Farmingdale, New York|Padwolf Pub.|c1997.",1997,1997,,"Fiction|Manhattan (New York, N.Y.)|Leprechauns|Bartenders|Bars (Drinking establishments)|Fantasy fiction, American|Gods",Novel,Murphy's lore : | tales from Bulfinche's Pub,1997,0.515935856938468,1
mdp.49015002208008_0,mdp.49015002208008,53834,fantasy_oclc,"Lackey, Mercedes.",,New York|DAW Books|Distributed by Penguin USA|c1994.,1994,1994,,,Fiction,Storm warning,1994,0.719667873102765,1
mdp.39015056214490_2,mdp.39015056214490,77894,fantasy_loc,"Powers, Tim,",1952-,"New York|Avon Books|1996, c1992.",1996,1996,,"Fiction|Poker|Gambling|Paranormal fiction|Tarot (Game)|Fantasy fiction, American",Fiction,Last call,1996,0.6984100212727781,1
uc1.32106014482415_1,uc1.32106014482415,56636,fantasy_oclc,"Olsen, Lance,",1956-,San Francisco|Permeable Press|c1996,1996,1996,,,Fiction,Time famine : | a novel,1996,0.4710364637715754,1
mdp.39015050507618_0,mdp.39015050507618,93229,fantasy_oclc,"Martin, George R. R.",,New York|Bantam Books|1996.,1996,1996,,,Fiction,A game of thrones,1996,0.9934313332476914,1
uc1.32106011542344_1,uc1.32106011542344,62248,fantasy_loc,,,"Sawtry, Cambs|Dedalus|c1993.",1993,1993,,"Fantasy fiction, Dutch|Dutch fiction",Fiction,The Dedalus book of Dutch fantasy,1993,0.9888375107765645,1
mdp.39015064805990_1,mdp.39015064805990,50523,fantasy_loc,"Thomas, Patrick.",,"Farmingdale, New York|Padwolf Pub.|c1997.",1997,1997,,"Fiction|Manhattan (New York, N.Y.)|Leprechauns|Bartenders|Bars (Drinking establishments)|Fantasy fiction, American|Gods",Novel,Murphy's lore : | tales from Bulfinche's Pub,1997,0.1801795619629397,1
pst.000023270350_0,pst.000023270350,54287,fantasy_loc,"Lee, Tanith.",,s.l.|Guild America Books|1993.,1993,1993,,"Paradys (Imaginary place)|Fiction|Fantasy fiction, English",NotFiction,The book of the dead ; The book of the mad,1993,0.7708215867280559,1
mdp.39015058737563_0,mdp.39015058737563,50905,fantasy_oclc,"Dickson, Gordon R.",,New York|Ace Fantasy|1996.,1996,1996,,"Fiction|Time travel|Jinn|Dragons|Middle Ages|Eckert, James (Fictitious character)",Novel|Fantasy fiction,The dragon and the Djinn,1996,0.7592263420985892,1
mdp.39015056812269_1,mdp.39015056812269,96655,fantasy_oclc,"Wells, Angus.",,"New York|Bantam Books|1996, c1995.",1995,1995,,,Fiction,Exile's children,1995,0.9976513702881366,1
mdp.49015002042977_2,mdp.49015002042977,47448,fantasy_loc,"Kress, Nancy.",,"Sauk City, Wis.|Arkham House Publishers|c1993.",1993,1993,,"Fantasy fiction, American",Short stories,The aliens of earth,1993,0.7377992511224821,1
uc1.b4431356_1,uc1.b4431356,48346,fantasy_oclc,"LaFarge, Tom.",,"Los Angeles, Calif.|Sun & Moon Press|1993-",0,1993,v.1,,Fiction,The crimson bears,1993,0.9874269187539173,1
mdp.39015041124887_0,mdp.39015041124887,42058,fantasy_oclc,"Carmody, Isobelle.",,"Ringwood, Vic.|Viking|1996.",1996,1996,,,NotFiction,Green monkey dreams : | stories,1996,0.840188332335822,1
uc1.32106013120784_0,uc1.32106013120784,36064,fantasy_oclc,"Gentle, Mary",,"New York, N.Y., U.S.A.|ROC|1994], c1991",1991,1991,,Fiction|Renaissance,Fiction,The architecture of desire,1991,0.977802961020916,1
mdp.39015037303636_0,mdp.39015037303636,39246,fantasy_loc,"Le Guin, Ursula K.,",1929-,New York|HarperCollins|c1996.,1996,1996,,"Fiction|Manners and customs|Fantasy fiction, American",Fiction,Unlocking the air and other stories,1996,0.036109011009591865,1
uc1.32106013120784_1,uc1.32106013120784,37387,fantasy_oclc,"Gentle, Mary",,"New York, N.Y., U.S.A.|ROC|1994], c1991",1991,1991,,Fiction|Renaissance,Fiction,The architecture of desire,1991,0.8620685099077293,1
mdp.39015061468552,mdp.39015061468552,20185,fantasy_loc,,,"Elkton, Md.|Triangle Titles|c1996.",1996,1996,,"Fiction|Gays|Gays' writings, American|Science fiction, American|Flight|Fantasy fiction, American",Short stories,Icarus & angels : | flights of fantasy : gay SF,1996,0.9947649432583517,1
mdp.49015002208008_1,mdp.49015002208008,57854,fantasy_oclc,"Lackey, Mercedes.",,New York|DAW Books|Distributed by Penguin USA|c1994.,1994,1994,,,Fiction,Storm warning,1994,0.7711942783502908,1
pst.000050247585_1,pst.000050247585,52181,fantasy_loc,"Clarke, Arthur C. (Arthur Charles),",1917-2008,New York|Barnes & Noble|1996.,1996,1996,,"Fantasy fiction, English|Science fiction, English",Fiction,The sentinel,1996,0.998693389679468,1
mdp.39015019810483_1,mdp.39015019810483,66203,fantasy_oclc,"Brooks, Terry.",,New York|Ballantine Books|1990.,1990,1990,,,Fiction,The scions of Shannara,1990,0.9814629638293856,1
