docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.39015056187001_0,mdp.39015056187001,50796,fantasy_loc,"Goodman, Carol.",,New York|Ballantine Books|2003.,2003,2003,,Fiction|Maternal deprivation|Biographers|Hotels|Authorship|Fantasy fiction|Mothers and daughters|Women teachers,Fiction,The seduction of water,2003,0.03937372950192578,1
mdp.39015073817440_0,mdp.39015073817440,36937,fantasy_loc,"Lawson, John Edward.",,"Hyattsville, Md.|Raw Dog Screaming|2007.",2007,2007,,"Fiction|Fantasy fiction, American|Families",Short stories,Discouraging at best,2007,0.9779171489178063,1
mdp.39015074300099_0,mdp.39015074300099,52029,fantasy_loc,"Moning, Karen Marie.",,New York|Delacorte Press|c2007.,2007,2007,,Fiction|Magic|Magicians|Fairies|sears|Americans|Ireland|Fantasy fiction,Fiction|Fantasy fiction,Bloodfever,2007,0.9107271038079046,1
mdp.49015002610310_1,mdp.49015002610310,50882,fantasy_loc,"Di Filippo, Paul,",1954-,"Urbana, IL|Golden Gryphon Press|2001.",2001,2001,,"Fiction|Occupations|Fantasy fiction, American",Fiction,Strange trades,2001,0.17378041371779485,1
pst.000066114031_1,pst.000066114031,56149,fantasy_oclc,"Harris, Charlaine.",,New York|Ace Books|2004.,2004,2004,,Waitresses|City and town life|Fiction|Telepathy|Vampires,Horror fiction|Fiction|Occult fiction,Dead to the world,2004,0.8799647696684344,1
mdp.39015061866946,mdp.39015061866946,54753,fantasy_oclc,"Mellick, Carlton.",,S.l.|Silver Lake Pub.|2002.,2002,2002,,,Short stories|Science fiction,Sunset with a beard,2002,0.9994727939664209,1
pst.000061572584_2,pst.000061572584,46413,fantasy_oclc,"Roberts, Nora.",,New York|Jove Books|2006.,2006,2006,,Vampires|Wizards|Fiction|Time travel|Witches,Fiction|Fantasy fiction,Morrigan's cross,2006,0.9251394706641934,1
mdp.39015069971193_0,mdp.39015069971193,59764,fantasy_loc,"Connolly, John,",1968-,New York|Atria Books|c2006.,2006,2006,,Fairy tales|Fiction|Death|Adaptations|Mothers|Fantasy fiction,Novel,The book of lost things,2006,0.9969767636103337,1
mdp.39015056817326_1,mdp.39015056817326,32823,fantasy_loc,"Eddy, C. M. (Clifford Martin)",,"Narragansett, R.I.|Fenham Pub.|2000, c1973.",2000,2000,,"Fantasy fiction, American|Paranormal fiction",Fiction,Exit into eternity : | tales of the bizarre and supernatural,2000,0.9690953402055027,1
pst.000060768315_0,pst.000060768315,54631,fantasy_oclc,"D'Lacey, Chris.",,New York|Orchard Books|2006,2006,2006,D623firs 2006,Bears|Boardinghouses|Dragons|Supernatural|Fiction|Authorship,Novel,Fire star,2006,0.9956648551938335,1
