docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
nyp.33433074847538,nyp.33433074847538,58601,fantasy_oclc,"Burnet, Dana,",,New York and London;Harper;c1916.,1916,1916,,,,The shining adventure,1916,0.1581402782746202,1
nyp.33433076064223,nyp.33433076064223,38536,fantasy_oclc,"Hopper, James Marie,",,"New York;Moffat, Yard and Company;1909.",1909,1909,,,,The trimming of Goosie,1909,0.557322876806861,1
mdp.39015032254008_0,mdp.39015032254008,48208,fantasy_oclc,"Stoker, Bram,",1847-1912.,New York|Paperback Library|1966.,1966,1909,,,Fiction,The lady of the shroud ; | a paperback library gothic,1909,0.39590477217547915,1
nyp.33433074847991,nyp.33433074847991,8940,fantasy_oclc,"Burnett, Frances Hodgson,",,"New York;Moffat, Yard and company;1909.",1909,1909,,,,The land of the blue flower,1909,0.9857278338972745,1
uc1.l0070882576_0,uc1.l0070882576,49810,fantasy_loc|supernat,"Machen, Arthur,",1863-1947.,"North Stratford, NH|Ayer Company|1999.",1999,1906,,"Fantasy fiction, English|Supernatural|Fiction",Fiction,The house of souls,1906,0.8692396146723127,1
uc1.$b318311_1,uc1.$b318311,32339,fantasy_loc,"Mende��s, Catulle,",1841-1909.,London|T. Werner Laurie|1928.,1928,1908,,"Fantasy fiction, French",Fiction,Number 56 and other stories,1908,0.836354447161878,1
mdp.39015047580728_1,mdp.39015047580728,50733,fantasy_loc,"Meyrink, Gustav,",1868-1932.,"Sawtry, Cambs|Dedalus|Riverside, CA|Ariadne|1995.",1995,1914,,"Fiction|Legends|Fantasy fiction, German|Translations into English|Paranormal fiction|Golem",Fiction|Bibliographies,The Golem,1914,0.5184911507289849,1
mdp.39015031219481_0,mdp.39015031219481,36994,fantasy_oclc|sf_oclc,,,London|W. H. Allen|1975-,0,1902,v.1,19th century|English fiction,Fiction,Before Armageddon : | an anthology of Victorian and Edwardian imaginative fiction published before 1914,1902,0.9586001175264438,1
uva.x030751450_2,uva.x030751450,54414,fantasy_oclc,"Blackwood, Algernon,",,"London;Macmillan and co.,ltd.;1920",1913,1913,,,,A prisoner in fairyland (the book that 'Uncle Paul' wrote),1913,0.9891664878097848,1
nyp.33433082303581,nyp.33433082303581,25863,fantasy_oclc,"Clapp, Eva Katherine,",,Chicago;Lansing;R. Smith Printing Co.;1901,1901,1901,,,,"Zauberlinda, the wise witch;",1901,0.5510959079737867,1
uc1.$b318311_0,uc1.$b318311,32378,fantasy_loc,"Mende��s, Catulle,",1841-1909.,London|T. Werner Laurie|1928.,1928,1908,,"Fantasy fiction, French",Fiction,Number 56 and other stories,1908,0.8849902308162173,1
nyp.33433076024326,nyp.33433076024326,19443,fantasy_oclc,"Lorimer, George Horace,",,New York;D. Appleton and Company;1906.,1906,1906,,,,The false gods,1906,0.5372517650286837,1
mdp.39015032254008_1,mdp.39015032254008,47437,fantasy_oclc,"Stoker, Bram,",1847-1912.,New York|Paperback Library|1966.,1966,1909,,,Fiction,The lady of the shroud ; | a paperback library gothic,1909,0.7523235595804445,1
pst.000043321285_0,pst.000043321285,55321,fantasy_loc,"London, Jack,",1876-1916.,Lincoln|University of Nebraska Press|1998].,1998,1915,,"Fantasy fiction, American",Bibliographies|NotFiction,Fantastic tales,1915,0.9296985610607549,1
mdp.39015043257750_0,mdp.39015043257750,31442,fantasy_oclc,"Stoker, Bram,",1847-1912.,London|Arrow Books|1960.,1960,1911,,,Fiction,The lair of the white worm,1911,0.7150424657474482,1
pst.000044074364_0,pst.000044074364,41201,fantasy_loc,"Nesbit, E. (Edith),",1858-1924.,New York|Books of Wonder|1998.,1998,1909,1998,Fiction|Fantasy,NotFiction,Harding's luck,1909,0.3251344598512739,1
mdp.39015031308953_1,mdp.39015031308953,34491,supernat|fantasy_oclc,"Stephens, James,",,"London;Macmillan and co., limited;1912.",1912,1912,,,,The crock of gold,1912,0.3601361040243595,1
uc2.ark+=13960=t3125zp7f_0,uc2.ark+=13960=t3125zp7f,56490,fantasy_oclc,"Kipling, Rudyard,",,"New York;Doubleday, Page & company;1909.",1909,1909,,,,Actions and reactions,1909,0.15470614957740156,1
uc1.b4938298_1,uc1.b4938298,59938,fantasy_loc,"Haggard, H. Rider (Henry Rider),",1856-1925.,London|Michael Joseph|1981.,1981,1919,,"(Henry Rider)|1856-1925|Adventure stories, English|Haggard, H. Rider|Fantasy fiction, English",NotFiction|Bibliographies,The best short stories of Rider Haggard,1919,0.9783908770820385,1
mdp.39015031308953_0,mdp.39015031308953,32713,supernat|fantasy_oclc,"Stephens, James,",,"London;Macmillan and co., limited;1912.",1912,1912,,,,The crock of gold,1912,0.7765785329985242,1
uc1.31158002048287_1,uc1.31158002048287,58723,fantasy_oclc|sf_oclc,"Merritt, Abraham,",,New York;Liveright Pub. Corp.;c1919.,1919,1919,,,,The moon pool,1919,0.9842024856359698,1
